Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"You can pick up the masks from today (Sept 21) till Oct 4. 
Link in bio @straits_times 
📸: Lim Yaohui 
#Covid19 #coronavirus #mask #StraitsTimes",2020-09-21 05:00:03+00:00,"Today only 2nd day, my side masks already sold out!!! Though saw some white ones in the machine but can't collect, it states ""stop sale"". Why give if not enough or must pay ???",22/9/20,31,Mask,33,2,-11.0070952,6,3,1,5.624853849,1,0,0
"The 18 new cases of Covid-19 announced today is the lowest daily figure since March 16, which had 17 cases. Of today's new cases, 2 are imported and 1 is from the community.
Link in bio @straits_times
📸: Kevin Lim
#coronavirus #Covid19 #StraitsTimes",2020-09-17 08:54:02+00:00,I dw wear mask faster end pls,17/9/20,7,Mask,7,0,-14.61494325,1,0,0,12.13298721,2,0,0
"Singapore's latest round of mask distribution will span a 2-week period, from Sept 21 till Oct 4.
Those who want more masks, or who want masks in other colours - such as black, peach, denim blue and navy - can pre-order them online for a fee.
Link in bio @straits_times
📸: Kelvin Chng
#StraitsTimes",2020-09-10 04:42:32+00:00,Might as well give the coloured mask out for free why must they pay for the coloured mask,10/9/20,18,Mask,18,1,-11.65687829,2,0,0,14.64955358,2,0,0
"Singapore's latest round of mask distribution will span a 2-week period, from Sept 21 till Oct 4.
Those who want more masks, or who want masks in other colours - such as black, peach, denim blue and navy - can pre-order them online for a fee.
Link in bio @straits_times
📸: Kelvin Chng
#StraitsTimes",2020-09-10 04:42:32+00:00,This masks not good eh,10/9/20,5,Mask,5,0,-12.05490763,1,0,0,36.92644554,4,0,0
"Singapore's latest round of mask distribution will span a 2-week period, from Sept 21 till Oct 4.
Those who want more masks, or who want masks in other colours - such as black, peach, denim blue and navy - can pre-order them online for a fee.
Link in bio @straits_times
📸: Kelvin Chng
#StraitsTimes",2020-09-10 04:42:32+00:00,Trying to cover something with free mask 😷?,10/9/20,7,Mask,7,0,-11.12656289,2,0,0,18.50493863,2,0,0
"Singapore's latest round of mask distribution will span a 2-week period, from Sept 21 till Oct 4.
Those who want more masks, or who want masks in other colours - such as black, peach, denim blue and navy - can pre-order them online for a fee.
Link in bio @straits_times
📸: Kelvin Chng
#StraitsTimes",2020-09-10 04:42:32+00:00,We should appreciate that our government is making moves to distribute free masks for the residents.  DONT TAKE IF YOU DONT WANT AND DO COMMENT WITHOUT THINKING. No other country that I know is doing this except Singapore.  Many people out there cant afford to buy more mask and really need it.,11/9/20,52,Mask,52,3,-12.33282997,9,3,3,1.249725206,0,1,0
"There were 22 new Covid-19 cases announced today, with 1 from the community. This is the lowest daily figure since March 16. 
Link in bio @straits_times 
📸: Jason Quah
#StraitsTimes #coronavirus #Covid19",2020-09-07 10:44:28+00:00,Yes yes.. Keep the number down.. Best to ZERO so tat all of us can have our lives back pre COVID-19.. Really really miss those lovely days when we can hug our loved ones anytime n NO MASK wearing.. Really really hate this mask wearing esp in our hot humid weather.,7/9/20,51,Mask,51,3,-13.30265999,7,1,3,2.202116263,0,0,0
"There were 22 new Covid-19 cases announced today, with 1 from the community. This is the lowest daily figure since March 16. 
Link in bio @straits_times 
📸: Jason Quah
#StraitsTimes #coronavirus #Covid19",2020-09-07 10:44:28+00:00,"Just because there are only 22 Covid-19 cases today, doesn't mean that the virus is completely gone. It doesn't mean that life can go back to the normal, and that you can quit practicing social distancing or stop wearing your masks. If yall choose not to follow the safety measurements anymore, still will kena the virus one. There is definitely people infected with the virus within our community still but haven't shown up any symptoms yet or visit the doctor or get a swab test.",7/9/20,81,Mask,85,3,-11.0597139,19,7,3,2.189412553,0,0,1
"There were 22 new Covid-19 cases announced today, with 1 from the community. This is the lowest daily figure since March 16. 
Link in bio @straits_times 
📸: Jason Quah
#StraitsTimes #coronavirus #Covid19",2020-09-07 10:44:28+00:00,Remember to wear a surgical mask with the right BFE. Protect yourself and others.,10/9/20,14,Mask,14,1,-11.42137425,1,1,1,8.878721995,1,0,0
"There were 22 new Covid-19 cases announced today, with 1 from the community. This is the lowest daily figure since March 16. 
Link in bio @straits_times 
📸: Jason Quah
#StraitsTimes #coronavirus #Covid19",2020-09-07 10:44:28+00:00,"I hope I can travel at least to Vietnam or Hong Kong this December 2020 because I like Climate. I like Coordinates(Latitude and Longitude). Please god, please. I pray for this pandemic to stop soon. I will still wear mask when I travel.",7/9/20,43,Mask,44,2,-11.21593708,8,4,2,2.773332356,0,0,0
"There were 22 new Covid-19 cases announced today, with 1 from the community. This is the lowest daily figure since March 16. 
Link in bio @straits_times 
📸: Jason Quah
#StraitsTimes #coronavirus #Covid19",2020-09-07 10:44:28+00:00,"Nice , pls lower so can cut off safe distancing and masks 😌",7/9/20,11,Mask,11,1,-12.6943415,1,1,0,8.826499369,1,0,0
"Covid-19 tests will be conducted ""at a reduced capacity and group size, and in accordance with safe management measures to safeguard the health and well-being of NSmen"", said Mindef.
Singapore Armed Forces NSmen whose IPPT window closes on or before February 7, 2021 will also be granted a one-time waiver.
Link in bio @straits_times
📸: Mindef
#ICT #IPPT #StraitsTimes",2020-09-03 09:28:00+00:00,Drink up and mask up!,3/9/20,5,Mask,5,0,-10.92471999,2,1,0,145.3925689,4,0,0
"The 31 new cases of Covid-19 announced today is the lowest daily figure since March 22. Of today's new cases, 1 is imported. 
Find out more via the link in bio @straits_times
📸: Shintaro Tay
#coronavirus #Covid19 #StraitsTimes ⁣",2020-08-25 11:46:34+00:00,Great news. Our hardwork in practising safe distancing and mask wearing pays off. Stay vigilant still 🙌. 不可以掉以轻心 💪🏻,25/8/20,16,Mask,16,1,-12.93924359,2,1,0,4.763455506,0,0,0
"The 31 new cases of Covid-19 announced today is the lowest daily figure since March 22. Of today's new cases, 1 is imported. 
Find out more via the link in bio @straits_times
📸: Shintaro Tay
#coronavirus #Covid19 #StraitsTimes ⁣",2020-08-25 11:46:34+00:00,Need more safe distancing and wearing of mask 👀,25/8/20,8,Mask,8,0,-11.63480864,1,1,0,12.13298721,2,0,0
"The 31 new cases of Covid-19 announced today is the lowest daily figure since March 22. Of today's new cases, 1 is imported. 
Find out more via the link in bio @straits_times
📸: Shintaro Tay
#coronavirus #Covid19 #StraitsTimes ⁣",2020-08-25 11:46:34+00:00,Can't take it for granted..need to be more careful...wear your mask and safe distancing...,25/8/20,15,Mask,16,1,-11.07624392,3,1,1,18.50493863,2,0,0
"The 31 new cases of Covid-19 announced today is the lowest daily figure since March 22. Of today's new cases, 1 is imported. 
Find out more via the link in bio @straits_times
📸: Shintaro Tay
#coronavirus #Covid19 #StraitsTimes ⁣",2020-08-25 11:46:34+00:00,💪💪💪 Very soon can go phase 3. If we continue to practice safe distancing and wear mask at all times,25/8/20,18,Mask,19,1,-11.17177297,2,1,1,8.543420752,1,0,0
"What is the new normal to you? Here’s a look at everyday life in Singapore after the easing of some Covid-19 measures in phase 2.
Link in bio @straits_times
📸: Kua Chee Siong, Ariffin Jamar, Kevin Lim, Mark Cheong, Gin Tay, Gavin Foo, Kelvin Chng
#StraitsTimes #Singapore #Covid19 #Coronavirus",2020-08-24 08:30:13+00:00,The new Normal is just daily routine while wearing mask 👀,24/8/20,10,Mask,10,0,-11.67853587,2,1,0,12.13298721,2,0,0
"The PSLE, N levels, O levels and A levels will go on, but with special arrangements, said MOE and SEAB.
Students will not be allowed to take the exams if they are infected with Covid-19, on quarantine order or stay-home notice, or on a leave of absence due to contact with a confirmed case. 
Link in bio @straits_times
📸: Chew Seng Kim
#StraitsTimes",2020-08-21 09:05:34+00:00,wa can write answer inside mask alr @alm0ndd_ @jinwei._,27/8/20,7,Mask,7,0,-17.25432911,2,0,0,12.13298721,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,I am tired of wearing mask too but I am still willing to wear it for my loved ones.,17/8/20,19,Mask,19,1,-10.64000394,5,2,2,18.50493863,2,0,1
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"When Govt said wear mask only if you were unwell, people complained. Now give free mask, make you wear mask, also complain. So what you want? Lockdown, don't go out, no need to wear mask 😁😁😁",18/8/20,34,Mask,35,2,-11.63528811,9,2,3,4.97434607,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Lmao, all the Din Tai Fung chefs are unaffected because they've been wearing mask while at work even before the pandemic.",25/8/20,20,Mask,21,1,-13.08588383,3,1,0,4.100399647,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,wearing mask is tiring and very suffocating.. that is why i seldom go out unless other than helping to buy essentials or going to school,16/8/20,25,Mask,25,1,-11.46838838,9,2,1,8.878721995,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Working on a 12 hrs shift with mask on is not an easy thingy.....😢,16/8/20,13,Mask,14,1,-11.53999084,2,0,0,8.878721995,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"I think mask wearing can protect your face from the sun, prevent sun damage and collagen loss from your lower and mid-face.",16/8/20,21,Mask,22,1,-11.89914288,3,1,1,5.328304967,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Especially those who suffered sinusitis problem n asthma... having a mask make it even more difficult to breathe properly....,16/8/20,19,Mask,19,1,-12.44254788,4,0,0,6.937429721,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Tired or not, gov says must wear a mask, have to wear. Complain as much as you want, what goes in Singapore is what the gov says. This survey is reported because ST has no real news to share. Mask not going to stop the virus and it is just a tool for....not typing any further than this.😊😊😊😊",16/8/20,59,Mask,59,3,-10.38816561,15,4,1,2.791248793,0,0,1
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,But wearing a mask is the most effective prevention.,16/8/20,9,Mask,9,0,-10.22876061,2,0,0,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"put the 44% on Island and let them enjoy the gatherings with no distancing at all. no mask, disinfectant, sanitizer n etc. all the 56% will cheer the 44% on, make them the happiest group!",16/8/20,32,Mask,35,2,-11.08911428,5,1,0,4.100399647,0,0,1
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Those gg to sch, teachers, doctors, nurses, cashiers, waiters, chefs etc be like 👁💧👄💧👁 having to wear masks for the entire day",16/8/20,21,Mask,21,1,-13.42411487,6,0,0,3.566926296,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,but masks can hide our insecurities tho,16/8/20,7,Mask,7,0,-13.29551395,2,0,1,18.41093791,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"If you're so rich, alone without family and has eternal life, then go on. Don't wear your mask 😏",16/8/20,16,Mask,18,1,-10.98354626,4,2,1,12.13298721,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,what to do? don’t want wear mask then sit at home lor,16/8/20,13,Mask,12,1,-11.04934867,4,1,0,6.937429721,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"If tired of wearing mask, do kindly stay at home, that’s the best solution for now.",16/8/20,17,Mask,16,1,-10.90225141,4,0,0,12.13298721,2,0,1
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Wearing a mask is a fashion trend now,16/8/20,8,Mask,8,0,-10.78364193,2,0,0,12.13298721,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Ya...😭 Wear mask damn pain sia,16/8/20,6,Mask,6,0,-16.47995217,0,0,0,5.661007974,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,@straits_times yup. Correct. B4 wear mask must check etc. Disposable sometimes the string piak. Fed up. And hot scorching wherther even worst. Go toilet must on mask. Kns🤣,16/8/20,26,Mask,27,2,-13.63873949,1,0,0,3.80843117,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,It’s a mindset. If you care enough about your loved ones and yourself you will be responsible enough to wear a face mask.,16/8/20,24,Mask,23,1,-10.33321483,3,1,3,8.543420752,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"i mean its always this situation:Ok got my phone, my wallet, my bagcrap my mask",16/8/20,16,Mask,16,1,-12.88224461,2,0,1,5.661007974,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Pls dont be like the USA... Its just a mask.. If nurses and doctors can wear it, so can we",16/8/20,20,Mask,20,1,-10.96507301,2,1,0,6.937429721,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"I think wearing a mask is good. First it prevent the spread of virus....be it covid 19 or other virus. Second it is much hygiene when comes to food, some hawkers will talk while preparing the food. Third ppl just anyhow cough or sneeze in the public. So wearing a mask is definately good.",16/8/20,54,Mask,55,3,-11.19311581,11,4,0,2.693887507,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Sacrifice is the  most important thing to do for now which is to protect ourselves and everyone by wearing  masks. If the whole  world doesn't  cooperate,  covid 19 will still be  active. These 44% r just too inconsiderate.",16/8/20,35,Mask,38,2,-11.09668287,6,2,1,4.732121931,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,if you tired of wearing masks you tired of living is it,16/8/20,12,Mask,12,1,-10.11096082,4,0,1,18.41093791,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Agree! So uncomfortable to wear mask 😷 🥵,16/8/20,6,Mask,6,0,-11.71264294,1,0,0,145.3925689,4,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"I mean if workers can wear their masks for 12+ hours a day, why can't some wear theirs for lesser hours?",16/8/20,19,Mask,21,1,-11.19360409,3,1,0,6.300966803,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"I agree. You can't even breathe properly & it's suffocating wearing the mask throughout the day. In fact, we're breathing hot & recycle air😷👎🏻",16/8/20,19,Mask,22,1,-11.64118938,6,0,0,8.878721995,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"Wear mask no need to worry about food stuck in the teeth, stains around the mouth and yawn as widely as you want..",16/8/20,23,Mask,23,1,-11.33118273,4,1,1,4.824541555,0,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"i mean, it depends on what mask we are using",16/8/20,10,Mask,10,0,-10.79275746,4,0,1,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Keep safe wear a mask please,16/8/20,6,Mask,6,0,-12.31443283,1,0,0,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,I purchased pretty looking masks as a part of my beauty routine lol,16/8/20,13,Mask,13,1,-11.5215364,2,0,1,6.894702118,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,I have to wear the mask 10hrs a day or even more attimes,16/8/20,12,Mask,13,1,-11.10358053,2,1,0,12.13298721,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"The mask is not to prevent us from getting infected, it's to prevent us from infecting other people",16/8/20,17,Mask,18,1,-10.28490398,6,0,1,17.78383906,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"I do agree that it's tough to wear a mask, especially when you need to talk the whole day, It's really tiring. It makes us appreciate doctor, nurse, and those who are working in the service line ( who needs to wear a mask to serve us even before COVID strikes). And I am thankful for the rules our government sets for us. Especially for us to wear a mask. Just look at other countries who don't do that, the amount of death rate is so high and scary.",16/8/20,85,Mask,88,3,-10.27821464,17,3,5,1.670806371,0,0,1
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,and? if we don't wear mask we all die alr by now,16/8/20,11,Mask,12,1,-10.75256314,2,0,1,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,the 56% like wearing mask ah,16/8/20,5,Mask,6,0,-12.26520904,1,0,0,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,"During a pandemic, still can argue to wear a mask or not is none the wiser.",16/8/20,16,Mask,16,1,-10.59960665,3,2,0,8.878721995,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Wear the mask or get the virus basically,16/8/20,8,Mask,8,0,-10.75185085,1,1,0,18.50493863,2,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Teenagers who go to school also have to wear mask for 6+ hours straight and no one complains,16/8/20,17,Mask,18,1,-10.72542799,4,2,0,6.937429721,1,0,0
"😷 Having to wear a mask is one of the most frustrating Covid-19 control measures, according to the results of a poll. ⁣
Link in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-08-16 07:20:08+00:00,Many are OK to wear masks for our own safety and safety of others around us. However we are tired of reading about the rising imported cases despite our efforts to adhere to our Government's efforts to reduce the spread of  COVID-19 in Singapore,16/8/20,43,Mask,44,2,-10.79678917,9,1,3,3.434627979,0,0,0
"There were 83 new coronavirus cases confirmed in Singapore as of Aug 14 noon, taking the country's total to 55,580.
There were no cases reported in the community, for the first time since June 1.
There were also 4 imported cases who had been placed on stay-home notices upon arrival here.
Link in bio @straits_times
📸: Shintaro Tay
#coronavirus #covid19 #StraitsTimes",2020-08-14 08:38:02+00:00,"27 deaths😭😭, absurd!😭 We could have saved all of their lives if everyone would have wore masks in February 2020.😭😭😭😭😭",14/8/20,18,Mask,20,1,-11.02274278,3,1,0,6.894702118,1,0,0
"There were 83 new coronavirus cases confirmed in Singapore as of Aug 14 noon, taking the country's total to 55,580.
There were no cases reported in the community, for the first time since June 1.
There were also 4 imported cases who had been placed on stay-home notices upon arrival here.
Link in bio @straits_times
📸: Shintaro Tay
#coronavirus #covid19 #StraitsTimes",2020-08-14 08:38:02+00:00,Please continue to protect yourself by wearing mask and continental social distancing,14/8/20,12,Mask,12,1,-12.06532905,3,1,1,12.13298721,2,0,0
"There were 83 new coronavirus cases confirmed in Singapore as of Aug 14 noon, taking the country's total to 55,580.
There were no cases reported in the community, for the first time since June 1.
There were also 4 imported cases who had been placed on stay-home notices upon arrival here.
Link in bio @straits_times
📸: Shintaro Tay
#coronavirus #covid19 #StraitsTimes",2020-08-14 08:38:02+00:00,"Hooray hooray.. Just continue to wear masks n maintain safe distancing n hopefully in maybe a few months more.. We can get back to ""normal"" n start travelling again at least can make makan n shopping trips to JB.. 😊😊😊😋😋😋😋",14/8/20,39,Mask,39,2,-13.18925836,7,0,1,3.694967909,0,0,0
"🏸 CCA experiences and school activities are ""important elements of our students' holistic development"", said MOE.
Some safe management measures that will be put in place following the CCA resumption include:
🔹 Maximum of 20 students per activity
🔹 Modified game rules will apply, such as students having to remain at least 1m apart
🔹 Schools will continue to screen all visitors, including coaches and instructors, for flu-like symptoms
CCAs and school activities that will remain suspended include those that involve high levels of body contact, such as taekwondo sparring or rugby scrums; or high exposure to aerosol and splatters, such as the playing of wind instruments or singing in a choir.
Link in bio @straits_times
📸: Ong Wee Jin
#coronavirus #covid19 #StraitsTimes",2020-07-24 02:18:41+00:00,I have high contact with the air and peeps might be infected and cough or sneeze and never wear mask properly so lets cancel this,24/7/20,25,Mask,25,1,-11.50521613,4,2,0,5.935336984,1,0,0
"""The entire process would have diluted the virus so much that whoever manages to inhale it would not have enough particles (in their system) to cause the infection,"" says infectious diseases expert Professor Ooi Eng Eong. ⁣
Full story in bio @straits_times⁣
#coronavirus #Covid19 #StraitsTimes ⁣",2020-07-23 14:33:10+00:00,They used to say no need to wear masks too.....,23/7/20,10,Mask,10,0,-10.11717394,3,0,0,18.41093791,2,0,0
"""The entire process would have diluted the virus so much that whoever manages to inhale it would not have enough particles (in their system) to cause the infection,"" says infectious diseases expert Professor Ooi Eng Eong. ⁣
Full story in bio @straits_times⁣
#coronavirus #Covid19 #StraitsTimes ⁣",2020-07-23 14:33:10+00:00,Experts said no need to wear masks last time...,23/7/20,9,Mask,9,0,-10.60999774,2,0,0,8.491198127,1,0,0
"""The entire process would have diluted the virus so much that whoever manages to inhale it would not have enough particles (in their system) to cause the infection,"" says infectious diseases expert Professor Ooi Eng Eong. ⁣
Full story in bio @straits_times⁣
#coronavirus #Covid19 #StraitsTimes ⁣",2020-07-23 14:33:10+00:00,Don't believe.  Last time said no need wear mask then what happened?,25/7/20,11,Mask,12,1,-10.7028118,4,1,0,11.66598355,2,0,0
"2 new infections were confirmed on Friday (July 10), bringing the total number of cases linked to the block to 11.⁣
Some residents are taking extra precautions, such as keeping their windows shut. ⁣
Full story in bio @straits_times ⁣
#Covid19 #coronavirus #StraitsTimes",2020-07-11 14:23:00+00:00,"Life’s definitely not back to normal,try not wearing a mask when you go out or going out in groups of more than 5 or don’t scan for safe entry...Everyone must take care 🙏.",18/7/20,35,Mask,34,2,-10.71793334,4,2,1,4.763455506,0,0,0
"🛫 Ready for the new normal in air travel?
@changiairport will be making travel touch-free to improve safety for travellers amid the coronavirus pandemic.
Some new measures include facial and iris recognition for biometric identification, proximity touch screens, contactless lift buttons and autonomous cleaning robots.
Would these measures keep you at ease in a post-Covid-19 world?
Link in bio @straits_times
📸: Ariffin Jamar
#changiairport  #coronavirus #covid19 #StraitsTimes",2020-07-04 08:21:50+00:00,"Why the lady nvr wear mask, cannot2",4/7/20,7,Mask,7,0,-14.61649204,0,0,0,18.50493863,2,0,0
"Good news, movie buffs. 🍿🎥⁣
What safety precautions you can expect when you go to the movies? Link in bio @straits_times ⁣
#Covid19 #coronavirus #movies #StraitsTimes",2020-07-03 15:10:12+00:00,Must wear mask inside anot,3/7/20,5,Mask,5,0,-15.43672103,1,0,0,19.40929635,2,0,0
"Health Minister Gan Kim Yong said current Covid-19 numbers have ""not fully reflected the effect of the opening"", and cases may continue to go up in the coming weeks.
The multi-ministry task force has also not ruled out tightening some measures if numbers rise much faster than expected or if large clusters pop up.
Read more in link in bio @straits_times
#StraitsTimes #Covid19 #coronavirus #Singapore #phase2",2020-07-03 05:00:05+00:00,Please still keep a distance and wear your mask at all times,3/7/20,12,Mask,12,1,-10.76333134,3,2,1,11.66598355,2,0,0
"The households being offered Covid-19 testing live in the same section of the block that share a common lift lobby and stairwell​ as 9 confirmed Covid-19 case​s.
Link in bio @straits_times
📸: Joel Chan
#coronavirus #covid19 #phase2 #phase2reopening #StraitsTimes",2020-07-02 13:36:20+00:00,I have seen neighbours in my blk removing their mask in the lift. Damn it,2/7/20,15,Mask,15,1,-11.17086613,3,0,1,8.878721995,1,0,0
