Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Strangely quiet yet so beautiful ❤️,15/5/20,5,Circuit Breaker,5,0,-12.69449019,0,1,0,408.4470075,4,0,0
Mesmerizing... I just love Singapore 😍,15/5/20,5,Circuit Breaker,5,0,-11.38115233,2,0,0,104.5355773,4,0,0
I. MISS MY PRETTY PAMANGKIN  GOD BLESS GANDA INGAT LAGI MGPRAY,16/5/20,11,Circuit Breaker,11,1,-19.31773417,1,0,1,9.264009927,1,0,0
In the other hand do remember the frontliners who are still on duty ......thanks to them,16/5/20,16,Circuit Breaker,16,1,-10.09069927,3,1,0,26.8352074,3,0,0
Never shoot my beautiful west side leh! 😑,15/5/20,7,Circuit Breaker,7,0,-14.00695853,0,0,1,36.84829056,4,0,0
"I see greenary, I see neatness, I see clear sky.....",15/5/20,10,Circuit Breaker,10,0,-12.56991274,3,0,1,106.4913813,4,0,0
If it was like the whole world would be closed 😞☹️,15/5/20,10,Circuit Breaker,10,0,-8.92747547,3,0,0,106.4913813,4,0,0
Upgrade your video clip with speed options like Youtube's. This video is slow draggy iwanna sleepy now,16/5/20,16,Circuit Breaker,17,1,-13.77036696,2,0,1,11.29106075,2,0,0
Looks nice without the e scooters zipping by,15/5/20,8,Circuit Breaker,8,0,-13.27936771,1,0,0,36.84829056,4,0,0
Isn't this a lockdown. Lifeless city.,15/5/20,5,Circuit Breaker,6,0,-11.7053177,0,0,0,56.27175551,4,0,0
Unbelievable it is really locked down,16/5/20,6,Circuit Breaker,6,0,-10.93085142,2,0,0,408.4470075,4,0,0
I love this country and how they handle any kind of situation ,24/5/20,12,Circuit Breaker,12,1,-9.471884597,2,1,0,36.84829056,4,0,0
well done.... great singapore goberment...,15/5/20,5,Circuit Breaker,5,0,-14.84560637,1,0,0,55.20043826,4,0,0
World going to shutdown need anti body,15/5/20,7,Circuit Breaker,7,0,-11.45491052,2,0,0,36.84829056,4,0,0
"The stadium are empty, the park is also empty. This has affected a lot. Even Most Investors who earn from one source are financially empty. This is why you need to Learn how to spread your income and invest in different business so that situation like this will not affect you. If you want to start online classes. Recommendations are open for all.",15/5/20,63,Circuit Breaker,63,3,-10.24170856,15,2,3,8.276773537,1,0,1
The sound make it so sad.,15/5/20,6,Circuit Breaker,6,0,-9.807774135,1,0,0,106.4913813,4,0,0
Singapore in Jesus Christ name yes and Amen always 🙏💪🙏💪🙏,15/5/20,9,Circuit Breaker,9,0,-12.24842047,0,1,0,20.41697144,3,0,0
"So sad....usually very busy, become ghost city😭",16/5/20,8,Circuit Breaker,8,0,-12.3625724,1,0,0,106.4913813,4,0,0
The merlion feel the peace finally 🤭,17/5/20,6,Circuit Breaker,6,0,-11.45200851,1,0,0,56.27175551,4,0,0
"new normal for the better  , sir.",15/5/20,6,Circuit Breaker,6,0,-9.746824534,0,0,0,106.4913813,4,0,0
i miss Singapore..i miss my daughter there ..😥😥,16/5/20,8,Circuit Breaker,8,0,-12.86512909,2,0,2,30.67739061,3,0,0
so sedih..  stay strong SG,15/5/20,5,Circuit Breaker,5,0,-14.61104212,0,0,0,56.27175551,4,0,0
I miss walking thru our beautiful city.. 3 more weeks ... ,16/5/20,9,Circuit Breaker,10,0,-11.78625317,2,0,1,56.27175551,4,0,0
"My 2nd home, now I cannot visit...",15/5/20,6,Circuit Breaker,7,0,-11.15636362,2,0,1,104.7058525,4,0,0
Hah..can fly drone in town ? It's beautiful skyline. 💪🇸🇬,15/5/20,8,Circuit Breaker,9,0,-12.27167109,1,0,0,26.8352074,3,0,0
Best City state in the World,16/5/20,6,Circuit Breaker,6,0,-9.360455561,0,0,0,36.84829056,4,0,0
Like the end of the world.... 😱😱😱,15/5/20,6,Circuit Breaker,6,0,-7.824667857,0,0,0,56.27175551,4,0,0
Victor Prieto Rem the places?,16/5/20,5,Circuit Breaker,5,0,-13.59504954,0,0,0,26.40715086,3,0,0
errr.... LHL said we have 17 years of preparation...,15/5/20,8,Circuit Breaker,9,0,-12.334436,2,0,1,26.8352074,3,0,0
Can’t see the words in the beginning oh,16/5/20,9,Circuit Breaker,8,0,-9.842548104,1,0,0,36.84829056,4,0,0
We will come strong again!,16/5/20,5,Circuit Breaker,5,0,-9.744853393,1,0,0,408.4470075,4,0,0
Sky Boran Clarke Quay and Boat Quay so quiet at 7.45pm and Orchard Road too. ,20/5/20,15,Circuit Breaker,16,1,-14.87030603,0,1,0,13.0804743,2,0,0
Still not too bad though.,16/5/20,5,Circuit Breaker,5,0,-10.258009,0,0,0,408.4470075,4,0,0
"Oh man, I miss swimming so much...",16/5/20,7,Circuit Breaker,7,0,-11.16333146,2,0,1,106.4913813,4,0,0
All kiasee went into hiding already.,15/5/20,6,Circuit Breaker,6,0,-12.9245394,2,0,0,408.4470075,4,0,0
This is the time to read my daily bread.,15/5/20,9,Circuit Breaker,9,0,-9.463938054,2,0,1,56.27175551,4,0,0
You forgot to take at McDonalds hehe,16/5/20,7,Circuit Breaker,7,0,-12.67721455,2,0,0,56.27175551,4,0,0
"Imagine.  A world again where homo Sapiens were a physical unit, and not a morbid biology encased in a 2 ton steel cocoon belching noise and smoke.",16/5/20,26,Circuit Breaker,27,2,-12.74164189,4,1,0,6.793444478,1,0,0
"Like Ah Boys to Man Part 1.  Hmm...  Looks like post war leh. Or standby war coming...  Den public radio call everyone to hide in shelter.   Those took in video one are those not yet listen to national radio..  Until 1st wave...  Hehehe....  Anyway, if this video are taken by some drone enthusiastic on city photography.  Will they get charged?",15/5/20,58,Circuit Breaker,60,3,-12.09992083,11,2,0,3.640600227,0,0,0
Here's a similar video of the empty streets in Singapore: https://www.youtube.com/watch?v=cDNclc_Rg64,16/5/20,9,Circuit Breaker,10,0,-12.66983888,0,0,0,26.30534077,3,0,0
"Singapore and Singaporeans are obsessed with wealth and loses their morals and ethics along the way ! Imagine even Lee Kuan Yew observes frugality and austerity but Lee amassed quite a large amount clause to $235 million! This cannot help to get medical attention for his wife in UK and had to be flown back to Singapore for attention! He eventually succumbed to senility and cannot even save his wife! Money? It is all about money ! I know that world is like that ! But Singapore has gone through the Japanese war and know what poverty is ! We should have been left in kampong houses and just improve our quality of life! Put us in a flat with concrete wall, i we feel like going out! If it was a kampong , we would have little animals and a garden to work on and harvest fruits and vegetables ! Share t with neighbours ! Have a coffee or tea outside in the open, with a light Breeze! Now, it is the time to stop and pause and look at the times and things missed !",15/5/20,178,Circuit Breaker,179,4,-10.59212763,36,10,5,1.636396108,0,1,1
"Not to forget mental issues, crimes and dengue increases !",15/5/20,9,Circuit Breaker,9,0,-11.66178809,1,1,0,26.8352074,3,0,0
Hong Kong police arrest 2 officers for possession of crystal meth https://hongkongfp.com/2020/05/08/hong-kong-police-arrest-2-officers-for-possession-of-crystal-meth/,16/5/20,10,Circuit Breaker,11,1,-14.19942683,0,0,0,16.87838266,2,0,0
never know we can fly drone around,16/5/20,7,Circuit Breaker,7,0,-10.70861516,2,0,1,106.4913813,4,0,0
"Hi, I am new on YouTube. I need your support so please subscribe to my channel. thank you very much.  https://youtu.be/XoAHMqWT-Lw",31/5/20,20,Circuit Breaker,20,1,-11.30313193,2,0,4,14.10040367,2,0,0
Patchie Ralph Elaine Karen Cecil Kurt Kirby Airajadine,24/5/20,8,Circuit Breaker,8,0,-17.64668747,0,0,0,12.05424284,2,0,0
"Well be there by Sept, hope the virus already gone0",21/5/20,10,Circuit Breaker,10,0,-11.51501893,3,0,0,56.27175551,4,0,0
Very nice to look at. Abroad is abroad. God bless to you. May you live long.,19/5/20,16,Circuit Breaker,16,1,-10.1819206,3,0,1,26.40715086,3,0,0
Nice work ! Well done guys!,19/5/20,5,Circuit Breaker,5,0,-10.67410653,1,0,0,26.40715086,3,0,0
Buti pa sila marunong sumunod.,19/5/20,5,Circuit Breaker,5,0,-21.0783486,0,0,0,26.8352074,3,0,0
Malungkot na ang dating masayang bansa.,19/5/20,6,Circuit Breaker,6,0,-19.88409187,2,0,0,56.27175551,4,0,0
Stuart B Smith Ana Smith,16/5/20,5,Circuit Breaker,5,0,-13.36598646,0,0,0,23.61550797,3,0,0
"Hi friends!  I am a Freelancer  If you need any service, Just PM me. My Services :  Business Logo, Business Card, Business Poster, Facebook page Create, Business Logo exporters, SEO Blogger, Website Designer, Social Media Manager, Classify Adds Expert in UK/OSA, SEO Link-Builder, Bookmarking Expert. architectural 2d, duplex 3d, floor plan, exterior, interior sketch up Please Contact with me on Email: robin78909@gmail.com   Fiver:  https://www.fiverr.com/users/nahidrobin589",16/5/20,60,Circuit Breaker,63,3,-15.90792191,3,1,2,2.081180882,0,0,0
Rochelle Satiada u take care😘,16/5/20,5,Circuit Breaker,5,0,-14.9240979,0,0,0,56.27175551,4,0,0
Subscribe my channel also to watch Singapore https://www.youtube.com/channel/UCgYFKzrXvRL-I6qIeiLw2vQ,16/5/20,7,Circuit Breaker,7,0,-14.18004697,1,1,1,26.30534077,3,0,0
sir.... u did a good job...❤❤❤,16/5/20,6,Circuit Breaker,6,0,-11.06117265,1,0,0,36.84829056,4,0,0
Lmao our future home got featured Jaryl Lim,16/5/20,8,Circuit Breaker,8,0,-14.66105351,1,0,1,20.46341014,3,0,0
Joleen Leo it's never gotta be the same anymore 😪,15/5/20,8,Circuit Breaker,9,0,-12.34530972,1,0,0,56.27175551,4,0,0
🙏🏻🙏🏻 hope Singapore will get well soon ❤️Singapore ,15/5/20,6,Circuit Breaker,7,0,-11.68246046,1,0,0,104.5355773,4,0,0
Marx Lui go 3:33. Miss? HAHAH,15/5/20,5,Circuit Breaker,7,0,-13.24205204,1,0,0,26.8352074,3,0,0
Jerry JL like a zombie apocalypse but with peace and order ,15/5/20,11,Circuit Breaker,11,1,-12.00391518,0,2,0,16.57913272,2,0,0
Gelo Valdez Chris Demetriou Andrei Palamariu Kyler Tan KaiSheng,15/5/20,9,Circuit Breaker,9,0,-19.6928199,0,0,0,10.49172631,2,0,0
— This is actually quite depressing .,15/5/20,5,Circuit Breaker,5,0,-10.89936329,2,0,0,408.4470075,4,0,0
Fiona Ng Sharon Ng Charmaine Ng ,15/5/20,6,Circuit Breaker,6,0,-17.18037022,0,0,0,21.08430941,3,0,0
Kimhawn Grace Marks so peaceful 😲,15/5/20,5,Circuit Breaker,5,0,-14.9846904,0,0,0,36.84829056,4,0,0
Ron Barretto Claire Lungay Millado 🥺,15/5/20,5,Circuit Breaker,5,0,-18.71523131,0,0,0,20.83225589,3,0,0
Shirleen Standfast ...check this out! ,15/5/20,5,Circuit Breaker,5,0,-14.33708003,1,0,0,106.4913813,4,0,0
Huimin Toh Go to 1m40s mark! Got a cutie granny!,15/5/20,9,Circuit Breaker,10,0,-15.64470341,1,0,0,20.83225589,3,0,0
"Appreciate you PM Lee and your team across all ministries during this trying time for our country and our people living in this beautiful country!!!  You have our utmost respect and support all the way as we are one united nation!!! One Nation, One People, One Singapore!!! Together we will win this war with your leadership!  100% faith and trust! 💪💪💪❤️❤️❤️",5/5/20,59,Circuit Breaker,60,3,-10.40835214,5,3,7,4.345184454,0,0,0
Thank you Mr PM Lee and your government for all you have done during this pandemic period . Stay safe and take care . Enjoy your time spend with family . Buddha bless ,6/5/20,30,Circuit Breaker,30,2,-10.81706913,4,2,3,7.241082046,1,0,0
"THANK YOU Mr PM Lee for everything you and ministers have done and doing for Singaporean.  No words can describe mine appreciation.  We want to see u and ministers all in really good health , you and Mrs Lee enjoying your jalan jalan, capturing beautiful photos and always a friendly and fatherly smile 👏👏🌻",5/5/20,52,Circuit Breaker,52,3,-11.86870063,8,2,4,5.140545085,1,0,0
"🇸🇬Thank you PM Lee and team for the effort you put in, we walk thru the tough period together as one united people!🇸🇬",5/5/20,23,Circuit Breaker,23,1,-10.45167572,2,1,2,20.16828531,3,0,0
"Thank you Mr PM Lee for all yr encouragements & yr teams for organizing activities for the children. May all of us stay safe, stay home & strong to have good bonding with all our loved ones. ❤️💪💕🇸🇬🙏 Be blessed always 💪",5/5/20,38,Circuit Breaker,38,2,-11.52090404,5,0,3,5.733737043,1,0,0
"Good morning, Sir. I think all school-going kids look forward to today, the start of their school holidays. No need to wake up early to complete their HBL lessons and be reminded by their teachers that they have yet to complete certain assignments. We are indeed blessed to be here in our little red dot. We have a team who is working tirelessly to ensure that they make the  right decisions to bring the number of Covid-19 cases down. Many of us are thankful to the SG govt for all that has been done for not only the citizens but also non-citizens alike. Thank you. Sir, you need to  take care too. Stay Home, Stay Safe.",5/5/20,114,Circuit Breaker,116,4,-10.64150333,24,4,3,2.755070814,0,0,1
"As Singapore always have June school holidays, the May school holidays this year is history in the making.  Parents and children should do something together at home to remember this special break.  Considerations for schools include staggered breaks so that students go to the school canteen at different timings, and bringing forward a week or two from the year-end school holidays as required.",6/5/20,62,Circuit Breaker,63,3,-11.03513534,9,3,0,3.405778461,0,1,1
PM really well planned for our school system. I always admired what ever you and your colleagues did was for the good for the Nation. We will always back up your great plans.,5/5/20,33,Circuit Breaker,33,2,-9.796604364,5,1,4,16.34226202,2,0,0
Thank you sir. As a tutor I can take a short break from tuition n focus on baking for my Hari Raya kuihs for my small family munching ...,5/5/20,28,Circuit Breaker,28,2,-12.54007178,3,0,3,9.120904641,1,0,0
"Good morning Mr PM Lee.  Thank you for sharing on how our  Education works on during this CB . The children must be happy to have the school holiday with continution from CB. Now they can take a break from HBL and relax at home to do what they like . Yes the school break comes timely for the teachers, parents, students and family members . Do have a great time and enjoy yr family bonding time with each other staying at home with the stay-home activity and  idea programmes organised by MOE, and National Library Board with the Singapore librarians.   Best Wishes to those students who need to return to school on 19 May to take their national exams this year .  Keep safe and well during the exam period .",5/5/20,125,Circuit Breaker,127,4,-10.94986751,19,4,2,1.740849047,0,0,1
"Thanks PM Lee, we trust you are doing your best for us.  May the Lord bless you always with divine abundance and prosper the works your hands touch Amen ",5/5/20,29,Circuit Breaker,29,2,-11.57398641,3,1,5,8.977799354,1,0,0
"Sir , since you all grovenment decide to bring forward the school holiday than the national exams should be in school reopens should not be in 19 May as now is a school holiday.",5/5/20,32,Circuit Breaker,33,2,-10.74249794,4,0,1,11.01703691,2,1,0
Thank you for being so understanding to the parents ,5/5/20,9,Circuit Breaker,9,0,-9.199534664,2,0,1,56.27175551,4,0,0
PM Lee please also take some time out to look after your body .. our Country people need U,5/5/20,18,Circuit Breaker,18,1,-10.68291492,3,1,2,11.67582871,2,0,0
True leader.. Salute to you Sir. I am so impressed by your leadership.,5/5/20,13,Circuit Breaker,13,1,-10.70033979,1,0,2,26.8352074,3,0,0
Have a mainingful n happy school holidays together with our children at home. Thank you to our Singapore Mr Prime Minister.,6/5/20,21,Circuit Breaker,21,1,-11.53745468,1,0,3,8.48554274,1,0,0
"Afternoon sir, luck u know this virus we singapore already prepare. Lol and we now finally got enough mask to wear everyday, no need to wait till sick. Pap",5/5/20,29,Circuit Breaker,29,2,-12.72641799,6,2,2,12.05424284,2,0,0
Thank you MP Lee and your Team. You all are really working very very hard. 👏👏👏👏🇸🇬,5/5/20,15,Circuit Breaker,15,1,-10.50490247,2,1,2,26.40715086,3,0,0
Good Morning PM Lee HL and your Team. Stay Healthy Always. ,5/5/20,11,Circuit Breaker,11,1,-13.6236487,0,1,1,11.86503578,2,0,0
Thank you for your leadership 🙏🏻,5/5/20,5,Circuit Breaker,5,0,-9.785904985,0,0,2,56.27175551,4,0,0
Smart decision.hope the covid-19 go away when Jun come,5/5/20,8,Circuit Breaker,10,0,-12.50640676,3,1,0,56.27175551,4,0,0
"Pm Lee, Tks for sharing and I will remember my 51years old birthday as tis year 05052020 forever 💞💞",5/5/20,16,Circuit Breaker,18,1,-14.32005304,2,1,2,13.87762478,2,0,0
Thank PM LEE I have two kids sitting for the O level n A level. Please take care PM LEE,5/5/20,20,Circuit Breaker,20,1,-12.00904824,4,0,1,9.65060073,1,0,0
In the word u r all the best hiro Mr Lee hsien loong Allah good blessing u,5/5/20,17,Circuit Breaker,17,1,-13.98731183,0,0,0,10.16485321,2,0,0
Have a good break and enjoy yr times during yr school holidays,5/5/20,12,Circuit Breaker,12,1,-12.60580662,1,1,0,16.61032234,2,0,0
"My grandsons want to say thank you to you and your team,Mr President.",5/5/20,14,Circuit Breaker,14,1,-9.842403449,2,1,2,20.83225589,3,0,0
No complaints. please carry on. Happy World Hand Hygiene Day.,5/5/20,10,Circuit Breaker,10,0,-12.22666167,2,0,0,14.10040367,2,0,0
I on duty sir ..at warehouse kallang way ..one man show ..i try sir to be good and honest guard.,5/5/20,20,Circuit Breaker,20,1,-11.74991872,2,1,1,11.29106075,2,0,0
They are looking forward to play with no restriction again 😂 unlike at home they r not allowed to do lots of things when parents are around 😂 ,5/5/20,26,Circuit Breaker,26,2,-10.46692452,7,1,0,20.13142485,3,0,1
Dont reopen the schools if tally keeps on increasing.....till it drops to 100 or less....above 19000 now....,5/5/20,17,Circuit Breaker,19,1,-12.73770675,4,2,0,36.26203009,4,0,0
Just the eyes of friends and teachers.,5/5/20,7,Circuit Breaker,7,0,-9.32287733,0,1,0,36.84829056,4,0,0
It's great we have good government 👍,5/5/20,5,Circuit Breaker,6,0,-9.298013768,1,0,1,104.8410076,4,0,0
Board games are such fun🤗🇸🇬,5/5/20,5,Circuit Breaker,5,0,-11.11303519,1,0,0,56.27175551,4,0,0
Thank you PM Lee and leaders in SG 👍🙏,5/5/20,8,Circuit Breaker,8,0,-11.43518635,0,1,1,20.5002706,3,0,0
Vietnam frist day go to school,5/5/20,6,Circuit Breaker,6,0,-11.74989737,1,0,0,26.40715086,3,0,0
"Good day PM Mr Lee, I hope your good self will look into my request. Thank you and God bless",13/5/20,20,Circuit Breaker,20,1,-11.08104959,2,1,4,10.32828976,2,0,0
The best teachers are PM Lee and Madam Ho Ching. Thank you. Happy holidays. 🌹♥️🍾🎉💖,5/5/20,14,Circuit Breaker,14,1,-12.15777039,1,1,0,11.86503578,2,0,0
Most miserable n saddest sch holidays EVER.,5/5/20,7,Circuit Breaker,7,0,-16.98914734,0,0,0,36.84829056,4,0,0
Thank you Mr  Prime Minister,5/5/20,5,Circuit Breaker,5,0,-10.52660687,0,0,1,25.97909431,3,0,0
"TQ PM Lee , Sporean always first on yr mind.  God 's blessings to u n fsmily",5/5/20,16,Circuit Breaker,16,1,-14.5118045,1,0,0,11.86503578,2,0,0
"Thank you PM,  you done everything good to Singaporean, thank so much, jia u jia u Singapore 🇸🇬👍💕",5/5/20,17,Circuit Breaker,17,1,-13.78298781,3,0,1,13.81653873,2,0,0
Thanks a lot.may God bless you with good health and happiness too 😀✌️,5/5/20,11,Circuit Breaker,13,1,-10.82383415,1,1,1,20.83225589,3,0,0
thanks MP Lee， you are great ,5/5/20,6,Circuit Breaker,6,0,-11.09913149,1,0,1,56.27175551,4,0,0
May all be well and safe.,5/5/20,6,Circuit Breaker,6,0,-9.036970469,1,1,0,104.8410076,4,0,0
"Dear PM, we Singaporeans are so fortunate to have a very caring PM & a team of dedicated Ministers. Thank you, Sirs! However I have observed that on the approvals of workers on-site for essential services, there seem to be a lack of coordination between Enterprise Singapore, MOM & MTI.  This has caused much inconvenience to the essential services industries. On another note, I hope that easing of CB restrictions should given priority to small companies with less than 10 employees or maybe less than 20 employees. These small companies are the worst hit & survival is critical to them if they are not given a lead start to resume their businesses. Appreciate if you could look into the above concern. Thank you,PM 🙏",4/5/20,118,Circuit Breaker,121,4,-11.13000904,21,3,6,2.404495132,0,1,1
"Thanks a lot to the ministers who work so hard,long hours including weekends  to ensure we are all fine. Stay safe all of you and God bless you all.PM Lee and your team Kudos.We will continue to emerge strong again.COVID is temporary,a passing phase and ending soon in my opinion.",5/5/20,49,Circuit Breaker,55,3,-10.99386281,8,1,5,7.354316351,1,0,0
We are in the situation to balance the control of spreading virus and holding economy alive.. of course the priority more on control spreading virus.. our task force team working round the clock to balance both.. as a residence of Singapore we are all play our part to support by comply all means... we will get through this toughest time together as one United singapore.. 🇸🇬💪 thanks to all frontline officials and medical team..🙏🏻,4/5/20,73,Circuit Breaker,73,3,-10.5746548,13,1,2,3.558958793,0,0,1
"Thanks for the effort sir! Just want to suggest sth.. When everything start to improve in singapore, we must not forget about the situation in our neighbouring countries, eg Malaysia.  Somehow I’m just afraid that they aren’t fully ‘recovered’. It just takes 1 person to spread and mess the situation again. PLEASE be careful when we start to open boarders. Cos we never know how’s other countries doing ",4/5/20,70,Circuit Breaker,68,3,-11.50980768,17,2,4,4.249735367,0,0,1
"Dear PM, have we started discussion with other countries on resuming flights?  Many of us have our jobs waiting for us outside.  Thank you.",4/5/20,24,Circuit Breaker,24,1,-10.5623507,5,0,3,12.05424284,2,0,0
"Well done for the effort Sirs , we Singaporean are so proud to hv such a dedicated Ministers. Thank you Sirs 🙏🙏🙏",8/5/20,20,Circuit Breaker,20,1,-12.46641123,4,0,2,26.8352074,3,0,0
Thank you Sir and your team for your hardwork and effort in this holistic approach in handling the pandemic! Let's stay united as we always do and we will soon overcome the hurdle! Rage on.... Jia you all! 👍👍👍,4/5/20,37,Circuit Breaker,38,2,-10.98778168,4,2,4,7.467550656,1,0,0
"Well done all Ministers. Really really appreciate you all, PM Lee and not forgetting President Halimah. U all must take care too. God bless all of us.",5/5/20,27,Circuit Breaker,27,2,-11.33592303,5,1,1,10.32828976,2,0,0
"Thanks for ur effort sir!!    Just had a query, there are many work pass holders stranded abroad and are waiting to come back to Singapore. There's lockdown in many places and God knows how long it will continue. Just wanted to know when are the work pass, employment pass holders going to get the approval to come back. Please take this into consideration.  Thank you..",4/5/20,64,Circuit Breaker,65,3,-10.56556523,15,3,0,4.528141885,0,0,1
Thank you PM and all dedicated  Ministers and Big Teams of frontline Covid19 fighters United we will Win,6/5/20,18,Circuit Breaker,18,1,-12.70342919,2,1,2,14.10040367,2,0,0
When can we return to our overseas job?  Measures of medical treatment for Singaporean’s going out of Singapore and also China closed borders prevents some Sporeans from returning to their job.  Would there be some help for this?  ,4/5/20,39,Circuit Breaker,38,2,-10.89658914,5,2,2,8.457966962,1,0,0
Thank you PM LEE we will stay united I am sure we will overcome with dignity integrity this covid-19 pandemic with pride.,4/5/20,22,Circuit Breaker,22,1,-12.57280477,4,0,3,16.61032234,2,0,0
"Covid-19 has taught us many lessons.  Its also brought us together as a global citizen, as a nation and family.  We have taken many things for granted.    For instance, believe many of us have been busy at work and hardly been at home by dinner time.  Now, we have been eating meals together as a family since 7 April...",5/5/20,58,Circuit Breaker,59,3,-10.28344115,13,3,4,6.798158243,1,0,1
Thank you so much sir🙏🙏 and all government people love and respect for me🙏 and all your team there are work very hard to Singapore soon we'll overcome  thanks 🙏🙏,4/5/20,28,Circuit Breaker,29,2,-10.52934264,4,1,3,16.00371781,2,0,0
Thank you PM Lee and  team for all the hard work. Measure are to be lifted slowly n safely. So that whatever our efforts would not be wasted for nothing . A lot countries has already lost their patience by lifting up the measure . It’s like playing with fire . U never know another wave might be waiting to strike any moment. Just one case can cause a major destruction. Be safe than be sorry ! Especially the borders a lot work n careful planning has to be done before easing accessibility. We can’t take another strike or chances . ,4/5/20,98,Circuit Breaker,96,3,-10.64186316,21,2,2,2.870860879,0,0,1
Thank you Mr Prime Minister and our cabinet ministers for your leadership and dedication for our nation. I am so blessed to be a Singaporean. 🇸🇬 ,4/5/20,25,Circuit Breaker,25,1,-10.46570967,3,1,3,8.977799354,1,0,0
"Despite the break-out of clusters in foreign worker dormitories, the community spread remains low.  However, it is necessary to keep up the effort with testing and tracing, as well as practice safe distancing and wearing of masks, so that non-essential services, community activities and social events can slowly resume.",5/5/20,47,Circuit Breaker,49,2,-11.41649288,8,1,0,6.137953484,1,0,1
"After CB , we should give a standing ovation for our civil servants , ministers, hospital staff, and all front-liners. Great ... United ",5/5/20,19,Circuit Breaker,20,1,-11.94795709,1,1,2,11.86503578,2,1,0
"All our Ministers that involve in the pandemic are visible heroes. No word can expressed our feeling towards their action. Well done Ministers Gan, Wong, Teo & the rest.........",5/5/20,28,Circuit Breaker,28,2,-12.24135904,4,0,2,7.162524513,1,0,0
"No matter which industry , no matter public or private sector , no matter how big or small the role is , many have really stepped up during this crisis.  Stay safe , stay strong , Singapore United !",4/5/20,33,Circuit Breaker,33,2,-10.86697341,3,1,0,9.209299783,1,0,0
"Well done Singapore. This Covid 19 shows that majority of Singaporeans are Law abiding citizens and listen to the government. If we continue this,no country or situation can shake us. Moreover we have a caring government to a large extend. Thank You Singapore and Singaporeans.",5/5/20,45,Circuit Breaker,46,2,-10.9234546,7,3,3,6.206933619,1,0,0
"Thank you Mr Lawrence Wong for your leadership. You have never failed to recognise the work of Singaporeans in their exemplary effort to fight Covid-19. I salute your clarity of thoughts, humility, care and concern for our nation. Singapore is fortunate to have you.",5/5/20,44,Circuit Breaker,44,2,-10.93879577,7,1,4,5.5391214,1,0,0
Tis ‘Sovereign Lady’ defies CB rules again no at again thinking SPF will not take her to court or lock her up......how arh😡,4/5/20,24,Circuit Breaker,24,1,-13.35069219,3,1,0,11.86503578,2,0,0
This year election is surely will be seen all the hardwork you put in . We are bless to called you our Prime minister and all ministers and member of parliament . We are together in this covid 19 . Together we are stronger . All the countries admiring Singapore for the outstanding leadership .,5/5/20,49,Circuit Breaker,50,2,-10.39451431,9,1,4,6.961743202,1,0,0
"I saw a lot of the comments here - mostly positive, why? Becuz of good citizenships , working together in a time of need to protect each other . Most of all, we do it cuz we trusts our Govt in handling this issue . With careful planning based on science and facts, not ideology, handing out stimulus help across the board to individuals and SMEs. Of cuz there’s always more that can be done but we can’t forget the limited resources that we have and who knows how long this will lasts .  Unity is important for any crisis. I’m proud of the Govt and the ppl of Singapore 🇸🇬 . Stayunitedsg 💪🏼🇸🇬❤️⭐️",7/5/20,109,Circuit Breaker,107,4,-10.84461999,19,4,3,2.821676912,0,0,1
"Thank you Minister Josephine Teo for handling this situation well & calmly. Thank you to all the MOM staff for working so hard & tirelessly, even on all Saturdays, Sundays & even Labour Day to fight this pandemic. Together Singapore can overcome!",5/5/20,39,Circuit Breaker,39,2,-12.0369365,4,0,2,6.555515444,1,0,0
We still living in fear. It's like a bad nightmare. Even we stay home a feeling of stressful we still feel it. But under ur care we believed we still can overcome this together. Fight to the end ‼️💪👊 #SGUnited🇸🇬✊💞💋,4/5/20,37,Circuit Breaker,38,2,-10.45916908,5,3,2,12.05424284,2,0,1
"I think after CB is lifted , we got to give a standing ovation for our civil servants frontliners.",4/5/20,18,Circuit Breaker,18,1,-11.65260576,5,0,2,20.5002706,3,0,0
We are part of Singapore and its our responsibility to keep our country safe and strong. Our loves to Singapore.,4/5/20,20,Circuit Breaker,20,1,-9.877400852,2,1,1,18.26202865,2,0,0
"Big thank you to PM and team. Thank you to all frontliners and essentials services. Thank you to all Singaporean, PRs, foreign workers for staying at home, dormitories and together we can help keep Singapore safe and back to our normal lives. Slowly but surely.   🙏💪👍🇸🇬",5/5/20,45,Circuit Breaker,45,2,-11.32919967,3,4,5,6.20228342,1,0,0
Sorry brothr 4 late rply.  Anyway tanx 4 updating.  Since d arrangemnt had been made 2 meet @ State Court tat will include of those people who tried 2 split yr family members up & had tarnish yr family image on d property left by yr dad.  Tis incident happen when they did tis @ other estate wthout my knowing but when they did @ Serangoon I will put a stop & tat will not happen @ all.  Police have tat evident also 2 put things rite again.  Have a pleasant day & take real GD care 2 all S'porean 🤗,6/5/20,86,Circuit Breaker,93,3,-13.00583527,19,3,2,2.334428854,0,0,0
"Indeed thankful to everyone who are working tirelessly during this period. Each can contribute be it little or in different capacity, we can be encouraged that we will be able to overcome this battle soon! Keeping in prayers! 👍👍👍",5/5/20,38,Circuit Breaker,38,2,-10.50777225,8,1,1,20.83225589,3,0,0
