Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"good question.....also this is not like taking panadol for headache, after 1hour you're pain free.......the body needs time to react and develop it's own immunity towards the vaccines. the government should tell what's in it, how it works and other medical information to the public, not simply ask people to go get vaccinated.",17/1/21,51,Vaccination,55,3,-10.64827574,10,3,0,3.64982209,0,1,1
Vaccination is good la...we must be responsible... You guys better faster go take.. After 6 mths later rem come back report.. Bo taiji then I will join you guys....,14/1/21,29,Vaccination,30,2,-13.00844327,8,1,3,6.130328421,1,0,0
"I may sound ignorant, stand to be corrected. If vaccine is supposed to do what it's supposed to do( culture immunity against the virus) , isn't lifting all precautionary measures the next step to take if we have a substantial fraction of the population vaccinated? Do we not trust what the vaccine claims to do ?",14/1/21,52,Vaccination,54,3,-10.51652379,15,2,2,4.036847975,0,0,1
Please do not give us Sinovac.  Phase 3 data is not made public  Efficacy is 50%  Why are we made to take it ??,23/1/21,21,Vaccination,23,1,-11.13604704,9,0,2,11.59359296,2,0,0
"Dengue has been the scourge of tropical countries for few decades. People have been clamoring for the vaccines for decades too. Yet up to now it is still talk only. Was it because  dengue is not a global problem and pharma company cannot make big buck. So they are not keen in development of the vaccines? In fact dengue is more dangerous as no one can prevent himself from getting a mosquito bite. For Covid wash our hands, wear a mask etc etc, we are 95% safe.",20/1/21,86,Vaccination,87,3,-10.81342074,17,2,2,1.845862153,0,0,1
Please give all the same vaccine! I don’t want those from PRC !!!!!!   Double Standard ... is not fair !!!! ,22/1/21,18,Vaccination,17,1,-10.70943227,4,0,0,8.963978707,1,0,0
M.O.H  please sent info to aged citizen where when how to get the vaccine,15/1/21,16,Vaccination,16,1,-11.37927419,3,1,0,11.51657661,2,1,0
Please update. This is old news.,23/1/21,6,Vaccination,6,0,-10.05305478,3,0,0,16.3881304,2,0,0
Yap just dont give us Chinese vaccine.  Brazil latest data shows sinovac efficacy rate is only 50.4% based on the report.   https://ph.news.yahoo.com/coronavirus-brazil-finds-china-sinovac-172148501.html,13/1/21,20,Vaccination,22,1,-13.41249347,4,0,1,4.452373394,0,0,0
Super job SG. I do hope the population gets vaccinated soon so we could visit our family and friends in Sg without have to go through the 14 days quarantine 👍,31/12/20,29,Vaccination,30,2,-11.12245692,7,1,2,5.740969417,1,0,1
Congratulations and Best Wishes to Mr M GAN NOH over the COVID-19 vaccinations that begins today ; and the trial of 30+ healthcare workers at the National Centre for Infectious Diseases starts today and marking  a new chapter in the fight against the pandemic.  But its still more important of everyone to take care and be viligant over the Health measury precautions so all can keep each other and loved ones to Stay Safe and Healthy . 😤✖😷✅♥️✴,31/12/20,74,Vaccination,75,3,-11.59818358,8,3,0,1.205420564,0,0,1
"Foreign workers who are electricians/plumber/town council movers/painters should be vaccinated early as they live in dorms, routine testing every 14days..if they get vaccinated will give us peace of mine when they enter our flats. Will also save cost of routine testing if they get vaccinated.",6/1/21,48,Vaccination,49,2,-12.48168722,13,4,3,5.285074595,1,1,1
Vaccination is one thing but why the nurse who inject it does not need to wear a glove?,22/1/21,18,Vaccination,18,1,-10.85433364,5,1,0,11.54854128,2,0,0
Thanks heroes....  For.... Testing the vaccine,17/1/21,6,Vaccination,6,0,-11.70599921,1,0,0,15.79657832,2,0,0
"Yup. Faster vaccinate while the vaccine is still pfizer. Once the rest are approved for use in SG, no guarantee the doctor will give you your desired vaccine. But then again, once approved means the vaccines are good right?",13/1/21,39,Vaccination,39,2,-11.4767202,7,3,2,3.154795876,0,0,0
"The same chip of the old block, in kindness, care, compassion, helpfulness, welfare, concern, etc, etc, etc. Singapore P. M. is the best leader, in the region. 👍❤️😊Tks",5/2/21,28,Vaccination,28,2,-11.78825123,1,0,0,3.637314173,0,0,0
"Over 14 millions inoculated in U.K. so far and I don’t recall seeing news on any death due to the vaccines. Insurance is normally what we have to pay for in return of unforeseen risk. No one is forcing anyone to take the vaccine, hence the risk. I suggest you buy an Insurance policy to cover yourself for any eventuality as a result of the vaccine given in U.K. and be grateful that it’s free. Better still, don’t take the vaccine, stay home and help the NHS. ",6/2/21,91,Vaccination,89,3,-10.42033123,19,4,4,1.733570993,0,0,1
Thank u PM  for your concern and care for the people of Singapore.I am a pioneer and had the vaccination on 1st of feb at Teck Ghee C.C. Heartfelt thanks to our PM and leaders of Singapore.,4/2/21,38,Vaccination,39,2,-11.43719925,2,2,3,2.603007292,0,0,0
Eh hello. I want to be vaccinated by Pfizer vaccine. Set up so many vaccination centres still cannot walk in. 😡,4/2/21,20,Vaccination,20,1,-11.90104627,4,1,0,5.72604163,1,0,0
Perhaps there should be more reassurance about compensation for side effects?,4/2/21,11,Vaccination,11,1,-11.0570959,1,0,0,11.94874885,2,1,0
ABSOLUTELY GREAT SIR。。KEEP GOING💪💪💪,4/2/21,5,Vaccination,4,0,-19.22823821,0,0,0,25.06360687,3,0,0
Have been waiting and waiting for my letter!!,6/2/21,8,Vaccination,8,0,-10.22774334,4,1,1,47.76364542,4,0,0
Thank you very much PM.,5/2/21,5,Vaccination,5,0,-10.64257321,0,0,1,25.06360687,3,0,0
Yes we will go for it no other option ,4/2/21,9,Vaccination,9,0,-9.534429162,1,0,1,47.76364542,4,0,0
Waiting to be call up👍,4/2/21,5,Vaccination,5,0,-9.615207743,3,0,0,187.4342956,4,0,0
"When it is my turn, I will surely turn up. It's the least we can do as Singaporeans for Singaporeans.",4/2/21,19,Vaccination,20,1,-10.17528973,3,0,3,19.39342692,2,0,0
Really good job Singapore and Singapore airlines...♥️,22/12/20,7,Vaccination,7,0,-12.42183744,0,1,0,13.33039643,2,0,0
Thank you for sharing on the good and interesting of the new arrival of the new vaccines in Singapore.,22/12/20,19,Vaccination,19,1,-9.361200628,1,1,1,11.11636905,2,0,0
Sats ground handing cargo agent  Bravo 👏 ,22/12/20,6,Vaccination,6,0,-15.40542572,2,0,0,11.94874885,2,0,0
"Each must be responsible wear mask , social distancing,and keep fit when you are healthy ur immune system able to defend the virus ",22/12/20,23,Vaccination,23,1,-11.86468284,4,2,1,9.026992087,1,0,1
I am proud to be Singaporean🙏❤👍our goverment is the best in the whole world.👍❤👍❤👍❤👍❤👍❤☘,23/12/20,15,Vaccination,14,1,-10.14963043,3,0,0,47.76364542,4,0,0
I’m proud to be a Singaporean  ❤️🇸🇬,22/12/20,7,Vaccination,6,0,-9.842855316,1,0,0,47.76364542,4,0,0
Love spore..proud to be 63yrs as sporean..thanx🙏🙏❤❤,22/12/20,8,Vaccination,9,0,-15.37105971,2,0,0,16.3881304,2,0,0
"I've been through 2x infections of dengue with diabetic conditions, m I eligible?",16/12/20,11,Vaccination,13,1,-12.5840882,2,0,1,11.94874885,2,0,0
🤗Grateful to team leads that keep🇸🇬safe!! Quick question...how come masks are not worn by those not speaking? Is ok as long as safe distance seating or? Just curious. Thanks🤗,15/12/20,31,Vaccination,30,2,-11.25047112,5,0,0,9.299331385,1,0,0
But why this particular one which requires such stringent storage condition?,19/12/20,11,Vaccination,11,1,-11.52833205,1,0,0,25.06360687,3,0,0
Can let us know the data of those vaccinated globally be4 you let locals to be vaccinated.,23/12/20,16,Vaccination,17,1,-11.94194148,6,0,2,24.30676894,3,0,0
Take when you are offered. ,18/12/20,5,Vaccination,5,0,-9.842605313,3,1,1,187.4342956,4,0,0
Kenapa tak sampai ke tahap 4 atau 5. Penyakit covid 19 masih ada lagi. Kenapa tahap ke 3 aje.,23/12/20,15,Vaccination,19,1,-19.81086681,2,0,0,5.137121941,1,0,0
A portfolio of different make means more variable to track. Wonder if receivers are able to choose. ,20/12/20,17,Vaccination,17,1,-10.93479779,4,1,0,16.3881304,2,0,0
"Wonder why American so many dead. Yet we buy it from them. Whether it really work or not,?",23/12/20,18,Vaccination,18,1,-9.887701201,2,1,1,25.06360687,3,0,0
Thank you SG government ... for taking care of us,21/12/20,9,Vaccination,9,0,-10.85454553,2,0,1,16.3881304,2,0,1
"Suddenly the whole world announcing about vaccination 💉 for their citizens for COVID-19, looks like gimmicks ",18/12/20,15,Vaccination,15,1,-12.29911531,2,0,0,11.54854128,2,0,0
I have suffered from Stroke and had 4 bypass heart operation in 2011. Half of my body is disabled. I am 66 years of age and Singaoorean. When can I receive the vaccination. Any chance that I will be first batch?? MOH and Task Forcec- your advice please?,21/12/20,45,Vaccination,48,2,-11.16121594,7,3,4,2.549258535,0,0,0
Is it free for PR's too?,20/12/20,5,Vaccination,6,0,-11.43020003,1,0,0,47.76364542,4,0,0
"Covid Vaccine came from US, but US can't even handle their cases in their home land and we bought th vaccine from their country??!! Logic?",22/12/20,24,Vaccination,25,1,-11.72504357,4,2,2,4.636356807,0,0,0
"Perhaps I may have missed this in the report, does anyone knows how long are the 2 vaccines good for?",18/12/20,19,Vaccination,20,1,-9.924036618,5,0,1,15.83767576,2,0,1
These task force know lah this pandemic is a hoax to frighten us to accept vaccines and to have maximum control over human to follow the new world order you see all the elites who plan this pandemic dont wear mask,24/12/20,41,Vaccination,41,2,-11.39312146,9,1,2,3.301683219,0,0,0
🙏🙏🙏Thank u Our Singapore Government🙏🙏🙏 👌👌👌Well Done👌👌👌👌,21/12/20,7,Vaccination,7,0,-14.3421509,0,0,1,46.1009246,4,0,0
The way he talk is like asking the health care workers to be their testing ground i prefer that he and his team go first to be vaccinated,24/12/20,28,Vaccination,28,2,-9.774223669,9,1,1,5.951289932,1,0,1
"Pfizer was also not tested on elderly or Asian, only white American, so why would it be safe for Asian?",18/12/20,20,Vaccination,20,1,-10.58061009,3,2,0,46.33197366,4,0,0
I’m worried about this thing coming to Singapore ...  will this thing can more new sickness or more problems? Haiz .... Look at what US facing now !!!,23/12/20,26,Vaccination,25,1,-10.92308762,4,1,1,5.722989288,1,0,0
Prevention is better than no cure. Side effects if any is better option than painful death. No one is safe until  all of us are safe. I was discouraged not to get vaccinated.,2/2/21,33,Vaccination,33,2,-10.33305973,7,1,1,6.336397918,1,0,1
When can it be available for all?,3/2/21,7,Vaccination,7,0,-8.754128731,1,0,0,187.4342956,4,0,0
How old is the classification of seniors?,23/1/21,7,Vaccination,7,0,-10.17558482,1,0,0,25.06360687,3,0,0
Is it safe for people who are allergic to NSAID group of medicines,23/1/21,13,Vaccination,13,1,-10.94068311,2,0,0,11.94874885,2,0,0
Grassroots leaders and volunteers can go first.,23/1/21,7,Vaccination,7,0,-10.97788771,1,1,0,16.3881304,2,0,0
That’s good news Jill ,25/1/21,5,Vaccination,4,0,-10.8808329,0,0,0,25.06360687,3,0,0
After so many weeks only 60k ppl vaccinated. Israel will do 170k a day. India can do 300k on its first day. Goodness.,23/1/21,20,Vaccination,23,1,-11.88055206,3,0,0,6.984667994,1,0,0
"FACT: everyone can get vaccinated, some won't make it after vaccination.",12/3/21,10,Vaccination,11,1,-11.96748647,3,0,0,15.28722112,2,0,0
Even ppl who had flu jab also can get flu again...there are millions of unknown bacteria/virus so called mutilated species. Just wear mask to protect yourself n ppl around u for situation like now until it's declared non pandemic....,11/2/21,40,Vaccination,41,2,-12.58821135,9,1,1,5.930125913,1,0,0
How about do people who are vaccinated already still need to wear masks ?   It’s like asking people to wear seat belts to avoid fatal accidents but cars are banned to avoid fatal accidents 🤔,10/2/21,34,Vaccination,33,2,-11.29667976,11,2,0,5.578792527,1,0,0
Better give the vaccine to foreign workers dormitory first. Remember that Covid start from dorm cluster,10/2/21,16,Vaccination,16,1,-12.27220543,2,0,0,8.69163941,1,0,0
"Simply,just follow the rule and all will be safe🙂🙂🙂SELF DISCIPLINE IS NEEDED🙂🙂🙂",10/2/21,14,Vaccination,13,1,-13.11654431,2,1,0,11.94874885,2,0,0
Wearing face masks is protective.. Because the viruses are air borne.. And some public never wear face mask properly they just exposé the nose and mouth..pulling the face mask until chin..,10/2/21,31,Vaccination,32,2,-12.39719807,7,1,0,6.521237166,1,0,0
"Please wear mask still There's some kanasai people with flu sneezing, blowing around with mask off in public.",15/2/21,17,Vaccination,18,1,-12.87333824,3,1,0,10.59459885,2,0,0
I worried masks is here to stay 😭 ,12/3/21,7,Vaccination,7,0,-9.960489145,3,0,0,47.76364542,4,0,0
Like that what's the point of all these?,12/3/21,7,Vaccination,8,0,-8.825265539,1,0,0,47.76364542,4,0,0
"Post-vaccination, Continue acting like we are still in phase 3 and everything will be fine ",12/3/21,13,Vaccination,15,1,-11.32617118,3,2,1,16.3881304,2,0,0
"The fact is..if nobody takes the vaccine then there won't be any 5/10/20 years down the road. You just hv to risk it. At least there is, then medical science will need to handle this follow up effect if the side effects are cause by the vaccine....and that is also to say, some individuals react differently.",10/2/21,56,Vaccination,60,3,-10.19691277,14,6,0,3.829677885,0,0,1
"Vaccines usually approves after overcoming many obstacles. Politics, financial and red tapes. Because of fully funded and red tape cuts with operation warp speed, we have it within a year. What is there to be afraid of? Just time frame have been shorten that’s all and efficacy was proven in Israel. ",9/3/21,52,Vaccination,51,3,-11.13595953,11,3,1,2.48604433,0,0,1
Yes to Pfizer and Moderna  🔥🔥,10/2/21,5,Vaccination,5,0,-12.02429093,0,1,0,24.30676894,3,0,0
"Is there a place where the public can find data about the above bullet points, eg how much more candidates for clinical trials compared to past vaccines development? How many clinical trials were conducted and their sample size and how “concurrent “ trials are made possible? ",7/3/21,45,Vaccination,45,2,-11.35124821,9,1,0,3.03511948,0,0,1
"Say all you want to achieve herd immunity. If it's that safe, make it compulsory.",5/3/21,14,Vaccination,15,1,-11.07157476,3,0,1,11.94874885,2,0,1
Hope it is the right vaccine to help keep the COVID 19 maintain the spread,10/2/21,14,Vaccination,15,1,-10.63624092,4,0,0,11.51657661,2,0,0
The risks are unexplained and ask to sign as we understand... For what reason... All just like puzzles ,8/3/21,18,Vaccination,18,1,-10.74334155,4,1,1,16.3881304,2,0,0
"The human genetic is a very complex piece of ""machinery"". Some are very robust, some are moderate while others are very weak or sensitive to environmental changes. Vaccine helps to moderate the variations of the environment. And it's vital for stability of the overall biological network.",8/3/21,45,Vaccination,46,2,-10.64867092,6,2,0,4.452373394,0,0,1
Side effects may only show up a few years later.,7/3/21,10,Vaccination,10,0,-10.42381951,1,0,0,16.3881304,2,0,0
"Wonderful!! Now that we've got that outta the way, what are the ingredients found in vaccines and how are they harmful to us..? Cause the second I post them on here, i get banned..",7/3/21,33,Vaccination,34,2,-10.29279712,8,1,1,15.83767576,2,0,1
It will lower cost and produces at a faster rate  It is good for the world but there should be also producing for America to keep Americans jobs ,11/3/21,28,Vaccination,28,2,-9.814182881,6,3,0,6.336397918,1,1,1
India has capacity to produce 70% of world vaccines Needs,10/3/21,9,Vaccination,10,0,-11.77646012,2,0,0,8.990131623,1,0,0
Bananas love india produced vaccines. ,10/3/21,5,Vaccination,5,0,-16.02209747,1,0,0,11.54854128,2,0,0
Ganga river water cures everything. No need vaccine.,12/3/21,8,Vaccination,8,0,-13.09379442,0,0,0,6.111149617,1,0,0
This is good news for the eligible cargo drivers.,10/3/21,9,Vaccination,9,0,-10.17491005,1,0,0,16.3881304,2,0,0
It is good for the selected ones!ðŸ‘ We will take care of them. Let's also extend this initiative to our southern neighbours too. Why stop there. They do provide us our daily necessity too. We must be fair. If not we might lose their supply chain. Together we can make a difference.ðŸ‘ (Remind me who I should vow for in the next GE.),10/3/21,62,Vaccination,65,3,-10.84428395,11,2,8,4.091915031,0,1,0
"By doing so, govt secures safe logistics of food coming in SG. ",10/3/21,12,Vaccination,12,1,-13.0135931,2,0,0,11.94874885,2,0,0
The tax payer direct or indirect $$ must be well spend . It should be at discount prices. This apply to those FW or FT in this little red dot.,10/3/21,28,Vaccination,28,2,-11.46174168,4,2,0,4.746664147,0,1,0
Small in size but having a Big heart.,10/3/21,8,Vaccination,8,0,-10.66005317,1,1,0,16.3881304,2,0,0
"FEBRUARY 11, 2021  KUALA LUMPUR (Reuters) - Malaysia will extend its free COVID-19 vaccination programme to all foreigners residing in the country, including students, refugees and undocumented migrants, the government said on Thursday.  https://www.reuters.com/article/us-health-coronavirus-malaysia-vaccines-idUSKBN2AB0E1",10/3/21,30,Vaccination,33,2,-13.59276174,4,1,0,2.549258535,0,0,0
Doesn't matter sharing and keep those in close contact and service provider the vaccine.. As long as all were safe... ðŸ™ðŸ™ðŸ™ðŸ™,10/3/21,19,Vaccination,24,1,-13.05656542,4,1,0,11.51657661,2,0,0
"The price of a commodity will never go to zero. When you invest in commodities futures, you are not buying a piece of paper that says you own an intangible of a company that can go bankrupt.â€ Donâ€™t work for money; make it work for you.â€ You cannot save time for future use. But you can invest it for the future you.â€ Investing time in yourself is the only safe investment that will give you maximum return throughout life.â€Never depend on a single source of income, make investments to open other opportunities, you're yet to become what you want to be. Reach out to fidelia Armstrong today to make other opportunities in making extra income and you will never regret you did. ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ Fidelia Armstrong",10/3/21,124,Vaccination,137,4,-11.74605748,30,2,4,1.552600883,0,0,1
The Singapore Government will bear the cost of the vaccination for eligible cargo drivers. federal will spend a lot of money on this project,10/3/21,24,Vaccination,24,1,-10.27292568,2,0,0,4.431033125,0,0,0
"Well done , because Malaysia will take about 10 years to vaccinate the whole country. If they inoculate 10K dose per day x 300 days is 3 million dose a year , their population is 30million , so it will take 10 years for the first dose.... second dose, yearly booster dose, PM change, Ruling party change .....so if you consider all this factors, god knows how many decades more or this will not end in our generation. .",10/3/21,69,Vaccination,75,3,-11.64525616,11,2,2,1.886126007,0,0,1
Spending some money to make the community safe. Isnâ€™t it benefiting for the society at large? More money had already been spent on securing vaccines at an early stage even before trial results are out. Money went into the drain for vaccines with results that did not reach the standard. So it is nothing to compare with giving it to them for free.   Looking far sighted and long term is what our govt have been doing. Priority should really be given to people who come into contact with larger group of people a day.   It make sense to vaccinate Malaysia delivery driver and accompany personnel looking at the high covid rate there. This will keep Singaporean in contact with them safe and in turn prevent spread of covid to locals or forming of a covid cluster thru them. ,9/3/21,138,Vaccination,139,4,-10.86132988,28,5,1,0.939260647,0,1,1
Not spore govt la...is taxpayers ok. Correct it pls,9/3/21,10,Vaccination,10,0,-14.36849656,2,0,0,25.06360687,3,0,0
I think the most important question is how can Singaporeans apply to be a Malaysian truck driver? Seriously would take half of the pay for that job of driving the scenic journey from KL and Selangor to Singapore,9/3/21,38,Vaccination,38,2,-10.71402287,7,1,0,4.058908022,0,0,0
Donâ€™t see a privilege to be a citizen ,9/3/21,8,Vaccination,9,0,-11.05732259,2,0,0,25.06360687,3,0,0
"Get it back from where u spent, not only from certain group...pls.",9/3/21,13,Vaccination,13,1,-11.27215503,1,0,0,16.3881304,2,0,0
We need malaysia more then malaysia need us..,9/3/21,8,Vaccination,8,0,-12.99045566,2,1,0,187.4342956,4,0,0
Singapore government is funded by Singapore tax residents. We are paying for it.,9/3/21,13,Vaccination,13,1,-10.32665318,4,0,0,9.768446209,1,0,0
