Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"What happens if suddenly there is no more virus here ? Can we seek refunds for the balance of stocks ordered, paid and delivered from the 2 American companies ?",19/2/21,27,Tracetogether,28,2,-10.51107016,6,2,1,12.94484066,2,0,0
We are Grateful Moderna’s Vaccines had arrived Tranport by ( SIA ) with Thanks 🙏  another assistance to our Singaporean ,17/2/21,18,Tracetogether,17,1,-13.92488805,3,0,1,8.790257254,1,0,0
HNY PM Lee! Good News! Thanks! Have A Nice Friday! Jeffrey Ng! Huat Ah!,19/2/21,14,Tracetogether,14,1,-12.57914668,1,0,0,5.807180241,1,0,0
Thank you so much dear PM for vaccine and ensuring that vaccine is available for all the migration workers. Take care and God bless,18/2/21,24,Tracetogether,24,1,-10.88288659,2,2,1,5.541704021,1,0,0
"Thanks PM, we are ready to support in vaccination clinics for community 💪🏻💪🏻",18/2/21,12,Tracetogether,12,1,-10.86432387,2,0,1,12.94484066,2,0,0
7th day of the Chinese Lunar New Year 2021,18/2/21,7,Tracetogether,9,0,-11.90128905,0,0,0,12.94484066,2,0,0
Yoong you go get your vaccine ,21/2/21,6,Tracetogether,6,0,-12.3079296,2,0,2,66.4941953,4,0,0
CONGRATS PM LEE  GOOD JOB,21/2/21,5,Tracetogether,5,0,-17.61327812,0,0,0,12.94484066,2,0,0
VERY GOOD I DO PRAY FOR ALL OF YOU HONOURABLE DEPUTY PRIMEMINISTER OF SINGAPORE GOD BLESS YOU. AMRITH. 7904500464,18/2/21,18,Tracetogether,19,1,-17.96024846,2,0,2,4.659266208,0,0,0
The best PM 👍🏼👍🏼 thank God im here in Singapore 👍🏼😉 long live to Mr. PM Lee ,18/2/21,15,Tracetogether,15,1,-11.62736749,1,0,0,11.36904439,2,0,0
Congratulations and well done sir ,17/2/21,5,Tracetogether,5,0,-11.30379627,1,1,0,34.97657075,3,0,0
Thank You and well done PM Lee👍,17/2/21,7,Tracetogether,7,0,-10.91259959,1,1,1,34.97657075,3,0,0
🇸🇬Really appreciated to our great leadership PM Lee and best PAP government🏆👍🇸🇬 Please stay safe and healthy always PM Lee🙏💪🇸🇬,17/2/21,20,Tracetogether,20,1,-12.29650884,2,1,1,11.70965905,2,0,0
Proud of you sir! Thanks for care us sir,17/2/21,9,Tracetogether,9,0,-10.97150315,2,0,2,22.87083564,3,0,0
"No Sinovac, what a shame 😔",17/2/21,5,Tracetogether,5,0,-11.98841215,0,0,0,34.97657075,3,0,0
🇸🇬Great Dear Mr Lee Hsien Loong🇸🇬,17/2/21,6,Tracetogether,6,0,-14.25360935,0,0,0,16.65822254,2,0,0
"Congratulations & thank you Pm Lee , u are the best • 🙏🙏🙏",17/2/21,9,Tracetogether,9,0,-12.64550448,2,0,1,12.94484066,2,0,0
Very nice daddy lee hsien loong,17/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Very nice daddy lee hsien loong,17/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Good evening Mr PM Lee Thank you🙏 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 💓💓💓💓💓,17/2/21,7,Tracetogether,7,0,-11.6461219,0,0,0,12.94484066,2,0,0
Matatapos na ang Vaccination Sa SG Sa Pinas rehersals p.lng 😂😂😂,17/2/21,9,Tracetogether,11,1,-21.2470372,2,0,0,9.664055563,1,0,0
thank you Mr PM Lee,17/2/21,5,Tracetogether,5,0,-10.84299249,0,0,1,16.65822254,2,0,0
Thank you Mr Lee sir ,17/2/21,5,Tracetogether,5,0,-11.21705863,0,0,1,16.65822254,2,0,0
Tq Sir.. You are best Leader..,17/2/21,6,Tracetogether,6,0,-13.13810428,1,0,1,22.87083564,3,0,0
Thank you Mr PM Lee,17/2/21,5,Tracetogether,5,0,-10.85567448,0,0,1,16.65822254,2,0,0
Thankful dear PM Lee n all those involved for the kind efforts n vaccines🙏😊,17/2/21,14,Tracetogether,14,1,-12.8878417,2,0,0,16.27391506,2,0,0
THANK YOU MY DEAREST PM LEE  N ALL THE GOVERMENT 😊👍👍👏👏👏👏👏❤❤,17/2/21,10,Tracetogether,10,0,-17.5740676,0,0,2,5.807180241,1,0,0
God bless our dear PM and his cabinets.,17/2/21,8,Tracetogether,8,0,-12.13522844,1,1,1,22.87083564,3,0,0
"Thank you Prime Minister Mr. Lee Hsien Loong. May the year of the Ox overflow with happiness, prosperity, good health, and good luck! Gong Xi Fa Cai!",11/2/21,27,Tracetogether,27,2,-12.76217479,0,1,1,2.858837824,0,0,0
Thank you PM Lee and team for guiding us during this difficult period and is blessed that we can celebrate CNY with 8 persons limit. My large family have already arrange who came which day to visit my 95 years old mom. 😂,11/2/21,40,Tracetogether,42,2,-11.28805545,9,1,4,4.582387607,0,0,0
Let us  leave behind the bad memories of the unpleasant  past and rejoice in the festivities. May    this year bring you   lots of Happiness.  Wishing you good  health and abundance in the New Year. Thank you for caring the Citizens of Singapore through this pandemic 2020.,11/2/21,45,Tracetogether,46,2,-10.83415321,3,2,4,3.185168881,0,0,0
Thank u Sir ! Have a blessed joyful safe and healthy Chinese New Year too for u and your family! :)  Really like the green plan 2030! Tk God for all of u who are wise visionary and caring leaders of Singapore!  May i add some humble suggestions? Ie could we have hydro plantation  or any other types of plantation (edible) at the roof top of each block so that we can have green supply for our citizens as well as to build the kampo spirit of helping each other? Void deck could be used for other activities too to enable this self help and caring spirit too? :),11/2/21,105,Tracetogether,106,4,-11.63701754,15,4,4,1.646828238,0,0,0
"Wishing a happy Chinese New Year to our PM and each of S’pore leaders ,whoever celebrated, all s’poreians. Have a great long weekend with safely precautions. Praying for good year ahead  stay safe .. ",11/2/21,35,Tracetogether,33,2,-12.07938944,5,1,1,5.541704021,1,0,0
"Dear PM, may the year of the Ox strengthen our resilience to  face the tribulations in life. You are always motivating and guiding us with messages and by interacting with the citizens. May God continue to bless you.   ",11/2/21,38,Tracetogether,38,2,-10.6640645,8,1,2,5.197047584,1,0,0
"Happy Chinese New Year to PM Lee and family, May you stay safe and healthy",11/2/21,15,Tracetogether,15,1,-11.06956803,1,1,1,8.790257254,1,0,0
Gong xi fatt cai. Mr Lee n family. Wishing you good health and happiness. Together we can achieve our hopes n dreams. God bless you n family.,11/2/21,27,Tracetogether,27,2,-13.08954297,3,1,4,4.137277198,0,0,0
Happy Lunar New Year to all! Hoping for a better year for Singapore! 🙏🏽🙏🏽🙏🏽,11/2/21,13,Tracetogether,13,1,-10.87550898,0,0,0,14.28488713,2,0,0
We are happy to see your Singaporean smiling faces in lunar new year but we can not smile this hard time. Anyway we wish Gong Xi Fa Cai,11/2/21,28,Tracetogether,28,2,-12.21796969,5,1,3,6.564974895,1,0,0
"May everyone be blessed with good health, safety and prosperity.",11/2/21,10,Tracetogether,10,0,-10.8330084,2,1,0,12.94484066,2,0,0
Thank you PM for the heartfelt message! Enjoy the CNY but don't let our guard down!,11/2/21,15,Tracetogether,16,1,-11.26872206,1,1,2,16.65822254,2,0,0
Thank you everybody. It's all of you that's why it has been easier for all of us. Life will be better for all. Happy Lunar Chinese New Year!,11/2/21,26,Tracetogether,28,2,-9.933147102,5,0,2,10.50364908,2,0,0
Happy Chinese New year PM LEE..,11/2/21,6,Tracetogether,6,0,-12.80648401,0,0,0,12.94484066,2,0,0
"Sir and everyone reading this....Today is Lunar New Year's Eve. I wish everyone a Blessed 牛 Year. Good health; blessing follow you in and out; Everything goes well; true blessings come; You will be blessed in everything and be prosperous; I wish everyone will be blessed, and be as strong and healthy as an ox in the Year of the Ox, and beautiful as a spring flower!  Amen.",11/2/21,67,Tracetogether,68,3,-11.32368963,14,2,2,2.949520027,0,0,1
Wishing you Happy CNY 2021 to you Sir and all Singaporean...,11/2/21,10,Tracetogether,11,1,-13.37447261,1,1,1,22.87083564,3,0,0
"Happy Chines New Year to Singapore, Mr PM Lee  and Family.",11/2/21,11,Tracetogether,11,1,-12.63603656,0,1,0,7.308702805,1,0,0
Happy New Year to you & your family. Wish  all of you good health. ,11/2/21,13,Tracetogether,13,1,-10.20338689,0,0,3,16.65822254,2,0,0
Happy Lunar New Year Sir. Best Wishes to you. 👍,11/2/21,9,Tracetogether,9,0,-12.69135675,0,0,0,12.94484066,2,0,0
"Happy New Year PM Lee, please stay on as PM for as long as possible.",11/2/21,15,Tracetogether,15,1,-11.13433089,0,0,0,11.70965905,2,0,0
Happy and Blessed Lunar New Year to Mr PM and all Singaporean,11/2/21,12,Tracetogether,12,1,-11.98412031,1,1,0,10.50364908,2,0,0
Wishing you and your family Gong Xi Fa Cai PM LEE We are all must stay safe and vigilant Take care everyone Gong Xi Gong Xi to All our Chinese Friends stay healthy be good,11/2/21,35,Tracetogether,35,2,-13.32569321,5,1,4,4.483300336,0,0,0
Have a safe Luna New Year! ,11/2/21,6,Tracetogether,6,0,-11.95222213,1,0,0,22.87083564,3,0,0
"Thank you PM. May this lunar new year bring you and your family greater joy, best of health and wellness. ",11/2/21,20,Tracetogether,20,1,-10.78918813,1,1,3,5.807180241,1,0,0
Have a Blessed Joyful Safe and Healthy Chinese New year Prime Minister Lee... 💖,11/2/21,13,Tracetogether,13,1,-13.14065719,2,1,0,6.400921319,1,0,0
Happy Chinese New Year PM....😊😊,11/2/21,5,Tracetogether,5,0,-12.38725106,0,0,0,16.65822254,2,0,0
"Gong Xi Fa Cai Prime Minister and All Singaporeans.Wishing all a healthy, happy, blessed Chinese New Year.",11/2/21,16,Tracetogether,18,1,-14.28257428,1,1,0,6.400921319,1,0,0
"Tks to our PM we need to be United to motivate each other .May the ox of the year bring us peace , good health , happiness and prosperity. 🙏🙏🙏",13/2/21,27,Tracetogether,27,2,-10.85545026,5,1,3,6.564974895,1,0,0
"Une très bonne année monsieur ,le premier Ministre, et pour votre famille !",11/2/21,10,Tracetogether,12,1,-20.68360411,1,0,0,12.94484066,2,0,0
Happy Chinese New year to you and everyone in Singapore 🙏🙏🙏🙏,11/2/21,10,Tracetogether,10,0,-9.935389387,0,1,1,12.5653509,2,0,0
Happy Chinese New year PM Lee n your family. Stay strong and stay healthy,11/2/21,14,Tracetogether,14,1,-11.83563379,1,1,1,8.790257254,1,0,0
"Dear PM, wish you and your family very blessed CNY and good health.  Gong Xi Fa Cai.",11/2/21,17,Tracetogether,17,1,-13.18144508,0,1,2,5.807180241,1,0,0
Happy Lunar New Year Sir!,11/2/21,5,Tracetogether,5,0,-13.89528522,0,0,0,16.65822254,2,0,0
Happy Holiday to all the Singaporeans! ,11/2/21,6,Tracetogether,6,0,-11.36721821,0,0,0,34.97657075,3,0,0
Happy lunar new year to you and your family🎉💥,11/2/21,9,Tracetogether,9,0,-10.12095543,0,1,2,66.4941953,4,0,0
Happy Birthday & Happy Chinese New Year Mr Lee,12/2/21,8,Tracetogether,8,0,-13.08387434,0,0,0,8.790257254,1,0,0
Happy Chinese New Year PM & To All Chinese Singaporeans And Malaysians.Happy Holiday.,11/2/21,11,Tracetogether,13,1,-14.09127236,0,1,0,10.50364908,2,0,0
Happy Oxpicious New Year to you & your family too!,11/2/21,9,Tracetogether,9,0,-11.90535848,0,0,2,16.65822254,2,0,0
Blessed CNY to Mr. LHL and all Singaporeans.,11/2/21,8,Tracetogether,8,0,-13.66602026,1,1,0,22.87083564,3,0,0
"Thank you My honorable primminster.when the mid-night bell rings tonight, let it signify new and better things for you. Let it signify a realization of all the things you wish for. Let it signify a year of courage and wisdom. Wishing you a very, very, very prosperous year.",11/2/21,46,Tracetogether,49,2,-11.33423246,8,3,4,5.923027415,1,0,0
Happy lunar new year to PM and family and everyone in singapore,11/2/21,12,Tracetogether,12,1,-11.19950924,0,1,0,12.5653509,2,0,0
GONG XI FA CAI Sir,11/2/21,5,Tracetogether,5,0,-18.98297751,0,0,0,12.94484066,2,0,0
Wishing  you   a very happy mewyear  to you and your family good  heath and good luK   kong  xi  fa cai,12/2/21,20,Tracetogether,20,1,-14.43873795,1,1,2,10.50364908,2,0,0
Happy belated  birthday to Mr Lee Hsien Loong and a wonderful CNY to you and your family,11/2/21,17,Tracetogether,17,1,-12.05298737,1,1,2,8.790257254,1,0,0
Gong Xi Fa Cai to all,11/2/21,6,Tracetogether,6,0,-14.15516695,0,0,0,16.65822254,2,0,0
Very happy prosperous chinese new year to you Mr. PM Lee Sir.,11/2/21,12,Tracetogether,12,1,-12.68777751,0,0,1,16.65822254,2,0,0
PM Lee Wishing you and your family a blessed and happy lunar New Year with great prosperity and good health and pray imported cases will be reduced,13/2/21,27,Tracetogether,27,2,-11.53185317,4,1,2,5.197047584,1,0,0
Gong Xi Fa Chai! Wishing You a Prosperous Chinese New Year 2021.,14/2/21,11,Tracetogether,12,1,-14.84359407,0,0,1,8.790257254,1,0,0
Chinese new year daddy lee hsien loong,11/2/21,7,Tracetogether,7,0,-16.13264165,0,0,0,12.94484066,2,0,0
Wish you happy Chinese New year sir இனிய சீன புத்தாண்டு நல்வாழ்த்துக்கள் ஐயா,11/2/21,7,Tracetogether,24,1,-20.86993141,0,0,1,22.87083564,3,0,0
Tell God to wake up and chase the virus away from us. Have mercy on us as we have already spent billions. Don't make us spend any more.,12/2/21,27,Tracetogether,28,2,-10.5075499,8,1,3,16.65822254,2,0,0
GONG  XIE FAT CAI SIR .semua bergembira,11/2/21,7,Tracetogether,7,0,-22.11389831,1,0,0,10.50364908,2,0,0
Wish Singapore a safe year ahead...with a lot of economic prosperity.,11/2/21,12,Tracetogether,12,1,-10.84269158,0,0,0,16.17210498,2,0,0
"Hong Xi Fa Cai Sir, we love you",11/2/21,8,Tracetogether,8,0,-14.08355494,1,0,1,12.94484066,2,0,0
Wishing PM of Singapore and each and everyone Happy Chinese New Year Eve.,11/2/21,13,Tracetogether,13,1,-12.16398605,1,1,0,8.532641765,1,0,0
"Good after noon Mr PM Lee Hsien Loong . Thank you Sire for sharing the reminder to keep viligant especially when gather together so happy and forget the safety  .  Wishing Mr PM Lee and Your loved ones a Blessed Lunar New Year with great blessings , good health and many favours",12/2/21,49,Tracetogether,49,2,-12.51599366,6,3,2,2.596349245,0,0,0
Happy 牛 year PM Lee🧧Wishing you and your loved one happiness and healthy🧧🧧🍊🍊🧧🧧,11/2/21,13,Tracetogether,13,1,-12.80986105,1,1,2,22.87083564,3,0,0
Wishing All Singapore Friends a Harvesting CNY eve ,11/2/21,8,Tracetogether,8,0,-15.72852992,2,0,0,16.17210498,2,0,0
❤Good Morning n Happy Chinese New Year Dear Mr Lee Hsien Loong ❤,11/2/21,12,Tracetogether,12,1,-14.48121571,0,0,0,5.197047584,1,0,0
"How wonderful! The fatherly leader comforting his people for not having to celebrate CNY with rocking happiness, leader and people going hand in hand. 👍😥😪😷🙏❣",11/2/21,24,Tracetogether,24,1,-11.35385915,5,1,0,9.837826324,1,0,0
"Wishing you and your beloved family, prosperity, health and more health, happiness, peace and fortune. Cong xi fa cai to all Chinese Singaporeans, and, Happy Holidays to the others as well. God bless.🐮🐄☘️🕊🍀enjoy yourselves but take care of yourself and others around you too.😊Cong Xi Fa Cai..angpow lai lai🙂🥰😍🍀🕊☘️😍",11/2/21,52,Tracetogether,52,3,-13.45517772,5,4,5,2.98256483,0,0,0
统一新禧2021!trust is an easy precious word.... May the bull pull in come prosperity n good looking fortune. 牛扭转钱坤！！！,11/2/21,17,Tracetogether,18,1,-12.86966524,2,0,0,8.790257254,1,0,0
"Happy Chinese New Years 2021,PM Lee,Sir, All the best Singapore!🙏🙏並恭祝您与家人新年快樂，吉祥如意，身体安康，感恩了!",12/2/21,11,Tracetogether,12,1,-15.89616642,0,0,0,8.532641765,1,0,0
Hi Sir. Happy Lunar New Year. Thank You very much to both you and your wife great contribution to Singapore. Majulah!,11/2/21,21,Tracetogether,21,1,-11.6365016,0,1,2,5.047622005,1,0,0
"As we bid adieu to the year of Rat 🐀, which has been challenging and unprecedented in more than one way, here’s something positive to look out for a Oxcipious new year.  There are 20 strokes in 疫情，the Chinese characters for pandemic.  There are 20 strokes in 痛苦, the Chinese characters for pain/hardship.  There are 20 strokes in 疾病, the Chinese characters for illness/disease.  There are 20 strokes in 生死存亡, the Chinese characters for life and death, survival and demise.  2020 is gone. And so we hope that pandemic, hardships, diseases and death will also be gone.  On the other hand:  There are 21 strokes in 健康, the Chinese characters for health.  There are 21 strokes in 幸福，the Chinese characters for happiness.  There are 21 strokes in 富贵，the Chinese characters for wealth.  There are 21 strokes in 和睦, the Chinese characters for harmony.  There are 21 strokes in 勤奋，the Chinese characters for industry.  There are 21 strokes in 崛起, the Chinese characters for ascendancy.  And so it seems 2021 will be a year of HEALTH and HAPPINESS.  Taking this opportunity to wish all the hero’s both in front line, backend and the resolute Singaporeans during these difficult times, a very Happy New Year. Gong Xi Fa Cai. ",11/2/21,192,Tracetogether,202,4,-11.47526211,23,6,2,1.40225829,0,0,1
Happy Chinese New Year PM Lee and everyone!,11/2/21,8,Tracetogether,8,0,-11.81799523,0,1,0,10.50364908,2,0,0
Happy Lunar New Year to Mr. PM Lee and your family🍊🍊,11/2/21,11,Tracetogether,11,1,-11.31487359,0,1,1,12.94484066,2,0,0
Gong Xi Fa Chai! Happy Chinese New Year 2021 PM Lee and everyone !!,11/2/21,12,Tracetogether,13,1,-14.02240822,0,1,0,5.197047584,1,0,0
Happy Chinese New Year PM Lee and Family. 😊,11/2/21,8,Tracetogether,8,0,-12.08046479,0,1,0,10.50364908,2,0,0
Happy  Lunar New Year to you and your family.Wishing all of you Happiness  and prosperity,11/2/21,14,Tracetogether,16,1,-11.48625821,1,1,2,12.94484066,2,0,0
"Happy Chinese New Year, PM Lee!",11/2/21,6,Tracetogether,6,0,-12.57399889,0,0,0,12.94484066,2,0,0
Wish you a Happy Chinese New year,11/2/21,7,Tracetogether,7,0,-11.03832787,1,0,1,22.87083564,3,0,0
Happy Chinese New Year Pm Lee and Singapore 🎉🎊,11/2/21,8,Tracetogether,8,0,-13.41903566,0,1,0,10.19539268,2,0,0
Happy new year to you and family...,11/2/21,7,Tracetogether,7,0,-9.009684228,0,1,1,34.97657075,3,0,0
A very Happy Chinese New Year PM ❤️,11/2/21,7,Tracetogether,7,0,-11.8164974,0,0,0,16.65822254,2,0,0
Happy chinese new year sir and your family💐,11/2/21,8,Tracetogether,8,0,-12.27571048,0,1,1,34.97657075,3,0,0
Happy Chinese New year mr. PM Lee sir,11/2/21,8,Tracetogether,8,0,-13.64461651,0,0,0,10.50364908,2,0,0
Happy chinese new year Pm lee,11/2/21,6,Tracetogether,6,0,-16.28868325,0,0,0,22.87083564,3,0,0
Happy lunar New year of Ox 2021 everyone.,12/2/21,7,Tracetogether,8,0,-13.3931982,0,0,0,16.65822254,2,0,0
Keep going  PM Lee Happy Chinese New year to you And your family,11/2/21,13,Tracetogether,13,1,-11.05596703,2,1,2,8.790257254,1,0,0
Happy Chinese New year PM Lee n you family  thala lee,11/2/21,11,Tracetogether,11,1,-13.99941493,1,0,1,9.664055563,1,0,0
Blessed lunar New Year PM Lee & family ,11/2/21,7,Tracetogether,7,0,-13.5429916,1,0,0,12.94484066,2,0,0
"Happy Lunar new year to all,,,,,",11/2/21,6,Tracetogether,6,0,-10.73236215,0,0,0,34.97657075,3,0,0
Chinese new year daddy lee hsien loong,11/2/21,7,Tracetogether,7,0,-16.13264165,0,0,0,12.94484066,2,0,0
Happy Lunar New Year PM Lee and family,12/2/21,8,Tracetogether,8,0,-12.36277464,0,1,0,10.50364908,2,0,0
Happy Lunar New Year to all! Hoping for a better year for Singapore!,11/2/21,13,Tracetogether,13,1,-10.87550898,0,0,0,14.28488713,2,0,0
"🍊🌿🙏Xin Nian Kuai Le , Gong Xi Fa Cai .🍊🌿🇨🇳",13/2/21,8,Tracetogether,8,0,-18.83779643,0,0,0,10.50364908,2,0,0
Kong hee Fatt choy huat huat,11/2/21,6,Tracetogether,6,0,-20.43386727,0,0,0,11.70965905,2,0,0
Happy Chinese New Year Mr Lee,11/2/21,6,Tracetogether,6,0,-11.7143458,0,0,0,12.94484066,2,0,0
Happy Lunar New Year Sir. Best Wishes to you. 👍,11/2/21,9,Tracetogether,9,0,-12.69135675,0,0,0,12.94484066,2,0,0
"Gong Xi Fa Cai & Happy Valentine. Please feel free to click like our new Ferretti Malaysia fan page, if  done, just ignore, thank you very much. Dato Anthony Chua https://www.facebook.com/FerrettiMalaysia/",14/2/21,29,Tracetogether,29,2,-14.24213111,4,1,2,3.620474847,0,0,0
"Wishing you and family happy new year sir ❤️❤️❤️ God bless Us, Thanks Sir",15/2/21,13,Tracetogether,13,1,-13.11734258,2,1,2,8.190545601,1,0,0
Happy Chinese New Year PM....,13/2/21,5,Tracetogether,5,0,-12.38725106,0,0,0,16.65822254,2,0,0
Wish you a happy new year sir stay healthy,12/2/21,9,Tracetogether,9,0,-11.67281949,1,0,1,22.87083564,3,0,0
Hi Mr pm I'm   Happy new #YearoftheOx﻿ .,12/2/21,5,Tracetogether,6,0,-13.74233277,0,0,0,22.87083564,3,0,0
BEST WISHES AND A HAPPY NEW YEAR ....,12/2/21,7,Tracetogether,7,0,-16.68582335,0,1,0,10.50364908,2,0,0
💐💐Happy Chinese new year P M sir🌹🌹🌹Gong ci fa cai💐💐💐,12/2/21,11,Tracetogether,10,0,-15.91673251,0,0,0,10.50364908,2,0,0
"A very touching and love filled message,so much compassion and concern for your citizens, thank you pm sir, God bless you 🙏",12/2/21,22,Tracetogether,22,1,-11.69294057,3,1,2,8.790257254,1,0,0
Wishing Everyone Happy 😃 New Year 2021,12/2/21,5,Tracetogether,6,0,-14.68304505,1,0,0,16.65822254,2,0,0
Dear pm sir .. happy new year once again .. god bless u and god bless lovely singapore 🇸🇬 ,12/2/21,16,Tracetogether,16,1,-14.52373486,1,1,0,9.664055563,1,0,0
Wish u n ur family a very happy New Yr SIR.,12/2/21,11,Tracetogether,11,1,-14.81016622,0,0,0,12.94484066,2,0,0
"Thank you, PMLee! Wishing yourself and your family a Blessed Happy Lunar New Year 🎋",11/2/21,14,Tracetogether,14,1,-13.07423939,3,1,3,10.50364908,2,0,0
"新年的祝福，平日的希冀，愿你心境祥和、充满爱意，愿你的世界全是美满，愿你一切称心如意，快乐无比, 恭贺新年, 恭贺新禧。  At New Year and always, may peace and love fill your heart, beauty fill your world, and contentment and joy fill your days,A Happy New Year to you,Good luck in the year ahead!",11/2/21,35,Tracetogether,35,2,-14.06948306,5,1,2,4.631391125,0,0,0
"Happy lunar new year. I wish all Singaporean good health, and very Happy new year sir🙏🙏🙏",11/2/21,16,Tracetogether,16,1,-11.59646606,1,1,0,19.47608255,2,0,0
Hope every 1 n al over e world ll b s strong s e ox n able 2 fight away al e viruses.. stay strong/healthy n hpy.. a blessed n safe 2021..,11/2/21,30,Tracetogether,33,2,-14.65535352,3,0,0,4.904306025,0,0,0
"Gong Xi Fai Cai Prime Minister  Mr. Lee Hsien Loong, Family and all Singapore  兄弟学长好友💝💝谢谢您的祝福🥰🥰也祝您及您的家人👨‍👩‍👧‍👦，快乐健康，💪💪虽然，这不是一個样样顺利的年头🐂🐂但我们一定会坚定乐观信心💐💐🌷🌹🌹🌻🌻🌼🌸🌺☘️🍀🌿的走一个富有生机快乐顺利吉祥运气满满富贵兴旺的路。🤝🌷🌹🌻☘️🍀🌿💝💝🤝💪🙏👏👍感恩💝💝💝吉祥如意🍊🍊🍊🍊dear Families, Brothers,Sisters  seniors and friends, thank you for your blessings, and wish you and your family happiness and health. Although this is not a smooth year, we will surely walk a road full of vitality, happiness, good luck and prosperity with firm optimism and confidence. Thanksgiving and good luck。",11/2/21,65,Tracetogether,65,3,-13.8601858,4,3,3,1.613202484,0,0,0
Hong Xi Fa🙏 Cai Mr Lee n family 👪 wishing good health and happiness together we can achieve our hopes n dreams 🇸🇬🇸🇬 🎉 🎊 🎉 🎊 🎉 🎊,11/2/21,21,Tracetogether,21,1,-13.46673387,2,1,2,5.807180241,1,0,0
A happy n auspicious CNY.,11/2/21,5,Tracetogether,5,0,-14.91223994,0,0,0,34.97657075,3,0,0
HAPPY NEW YR 2021 2 MY DEAR PM LEE N ALL SINGAPOREANS🍊🍊,11/2/21,10,Tracetogether,12,1,-17.848732,0,0,1,6.564974895,1,0,0
Happy Chinese New Year Mr Prime Minister 😁🎉,11/2/21,7,Tracetogether,7,0,-11.83205245,0,0,0,10.23468696,2,0,0
Happy happy happy chinese new year pm lee and also the wonderful family 🎉🎉🎉🎉❤️❤️❤️,11/2/21,13,Tracetogether,13,1,-12.71095707,0,2,0,16.65822254,2,0,0
Happy new year .Mr Lee,11/2/21,5,Tracetogether,5,0,-10.60182394,0,0,0,34.97657075,3,0,0
Happy Chinese New Year pm sir 🙏,11/2/21,6,Tracetogether,6,0,-13.21497714,0,0,0,12.94484066,2,0,0
Happy new year Mr Lee God bless you and your family ,11/2/21,11,Tracetogether,11,1,-10.87251514,0,1,2,10.50364908,2,0,0
"恭喜发财，身体健康, PM Lee and family. Stay safe stay healthy",11/2/21,8,Tracetogether,8,0,-13.47166634,0,1,0,14.71185688,2,0,0
HAPPY CHINESE NEW YEAR  SG♥️UNITED👍👍👍,11/2/21,5,Tracetogether,5,0,-18.71108231,0,0,0,16.65822254,2,0,0
"Hai sir happy Chinese New year,  God bless you and your family  .thank you sir",11/2/21,15,Tracetogether,15,1,-12.39956647,1,1,2,7.528648052,1,0,0
Very nice daddy lee hsien loong,11/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
"Happy Chinese New Year, PM Lee!🎋🍊🧨🧧🐮",11/2/21,6,Tracetogether,6,0,-12.57399889,0,0,0,12.94484066,2,0,0
"PM Lee, wishing you and your family a happy, healthy, prosperous & good fortune Ox-picious Lunar “MoOoo” Year  🧧🧧🍊🍊🧨🧨",11/2/21,16,Tracetogether,17,1,-13.89453117,1,1,2,8.790257254,1,0,0
Good Morning Our Dearest PM Lee 👍👍👍❤️❤️❤️ Thanks For Sharing 👍👍👍 Happy Lunar New Year To You & Your Family 👍👍👍❤️❤️❤️ Bests Wishes To You And Your Family Too 👍👍👍❤️❤️❤️ Wishing You Must Be Strong And Must Be Healthy And Must Be Happy Always 😍😍😍 牛轉乾坤👍👍👍 感恩🈶️你🙏🙏🙏 🐂年快樂❤️❤️❤️,11/2/21,39,Tracetogether,39,2,-16.26212056,5,1,3,2.702504675,0,0,0
Very nice daddy lee hsien loong,11/2/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Wishing Dear PM Lee & Family A Very Happy And Blessed Lunar New Year Of The Ox.  🍊🍊🍎🍎🧧🧧 ,11/2/21,16,Tracetogether,16,1,-14.694624,2,1,0,5.197047584,1,0,0
Happy Lunar New Year to PM Lee & family. Blessings. 🙏🌹🙏🌹,11/2/21,9,Tracetogether,9,0,-12.58033316,0,0,0,8.790257254,1,0,0
Happy Chinese New Year PM n family 💐,11/2/21,7,Tracetogether,7,0,-12.90565206,0,0,0,12.94484066,2,0,0
Happy New Year to u & your fmly,11/2/21,7,Tracetogether,7,0,-13.15573098,1,0,1,22.87083564,3,0,0
"Happy Chinese New Year Mr.PM Lee, I wish you and your family good health and lasting prosperity.🎊🎉🎈💐",11/2/21,16,Tracetogether,18,1,-11.35546783,1,1,3,10.50364908,2,0,0
I think you enjoy happy Chinese New Year #februaryholidaysimprovingbetter #pmleedeardream #LKY💪🏻👏🏻👍🏻🤙🏻🤟🏻🙏🏻🙏🏻🙏🏻🙂😬,11/2/21,8,Tracetogether,8,0,-14.47186226,2,0,1,12.94484066,2,0,0
Happy chinese new year sir,11/2/21,5,Tracetogether,5,0,-13.8525605,0,0,0,34.97657075,3,0,0
Happy Chinese New year sir,11/2/21,5,Tracetogether,5,0,-11.84143197,0,0,0,16.65822254,2,0,0
