,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
682,LIVFIT WITH LAILA ✨,2379124124511223088,2020-08-19 10:41:58,laila_izyan,Photo by LIVFIT WITH LAILA ✨ in Duck Store 71 Haji Lane. May be an image of 2 people.,"TRANSFORMATION 23.3KG
MasyaAllah TabarakkAllah I truly grateful for my old self yang berani buat keputusan to change for good. I worked on myself. Alhamdulillah for the nikmat in ideal weight🙏🏼
.
If you want to do it, do it at 500%! You will thank yourself in future ❤️
.
Simple jerr diet ni bila ada complete meal plan dengan program yang besttt! Online pulak tu 🤩
.
LIMITED SEPTEMBER SLOTS! 
GRAB NOW 🔥
💋 Coach Laila +6594740557
💋 Program link in bio
.
🧚🏼‍♀️The advantage plan 👇🏼
.
💋 Latest meal plan + recipes
💋 Workout combo
💋 Dieting topics
💋 1-On-1 Coaching with Coach Laila
💋 Support group
.
📍Share & Tag your diet partners
#lailadietclass101 #teamlailaizyan",Duck Store 71 Haji Lane,11,1
683,LIVFIT WITH LAILA ✨,2379123385315563936,2020-08-19 10:40:40,laila_izyan,,"BASIC STRECTHES 🔥
Simple routines to help you started. Virus season ni banyak home bound workout. Don’t forget to stretch muscles dulu tau before workout.. 10-15 mins pon da okay. follow video ni 😍 Dekat rumah tengok netflix pon boleh especially #stayhomesg !
.
Workout help you complement your meal plan and increase your progress by 20%. The most important is.. 80% progress is coming from your kitchen! More effort pleaseee 💪🏼
.
🎥 lucywyndhamread .
.
Selamat petang 💕
#lailadietclass101 #teamlailaizyan",Wakuwaku Yakiniku,12,1
684,Ohana Singapore Memes,2379113842360711537,2020-08-19 10:21:32,ohanasingamemes,Photo by Ohana Singapore Memes in Singapore. May be an image of 17 people.,"Poor thing.
.
.
.
.
.

#sgmemes #dankmemes #memesdaily #funnymemes #memestagram #meme #memes #offensivememes #dailymemes #dailymeme #edgymemes #memevideo #circuitbreakersg #stayhomesg #stayhomeforsg #circuitbreaker #sgunited #instasingapore #sglife #whatissingapore #sgig #sginstagram #igsg #sginsta #sgdaily #sgstyle #deekosh",Singapore,369,17
685,The Crossing Church,2379110708938571906,2020-08-19 10:15:19,thecrossingchurchsg,"Photo by The Crossing Church on August 19, 2020. May be an image of text that says 'SUNDAY SNIPPETS HOW CAN WE PRAY FOR THE CHURCH AND THE WORLD? The Crossing Church'.","Most of the time our prayers are for the 5Cs - comfort, cure, career, courtship and children. God listens to every single prayer with great delight and understands the troubles of our hearts. 🥰

Philippians 4:6 tells us not to be anxious about anything, but in everything through prayer and petition, with thanksgiving, to present our requests to God. While it is good to pray for our needs, we can become more kingdom-focused like Apostle Paul.

His prayers were heavily centred around God's will and work in His world. He prayed for wisdom, to live out the gospel, to stand firm in Jesus Christ and for gospel proclamation. 🌍

As a church, may we become more kingdom-focused by continually praying more for wisdom, our walk with God, to stand firm in Christ and to proclaim the gospel. 🗣

If you’d like to learn more about Jesus, join us online on Sundays! Our Sunday Services are available from Saturdays to Mondays on thecrossing.com.sg/exploring-the-crossing/sunday-services/

To find out more about Christianity, go to thecrossing.com.sg/the-good-news/ 🎊 or link in bio!

#thecrossingchurchsg #tccsundaysnippets  #churchsg #sgchurch #singaporechurch #singaporechurches #churchinsingapore #sgchristians #circuitbreakersg #covid19sg #lifeinsingapore #singapore2020 #sgunited #singaporetoday #singaporetogether #stayhomeforsg #stayhomesg #prayforSingapore #prayforsg #praySingapore #strugglingwithlife #thestruggleisrealbutsoisgod #prayertime #godhears #godhearsourprayers #sgquotes #savedbygrace #sglifestyle #churchmedia  #prayerchangesthings",Singapore,77,0
686,La Petite Cuisine,2379084212857648329,2020-08-19 09:22:40,lapetite_cuisine.sg,"Photo by La Petite Cuisine on August 19, 2020.","Any plans for midweek?
.
Yes, we are OPEN! Lunch (11:30am - 2:15pm) and dinner (5:30pm - 9:15pm) from Tuesday to Sunday.
.
Call 6314 3173 for reservation
.
Located at No. 10 Jalan Serene #01-02 Serene Centre Singapore 258748
.
Looking forward to welcome all of you and of course with safe distancing measures in place.
.
Takeaway is still available 🙂
.
À bientôt!
.
.
#frenchfood #instafood #restaurant #frenchcuisine #foodstagram #foodphotography #frenchrestaurant #foodlover #foodblogger #gastronomy #gourmet #fooddelivery #lapetitesingapore #frenchbistro #takeaway #menubento #bentoboxlunch #takeawayfood #islandwidedelivery #circuitbreakersg #foodsofinstagram #foodpicsdaily #delicious #foodgasm #foodie #yummy #instafoodgram #foodpornsg",,5,0
687,❀ 愛 ❀,2379063952296822116,2020-08-19 08:42:25,tweetification,Photo by ❀ 愛 ❀ in MacRitchie Nature Trail.,": Until rain chasing you down the corridor!
꧂ 𝔸𝕦𝕘𝕦𝕤𝕥
#iamapluviophile #pluviophile #macrichiereservoir #exploringsingapore #naturewalk #mysingapore #gardencity #majulahsingapura #sgig #singaporetogether #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg #ai20loveones #ai20cuzzie #ai20lifestyle #ai20in2020  #photooftheday #picoftheday #snapshot #instagood #moment #ihavethisthingwithcolor",MacRitchie Nature Trail,19,1
688,Amanda || 90天重启人生减肥计划,2379063108670826706,2020-08-19 08:40:44,amandaxcn,"Photo by Amanda || 90天重启人生减肥计划 on August 19, 2020. May be an image of 1 person.","当机会来临时，你会选择先相信❓还是成为那个观望者❓⁣
⁣
#AgelocBoost are here 🔥 ⁣
⁣
-------------------------⁣
加盟 #BDNomad 建立全球代理🌏 ⁣
Build your global distributors network with #BDnomad 🤟🏻⁣
-------------------------",,44,4
689,Dove Vale,2379055206468358942,2020-08-19 08:25:02,dove.vale,"Photo by Dove Vale on August 19, 2020.","Remember the days McDonald's was closed during circuit breaker that had many going 'oh no!'? Here's our homemade egg muffin during those days when time had seemingly slowed down. 

Picture was before toasting the ensemble in the airfryer to melt the cheese into its more enticing form. I was too slow for the kids 🤣

#sgeats #homecookingsg #homecooksg #sghomecooking #sghomecook #homecookingisthebest #sgfood #sgfoodies #singaporehomecooks #homecooked #homebaked #sgcircuitbreaker #circuitbreakersg #homemademacdonalds #englishmuffin #eggmuffins #foodsg #familyiseverything #foodofinstagram #instafoodsg #cheesygoodness #cheesyfood #pizzasg  #foodiesofinstagram #foodiesg #foodinsg #nofilter #kidsarethebest #kidsareamazing #kidsareawesome",,204,21
690,🍀🌻🌸Juewee🌸🌻🍀,2379042652623419659,2020-08-19 08:00:06,limjuewee,"Photo by 🍀🌻🌸Juewee🌸🌻🍀 on August 19, 2020.","I wanted to paint something easy and simple last night and I thought this looks simple. Omg totally overlooked the fact that I needed to make both sides symmetrical. 😅 Anyway, I’m glad that I could finish this slightly below 2 hours and it looks presentable. 😬 oh this time I remember to take a shot in progress! 🤪 #jwmiwa
#circuitbreaker
#circuitbreakersg
#stayhomesg
#sgunited
#チョコペンアート
#homecafe
#chocolateart
#chocolatepainting #ape",,26,0
691,🍀🌻🌸Juewee🌸🌻🍀,2379037346770164265,2020-08-19 07:49:33,limjuewee,"Photo by 🍀🌻🌸Juewee🌸🌻🍀 on August 19, 2020.","💐The aim of life is to live, and to live means to be aware, joyously, drunkenly, serenely, divinely aware. 💐 Live fully- with awareness. 😌 Today I need to finish up the loaf of bread. Actually I prefer white bread to multi-grains one. The only way to make myself eat all these multi-grains bread is to make them as cute as possible. So I recreated them into the Hello Kitty family! 🤩🤩🤩 We have Papa George (who share the same birthday as me! 🥳), Mama Mary, Twin Sister Mimi (opps, I have to confess her ribbon should be yellow instead of pink. 🤭), Boyfriend Dear Daniel and of course, Hello Kitty herself. Together, they form the Happy Happy Family. 🥰 Seeing this really brighten up my day from the super hectic morning with influx of emails! Oh I also plate them with my limited edition Singapore Airlines Kebaya Kitty! 😍😍😍 Happy midweek! 
#happyquote 
#jwmiwa
#staycalmandwfh
#circuitbreaker
#circuitbreakersg
#stayhomesg
#sgunited
#breakfast 
#jwmiwabreakfast
#いただきます
#チョコペンアート
#homecafe
#instaworthyfood 
#chocolateart
#funwithfood 
#funfood
#sgfood 
#foodplating
#foodart
#chocolatepainting
#foodstylings #multigrainbread #hellokitty #hellokittyfood #hellokittylover #hellokittyfamily #sanrio",,19,0
692,NomadX,2379015147149390328,2020-08-19 07:05:27,nomadxsg,"Photo shared by NomadX on August 19, 2020 tagging @mybeautymoments.mbm.","Asians love their rice so much that they have incorporated the super food into their skincare products too. P.s. This isn’t a fad though. Ancient beauties across Asia have been using this staple ingredient as part of their beauty regime for ages!

Here, we have handpicked a few tried-and-tested skin care products that have been infused with rice for beauty junkies. From toners to masks, you too can achieve radiating skin!",NomadX,34,3
693,Elixr Inc Kombucha,2379004491402629919,2020-08-19 06:44:16,elixr.inc,"Photo by Elixr Inc Kombucha on August 18, 2020.","Craving an ice cream float?🍨

We added a scoop of vanilla ice cream to our Vanilla Cinnamon Chai kombucha and discovered a whole new world of kombucha floats😋

Want to try it too? Grab a dollop of your favourite ice cream and pair it with one of our kombuchas! Tag us in your quirky combinations and we promise to give them a try too! We’re excited to see what you all can come up with😝🥳",,70,1
694,Digital Marketing Collective,2379002060828664394,2020-08-19 06:39:27,no23collective,"Photo by Digital Marketing Collective on August 18, 2020. May be an image of text that says 'We offer a complete range of marketing activities under one roof No. 23 COLLECTIVE'.","Select from our suite of marketing services and avoid the hassle of engaging multiple suppliers, do any of these services sound like something you could use?⁠⠀
⁠⠀
Don’t hesitate to contact us or head over to our link in bio and let’s figure out what your business needs! ⁣⁣⁠⁣⚡⁠⠀
.⁠⠀
.⁠⠀
.⁠⠀
.⁠⠀
.⁠⠀
#no23collective #singaporemarketing #singaporemarketingagency #digitalmarketingsingapore #marketingsingapore #digitalmarketinginsingapore #socialmediasg #singaporestartups #startupsingapore #sgexpats #smallbusinesssingapore #sgbusiness #entrepreneursg #singaporebusiness #singapore #sgmarketing #sgunited #savefnbsg #circuitbreakersg #instagramstrategy #thegramgang #brandstorytelling #creativemarketing #branddesign #brandmybusiness #socialmediastrategy #socialcurator #socialmediamanagement #contentmarketingstrategy #contentstrategy⁠⠀
⁠⠀",Singapore,16,1
695,M&B,2379000728154784995,2020-08-19 06:36:48,madaboutbananas,"Photo by M&B on August 18, 2020.","Packaged with care and love. 

The M&B team believe that during this pandemic, health should be our utmost priority. 

We prioritise your health by vacuum sealing all our banana loaves before they set out for deliveries. 

Let your minds be at ease as you enjoy our premium quality loaves in the comfort of your home. 

Stay home, stay safe. ❤️

Xoxo, 
M & B",,46,1
696,Pacific CarryMe,2378996687218760671,2020-08-19 06:28:46,pacificcarryme,"Photo by Pacific CarryMe on August 18, 2020.","Feel the breeze and enjoy a nice ride with the CarryMe. Don't underestimate its small wheels - it can take your farther then you think! It is designed for everyday riding and it's lightweight for easy storage at home.

Get a CarryMe now at pacificcarryme.com! 
.
.
.
.
.
.
#carryme #pacificcycles #pacificcarryall #pacificcarryme #pacificcyclesjapan #birdybike #birdybikes #foldingbikes #circuitbreaker #circuitbreakersg #foldablebike #birdyglobalcommunity #ridesolo #ridealone #solocycling #pacificcycles #pacificcarryme #mightyvelo #birdyindonesia #ridesafe #safedistance #safedistancing #supportlocalbikeshop",,37,0
697,Elixr Inc Kombucha,2375425468907025291,2020-08-14 08:13:24,elixr.inc,"Photo by Elixr Inc Kombucha on August 14, 2020.","Introducing our full line up with two new additions to the family - Apple cinnamon & rose blue lemonade! Thank you all for your wonderful support so far🥰

Get all our flavours on a regular basis through our kombucha subscription plan😉DM us to find out more! 
-
If you haven’t had the chance to try them, DM us to get yours now!🥳",,83,5
698,LEEKAJA Beauty Salon,2378994936794893685,2020-08-19 06:25:17,leekaja.sg,Photo by LEEKAJA Beauty Salon in Leekaja Beauty Salon 이가자 뷰티 살롱. May be an image of text that says 'NEXIT 50% I 이가자 BEAUTY BEAUTY SALON LEEKAJA Facebook @leekaja.sg Instagr am #leekajasg'.,"It's time for that midweek makeover!  Have you booked your appointment already?❤️😍⁣
⁣⁣⁣⁣⁣ ⁣
 ⁣
BOOK NOW by tapping the link on our bio and get a FREE hand cream. ⁣
 ⁣
Salon is open for ALL Hair and Nail Services, from 10am - 8pm, by appointment. ⁣⁣⁣⁣⁣ ⁣
 ⁣
Where to find us?⁣⁣⁣⁣⁣⁣
📍 333A Orchard Rd. #03-13 Mandarin Gallery, 238897⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣
Refer your friends and get 15% OFF on services.⁣⁣⁣⁣⁣⁣⁣⁣
For inquiries, WhatsApp +65 8133 0818⁣
⁣⁣⁣⁣⁣⁣
⁣⁣
We Offer:⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣
❤️8 Days Promise - An eight day satisfaction Guarantee for customer.⁣⁣⁣⁣⁣⁣⁣⁣⁣
❤️ Dyson Hair dryers & Dyson Corrale - The Best Beauty Tools⁣⁣⁣⁣⁣
❤️ Superior Customer Service from Head to Toe⁣⁣⁣⁣⁣
❤️ Umbrella Rental - Fret not, We provide umbrella rental when its rain suddenly⁣⁣⁣⁣⁣⁣⁣⁣⁣
❤️ Mobile Charger - Phone battery almost dead? Don't worry we have phone charger for you!⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣
See you!⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣
#leekaja #leekajasingapore #singapore #orchard #mandaringallery #sg #singapore #orchardroad #beautysalon #koreansalon #bestsaloninsg #hairtreatmentsg #haircutsg  #singaporesalon #circuitbreaker #circuitbreakersg #safetyfirst⁣⁣⁣⁣⁣ #wednesday #midweek",Leekaja Beauty Salon 이가자 뷰티 살롱,16,0
699,LIVFIT WITH LAILA ✨,2378980324484781113,2020-08-19 05:57:21,laila_izyan,,"HEALTHY PLATE! “Spaghetti & chicken”! sedap betul reward meal ni kan 🥰
.
One of ingredients is chicken breast. Healthy protein yang bantu untuk slim & kenyang lebih lama 😍
.
Best kan kannn.. if food kita makan tu dapat help kita lose weight 3-10kg. Especially time jalan raya tu mesti terlebih calories kan #covideid2020
.
📸 Fyda’s plate
.
.
JOM SEPTEMBER INTAKE!
💋 Coach Laila +6594740557
💋 Program link in bio
.
📍Share & Tag your diet partners
#lailadietclass101 #teamlailaizyan",Masjid Al-Mawaddah,11,1
700,Walking On Sunshine Cafe,2378978348624528130,2020-08-19 05:52:20,walkingonsunshine.cafe,Photo by Walking On Sunshine Cafe in Walking on Sunshine.,"Done with lunch?  How about some waffle and ice-cream for dessert? ⁣
⁣⁣
⁣
⁣
It's a must to try it!😋😋😋⁣⁣
⁣⁣
Visit us⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣We are open for Dine in:⁣⁣⁣⁣⁣
Weekdays 11am - 10pm(last order 9pm)⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
Weekends 10am - 10pm(last order is 9pm)⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣ ⁣⁣⁣⁣
⁣⁣⁣⁣
Where to find us?⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
📍 Orchard Central 181 Orchard Rd, #03-07, Singapore 238896⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣
TAKEAWAYS & DELIVERY on Grabfood and Deliveroo is also available. ⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
For inquiries ☎ (+65) 8877 0088⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣For everyone's safety, the cafe is strictly observing social distancing and proper sanitation.⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
See you!!!!!💫✨⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
#walkingonsunshinesg #walkingonsunshine #walkingonsunshinecafe #wosoccafe #wosoc #WOSorchardcentral #orchardcentral #dessert #steak #circuitbreakersg #dineinsg #lunch #dinner #sgfood #nowopensg #cafesg ⁣⁣⁣⁣⁣⁣⁣⁣
#midweek #dessert #icecream #waffles",Walking on Sunshine,76,2
701,The Lunch Baes,2378962469910833603,2020-08-19 05:20:47,thelunchbaes,"Photo shared by The Lunch Baes on August 18, 2020 tagging @ahhuateochewnoodle.",Today's lunch was filled with good old comforts for a mid-week respite. I've been  hearing about @ahhuateochewnoodle for the longest time but didn't get a chance to try it till today. Same with @onekueh_at_atime. Going into a food coma soon but absolutely no regrets!,,13,8
702,Coach Nisa•LOSE WEIGHT ONLINE,2378959436221115601,2020-08-19 05:14:45,healthyjourney.nisa,"Photo by Coach Nisa•LOSE WEIGHT ONLINE in Bugis, Singapore.","One of the meal plan in the programe. Nice? Yup! Supeeer delicious & healthy! 

🍛 MY PLATE!

🍃 SEPTEMBER INTAKE OPEN 🍃
#NoMoreLater

🌟 Register Now 🌟
📱Slide in my DM / Whatsapp at 90277422
Link in bio!

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

🎈 TAG YOUR PARTNER! 🎈

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #halalfoodsingapore #weddingsg #malaybridalsg #FitnessSg #hantarankawin #warna942 #pengantinsg #muishalalcertified #togetherstrongersg #beritahariansg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorp_suria #nakkurus #healthyjourneynisa #mummysg","Bugis, Singapore",11,0
703,M&B,2378948263224849571,2020-08-19 04:52:34,madaboutbananas,"Photo by M&B on August 18, 2020.","New topping! Peanut Butter Chips!
Limited Edition. Order now before it runs out💖

This beautiful union of bananas and peanut butter brought tears of joy to our eyes. Try it to believe it. 🤗",,36,1
704,LIVFIT WITH LAILA ✨,2378937306519963552,2020-08-19 04:30:59,laila_izyan,,"EAT AROUND THE CLOCK
Sound macam tak penting but eating time is crucial actually! Jangan starve yourself if you suddenly get hungry before the next “time” comes 🥰
.
Body pon pandai tau know when is the right time to eat!
.
Take note! 💕
#lailadietclass101 #teamlailaizyan",Universal Studios Singapore,5,1
705,Ivy Yee,2378936060181895183,2020-08-19 04:28:19,ivyyee,"Photo by Ivy Yee on August 18, 2020.","🐥今日食清淡滴。。
*豆腐肉丸汤*
#lunchtime #nomnom #yummyinmytummy #yummylicious #eggporn #egglicious #instacook#instafood #instafollow #followforfollow #followforfollowback #followme #jj#igers#igsg#singapore #random #webstagram #instagramhub#homecookfoodisthebest #simplecooking #simpleeats #circuitbreakersg #day135",,12,0
706,La Petite Cuisine,2378927055801452273,2020-08-19 04:10:25,lapetite_cuisine.sg,"Photo by La Petite Cuisine on August 18, 2020.","Confit?
.
Yes, we are OPEN! Lunch (11:30am - 2:15pm) and dinner (5:30pm - 9:15pm) from Tuesday to Sunday.
.
Call 6314 3173 for reservation
.
Located at No. 10 Jalan Serene #01-02 Serene Centre Singapore 258748
.
Looking forward to welcome all of you and of course with safe distancing measures in place.
.
Takeaway is still available 🙂
.
À bientôt!
.
.
#frenchfood #instafood #restaurant #frenchcuisine #foodstagram #foodphotography #frenchrestaurant #foodlover #foodblogger #gastronomy #gourmet #fooddelivery #lapetitesingapore #frenchbistro #takeaway #menubento #bentoboxlunch #takeawayfood #islandwidedelivery #circuitbreakersg #foodsofinstagram #foodpicsdaily #delicious #foodgasm #foodie #yummy #instafoodgram #foodpornsg",,5,0
707,LashNailWax At Home,2378924283332554734,2020-08-19 04:04:55,lashnailwaxhome,"Photo by LashNailWax At Home on August 18, 2020.","What is your plan today gorgeous ? Are you ready to rawck the day with your “eye-catching” looks like this lashes on yours? 😍
.
.
.

#lashnailwaxhome #hometreatmentsingapore 
#lash #nail #wax #homeservicesingapore #eyelashsingapore #nailsingapore #singaporewaxing #manicure #pedicure #gorgeousfromhome #beautyservices #singapore #singaporebeauty #singaporeexpatwives #singaporeexpat #singaporelife #thisissingapore #circuitbreakersg #singaporetravel #singaporejobs",,8,0
708,LashNailWax At Home,2378923817513159635,2020-08-19 04:03:59,lashnailwaxhome,"Photo by LashNailWax At Home on August 18, 2020.","Can you Guess who has this gorgeous eyes with her eyelash extensions on it?!
.
.
.

#lashnailwaxhome #hometreatmentsingapore 
#lash #nail #wax #homeservicesingapore #eyelashsingapore #nailsingapore #singaporewaxing #manicure #pedicure #gorgeousfromhome #beautyservices #singapore #singaporebeauty #singaporeexpatwives #singaporeexpat #singaporelife #thisissingapore #circuitbreakersg #singaporetravel #singaporejobs",,11,0
709,Destinie Wong,2378904483171314728,2020-08-19 03:25:35,destinie2435,"Photo by Destinie Wong on August 18, 2020.","My homecook version “Big Breakfast” - scrambled egg, store bought English breakfast sausage, sourdough, mix green salad with balsamic vinegar and corn; served with mix berries smoothies 

#circuitbreakersg #workfromhomelife #homecooking #homecookedmeals #bigbreakfast #scrambledeggs #englishbreakfastsausage #sourdoughbread #sourdough #mixgreensalad #salad #corn #smoothies #mixberriessmoothies #chiaseeds",,71,7
710,Joanna Ash,2378901419611525897,2020-08-19 03:19:29,sungoddesstarot,Photo by Joanna Ash in Little India.,"Eat your greens.

#Singaporemavenphotography #singaporemaven #walksingapore #aroundtheneighborhood 
#coloursofsingapore #whatevercatchesmyeye #Singapore #MySingapore #uniquelysingapore #StreetsOfSingapore #covid19 #stayhome #staysafe #circuitbreakersgphase2 #circuitbreakersg  #covid19musings",Little India,9,1
711,Susenji | Naked Blend,2378900801916364286,2020-08-19 03:18:16,halcostal,"Photo by Susenji | Naked Blend on August 18, 2020.","𝐿𝑜𝑛𝑔 𝑎𝑤𝑎𝑖𝑡𝑒𝑑 𝑁𝑎𝑛𝑎 𝐿𝑎𝑢𝑛𝑐ℎ 𝑖𝑠 𝐻𝑒𝑟𝑒
Nana is a lemon flavoured anti-aging essence powder.
Whitens skin, lightens dark spots, improves skin tone, for moisturized & glowing skin, improves large pores, delay ageing, reduces wrinkles and fine lines & more!

Product features:
Extracted with high-end technology to maintain high purity of ingredients.
Uses natural plant essence.

DM us to embark on your beauty journey with us! Now, you can detox and beautify yourself the same time!

#Susenji #susenjisg #SusenjiSingapore #susenjimofa #susenjigel #susenjiorangemofa #SusenjiGoldGel
#OrangeMOFA #sgonlineshop #susenjiglobal #susenjigold24k #sgmummyblogger #sghealth #teamsupersenji #Singapore #sgbeauty #susenji瘦神奇 #sgmummy #sgpregnant  #sgslimming #circuitbreakersg #sgwomen #sgmommy #sgfoodies #sgeats #igsgfood #igsgbeauty #whiteningproducts #3qqueennana #ohhnanana",Mandarin Orchard Singapore,7,0
712,hourboutiqueSG,2378897965365685884,2020-08-19 03:12:38,hourboutiquesg,"Photo by hourboutiqueSG on August 18, 2020.","Steinhart Ocean One 39mm Double Green
ETA2824-2 Movement, Swiss Made 
__________________________________
SGD918 ____________________________________
#hourboutiquesg #Steinhart #oceanone #swissmade #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,65,0
713,The Lol-down,2378895426873310838,2020-08-19 03:07:35,theloldown,"Photo by The Lol-down on August 18, 2020. May be an image of text that says '7th month be like boo boo boo 1m apart'.",Social distancing applies.,,17,1
714,Fatimah Mahmud,2378893727566717975,2020-08-19 03:04:20,slimfit_with_fatimah,,"NOW IS JUST THE RIGHT TIME
.
LET'S WORK TOWARDS A HEALTHIER YOU",,5,1
715,KURUS | SIHAT | CANTIK,2378819009943272142,2020-08-19 00:35:53,dietwithhida_,,"Comey nye dia.... Geram pulak macam nak picit2... 😜
.
. 
. 
. 
#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #7harimencintaiku #kurustanpaberlapar #kurusmudah #nakslim #sukusukuseparuh #resipisihat #bajuplussize #7harimencintaiku2",Singapore,19,0
716,🇸🇬 We.love.to.eat,2378791875707241307,2020-08-18 23:41:51,jiakbuibuiwithus,"Photo by 🇸🇬 We.love.to.eat on August 18, 2020.","Glorious orangey! 

Have a pleasant Wednesday!

#jiakbuibuiwithus
#jiakbuibuiwithusalsocancook alsocancook",,46,12
717,The Nyonya Sisters,2378785530596162484,2020-08-18 23:29:14,thenyonyasisters,"Photo by The Nyonya Sisters in Singapore with @kris.lee_wellness. May be an image of 1 person and text that says 'Find a solution to the issue rather than let it hold you back. @THENYONYASISTERS empowering women on health, wellness and financial opportunities www.thenyonyasisters.com'.","Countless people dream of becoming entrepreneurs, but they never do. They’re burdened with excuses and fears of failing.

Excuses only slow you down from reaching your goals. If you really want to start a business, you need to address the reasons you think you can’t start a business and get rid of them.

If you are seriously considering to start a business or create an additional source of income, go to our website to find out how you can.
.
.
.
.

#thenyonyasisters #thenyonyasisterssg #successtips #success101 #sgentrepreneur #nyonya #peranakan #nyonyalady #nyonyawomen #sistersforever #circuitbreakersg #dailysuccesstips #sgmotherhood #sgworkingmom #sgmothers #singaporemotherhood #singaporemoms #selflove #selfcare #successmindset #successfulmindset #startingbusiness #sgbusiness #sgbusinesswomen #entrepreneur #entrepreneurship #entrepreneurmindset #solutionproviders #19augcelebratesg",Singapore,28,1
718,Reusable Face Mask,2378740688388238662,2020-08-18 22:01:16,maskon__sg,"Photo by Reusable Face Mask on August 18, 2020.","Still want to look good when you're wearing a mask? 😷⁠
⁠
Don't worry. We have that covered too! ⁠
⁠
With choices of navy blue, white and grey adult masks, you can easily find an easy-matching colour for your daily outfits with @Maskon_sg! 👕👗⁠
⁠
#AlwaysMaskOn #MaskOn😷⁠
⁠
⁠",,32,2
719,Orangey Hu,2378584680956788622,2020-08-18 16:50:11,orangejimbo,"Photo shared by Orangey Hu on August 18, 2020 tagging @jimborange, and @justinkwokodax.",18.08.20 Lunch - Omu Japanese curry rice 🍛 #whaticook #whatimade #lunch #homemade #homecook #omurice #japanesecurry #stayhome #circuitbreakersg #橘子麻麻的廚房 #自己做 #自己煮 #午餐 #日式咖哩飯 #歐姆蛋包飯 #煮婦人生 #防疫 #隔離生活,,32,0
720,Orangey Hu,2378583309956175213,2020-08-18 16:47:28,orangejimbo,"Photo shared by Orangey Hu on August 18, 2020 tagging @jimborange.",18.08.20 Brekkie - Egg and smoked salmon croissant 🥐 with assorted fruit 🍇🍉 🍎 #whatimade #whaticook #breakfast #croissant #fruit #stayhome #circuitbreakersg #橘子麻麻的廚房 #自己做 #自己煮 #早餐 #燻鮭魚水煮蛋可頌 #水果 #煮婦人生 #防疫 #隔離生活,,36,0
721,Phoebe 피비,2378576257852981506,2020-08-18 16:33:27,megumi_piano,Photo by Phoebe 피비 in Singapore. May be an image of 5 people.,"The students have received their prizes! One of them is too pretty, I told her to unmask for the photo.. 😂
#piano #concert #recital #homeconcert #prizegiving #sgmusicians #zoommusician #circuitbreakersg #onlinelessons #pianorecital #onlineconcert #pianostagram #pianoteacher #instapiano #pianists #musician #musicians #instamusic #pianiste #pianista #instamusician #instrumental #instrumentalist #singapore #sg2020 #钢琴 #演奏 #피아노선생님 #피아노연주 #피아노",Singapore,75,0
