,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
134,Destinie Wong,2472014672166002023,2020-12-25 14:38:54,destinie2435,"Photo by Destinie Wong on December 25, 2020. May be an image of 1 person and drink.","Have a blessed Christmas 🎄 with my lovely friends, thanks for the gifts 🎁 
Hope 2021 is going to be better year 

#circuitbreakersg #christmas #christmas2020 #giftexchange🎁 #preciousmoments",,55,5
135,Veritto López,2471987876444027964,2020-12-25 13:45:40,veritt0_0,"Photo by Veritto López on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","👑♥️🎄
Reposted from @yukari.xiaolin 
Reposted from @cellreturn.asia 
We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,7,0
136,,2471984180401151276,2020-12-25 13:38:19,thesometimeschef,"Photo by @thesometimeschef on December 25, 2020. May be an image of 1 person and food.",#homecooked #homecookedmeal #homemade #foodporn #foodie #foodstagram #foodpost #dinner #dryagedsirloinsteak #bonein #sousvide #castirongrill #mediumrare #watercress #heirloomtomatoes #frenchbutter #grilledpotatoes #purplecarrots #karaage #crackedblackpepper #himalayanpinksalt #stayhome #staysafe #circuitbreakersg,,15,0
137,Cheng Wei May Lee,2471983358190427311,2020-12-25 13:36:41,chentaitai1405,"Photo shared by Cheng Wei May Lee on December 25, 2020 tagging @pix_story. May be an image of 2 people, hair, biceps, people standing and text that says 'BRING THE SHOW'.","Every Friday, I go for #torturewithleonard , and if I am lucky enough to book a #bodybalance slot, #fridaywithsean (though often he manages to make it #torturewithsean with some crazy Pilates) Two completely different workouts, but I always feel so good and ready for the weekend after. Glad I was able to do both on this Christmas Day and last Friday of 2020!

This year, I totally changed my mindset towards keeping fit and have found more enjoyment and fulfilllment from my time in the gym / working out more than ever. For the first time in my life (and especially after lockdown during #circuitbreakersg), I try to give attention to various aspects of fitness- cardio, strength, core, balance, flexibility etcetc (albeit not at all equal).

Sometimes, I feel bad that I can no longer run 10km daily & 21km whenever I feel like it, but in some ways, I have gained much more!

Everyone says I’m lucky to be so “fit” because I could run everyday (slowly)- disciplined and stubborn maybe, but definitely not fit! When I was 30, I couldn’t even do five burpees, hold a plank or jump up a bench! 

Everyone starts somewhere, and fitness is just a continuous journey you do for your mind and body, and most importantly, for yourself. 

In the coming year(s), I want to add my “finger fitness” back to my regime- started the Christmas morning listening to Debussy and then practicing the piano arrangement of Grieg’s Holberg Suite on, and it was wonderful. 

#Merry Christmas! @pix_story @sean_bmf @fitnessfirstsg #tgif",,14,0
138,Fans Minoz Colombia,2471972052492688976,2020-12-25 13:14:13,fansminozcolombia,"Photo shared by Fans Minoz Colombia on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","We hope you have a very special Christmas! 🎄 And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones! 💫Platinum LED Mask 💫Neckle Ray 💫Hair Alpha Ray You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣ ⁣⁣⁣⁣ ⁣⁣⁣⁣⁣⁣⁣ PLUS! ⁣⁣⁣⁣ 12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣ ⁣⁣⁣⁣ Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣ ⁣⁣⁣⁣⁣ ⁣ ⁣ #cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,7,0
139,ndooo_5507,2471968373534603824,2020-12-25 13:06:55,ndooo_5507,"Photo shared by ndooo_5507 on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","❤️❤️❤️
Reposted from @cellreturn.asia 

We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,54,1
140,Asher Mendelsohn 郭文耀 🇸🇬🇳🇿,2471962839789361090,2020-12-25 12:55:55,asher.mendelsohn,Photo by Asher Mendelsohn 郭文耀 🇸🇬🇳🇿 in Jewel. May be an image of one or more people.,"#Repost @asher_mendelsohn
・・・
That’s me 3 months ago at #jewelchangiairport. I know we’re all wishing it doesn’t have to be this way but let’s not waste this month of #circuitbreakersg. #stayhome so that we can have our #dreamscometrue✨ again. #fighton, #staysafe my friends and #seeyarealsoon ! #sgunited #iloveu #imissyall #ashermendelsohn 
8 April 2020",Jewel,13,0
141,Minoz official Fan Club Member,2471956488579920184,2020-12-25 12:43:18,minoz.mwllmh13,"Photo shared by Minoz official Fan Club Member on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay
Reposted from @cellreturn.asia",,31,1
142,이민호,2471945693053812070,2020-12-25 12:21:51,natalisonmezi,"Photo shared by 이민호 on December 25, 2020 tagging @actorleeminho, and @cellreturn.asia. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","25.12.2020 Cellreturn Asia IG Update ❤

We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,150,3
143,Go Singapore (Alvin),2471935652963474574,2020-12-25 12:01:57,go.singapore,Photo by Go Singapore (Alvin) in Gardens by the Bay with @yoyo919.tw. May be an image of one or more people.,"Merry Christmas! Wishing everyone a great Christmas and New Year!⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Credits to: @yoyo919.tw⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
==~~~~~~~==⠀⠀⠀⠀⠀⠀⠀⠀⠀
Follow 👉👉 @go.singapore⠀⠀⠀⠀⠀⠀⠀⠀⠀
❗Tag @go.singapore or use #go.singapore⠀⠀⠀⠀⠀⠀⠀⠀⠀
✅ The best works will be published!⠀⠀⠀⠀⠀⠀⠀⠀⠀
==~~~~~~~==⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#singapore #exploresingapore #sglife #thisissingapore #topsgshots #singaporeinsiders #sgig #circuitbreakersg #asia_vacations #wonderfulworld #luxurylifestyle #singapore🇸🇬 #travelblog #singapore_insta #beautifuldestinations #passionpassport #socialdistancing #singaporecity #circuitbreaker#singaporeig #natgeotravel #ExploreSingapore #wonderlustsingapore #visitsingapore #singaporetrip #sgunited #gardensbythebay",Gardens by the Bay,558,6
144,EVERYTHING LEE MIN HO ♥,2471926528047726709,2020-12-25 11:43:46,eleeminho,"Photo by EVERYTHING LEE MIN HO ♥ on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","#Repost @cellreturn.asia
• • • • • •
We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,49,2
145,(이민호) leeminho,2471909700489664894,2020-12-25 11:10:20,_aactorleeminho_,"Photo shared by (이민호) leeminho on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","REPOST @cellreturn.asia :
“We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay”",,265,6
146,yeon0509 🇰🇷,2471907462123858847,2020-12-25 11:05:54,yeoni_minoz,"Photo by yeon0509 🇰🇷 on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","#Repost @cellreturn.asia @download.ins

___🌟🌟

We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,156,2
147,L💋,2471905744263091490,2020-12-25 11:02:29,lindaxminoz,"Photo by L💋 on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","Reposted @cellreturn.asia We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,59,0
148,Cheah PH,2471893878025118664,2020-12-25 10:38:54,c88_discovery,Photo by Cheah PH in Junction 8.,"可不可 想不想 再次見面
再拍些新的照片
聽一聽 講一講 從而互勉

#齐心抗疫
#DisipinDiri
#新冠肺炎
#bebasCovid19
#Cegahcovid19
#kitajagakita
#stopcovid19
#c88discovery 
#mco
#emco
#疫情下的小確幸
#疫情快點結束吧
#疫情下的生活
#疫情退散
#decemberdailymemories
#cmco
#igsg
#龍
#燈
#momentnegaraku
#藍天白雲☁️
#時間
#emco
#thrive
#newjob
#newyear
#newnormal
#coronavirus
#circuitbreakersg
#december
#merrychristmas

25/12/20",Junction 8,10,0
149,Kau Minoz Brazil ( 클라우디아),2471871376026755155,2020-12-25 09:54:12,kau_minoz_brazil,"Photo by Kau Minoz Brazil ( 클라우디아) on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","We hope you have a very special Christmas! 🎄
Repost @cellreturn.asia

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,7,0
150,나를 행복하게 해주는 MH♥,2471863576516984138,2020-12-25 09:38:42,jung202300,"Photo by 나를 행복하게 해주는 MH♥ on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","leeminho ❤
Reposted from @cellreturn.asia We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,46,2
151,Wenroad — @wenroad_,2471854043686143492,2020-12-25 09:19:46,wenroad_,"Photo by Wenroad — @wenroad_ on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","20201225 REPOST @cellreturn.asia :
“We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay”",,102,0
152,aki,2471853691163036610,2020-12-25 09:19:04,mino_aki,"Photo shared by aki on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","#Repost @cellreturn.asia
・・・
We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,56,0
153,maho,2471852689984368523,2020-12-25 09:17:04,maho.m.saran,"Photo shared by maho on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","#Repost @cellreturn.asia
・・・
We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,196,0
154,이민호,2471826150071328942,2020-12-25 08:24:20,minoz_bithi,"Photo by 이민호 on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay
#Repost @cellreturn.asia",,21,0
155,ゆかり 小林,2471825348977729849,2020-12-25 08:22:45,yukari.xiaolin,"Photo shared by ゆかり 小林 on December 25, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","Reposted from @cellreturn.asia We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,168,2
