,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
398,Karen,2.45682E+18,4/12/2020 15:29,seriouslyhandmade,"Photo by Karen on December 04, 2020.","""Can we have our ears & eyelids please ?"" pleaded the 3 Baby Yodas😊 Working on 3 versions of Trace Together Token Cases 😜 
Pattern: by me (freehand)
.
.
.
#seriouslyhandmade #amigurumi #crochet #crochetersofinstagram #yoda #babyyoda  #starwars #starwarsmemes #lightsaber #mandalorian #themandalorian #empirestrikesback #darthvader #theriseofskywalker #lukeskywalker #princessleia #maythe4thbewithyou #safeentry #starwarsofinstagram #bazaarsg #合力追踪 #supportlocalsg #tracetogether  #tracetogethersg #tokencase #sgunited🇸🇬 #tokengowhere #wip #tracetogethertoken #かぎ針編み",,12,1
399,Made by Missy ida,2.45679E+18,4/12/2020 14:31,madebymissyida,Photo by Made by Missy ida in Singapore. May be an image of crochet and text that says 'TOKEN cover x'.,"His & Hers matching TraceTogether Token covers.
Bear with me as I’m going to revamp my IG theme for 2021 😁
▫️
#madebymissyida #singapore #missyida #crochet #crocheting #crochetaddict #crochetlove #yarn  #crochetersofinstagram #instacrochet #crocheted #yarnaddict #rajut #craftastherapy #yarnlove #crochetlover #craft #ilovecrochet #tracetogether #tokencover #crochet_pattern #ilovecrochet #crochetinspiration #crochetallthethings #crochetallday #crochetsg #crochetproject #crochetaddicted #singaporecrochetcommunity",Singapore,15,2
400,Andy Heng,2.45677E+18,4/12/2020 13:52,asliceofheng,"Photo by Andy Heng on December 04, 2020.","Time to #tracetogether and #TheMandalorian, and winding down my Friday. #iliketeevee #popcornx",,6,0
401,Just Bike Shop,2.45675E+18,4/12/2020 13:01,justbikeshop,"Photo by Just Bike Shop on December 04, 2020. May be an image of 1 person, standing and bicycle.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#20inchFreestyleBMX
#20inchWolfFolding
#20inchPolygonUrbano3
#275inchPolygonPremier5soldOut
#26inchTrinxN600soldOut
#26inchCrolan500X2soldOut
#700cAnmierHybridsoldOut
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,3,0
402,by AML,2.43835E+18,9/11/2020 3:56,crochet_connectz,"Photo by by AML on November 08, 2020. May be an image of text that says 'Crochet_Connectz'.","🖤❤🤍🖤❤🤍🖤❤🤍🖤

Trace Together Token Crochet Case

Make your Trace Together token unique. Keep it safe in a pretty crochet sleeve.
A space is provided behind to enable the scanning of QR code. Handmade with 100% cotton yarn. 

More designs will be shared soon :)

Pl PM/WA for order or enquiries 😊

❤🤍🖤❤🤍🖤❤🤍🖤❤

#madeinsg #sggift #handmadewithlove #crochetcase
#handmadegifts #pokemonmasterball #pokemon #tracetogether #giftidea
#crochetpokemon #crochetaddict #gifts #kawaii #cute #handcraftedwithlove #handmadesg #crochetlove #crochet #handmadegift #pokeball #madeinsingapore
#crocheterofinstagram #wecrochetsg #ilovemycraft #tracetogethertokensleeve  #crochet_connectz",,20,2
403,SimplyOnlyhandmade,2.45671E+18,4/12/2020 11:44,simplyonlyhandmade,Photo by SimplyOnlyhandmade in Singapore. May be an image of text that says '* TraceTogether Token Pouch SimplyOnlyhandmade Simply'.,"Trace Together Token Pouch 
DM if keen🥰

.
.
.
.
.
.
.
.
.
.
.

#simplyonlyhandmade #tororolover #totoroofig #tracetogethertoken #tracetogether #tracetogethertokenssg #tracetogethertokenpouch#tracetogetherpouch#madeinsg #sgunited",Singapore,91,10
404,Sewfisticated,2.45669E+18,4/12/2020 11:08,sewfisticatedsg,"Photo by Sewfisticated on December 04, 2020.","Kawaii Donutella with sweetie Hello Kitty 

Sanitizer & Trace Together Token customized sleeves. 

Thank you L for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg #betag #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #kingscourt #kaijucity #seaamo  #rainbowdreams #fairytella #donutellasweetshop #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,5,0
405,Victor Xenolosophy Lai,2.45666E+18,4/12/2020 10:10,xenolosophy,"Photo by Victor Xenolosophy Lai on December 04, 2020.","Using my tracker for the first time. It's very convenient. 😊

I'm not doing illegal stuff, so I don't care about hiding my privacy. 🤣

#TraceTogether #TrackingToken",,16,0
406,Just Bike Shop,2.45603E+18,3/12/2020 13:17,justbikeshop,"Photo by Just Bike Shop on December 03, 2020. May be an image of 1 person, standing, outerwear and bicycle.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#AnmierMtb
#PolygonPremier4soldOut
#PolygonXtrada7
#FashionLady
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,2,0
407,Guosheng | Singapore,2.45594E+18,3/12/2020 10:24,guoshengz,"Photo by Guosheng | Singapore in Singapore with @supremenewyork, @montblanc, @off____white, @our_sg, @bitplay_official, @gov.sg, @off___white___singapore, @apple, and @mavenjapan. May be an image of outerwear and footwear.","2020 out-of-the house essentials
.
.
.
.
.
#flatlay 
#flatlaystyle 
#flatlayphotography 
#montblanc
#supremenewyork 
#teamnike
#offwhite 
#offwhitenike 
#tracetogether 
#facemask
#nuvofamily
#handsantizer 
#bitplay
#mavenwatches 
#shotoniphone",Singapore,279,5
408,Just Bike Shop,2.45586E+18,3/12/2020 7:50,justbikeshop,"Photo by Just Bike Shop on December 02, 2020. May be an image of bicycle and text that says 'POLYGON NEW 新品推荐！ 每周热卖推荐不可错过 每周热卖推荐 N'T Polygon Siskiu D7 Dual Suspension Bike'.","十二月冬至，掌櫃推薦
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#PolygonSeries
#SiskiuD7sizeS
#Xtrada7
#Xtrada6
#Xtrada5
#Premier5
#Cascade3
#Premier5
#NewArrival
#LimitedQuantity
#SellingFast
#HelloDecember
#SGunited",JUST BIKE SHOP,6,0
409,Sewfisticated,2.45571E+18,3/12/2020 2:54,sewfisticatedsg,"Photo by Sewfisticated on December 02, 2020. May be an illustration.","Fairytella 
Sea Amo
Kings Court
Queens Court 
Donutella Sweet Shop
Perky Toki 
Rainbow Dreams 

Sanitizer & Trace Together Token sleeve with customized options. 

Thank you all for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg #betag #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #kingscourt #perkytoki #seaamo #queenscourt #rainbowdreams #fairytella #donutellasweetshop #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,9,0
410,Baby gifts • handmade • craft,2.45569E+18,3/12/2020 1:58,thimbleoven,"Photo by Baby gifts • handmade • craft on December 02, 2020. May be an image of text that says '6973 Hotline: UNITED 551 6973 Hotline SG 65 6511 Π UNITED'.","Retractable lanyard holders for your TraceTogether tokens!

Different designs available. 

DM if keen

#tracetogether #tracetogethertoken #covid19 #thimbleoven #handmade #xmasgift #handmadesg",,14,0
411,Just Bike Shop,2.45534E+18,2/12/2020 14:32,justbikeshop,"Photo by Just Bike Shop on December 02, 2020. May be an image of 1 person, standing and bicycle.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#WolfMtb
#PolygonXtrada5sizeLsoldOut
#PolygonHeistX2sizeXLsoldOut
#PolygonCascade4soldOut
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,2,0
412,🌻iamalicetan🌻,2.4551E+18,2/12/2020 6:35,iamalicetan,"Photo by 🌻iamalicetan🌻 on December 01, 2020. May be an image of one or more people.","3days of half day volunteering 😅 
Today's ones are so niceeee ❤

#AliceLifeAsAGrassrootLeader #tracetogether #tracetogethertoken",Nee Soon Central CC at Northpoint,21,0
413,Just Bike Shop,2.4551E+18,2/12/2020 6:32,justbikeshop,Photo by Just Bike Shop in JUST BIKE SHOP.,"十二月冬至，掌櫃推薦
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#PolygonSeries
#Cascade3and4
#Premier4SoldOut
#Premier5
#Xtrada5and6and7
#Urbano3Folding
#SiskiuD7sizeS
#LovinaUrbanBike
#NewArrival
#LimitedQuantity
#SellingFast
#HelloDecember
#SGunited",JUST BIKE SHOP,2,0
414,Laser Marking Singapore,2.45505E+18,2/12/2020 5:08,lasermarkingsingapore,,Jumbled up the families TraceTogether Tokens? Why not have them laser marked to ease identification. #tracetogether #tracetogethertoken,Singapore,1,0
415,Just Bike Shop,2.45504E+18,2/12/2020 4:36,justbikeshop,"Photo by Just Bike Shop on December 01, 2020. May be an image of bicycle and text that says 'HARRIS #2618 26' ""HARRIS MTB'.","十二月冬至 HARRIS至
夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#HarrisSeries
#FixieSeries
#LeisureBike
#HelloDecember
#SGunited",JUST BIKE SHOP,1,0
416,Just Bike Shop,2.45504E+18,2/12/2020 4:35,justbikeshop,"Photo by Just Bike Shop on December 01, 2020. May be an image of bicycle and text that says 'IARRIS 20 HARR S FOLDING'.","十二月冬至 HARRIS至
夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#HarrisSeries
#FixieSeries
#LeisureBike
#HelloDecember
#SGunited",JUST BIKE SHOP,3,2
417,WerkDone,2.45495E+18,2/12/2020 1:30,werkdone,"Photo by WerkDone on December 01, 2020. May be an image of screen.","WerkDone Self Service Solution
Your Solution in one single platform! 

✅ Temperature screening
✅ Trace Together SafeEntry Check-in (QR Code or Token Scanning)
✅ Visitor Management System 
✅ control access management
✅ and many more! 

#Werkdone #FutureofProcess #ProcessAutomation #safemanagementmeasures #safeymeasures #safeworkplace #covid19 #safeentry #tracetogether #facialrecognition #temperaturescreening #thermalscanner #phase3 #SafeNation",,9,0
418,,2.45463E+18,1/12/2020 14:55,peterpandaanddepenguin,Photo by @peterpandaanddepenguin in Singapore. May be an image of 1 person and text that says '050 Peter Panda and de Penguin handmade with love'.,“Rotem token”  #tracetogethertoken #tracetogether #pokemonfanart #pokemon #rotemdex #sgmom #sewistsofinstagram #crafter #crochet #art #howdoyoudressit #covid_19 #contacttracing,Singapore,12,0
419,Just Bike Shop,2.45459E+18,1/12/2020 13:31,justbikeshop,"Photo by Just Bike Shop on December 01, 2020. May be an image of 1 person and bicycle.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#HarrisCitySoldOut
#AnmierAlloy
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,0,0
420,LED Signages Singapore,2.45458E+18,1/12/2020 13:20,ledsignssg,,"Contactless biometric gate access system, suitable for all offices and commercial establishments. Contact us @+65 6742 0411 for more information.

#ledsigns #biometricgate #safeentry #tracetogether #tracetogetherapp #smartgate #TemperatureScreening #facerecognition #facedetection #maskdetection #datamanagement",,7,0
421,Blooming Gaze,2.45452E+18,1/12/2020 11:11,bloominggaze,"Photo by Blooming Gaze on December 01, 2020.","🎄CHRISTMAS PROMOTION🎄  Finding a Christmas Gift? Affordable and handmade items are available! 

🎁 Cup Holder: $15.90
🎁 Resin Ashtray / Trinket Dish: $24.90
🎁 Wristlet / Strap: $8.90
🎁 Buddy: $2.50 - 2mm / $2.90 - 4mm
🎁 Mask strap: $6.90 

🗣️Psst!! Order between 1st Dec’20 to 15 Dec’20 to enjoy 5% discount with minimum $20 spent! 
🎉Spend $50 and above to enjoy 10% discount!
📢 DM us to order or for any enquires! T&Cs applicable",Singapore,8,1
422,Shopilarity | Sweet Tooth 🇸🇬,2.4544E+18,1/12/2020 7:23,shopilarity,,"Not to be missed! Apply this voucher code ‘SHOPI10OFF18’ upon check out to enjoy $10 off on our shop at Shopee (See T&C on picture).

Share to your family and friends who are NEW to Shopee! Tell them ‘Don’t Say Bo Jio!’ 

P.S. We have moved our shop to Shopee! Link in Bio.",Singapore,1,2
423,Just Bike Shop,2.45434E+18,1/12/2020 5:23,justbikeshop,Photo by Just Bike Shop in JUST BIKE SHOP.,"十二月冬至，掌櫃推薦
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#Crolan500
#AnmierMtbX3
#AnmierAlloyX3
#FengoxBlue
#WolfAlloyX2
#WolfFoldingX4
#TrinxX1Elite
#TrinxFlybird3.0
#NewArrival
#GoodByeNovember
#SGunited",JUST BIKE SHOP,2,0
424,• et@nah jo •,2.45432E+18,1/12/2020 4:47,jolliet.tan,"Photo by • et@nah jo • on November 30, 2020. May be an image of text that says 'U This belongs to: Ivan This belongs to: 丁。 Hotline: 6973 6511 Hotline: 6973 6511 651 UNITED UNITED'.","Collected ✔️
#luckyigotonewithmyfavcolour
#tracetogether
#tracetogethertoken #token #staysafe #sgunited",,16,0
425,Kuhl Notes,2.45431E+18,1/12/2020 4:17,kuhlnotes,"Photo by Kuhl Notes on November 30, 2020. May be an anime-style image.","A.C.C.E.S.S.O.R.I.Z.E

#fanart #tracetogether #genshinimpact #zhongli #原神",,160,1
426,Kezia,2.45429E+18,1/12/2020 3:52,keziahartono73,Photo by Kezia in Singapore.,"#safeentrytoken
#tracetogether
#newnormal2020
#thankyou",Singapore,18,0
427,Just Bike Shop,2.45388E+18,30/11/2020 14:00,justbikeshop,"Photo by Just Bike Shop in JUST BIKE SHOP. May be an image of one or more people, people standing and bicycle.","十一月年末，追風騎行
青 春 不 老 我 們 不 散
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#275ProJava
#NewArrival
#GoodByeNovember
#SGunited",JUST BIKE SHOP,2,0
428,Paddy Tan,2.45386E+18,30/11/2020 13:35,paddytan,"Photo by Paddy Tan on November 30, 2020.",#Tracetogether Token.,,4,0
429,𝓗𝓪𝓻𝓹𝓮𝓻 𝓑𝓾𝓷𝓷𝔂,2.45381E+18,30/11/2020 11:52,harperbunnysg,"Photo by 𝓗𝓪𝓻𝓹𝓮𝓻 𝓑𝓾𝓷𝓷𝔂 on November 30, 2020.","Yea... JC couldn't help but personalised her trace together token 😆
By end December we will have to be token ready! Have you collected yours?

#tracetogether",,4,0
430,Stanley,2.45376E+18,30/11/2020 10:03,stanley_yay,"Photo shared by Stanley on November 30, 2020 tagging @tracetogethersg.",Tip: Saw that light on the token there? It means that the token is working as usual. It will flash once every 1 minute #tokengowhere #tracetogether #contacttracing #sgunited https://token.gowhere.gov.sg,,51,3
431,早报 zaobao.sg,2.45366E+18,30/11/2020 7:00,zaobaosg,"Photo by 早报 zaobao.sg on November 29, 2020. May be an image of one or more people and screen.","配合年底佳节的许多活动，本地多个宗教场所与机构都打算申请将现场活动人数上限调高至250人，意味着不下载“合力追踪”应用或领取携手防疫器的信众，可能无法出席这些活动。

政府早前宣布，更多公共场所将只接受使用“合力追踪”的公众。换言之，要进入这些场所，要么须下载“合力追踪”应用以扫描SafeEntry的QR码，要么得携带携手防疫器（token）。卫生部长颜金勇之前在国会回答询问时也说，使用“合力追踪”让政府更有信心放宽大型活动、宗教场所和现场表演的人数限制，例如试行举办最多250人的商业活动。

受访的宗教场所，有的已经全面实施要求信众使用“合力追踪”应用或携手防疫器入场，过程顺畅；有的则表示由于信众多是年长者，实施安全管理措施时难免会遇到问题，不过，他们将持续与信众沟通，确保顺利过渡。📸：受访者提供

#zaobaosg #tracetogether #token #抗疫 #covid_19 #religious #culture",,90,1
432,SGNURSES《Singapore Nurses》,2.45355E+18,30/11/2020 3:21,sgnurses,"Photo by SGNURSES《Singapore Nurses》 on November 29, 2020. May be a cartoon of insect and text that says 'SWEET DREAMS SLEEP WELL. Jan 2020 COVID COVID COVID COVID COVID COVID AHHHHHHHHHH!!! Dec 2020 wawa'.","Did you collect your #TraceTogether token ? 🤪

#sgnurses #sgnursing #SGunited  #covid_19 #covid",,13,0
433,Sewfisticated,2.45355E+18,30/11/2020 3:03,sewfisticatedsg,"Photo by Sewfisticated on November 29, 2020.","Hello Kitty Kimono
Fairytella 
Perky Toki 
Kaiju City
Kings Court 

Sanitizer & Trace Together Token sleeve with personalised names. 

Thank you Jessie for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #kingscourt #perkytoki #kaijucity #hellokittykimono #fairytella #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,4,0
434,Just Bike Shop,2.45318E+18,29/11/2020 14:52,justbikeshop,"Photo by Just Bike Shop on November 29, 2020. May be an image of 1 person, bicycle and text that says 'ERคOEU Kappe $180 29.11. 1.2020 PHASE 2-DAY 164 27.5""CROLAN 感恩您 感恩您THANK YOU'.","十一月年末，追風騎行
青 春 不 老 我 們 不 散
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#275Crolan
#SoldOut
#16inchFreestyleBMX
#NewArrival
#HelloNovember
#SGunited",JUST BIKE SHOP,2,0
435,Jeanine Gabrielle,2.45309E+18,29/11/2020 12:05,jeaninegabrielle,"Photo by Jeanine Gabrielle on November 29, 2020.","""Is it Christmas yet?""

#handmadewithlove #jeaninegabrielle #cute #crochet #amigurumi #handmade #diy #dowhatyoulove #craft #love #crochetalpaca #crochetersofinstagram #crochetlove #crochetlife #crochetgirlgang #crochetlife #crochetaddict #heart #alpaca #instadaily #instagood #igdaily #instagram #tracetogether #staysafe #igsg #supportsmallbusiness",,20,0
436,Gordon Lim,2.45304E+18,29/11/2020 10:10,gordonlimjh,Photo by Gordon Lim in Singapore.,"Why is it so hard for you to do safe entry? 😡

#safeentry #singapore #work #contracttracing #tracetogether",Singapore,20,2
437,Sewfisticated,2.45303E+18,29/11/2020 10:00,sewfisticatedsg,"Photo by Sewfisticated on November 29, 2020. May be an image of rose.","Monogram + Designer Fonts 
Sanitizer & Trace Together Token sleeve with personalised names. 

Thank you J for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #monogram #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,8,0
438,Jaslyn Liew,2.453E+18,29/11/2020 9:06,oojaslyn,"Photo by Jaslyn Liew on November 29, 2020.","• 20201129 • Geting ready for the #newnormal with #safeentry #tracetogather .
.
.
#covid19 #covid19sg #COVID19Singapore #SGUnited #safentry #TraceTogether #tracetogathertoken #tracetogathertokenwhite  #white #whitetoken #gettingready #gettingreadyfor2021 #acetheplace #acetheplacecc #oojaslyn",,3,0
439,Pamela Chua,2.45297E+18,29/11/2020 7:57,cataunty,"Photo by Pamela Chua on November 28, 2020.",#thetokentheysaywehavetohave #tracetogether #dogtag,,19,4
440,Isabel Lau 이사벨,2.45295E+18,29/11/2020 7:17,isabel.924,"Photo by Isabel Lau 이사벨 on November 28, 2020.",#tracetogether #fightcovid19together✌️❤️,,5,0
441,Just Bike Shop,2.45291E+18,29/11/2020 6:08,justbikeshop,Photo by Just Bike Shop in JUST BIKE SHOP.,"十一月年末，掌櫃推薦
青 春 不 老 我 們 不 散
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#275CrolanX2
#275ProJavaX3
#Restocked
#LimitedQuantity
#NewArrival
#HelloNovember
#SGunited",JUST BIKE SHOP,4,0
442,John-Rey Sandagon,2.45287E+18,29/11/2020 4:46,engrjrts,Photo by John-Rey Sandagon in Chong Pang Community Club.,"This belongs to:
JOHN-REY

#TraceTogether #TraceTogetherToken",Chong Pang Community Club,6,0
443,TriZ,2.45245E+18,28/11/2020 14:45,trisa.ho,"Photo by TriZ on November 28, 2020.",#keyfob #keyfobwristlet #wristlet #keychain for #tracetogether token,,2,0
444,Just Bike Shop,2.45241E+18,28/11/2020 13:35,justbikeshop,"Photo by Just Bike Shop on November 28, 2020. May be an image of 2 people, bicycle and text that says 'TRIN GI RNX 28.11 11. .2020 感恩您 PHASE 2-DAY 163 20"" 20""TRINX MINI Z5 感恩您THANK THANK YOU 15'.","十一月年末，追風騎行
青 春 不 老 我 們 不 散
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#20inchTrinxMiniZ5X2
#PolygonXtrada5
#SoldOut
#24inchHarrisCity
#26inchAnmierMtb
#275Crolan
#NewArrival
#HelloNovember
#SGunited",JUST BIKE SHOP,5,0
445,Heng Chin Young,2.45241E+18,28/11/2020 13:22,cguy_295,,"So, after all this time, I've finally received the #tracetogether #token 
I've detached the lanyard that comes with it so as to just keep in my pocket and not hang around my neck like a necklace.

1: My actual first name is blurred out because I wish to keep my real name a secret. Also apparently, the light blinks once every minute. Therefore I had to wait for about that much time before my phone camera captured that blink.

2: And here's the back view of it, with the #qrcode erased out of course. Because it contains my personal info and also can be used for the entry and exit scans.

So yeah, so long #tracetogetherapp , you'll not be missed :] #tracetogethertoken #bluetooth",,1,0
446,afie,2.45238E+18,28/11/2020 12:34,affigy,"Photo by afie on November 28, 2020. May be an image of one or more people, people standing, tree and outdoors.",🙃#TraceTogether #SgSecure,,16,0
447,ѕ p o r т ѕ т ι т υ d e,2.45234E+18,28/11/2020 11:16,sportstitude,"Photo by ѕ p o r т ѕ т ι т υ d e on November 28, 2020. May be an image of one or more people and people standing.","Third time #volunteering in my community. This time to help distribute the #tracetogether tokens. The experience was wonderful - got to know my fellow residents a little more. Some proud parents talked about their kids being successful and also a family from Poland who had made #Singapore their permanent home. I asked where are they from - they said ""Singapore!"" 🇸🇬

Proud to be a #Singaporean. I'll be back again for morning shift tomorrow.",,67,0
448,Jay Agustin,2.45234E+18,28/11/2020 11:10,klikenpost,"Photo by Jay Agustin on November 28, 2020.","""TraceTogether""
#tracetogether 
#tracetogethertoken 
#tracetogethersg",,5,0
449,Roy | ロイ | 로이,2.45233E+18,28/11/2020 10:58,royonig,Photo by Roy | ロイ | 로이 in Pasir Ris East Community Centre. May be an image of one or more people and people standing.,"Third time #volunteering in my community. This time to help distribute the #tracetogether tokens. The experience was wonderful - got to know my fellow residents a little more. Some proud parents talked about their kids being successful and also a family from Poland who had made #Singapore their permanent home. I asked where are they from - they said ""Singapore!"" 🇸🇬

Proud to be a #Singaporean. I'll be back again for morning shift tomorrow.",Pasir Ris East Community Centre,21,0
450,David,2.45229E+18,28/11/2020 9:22,spzdavid,Photo by David in Singapore.,Just collected my TraceTogether token at the CC. #tracetogether  Together we can overcome.,Singapore,29,0
451,by defrag,2.45228E+18,28/11/2020 9:12,defrag___,"Photo by by defrag in Singapore with @nicekicks, @modernnotoriety, @complexsneakers, @sgagsg, @highsnobietystyle, @brkicks, @hypebeaststyle, @hypebeastkicks, @culturecartelcon, @by_defrag, @sneakerarchived, and @tracetogethersg. May be an image of footwear.","Latest hype accessory ⚡
.
.
#デフラグ
#グラフィティ
#アート
#curator
#hybridbeast
#illustration
#streetart
#hypebeast
#hypebae
#hypekids
#defrag___
#streetfashion
#tracetogether
#modernnotoriety
#photooftheday
#artoftheday
#defrag
#diamondism
#sneakerhead
#tracetogethertoken
#uglyduckling
#sneakeraddict
#sneakerporn
#sneakers
#sneakerholics
#streetwear
#hype
#kicksonfire
#nicekicks
#nikedunk",Singapore,25,2
452,Handmade by Jeanine Gabrielle,2.45226E+18,28/11/2020 8:22,handmadebyjeaninegabrielle,"Photo by Handmade by Jeanine Gabrielle on November 28, 2020.","Just realised it's less than a month to Christmas! Have you started on your Christmas shopping list? I certainly have not! 😆

I've been working on a new design for my alpacas the past week and here is the final version I'm super happy with! I made them much smaller than before and these cuties pack a whole load of cute! The smaller they get the harder it is to actually make them especially when it comes to getting the facial details right. I spent hours trying to figure it out but the effort was well worth it!

These baby alpacas would make the most adorable gifts, don't you think? I will share more photos soon!

#handmadewithlove #jeaninegabrielle #cute #crochet #amigurumi #handmade #diy #dowhatyoulove #craft #love #christmas #giftideas #santa #holiday #gifts #crochetersofinstagram #crochetaddict #heart #alpaca #instadaily #instagood #igdaily #instagram #tracetogether #staysafe #igsg #supportsmallbusiness",,19,0
453,Rie,2.45223E+18,28/11/2020 7:31,knotrie,"Photo by Rie on November 27, 2020. May be an image of text that says '利 This belongs to: 6973 Hotline: 6511 S© UNITED'.","トレース強化のためのトークンをもらいに行きました。

係りの方が外国人番号／パスポート番号、電話番号などの情報を入力して名前まで書いてくださり、しかも受付から情報入力まで全てスマホひとつでの操作であっという間に完了しました。

シンガポール政府のコロナ対策にはいつも感心してしまいます。

一昨日に二週間ぶりの市中感染が一件あり、どこで感染したんだろうと昨日は仕事場で話題になりました。
皆さん気をつけましょうね。

#sgunited #tracetogether",,2,0
454,Happy Fish,2.45201E+18,28/11/2020 0:12,coolpiy,Photo by Happy Fish in Singapore.,Let TraceTogether #tracetogether #tracetogethersg #coolpiy #singapore #trackersgps stay strong stay healthy. Follow my IG for more amazing 🤩 photo and video sharing.,Singapore,9,0
455,Just Bike Shop,2.45166E+18,27/11/2020 12:42,justbikeshop,"Photo by Just Bike Shop on November 27, 2020. May be an image of 2 people, people standing, outerwear and bicycle.","十一月年末，追風騎行
青 春 不 老 我 們 不 散
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#26inchCrolan500
#PolygonXtrada6
#SoldOut
#TrinxM1200Pro
#TrinxFlyBirdX2
#SoldOut
#NewArrival
#HappyGoodFriday
#HelloNovember
#SGunited",JUST BIKE SHOP,3,0
