,Unnamed: 0,Comments,Datetime,num_words
914,1005,LOL Blue marks Page upload Fake News  I Screenshot all ...,2021-02-02,10
915,1006,False News Fake Pictures Shame on you Straits Times,2021-02-02,9
916,1008,"‼️For pic 1, 2 & 4 ‼️ Report plz >>> false information >>> politics",2021-02-02,6
917,1010,Wth is going on why u spread such fake news like this shame on you The Straits Times ,2021-02-02,18
918,1012,Have some media ethics The Straits Times ,2021-02-02,7
919,1013,"Dear people from all nations, We are very sorry if it is disturbing you. But we really need help to protect our rights.  #WeVotedNLD and always disliked both the speech and act of the military. We people have been against the despicable acts of the military and this time we think they(the military leaders) get what they deserve. They are not getting away with everything they have done over the years.  #HelpUs #HelpMyanmar #SavePeace We truly appreciate your help.",2021-02-02,76
920,1017,Thank you very much🙏🙏 for supporting our country 🇲🇲 we really need your supporting and help.We will never forget your supporting. 🙏🙏🙏 #Savemyanmar  ,2021-02-02,19
921,1018,#Shame on you #Wrong news #No media ethic,2021-02-02,5
922,1023,Shame on you The Straits Times,2021-02-02,6
923,1024,Ahhhh... all these spam comments..... irritating.... 🤦🏽‍♀️,2021-02-02,6
924,1025,"When 99% of you including Aung San Suu Kyi support the genocide of Rohingya , did you listen to the international disapproval?   Now you want us to support you? How ? By becoming a keyboard warrior here? Come on, no one can change your country, except yourself. Take a look at Ukraine, Thailand, Hong Kong. Indonesia, France and even China all changed their old system with their own people, not by just spamming around on internet",2021-02-02,73
925,1026,"Please, don’t posted Fake news & photos ",2021-02-02,7
926,1027,"We , Myanmar citizens need  the world to know what's happening in Myanmar right now   before our wifis are cut off.   They already cut off TVs broadcasting lines, phone services in order to prevent us reaching  to the world.  Again in 2021! History is about to be repeated like in 1988. We couldn't let it happen again,guys, please help us in spreading what's happening in Myanmar 🙏  Help us. Military has detained our elected democratic government,party leaders and political activists in Myanmar.Now,national television channels and phone services are cut out nationwide. Help us,world leading democracy #helpus #SaveMyanmar #SaveBurma  #MyanmarNeedDemocracy #AungSanSuuKyi #MyanmarGovernment",2021-02-02,91
927,1031,So proud of you ☺ Thank you so much to all,2021-02-02,10
928,1038,"Today, we do not accept the newly appointed cabinet ministers appointed by the Commander-in-Chief Min Aung Hlaing. The current President of our country is U Win Myint. Declaring a state of emergency and handing over power without the order of President Win Myint is completely illegal. I do not accept the re-appointment of the government at all. I totally disagree. As results of the 2020 general election, we will hold the third session of parliament and accept the appointment of a new government.  ဒီကေန႔ ကာကြယ္ေရးဦးစီးခ်ဳပ္ မင္းေအာင္လွိုင္ကေန အသစ္ဖြဲ႕စည္းခန႔္အပ္လိုက္တယ္ဆိုတဲ့ အစိုးရအဖြဲ႕ဝင္ဝန္ႀကီးေတြကို လုံးဝလက္မခံပါဘူး။ငါတို့တင္ေျမာက္ထားတဲ့ နိုင္ငံေတာ္သမၼတဦးဝင္းျမင့္ကို ရာထူးမွႏွုတ္ထြက္ေစခ်င္တယ္ဆိုရင္ ျပည္ေထာင္စုလႊတ္ေတာ္ထဲကေနပဲ အေျခခံဥပေဒလုပ္ထုံးလုပ္နည္းမ်ားအတိုင္းသြားရမွာျဖစ္ပါတယ္။ဖြဲ႕စည္းပုံအေျခခံဥပေဒလုပ္ထုံးလုပ္နည္းအတိုင္းဆိုရင္ တတိယအႀကိမ္လႊတ္ေတာ္ေခၚၿပီးေတာ့ အစိုးရအဖြဲ႕သစ္ဖြဲ႕စည္းၿပီးမွပဲ လက္ရွိနိုင္ငံေတာ္သမၼတႀကီးဦးဝင္းျမင့္ရဲ့ရာထူးသက္တမ္းဟာ ကုန္လြန္မွာျဖစ္ပါတယ္။ ငါတို့ျမန္မာနိုင္ငံရဲ့လက္ရွိနိုင္ငံေတာ္သမၼတႀကီးဟာ ဦးဝင္းျမင့္ပဲျဖစ္ပါတယ္။ သမၼတႀကီးဦးဝင္းျမင့္ရဲ့အမိန႔္နဲ႔မဟုတ္ဘဲနဲ႔ အေရးေပၚအေျခအေနေၾကျငာျခင္း၊အာဏာလႊဲေျပာင္းေပးျခင္းမ်ားဟာ လုံးဝတရားမဝင္ပါဘူး။ ထပ္မံခန႔္အပ္တဲ့အစိုးရအဖြဲ႕ဆိုတာကို လုံးဝလက္မခံပါ။လုံးဝသေဘာမတူပါ။ ၂၀၂၀အေထြေထြေရြးေကာက္ပြဲကရရွိတဲ့ မဲရလဒ္မ်ားအတိုင္း တတိယအႀကိမ္လႊတ္ေတာ္မ်ားက်င္းပျပဳလုပ္ေပးၿပီး အစိုးရအဖြဲ႕သစ္ဖြဲ႕စည္းခန႔္အပ္တာကိုပဲ လက္ခံပါမယ္။ကာကြယ္ေရးဦးစီးခ်ဳပ္မင္းေအာင္လွိုင္ရဲ့အမိန႔္နဲ႔ ခန႔္အပ္တဲ့အစိုးရအဖြဲ႕ဝင္ေတြကို ဆႏၵမဲေပးပိုင္ခြင့္ရွိတဲ့ နိုင္ငံသားျပည္သူတစ္ဦးအေနနဲ႔ လုံးဝ လုံးဝလက္မခံ သေဘာမတူပါဘူးလို့ ေျပာခ်င္ပါတယ္။  #Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!၀",2021-02-02,80
929,1040,This country is a trash just ,2021-02-02,6
930,1041,"Wow real evidence on thier KARMA WITH WHAT THEY WAS DONE  TO KILLED MUSLIM frend IN THIER COUNTRY, things will getting worced, Tq Allah 🤲",2021-02-02,24
931,1044,The Straits Times You don’t have qualified reporter or because of pandemic ???? ,2021-02-02,13
932,1045,"We, Myanmar people, srongly condemn army coup ❌ We stand with elected NLD government✔️",2021-02-02,13
933,1048,Please take action immediately to this coward military coup.,2021-02-02,9
934,1049,"We , Myanmar citizens need  the world to know what's happening in Myanmar right now before our wifis are cut off.   They already cut off TVs broadcasting lines, phone services in order to prevent us reaching  to the world.  Again in 2021! History is about to be repeated like in 1988. We couldn't let it happen again,guys, please help us in spreading what's happening in Myanmar 🙏🏻🇲🇲  Help us. Military has detained our elected democratic government,party leaders and political activists in Myanmar.Now,national television channels and phone services are cut out nationwide. Help us,world leading democracy #helpus  #SaveMyanmar #SaveBurma #RejectTheMilitary #WeNeedDemocracy #HelpUsAndSupportOurLeader #AungSanSuKyi #credit",2021-02-02,91
935,1051,"All the peoples around the world , we need international help for our country , our president and our leader. Please don’t ignore our voice and our crying..!😢 #saveMyanmar #saveourpresident #saveourleaderAungSanSuKyi #helpMyanmar🇲🇲🙏🙏🙏",2021-02-02,27
936,1053,God save Aung San Su Kyi and her people's of Myanmar 🙏😢 Amen 🙏🙏🙏,2021-02-02,11
937,1055,"Deeply thank you , Thailand. .. we won't forget it.🙏🙏🙏",2021-02-02,7
938,1056,"No surprise when every single store, shopping mall, office, and any building have to hire many temperature takers and safe entry enforcers.",2021-01-28,22
939,1057,"Please show only citizen employment rates and it is a good sign if it has improved by leaps and bounds to pre covid levels. Otherwise I see nothing to cheer about. For the guys who did NS and has to be recalled at any time to serve the nation, we must prioritise their employment into good paying and qualified jobs",2021-01-28,60
940,1058,"A lot become self employed like Grab drivers, delivery. I’m not sure we want a Labour force that has such a high concentration in the gig economy. ",2021-01-28,28
941,1059,Those no jobs ..go to Sheng Siong for interview.and work....got 10-16 months..bonus..the highest in Singapore,2021-01-28,16
942,1060,A lot of graduates 🎓 still jobless 🤦‍♂️,2021-01-28,6
943,1061,What is Singapore Resident Employment ⁉️ Singaporeans only ❓,2021-01-28,7
944,1062,Rebounded? I have submitted more than 200 resumes in 3 years but still no job. ,2021-01-28,13
945,1063,Huh? Under employed also considered employed?,2021-01-28,6
946,1065,"Maybe since many are badly affected by their job,salaries or retrenched cannot afford to laze sit down stare at the birds singing on top of the tree,the white clouds of all shapes and sizes drifting across the clear blue sky or the aunty killer with orange dyed hair going to the market each day without having to work and bills piling up to the ceiling no choice must grab any job available certainly not begging,stealing,or borrowing the three taboos",2021-01-28,83
947,1066,Still many mlaysians start coming to work here ,2021-01-28,8
948,1068,Rebound is due to trainingship offer?,2021-01-28,6
949,1071,"All the workers losing jobs are Singaporeans, while the CECA Foreign Trash from India are enjoying their job security.  In my company, all the Singaporeans have been laid off, but all the CECA Foreign Trash from India have their jobs. This is because all the managers and HR are CECA Foreign Trash from India and they are firing Singaporeans and keeping CECA Foreign Trash from India in the jobs. It is time to kick out millions of CECA Foreign Trash from India and create jobs for Singaporeans, else we will kick out PAP along with the millions of CECA Foreign Trash from India!!! REPEAL CECA!!! REPEAL CECA!!! REPEAL CECA!!! REPEAL CECA!!!  The economy is really bad and there are NO JOBS! It is time to kick out millions of CECA Foreign Trash from India and create jobs for Singaporeans, else we will kick out PAP along with the millions of CECA Foreign Trash from India!! REPEAL CECA!!! REPEAL CECA!!! REPEAL CECA!!! REPEAL CECA!!!",2021-01-29,163
950,1072,"Singapore residents refer to Singaporeans, PRs and EPs etc... what is important is Singapore CITIZEN... stop trying to hoodwin us again!!!",2021-01-28,21
951,1073,"$8,000 PMET reemployed in $1,800 SG United job Josie ""Good job, me""",2021-01-28,10
952,1074,Work as what and how much salary? Please la ,2021-01-28,9
953,1075,Many rich people will flood to Singapore again after seeing this article. They will be very disappointed after finding out all vaccines are reserved for Singaporeans and people living in Singapore only. ,2021-01-28,32
954,1076,thank you mdm president. everyone please go for your jabs!,2021-01-27,10
955,1078,The public might be more interested to know how those who have taken the jabs feel/respond on days AFTER ...,2021-01-28,20
956,1080,Thank you very much President Halimah for inspiring Singaporeans.  The COVID-19 vaccines are safe and every Singaporean who do not have medical allergies should go for the COVID-19 vaccination.  The vaccines protect you and your love ones. 😊,2021-01-27,37
957,1081,Good job ex speaker of parliament.,2021-01-27,6
958,1082,Tomorrow you won't be able to do pull up.,2021-01-27,8
959,1083,"After the jab,one cup of free Milo..",2021-01-28,8
960,1084,Can we see the nurse's face too,2021-01-27,6
961,1085,After Mr Lee got the injection.. where is he now? Must also let singaporean know what is he stated now?,2021-01-28,20
962,1087,"Shouldn't it be President gets jab 1st before PM Lee gets his jab? Why opposite? Was it because PM Lee too scared so jump the chain, fast hands, fast legs go get jab 1st?",2021-01-27,31
963,1088,After vaccinating remember to drink Milo to replenish your muscles proteins,2021-01-27,11
964,1089,We are worried on the side effect madam. Who doesn't know how it feels like to get vaccinated.,2021-01-27,17
965,1091,"But if being injected by a not so experienced nurse or doctor, sure pain",2021-01-27,14
966,1093,"If painful jialat liao, the nurse going to be charge by the president. Don't play play.",2021-01-27,15
967,1094,"No need to specify anyone who had been poke with a needle knows its not worse than bitten by an army ant drawing blood for test,injection for all kinds of vaccination before this is like another routine",2021-01-27,38
968,1095,"funny in US , Israel, norway many deaths  https://www.dailynews.com/2021/01/26/health-care-worker-dies-after-second-dose-of-covid-vaccine-investigations-underway/?fbclid=IwAR0N74uehFH4coDHAv3tt5sksXrBnP__c-izWJxFLDonvuQQ5Nj6pXSw4tI   why , is it the diet? ",2021-01-27,12
969,1097,It’s not about quick painful or simple or not 🤣🤣🤣.  U go ahead. Don’t wait for us ,2021-01-27,18
970,1098,Gets a covid19 jab but now the b117 its in the air..... lololol ,2021-01-27,12
971,1100,Madam president I suggest you take your injection in private.,2021-01-27,10
972,1101,"""In her distress, the woman began deliberately hurting herself such as by burning her left hand with a cigarette lighter and banging her head against the car window.""  I don't get her actions. In my distress, I'd be doing all that to the accused. Not hurt myself and increase my vulnerability. ",2020-12-24,49
973,1102,The jail and caning sentence is too light for a repeat offender - he deserves 10 years and 24 strokes of caning!! 😡,2020-12-23,19
974,1103,Why molesters can be out on bail giving them opportunity to do it again n again...such light sentencing does nothing to them..only the victims will have to suffer for a long time possible the rest of their lives....,2020-12-23,40
975,1104,A lot of physco peoples in Spore now and Spore lost its good name as a safe country. Must punish this type of people severely and lock him up.,2020-12-23,29
976,1105,Where is his photo?? Jail and waste taxpayers monies! Send him to clean and cook at FWs dorm so they have a nicer place to sleep and one warm meal at least! ,2020-12-23,32
977,1106,Times have changed. Last time we were told not to go into a car with a stranger. Now we go online to order a stranger to come and pick us in a car. ,2020-12-23,33
978,1107,"A piece of (unsolicited) advice to girls/ladies when you ride alone. Call someone, a friend or family member. Keep talking over your handphone telling the person you are talking to where you are at the moment. I supposed, if the driver is thinking of doing something bad against you, he will think again.",2020-12-24,54
979,1108,"This type of rascals is also a 'scare' in our hospitality business. With this type of people around, Singapore would be considered a third-world country. Tourists would stay away from such a place for holidays. The bad eggs deserve a heavy sentence.",2020-12-24,41
980,1109,Why didnt she call the police immediately? But her friend instead?,2020-12-24,11
981,1110,Young girls pls dont ride in strangers car 🤦‍♀️ ,2020-12-23,8
982,1111,He should know he would get caught sooner or later as his victims surely took down his car number.,2020-12-23,19
983,1112,Always go for regulated taxi or ride hailing services as:  1) Drivers have to pass a background check.   2) Traceability.   3) Insurance coverage for accidents.,2020-12-23,22
984,1113,Remove his driving license forever and lock in jail to rot,2020-12-25,11
985,1114,Is a unregistered phv driver not registered driver.,2020-12-24,8
986,1115,The longer the better! Garbage should remain in lockup!,2020-12-23,9
987,1116,"From the first case in Oct last year till the last case in Mar this year, it’s almost 6 months? Why wasn’t him arrested earlier??? The second and third victims could be avoided entirely!! What went wrong with our law enforcement??",2020-12-23,42
988,1117,yet orchard towers murder verdict....haiz...,2020-12-23,6
989,1118,He deserves 24 strokes of cane on his horny lan chiow!,2020-12-27,10
990,1119,Seems cabs are safer ? How do these molesters think they can get away with it ?,2020-12-23,15
991,1120,Never sit in front with the driver. I learnt it the hard way when I was driven up a hill in Phuket instead of my destination. I screamed as loud as possible  and he quickly dropped me off at my place. That really spooked me..,2020-12-23,45
992,1122,Rotan is a wonderful punishment for criminal...well done..,2020-12-23,9
993,1123,"when we were in school last time we were thought by teachers never take short cuts , now let this be a lesson to everyone , never take illegal cheap rides , Go for taxi , u be secured , even better coverage for insurance wise",2020-12-24,41
994,1124,"People like him make a bad name for other driver and affect the reputation, u were lucky i was not the passenger else hmm",2020-12-23,24
995,1125,Nowadays many comment on private hire driver's behaviour. It's become worst than taxi driver. If private hire car driver's the car belongs to their own. Their behaviour and discipline are better than those rented car.,2020-12-23,32
996,1126,Send him to the zoo and throw him to the tiger for dinner immediately,2020-12-23,14
997,1127,Bloody cheap sentences for 4 case molest.  What the judge is telling people.,2020-12-23,12
998,1129,6 strokes of rotan no kick leh high chance to re-offend must atleast 12 strokes,2020-12-23,12
999,1130,.....why is the press not printing the photo of the serial molester???!!!.....he'll be release in a few years and may not change and we need to know his face to take precautions.....,2020-12-24,32
1000,1131,Remember Don drop your soap at changi chalet😂,2020-12-23,8
1001,1132,Lock door even!! 😡😡 Share his photo. Woman n girls need to be protected agst such peverts.,2020-12-23,16
1002,1133,It seems he has a good six months to commit more offences after the first report. Yet still could get a 50% discount off a max of 10 years jail.,2020-12-23,28
1003,1134,The guy is a real devil. Hope he rots in prison...,2020-12-25,11
1004,1135,🤔🤔 he planning to get 4 wife I think ,2020-12-24,7
1005,1136,Banned for life for driving and VL,2020-12-27,7
1006,1137,That's why I only took Comfort taxi,2020-12-24,6
1007,1138,attack him lah. use shoe hammer him poke eyes pull hair kick there. etc etc ,2020-12-23,15
1008,1141,He watched too much of Fake taxi . Should sentence him longer 5 years is not enough ,2020-12-23,15
1009,1142,How come not arrested for first offence after police report was made?,2020-12-23,12
1010,1143,Can show his look??? Why still protect this kind of pervert??? All perverts must show their face to let other ppl aware of this kind of pervert! ,2020-12-23,27
1011,1144,Should castrate this type of m*&#fuc&#r.,2020-12-23,6
1012,1145,Lock him with those inmates who will lick him every inches of his dirty filthy body. ,2020-12-23,16
1013,1146,"Seems like a sex psycho, deserve max canning",2020-12-23,8
1014,1147,Hang him by his balls ,2020-12-27,5
1015,1148,"""She later found a piece of glass and used it to injure her right wrist in an attempt to convince Hafiz to let her go.""   The victim should have taken the glass and slash/stab/cut this pervert until he cries for mommy.",2020-12-23,43
1016,1150,Watch too many porn sites on private hired sex,2020-12-23,9
1017,1151,I hope he gets castrated in jail.,2020-12-24,7
1018,1152,molest 4 women..... shd have charges ...n jail terms ..shd b consecutive,2020-12-24,11
1019,1161,Throw him to jail n let the prison mate to enjoy,2020-12-23,11
1020,1170,Disgusting beast please lock him,2020-12-23,5
1021,1172,Scumbag ought to be whip and enjoy the rest of his days in prison,2020-12-23,14
1022,1174,Sex maniac must be punished ,2020-12-23,5
1023,1176,Considered not bad already as compared to other countries their treatment is much worst,2020-12-15,14
1024,1177,"Aside from close living, there were religious events held in the early days. ",2020-12-15,13
1025,1178,Why don’t put the LTO in charge ? They will miraculously be reduced .,2020-12-15,13
1026,1179,So high ah... And the Malaysian government never learn from us ah,2020-12-15,12
1027,1180,Are these statistics to justify locking them up longer?,2020-12-15,9
1028,1181,Too many foreign workers housed together in small spaces sharing facilities and utilities. Covid-19 will be around for long. Just be patient and wait for the crisis to be over.,2020-12-15,30
1029,1183,What happened to that one case from last week ????? ,2020-12-15,9
1030,1184,"phase 3 already announced, open siam diu leh, open club leh, me itchy already, wanna 555, even my friend jioed to go aura but aura not opening yet. me want contribute the nation, want hang flower. eh wah eh wah, hey sho hey sho.... me cannot wait anymore....",2020-12-15,46
1031,1186,they are overlooked in the beginning,2020-12-16,6
1032,1187,How Covid-19 is spreading across the world: https://str.sg/J7V7  Get stories delivered to you on Telegram: https://t.me/TheStraitsTimes,2020-12-07,14
1033,1188,We have become an expert in importing covid and yet able to protect the community fm it . Incredible and wonderful. ,2020-12-07,20
1034,1189,Authority should inform public of where this imported come from .,2020-12-07,10
1035,1190,"Few months ago, many Singaporeans posted Singapore should learn from Japan, Hong Kong, Korea and other countries. NOW These countries can't even trace the source of infection and the infected in their countries are out of control. We know Singapore and other countries will not has 0 infected case but one thing for sure Singapore can control the spread of this virus.",2020-12-08,60
1036,1191,"Now very few case, if one day got zero, maybe you don't believe, as long as we have below 20 case,  you should be happy. Other countries got 2, 3 or even 4th wave, here still wave 1.",2020-12-07,32
1037,1192,"Good luck...Santa is on his way, and he knows who's naughty or nice.",2020-12-07,13
1038,1193,Imported waiting to be exported. No wonder the travel bubble burst.,2020-12-07,11
1039,1194,"Singapore is becoming the 'paradise' for imported cases! With imported cases' ever growing, can there be more stricter rules to control the numbers?? Especially for those from high risk countries...",2020-12-07,30
1040,1195,"Well done, front liners and task force. In the meantime, Bring all citizens, PR, work pass holders and work permit holders home. Ignore the good for nothing loser whiners",2020-12-07,29
1041,1196,So the vaccine is for all this imported case use ?,2020-12-07,10
1042,1199,You should stop importing cases and punishing locals to move on to phase 3,2020-12-08,13
1043,1201,y nv test negative cone infected still cone. no free treatment pls. we not haven ,2020-12-07,15
1044,1203,"Wow all imported, so its okay! Yay!",2020-12-07,7
1045,1204,I am tired of all the imported cases. Anyone feels the same?,2020-12-07,12
1046,1205,Nobody cares anymore- sph to close down if possible ,2020-12-07,9
1047,1206,"Now community cases is zero and yet because less than 70% of the population is using trace together app or token, and therefore phrase 3 is not  open. Then why all these imported case are being let in, really make no sense",2020-12-07,40
1048,1207,I wonder why up till now we still cannot manage to find cure and vaccine for illnesses like HIV and etc. But why covid we managed to come out so many vaccines in a short time? Is it because of priority? The situation is real bad? So to make the medical industries keeps making money? 90% of the illnesses supposing able to cure by modern technology and science now? Some conspiracy theories behind to make the virus last for a while and then fully end it after the damages are being done enough by the creators?,2020-12-07,95
1049,1209,Why these people did not perform any test at the own country before depart and arrive in Singapore..,2020-12-07,18
1050,1210,Irritating already what the hell are they thinking about why allow people with covid to enter stop and close the airport lah why close the pub and ktv close the airport lah permanently till the vaccine is out .,2020-12-07,38
1051,1212,"""But Covid-19 doesn't appear to be the cause of the hospitalisations over the weekend. The state's health minister, Alla Kali Krishna Srinivas, said that all the patients had tested negative for coronavirus."" https://www.bbc.com/news/world-asia-india-55209763?at_custom3=BBC+News&at_campaign=64&at_medium=custom7&at_custom1=%5Bpost+type%5D&at_custom4=EFCEC2C8-3831-11EB-A3EA-0419933C408C&at_custom2=facebook_page",2020-12-07,30
1052,1213,more import pls.... continue to contribute the nation's growth,2020-12-07,8
1053,1214,Can we have a mask free bubble in Singapore?,2020-12-07,9
1054,1215,PAP thinks Singapore is the Vaccine thats why it is importing the whole world,2020-12-07,14
1055,1216,I need employees for poland if anyone interested then contact me,2020-12-08,11
1056,1217,"Nowadays our legal system n lawyer profession is a disappointment. “Base on Justice” , where is the value?",2020-09-10,17
1057,1218,They contribution as much as liew mun leong?!,2020-09-10,8
1058,1219,Why is  the city harvest case sentencing  for only 5 years  ?,2020-09-10,10
1059,1221,"justice will prevail! thus, you all go to jail!",2020-09-10,9
1060,1222,The only good in wearing masks now is that you could do bad things and not show how you look like.  People cannot see faces and recall them later if they meet up again.,2020-09-10,34
1061,1223,Rogue lawyers! Let’s see what’s the sentence!,2020-09-10,9
1062,1224,Singaporeans are still waiting for Justice to be serve on the CAG maid case!!!!!,2020-09-10,14
1063,1226,even lawyer also break the law now waiting for news singapore judge breaking the laws too,2020-09-10,16
1064,1227,"Paid to do the legal things, otherwise serve time in Changi chalet ",2020-09-10,12
1065,1228,An honest person cannot make a good lawyer,2020-09-10,8
1066,1230,Their careers gone up in smoke(s)!!!,2020-09-10,7
1067,1231,Forwarding the message was not very clever,2020-09-10,7
1068,1233,Ey notti boys. U where one?,2020-09-10,6
1069,1235,Charged???!!! What!   Isn't the Judiciary system going to look at their contribution to Singapore first?  Unfair!,2020-09-10,15
1070,1236,"Nothing new. Lawyers and high profile () people are humans capable of being inhuman... 😂  I mean, breaking the laws😂but they should get a heavier punishment as they knew more about it and trying to get around it",2020-09-10,37
1071,1237,Nowaday lawyers have become crook and sometime they just get away from it but must see whether there are backing from behind. ,2020-09-10,22
1072,1238,"I don't know how to say thank you. you have helped me a lot, I never regret knowing you, since the first day I started trading with you, you are really someone that keeps to his word.You give me your word and you made me so happy today, I have received my second payout, thank you Mrs Yana Svetlana Now I see it that nobody trade under your company platform and lost his/her hard earned money thank you so much God bless you ma,ma ..https://www.facebook.com/Yana.Svetlana.66",2020-09-10,84
1073,1239,"I see Testimonials about MRS Natália Giovana. about how people get paid, so I decided to try her and now I can also say that she is the most honest woman I have ever met here .. since I start Investing in her platform I get my income without any issues ... you can also be part of this great opportunity to contact her via the link below ....👇👇 https://www.facebook.com/giovanafx1.tradinginvestment",2020-09-10,65
1074,1240,"That good for AIA staff. Very thoughtful of the company.  The company i am working at, an American MNC, asked us to go on no-pay leave and yet no change in work load.",2020-06-17,32
1075,1241,Hope this $1k will also be given to those AIA staff who are essential n need to go back to office to work.,2020-06-17,22
1076,1242,Swarnendu Mandal last time employer used to think they are doing a favour by allowing employees working  from home . Now they appreciate 😆!! Corona changed the perception . Claim yours 😛.,2020-06-17,28
1077,1243,Meanwhile some local companies and some SMEs die die insist that their staff get back to work in ofc despite having the ability to work from home. Not that we're being discriminatory but these employers should look at their practices instead of lamenting that locals prefer to work for bigger/foreign companies.,2020-06-17,51
1078,1244,So good..all insurance agents got 9k from gov and 1k from AIA,2020-06-17,11
1079,1245,Would love to see something similar is announced for Nurses and healthcare workers. ,2020-06-17,13
1080,1246,Would like to hear this piece of news from MSF for the early childhood educators😀,2020-06-17,15
1081,1247,Hope cost will not be transferred into insurance premium,2020-06-17,9
1082,1248,So far I only see foreign company doing good for the employee n return JSS. I may miss out some local. Pls share.,2020-06-17,23
1083,1249,More reasons to say a big thank you at least you can have peace of mind to pay your electricity bills for the next couple of months stop grumbling,2020-06-17,29
1084,1250,Yah after that  then increase the policy premium.   Happen to me.  Increased  my premium  at this moment,2020-06-17,17
1085,1251,Good for staff may not be good for the clients ,2020-06-18,10
1086,1252,Which  insurance  better AXA or AIA for customer?,2020-06-17,8
1087,1253,"AIA, what are the goodwill have you  contribute to your policy's holders during this crisis so far ?",2020-06-17,16
1088,1254,"Wah, next round there’ll be an increase in my premium 😩",2020-06-17,11
1089,1255,So good. Money come from ah gong,2020-06-17,7
1090,1256,"So companies are not doing well now. I believe many customers stopped paying for their policies during covid (Im one of them). Yet, AIA still give $1K for their staff 👍.  Unlike, the big Green company made huge profit from food delivery, yet retrenching 5% of their workforce 👎",2020-06-17,45
1091,1257,Wow so good. Can I apply,2020-06-18,6
1092,1264,And then cut from someplace? Whahah,2020-06-17,6
1093,1267,AIA has funds to give away $1k per employee while no discounts offered to their customers & policy holders?,2020-06-17,17
1094,1272,Ken Lew ML u are so lucky ,2020-06-18,7
1095,1276,Martin Boey oh kor see!,2020-06-17,5
1096,1277,Choo Teck Peng wahlao zhunbo?!? ,2020-06-17,5
1097,1279,Tyson Ong Kah Wah song song,2020-06-18,6
1098,1282,Rehman Somerhalder Barbie Havana Nisa kita bila eh nak dpt?? 😅,2020-06-17,10
1099,1283,AIA has the worst after sales customer service agents! will be very friendly n helpful in persuading and convincing clients to buy policy. after that either diffcult to reach them or they sound hostile n impatient! sucks! will never get any insurance policy from AIA! #AIA,2020-06-17,45
1100,1284,"Do NOT get AIA people to just randomly call up NS enlistees to ask if they want to sign an insurance, I will consider it as a scam. Please leave the insurance thing to the govt to middleman, that’s way more reliable and credible than a direct call",2020-06-17,49
1101,1286,Good! Work from home no need big offices. Rental very ex!,2020-06-17,11
1102,1287,Alvin Woon got money ah?,2020-06-17,5
1103,1288,"AIA agents dont have ah? Alamak, gotta support them leh, many of them cannot do Road Shows, for the last 4 mths, possibly another 6 months or more...   I miss those sales pitch :   Not selling you anything? 2 mins of your time only?  Can help me do a survey?  Your kids want the balloon?  Free Bouncy Castle! Get for her / Let her play.    Lucky Draw, sure win!",2020-06-17,64
1104,1289," Stay up to date on humanity’s scientific, cultural, and political progress and developments. https://m.facebook.com/humanitycollectiveintelligence/ ",2020-06-17,14
1105,1295,Wong Chin Fatt Selena Tang,2020-06-17,5
1106,1296,Ang Pei San shiok ah,2020-06-17,5
1107,1303,Sounds like good news to the employees 😃,2020-06-17,7
1108,1304,OK great!  Flights should continue.... It's BS to squeeze in the bus and train and then say plane must left one empty seat in between.,2020-06-09,24
1109,1305,Rights Issue is not a bailout. Senior mgmt don't need any cuts nor bonus freeze or reduction. Just wondering.,2020-06-10,18
1110,1306,That puts paid to all my attempts ad discussions with Swire Pacific to inject capital into and take Cathay Pacific private. ,2020-06-09,21
1111,1307,"Still awaiting our refund on tickets, just love paying for no service, while the boss's are still drinking single malt!",2020-06-09,19
1112,1308,I wonder SIA management got paycuts. Lol,2020-06-09,7
1113,1309,Aslinah Mahmood Ho Mun Kit,2020-06-09,5
1114,1310,"I like Cathay, I like the stopover flight at Hong Kong where I can buy their Mcdonald special burger. Hope HK govt pump in more $ like how SG done for SIA",2020-06-09,31
1115,1311,"Cathy provides nice flights and just to share, during this period, if u need to fly china, eg Singapore to Shanghai, direct flight SGD 8k, if u fly via hong kong, $1,600. Exploring these can have great saving for those flying on personal expenses. Cathy provides this option that I think is really good. ~~ This is one of those few things I like about this airline~ Stay resilient and we'll meet again in the air~~",2020-06-09,72
1116,1312,"If you have decided to consult him today, it is probably because you have a personal problem to resolve. Whether it is a problem involving Money, Love Justice Revenge or Affection or even a serious problem of Bad Luck… You should know that something can be done and he is  ready to give you his uncommonly effective Help. Yes, he can Act for you and make your life change above and beyond what you could imagine today. Beware of importers & scams he is considered one of the most powerful spell casters. He can help you, no matter if you had spell cast recently that failed, or if this is the first time you have a spell cast. He has a big range of powerful spells to use for your needs. What outcome do you want? -guaranteed money, wealth and power -protection of wealth, love and life -become a star and famous instantly - destroy evil spirits, Satanism and witchcraft -gambling powers to win all types of bets, at the casino and lotto, his Email:  godwinsolu2@gmail.com#love #protection #business #help #casino #life #wealth #gambling #powers #spell",2020-06-09,174
