,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
142,1226025267392647169,1226025267392647169,2020-02-08,14:09:36,417595881,ebglen_tan,ebbe tan,"{'type': 'Point', 'coordinates': [1.31583, 103.765]}","While others are still panic buying, just formulated a cure for panic...😷 @ Clementi, Singapore  https://t.co/Snxm2ngruk",en,[],['https://www.instagram.com/p/B8S5j2EgiWXmHCcfrPJRNVdHV4-XXixPLBmCkA0/?igshid=bsrxrof74lmg'],[],0,0,0,[],https://twitter.com/ebglen_tan/status/1226025267392647169,0,[],"['other', 'still', 'formul', 'cure', 'clementi', 'singapor']","While others are still panic buying, just formulated a cure for panic...:face_with_medical_mask: @ Clementi, Singapore  https://t.co/Snxm2ngruk"
143,1225996060688027648,1225996060688027648,2020-02-08,12:13:33,284096922,enggul,Enggulbert,"{'type': 'Point', 'coordinates': [1.3507, 103.8731]}","They're Panic Buying All The Rice And Toilet Papers (???), And I Just Wanna Go To The Supermarket To Buy Veggies For My Pinakbet! #tookmeforever 🙄 @ Serangoon, Singapore  https://t.co/SXakpzSmDc",en,[],['https://www.instagram.com/p/B8SsUl3gXxJ/?igshid=jg5ead2m515f'],[],0,0,0,['tookmeforever'],https://twitter.com/enggul/status/1225996060688027648,0,[],"['rice', 'toilet', 'paper', 'wan', 'na', 'go', 'supermarket', 'buy', 'veggi', 'pinakbet', 'serangoon', 'singapor']","They're Panic Buying All The Rice And Toilet Papers (???), And I Just Wanna Go To The Supermarket To Buy Veggies For My Pinakbet! #tookmeforever :face_with_rolling_eyes: @ Serangoon, Singapore  https://t.co/SXakpzSmDc"
144,1225977202140860417,1225977202140860417,2020-02-08,10:58:37,6706682,scorpdin,Dinesh Subramaniam,,"While there’ll eventually be a cure for the virus, there’ll never be a cure for stupidity. #WuhanVirus #Singaporeans #Singapore #panicbuying #protectivegear 🤦🏽‍♂️  https://t.co/y0qAOEaDWe",en,[],[],"['https://pbs.twimg.com/media/EQOLwwYVUAAnqVj.jpg', 'https://pbs.twimg.com/media/EQOLwwYUwAA1VnF.jpg']",0,3,8,"['wuhanvirus', 'singaporeans', 'singapore', 'panicbuying', 'protectivegear']",https://twitter.com/scorpdin/status/1225977202140860417,1,[],"['eventu', 'cure', 'viru', 'never', 'cure', 'stupid']","While there’ll eventually be a cure for the virus, there’ll never be a cure for stupidity. #WuhanVirus #Singaporeans #Singapore #panicbuying #protectivegear :man_facepalming_medium_skin_tone:  https://t.co/y0qAOEaDWe"
145,1225958370328236032,1225958370328236032,2020-02-08,09:43:47,7261462,vinyarb,Rich | SideHustleRich,,OMG Guys!!!! Stop with all the panic buying!!!  Leave some for me! 😂,en,[],[],[],1,0,2,[],https://twitter.com/vinyarb/status/1225958370328236032,0,[],"['omg', 'guy', 'stop', 'leav']",OMG Guys!!!! Stop with all the panic buying!!!  Leave some for me! :face_with_tears_of_joy:
146,1225954709715869696,1225954709715869696,2020-02-08,09:29:14,477235645,avrilxxiii,Aprylle Marie Factor 💫,,"with all these hoarding/panic-buying that's happening in #Singapore, i feel like i'm in a zombie apocalypse movie! 😷😰 #CoronavirusOutbreak",en,[],[],[],0,0,1,"['singapore', 'coronavirusoutbreak']",https://twitter.com/avrilxxiii/status/1225954709715869696,0,[],"['happen', 'feel', 'like', 'zombi', 'apocalyps', 'movi']","with all these hoarding/panic-buying that's happening in #Singapore, i feel like i'm in a zombie apocalypse movie! :face_with_medical_mask::anxious_face_with_sweat: #CoronavirusOutbreak"
147,1225950563424067585,1225950563424067585,2020-02-08,09:12:46,112194493,evgbeats,Evgeni Atanasov,,Are you serious? All selling out in Singapore due to panic. #panicbuying  https://t.co/aqbFJlZMAN,en,[],[],['https://pbs.twimg.com/media/EQNziV_VUAAVj9u.jpg'],0,0,1,['panicbuying'],https://twitter.com/EvGBeats/status/1225950563424067585,1,[],"['seriou', 'sell', 'singapor', 'due']",Are you serious? All selling out in Singapore due to panic. #panicbuying  https://t.co/aqbFJlZMAN
149,1225834064256458752,1225834064256458752,2020-02-08,01:29:50,112194493,evgbeats,Evgeni Atanasov,,Even @amazon Prime has no delivery windows for 2 days. Wtf. #Singapore #panicbuying,en,"[{'screen_name': 'amazon', 'name': 'amazon', 'id': '20793816'}]",[],[],0,0,0,"['singapore', 'panicbuying']",https://twitter.com/EvGBeats/status/1225834064256458752,0,[],"['even', 'prime', 'deliveri', 'window', 'day', 'wtf']",Even @amazon Prime has no delivery windows for 2 days. Wtf. #Singapore #panicbuying
150,1225812215208394752,1225812215208394752,2020-02-08,00:03:01,40859142,fafuierice,Fafui,,People are panic buying here in Singapore and it makes me anxious that my coteacher told me that she had never seen this before. She said it’s like the silent World War 3 and it’s super scary. Putaaaa.,en,[],[],[],0,0,0,[],https://twitter.com/fafuierice/status/1225812215208394752,0,[],"['peopl', 'singapor', 'make', 'anxiou', 'coteach', 'told', 'never', 'seen', 'said', 'like', 'silent', 'world', 'war', 'super', 'scari', 'putaaaa']",People are panic buying here in Singapore and it makes me anxious that my coteacher told me that she had never seen this before. She said it’s like the silent World War 3 and it’s super scary. Putaaaa.
151,1225797619806392320,1225797619806392320,2020-02-07,23:05:01,598130345,glennarden_,GRG,,panic buying of groceries... seriously??? #Singapore   Please Remain CALM!,en,[],[],[],1,0,1,['singapore'],https://twitter.com/glennarden_/status/1225797619806392320,0,[],"['groceri', 'serious', 'pleas', 'remain', 'calm']",panic buying of groceries... seriously??? #Singapore   Please Remain CALM!
152,1225793643711066113,1225793643711066113,2020-02-07,22:49:13,62835730,kenib0i,@kenib0i,,SG is in Code Orange due to Wuhan Virus and people starts Panic Buying supplies. This is scary!,en,[],[],[],0,0,0,[],https://twitter.com/kenib0i/status/1225793643711066113,0,[],"['sg', 'code', 'orang', 'due', 'wuhan', 'viru', 'peopl', 'start', 'suppli', 'scari']",SG is in Code Orange due to Wuhan Virus and people starts Panic Buying supplies. This is scary!
154,1225790743421190144,1225790743421190144,2020-02-07,22:37:41,633515282,1mpzz,Nic ニコラス,,Many people are panic-buying and stocking up at the supermarkets due to the worsening of the #coronavirus outbreak. #WuhanCoronavius #panicbuying #singapore #sg,en,[],[],[],0,0,0,"['coronavirus', 'wuhancoronavius', 'panicbuying', 'singapore', 'sg']",https://twitter.com/1mpzz/status/1225790743421190144,0,[],"['mani', 'peopl', 'stock', 'supermarket', 'due', 'worsen', 'outbreak']",Many people are panic-buying and stocking up at the supermarkets due to the worsening of the #coronavirus outbreak. #WuhanCoronavius #panicbuying #singapore #sg
155,1225786917993635846,1219409456733143040,2020-02-07,22:22:29,15760735,septian,Septian Hartono ن 😷💉,,Long queues in supermarkets and panic-buying of groceries in Singapore after the government raises the disease outbreak alert level (DORSCON) from Yellow to Orange.  #Wuhan #coronavirus #2019nCoV #CoronavirusOutbreak  https://t.co/ALhs1uhwNR,en,[],[],"['https://pbs.twimg.com/media/EQLeozBUYAEHYL-.jpg', 'https://pbs.twimg.com/media/EQLep8PUcAEWflr.jpg', 'https://pbs.twimg.com/media/EQLerLxUcAAQhNf.jpg', 'https://pbs.twimg.com/media/EQLesVUUEAEAc3l.jpg']",1,3,1,"['wuhan', 'coronavirus', '2019ncov', 'coronavirusoutbreak']",https://twitter.com/septian/status/1225786917993635846,1,[],"['long', 'queue', 'supermarket', 'groceri', 'singapor', 'govern', 'rais', 'diseas', 'outbreak', 'alert', 'level', 'dorscon', 'yellow', 'orang']",Long queues in supermarkets and panic-buying of groceries in Singapore after the government raises the disease outbreak alert level (DORSCON) from Yellow to Orange.  #Wuhan #coronavirus #2019nCoV #CoronavirusOutbreak  https://t.co/ALhs1uhwNR
159,1225772370104700928,1225772370104700928,2020-02-07,21:24:41,36258579,_iamprincelee_,iamprincelee ᜉ᜔ᜇᜒᜈ᜔ᜐᜒᜉᜒ ᜎᜒᜁᜁ,,Stop panic buying! Shop for your grocery items at redmart  https://t.co/F9R79RW7qp,en,[],[],['https://pbs.twimg.com/media/EQLReIqUYAAE8yc.jpg'],0,0,0,[],https://twitter.com/_iamprincelee_/status/1225772370104700928,1,[],"['stop', 'shop', 'groceri', 'item', 'redmart']",Stop panic buying! Shop for your grocery items at redmart  https://t.co/F9R79RW7qp
160,1225767973475872776,1225767973475872776,2020-02-07,21:07:13,103819251,nasseramparna,Nasser Amparna,,Swear to God... panic buying is real here in Singapore after gov't  announced we are on ORANGE LEVEL (DORSCOV) for #nCoV2019   It's a thin boundary to go on REL LEVEL.  https://t.co/SxqU6Btrpu,en,[],[],[],6,10,12,['ncov2019'],https://twitter.com/nasseramparna/status/1225767973475872776,1,[],"['swear', 'god', 'real', 'singapor', 'announc', 'orang', 'level', 'dorscov', 'thin', 'boundari', 'go', 'rel', 'level']",Swear to God... panic buying is real here in Singapore after gov't  announced we are on ORANGE LEVEL (DORSCOV) for #nCoV2019   It's a thin boundary to go on REL LEVEL.  https://t.co/SxqU6Btrpu
161,1223482663735971840,1223481662253629440,2020-02-01,13:46:12,138341228,madewindu8,Gembrong,,@UtdIndonesia Panic buying,en,[],[],[],2,0,0,[],https://twitter.com/madewindu8/status/1223482663735971840,0,"[{'screen_name': 'UtdIndonesia', 'name': 'United Indonesia', 'id': '62190389'}]",[],@UtdIndonesia Panic buying
162,1223425327055007744,1223425327055007744,2020-02-01,09:58:22,44994710,christiiineeee,Christine Wang,,Panic buying of face masks is unwarranted in low risk countries and could pose risks for health care workers  https://t.co/Kd8xxkvJGN,en,[],['https://www.cnbc.com/2020/01/31/china-coronavirus-shortage-of-face-masks-could-pose-risks-for-healthcare-workers.html'],[],1,3,3,[],https://twitter.com/christiiineeee/status/1223425327055007744,0,[],"['face', 'mask', 'unwarr', 'low', 'risk', 'countri', 'could', 'pose', 'risk', 'health', 'care', 'worker']",Panic buying of face masks is unwarranted in low risk countries and could pose risks for health care workers  https://t.co/Kd8xxkvJGN
