Unnamed: 0,Unnamed: 0.1,id,date,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
2068,751,1.22088e+18,25/1/20,9:41:18,"Happy Chinese  New Year, blessings.",[],5,Social Distancing,5,0,-13.046644268914273,0,0,0,10.458498421283293,2,0,0.0
2069,752,1.22088e+18,25/1/20,9:39:12,"Happy Lunar New Year... May this year be filled with happiness, peace and prosperity for all of you. Thank you for your years of support. 😘  #chinesenewyear #lunarnewyear @ Beauty Recipe Aesthetics - Semi Permanent…  https://t.co/eC9Xi2OSKJ","['chinesenewyear', 'lunarnewyear']",30,Social Distancing,31,2,-13.422564342131128,3,1,2,2.4731880983691528,0,0,0.0
2070,753,1.22088e+18,25/1/20,9:33:59,Happy. Chinese New Year Insider : plurymeria Curator : @randytann . Keep tagging with #SingaporeInsiders &amp; follow @SGInsiders to get featured next! . ✅ Complete your #Singapore moment start with 1-hour photosession…  https://t.co/Kmqja2CPqW,"['singaporeinsiders', 'singapore']",22,Social Distancing,23,1,-15.193361357138627,3,0,1,2.5334253511565996,0,0,0.0
2071,754,1.22088e+18,25/1/20,9:15:12,Saturday with 🚴‍♀️🚴‍♂️🚴‍♂️ Happy #ChineseNewYear  to one and all! Wishing everyone a prosperous &amp; fruitful year of the 🐀  https://t.co/7ggUH2Q1wA,['chinesenewyear'],15,Social Distancing,16,1,-12.613542314004272,0,1,0,5.582319849062409,1,0,0.0
2072,755,1.22088e+18,25/1/20,9:13:28,A #latergram of Reunion Dinner 2 last night at home with healthy hotpot - if there’s such a thing 😅 #cny2020 #chinesenewyear #yearoftherat #goodvibes #photostory #shotoniphone11pro  _ Ready for part 2!!!! _ #food…  https://t.co/sZmcTTUuBX,"['latergram', 'cny2020', 'chinesenewyear', 'yearoftherat', 'goodvibes', 'photostory', 'shotoniphone11pro', 'food']",20,Social Distancing,24,1,-15.49748950278129,0,1,0,3.3404997875704807,0,0,0.0
2073,756,1.22087e+18,25/1/20,8:45:20,Happy Chinese New Year. Gong Xi Fa Cai.. @ Universal Studio Singapore  https://t.co/B7FnAa46qY,[],11,Social Distancing,11,1,-15.9128862880982,0,0,0,3.3404997875704807,0,0,0.0
2074,757,1.22087e+18,25/1/20,8:42:16,Celebration for Chinese new year. Wish all of my friend all the best!  https://t.co/sS4rZ26lMh,[],13,Social Distancing,13,1,-11.486703900254378,0,0,1,8.157520887733781,1,0,0.0
2075,758,1.22086e+18,25/1/20,8:18:08,"Wishing everyone a very Happy Chinese New Year! May the year of the Rat bring you much joy and happiness, great health and prosperity &amp; abundance!  2020 marks the start of a new decade and the start of a new cycle…  https://t.co/mecMY1DaFK",[],39,Social Distancing,41,2,-11.378830445931344,4,2,1,2.1876645513407023,0,0,0.0
2076,759,1.22086e+18,25/1/20,8:16:37,Gong Xi Fa Cai. Wishing you and yours a Happy &amp; Prosperous Chinese New Year! #YearoftheRat  https://t.co/wHMxcT5xqM,['yearoftherat'],14,Social Distancing,15,1,-15.230208930477616,1,1,2,2.759198347059036,0,0,0.0
2077,761,1.22086e+18,25/1/20,8:08:59,🏮🏮🏮#cny #chinesenewyear #Singapur #Singapore #buddahtoothrelictemple #viajeros #asia #expatfamily #traveler #expatfamily #lampas #argentina #insta @ Buddha Tooth Relic Temple and Museum  https://t.co/lCMvkOQVzK,"['cny', 'chinesenewyear', 'singapur', 'singapore', 'buddahtoothrelictemple', 'viajeros', 'asia', 'expatfamily', 'traveler', 'expatfamily', 'lampas', 'argentina', 'insta']",6,Social Distancing,6,0,-20.47691028257157,0,1,0,4.197650602367685,0,0,0.0
2078,762,1.22084e+18,25/1/20,6:39:59,Happy Chinese New Year.May this year of the rat bless you with the power to transform unlucky events into good fortune. Gong Xi Fa Cai🍊  https://t.co/ZMK69Cd2xJ,[],24,Social Distancing,26,2,-13.064563585589276,1,0,1,3.02440715484139,0,0,0.0
2079,764,1.22081e+18,25/1/20,4:42:06,Throwback to the days I thought I could finish learning Mandarin. Now all I can answer to a beginning convo is wô hên hâo 🤪 Happy Chinese New Year 🧧! 🥳🎋🏮 #streetphotography #chinesenewyear2020 #chinesenewyear @…  https://t.co/rDhP1SW6MF,"['streetphotography', 'chinesenewyear2020', 'chinesenewyear']",25,Social Distancing,28,2,-13.886136369798118,5,0,2,3.3404997875704807,0,0,0.0
2080,765,1.2208e+18,25/1/20,3:46:54,Gong Xi Fa Cai to all my friends who are celebrating the Chinese New Year. 🙏🏻🙏🏻🙏🏻❤️❤️❤️ . . . . . . #cny #celavi #friends #ny #singapore #angmoh #italian #gongxifacai #rat #2020 @ CÉ LA VI Singapore  https://t.co/UCjj6uoYPx,"['cny', 'celavi', 'friends', 'ny', 'singapore', 'angmoh', 'italian', 'gongxifacai', 'rat']",18,Social Distancing,19,1,-16.297759722138892,2,0,1,2.685403526099895,0,0,0.0
2081,767,1.22078e+18,25/1/20,2:47:32,"Happy Chinese New Year to my Chinese friend, this year has been a very happy year for you ❤️  https://t.co/hCPUPRYrBj",[],18,Social Distancing,18,1,-11.559263647711019,2,0,1,6.858291790225298,1,0,0.0
2082,768,1.22077e+18,25/1/20,1:50:45,First post of chinese new year!  I think is a tradition that me and my brother hongmingshushu always take weird and funny photos. I guess both of us are weird🤓🤓🤣🤣🐷🐭🥳 Pls don't judge our…  https://t.co/ADPxp7Fjcd,[],33,Social Distancing,34,2,-11.788056022275857,5,1,3,4.197650602367687,0,0,0.0
2083,769,1.22076e+18,25/1/20,1:39:44,"🧧🏮 新年快樂 🏮🧧  Happy Chinese New Year!  Hope everyone has a wonderful and prosperous year, wishing everyone the best ❤️  Now back to getting drunk with family 💙🍻🧧💚  #ChineseNewYear2020 #Fireworks  https://t.co/xxc9bSp7QM","['chinesenewyear2020', 'fireworks']",23,Social Distancing,23,1,-13.17240298704753,3,1,0,3.44627329403348,0,0,0.0
2084,772,1.22076e+18,25/1/20,1:19:18,Gong Xi Fa Cai !! Happy Chinese New Year 2020 !! #gongxifacai #happychinesenewyear #surantelomeretherapy #suran #surandeerplacenta #foreveryoung #telomeretherapy #2020  https://t.co/Bn5QYSP312,"['gongxifacai', 'happychinesenewyear', 'surantelomeretherapy', 'suran', 'surandeerplacenta', 'foreveryoung', 'telomeretherapy']",8,Social Distancing,9,0,-17.852642604302087,0,0,0,4.7982536404196345,0,0,0.0
2085,773,1.22075e+18,25/1/20,0:51:49,😻❤️#buddahtoothrelictemple #lamps #magical #chinesenewyear #singapore #singapur #travel #expatfamily #argentina #viajerosporelmundo @ Buddha Tooth Relic Temple and Museum  https://t.co/DmoCGhnZ28,"['buddahtoothrelictemple', 'lamps', 'magical', 'chinesenewyear', 'singapore', 'singapur', 'travel', 'expatfamily', 'argentina', 'viajerosporelmundo']",6,Social Distancing,6,0,-19.350159693802652,0,1,0,5.582319849062409,1,0,0.0
2086,774,1.22075e+18,25/1/20,0:47:18,"Not to forget that as we celebrate Lunar New Year according to the Chinese traditions, we also have our friends and brethren in Vietnam who are celebrating Tet, those in Korea who are celebrating Seollal (설날)  And…  https://t.co/nSkhhJx46r",[],36,Social Distancing,36,2,-12.218367922494208,8,2,2,3.3404997875704803,0,0,0.0
2087,775,1.22075e+18,25/1/20,0:42:19,Happy Chinese New Year from the Sze's ❤❤❤ 👨‍👩‍👧➕👶🏻 @ Singapore  https://t.co/nXelj0NACb,[],7,Social Distancing,8,0,-14.455314378913103,0,0,0,6.645015734668393,1,0,0.0
2088,776,1.22075e+18,25/1/20,0:40:06,First Chinese New Year abroad!  https://t.co/Q8VYwf6p9D,[],5,Social Distancing,5,0,-13.567337450098824,0,0,0,14.314157420613997,2,0,0.0
2089,777,1.22075e+18,25/1/20,0:31:30,Welcome to the year of 🐀... Happy Chinese New Year #happychinesenewyear #新年快乐 #新年快樂 #恭喜發財 #恭喜发财 #鼠你精彩  #鼠年 @ Singapore  https://t.co/I3bpEPwmgL,"['happychinesenewyear', '新年快乐', '新年快樂', '恭喜發財', '恭喜发财', '鼠你精彩', '鼠年']",10,Social Distancing,10,0,-16.16583200208673,1,0,0,7.430894621083495,1,0,0.0
2090,779,1.22074e+18,25/1/20,0:24:47,"Happy New Year’s Eve to all Chinese friends. New Year’s Eve usually starting at 11:00 p.m. the celebration will begin with ancestor worshipping and will be followed by a reunion dinner, a savoury and royally feast…  https://t.co/aJU3An5Qq7",[],38,Social Distancing,38,2,-12.684545319827857,7,1,0,3.02660001994466,0,0,0.0
2091,782,1.22074e+18,25/1/20,0:08:20,Happy Chinese New Year everybody  🎆,[],5,Social Distancing,5,0,-12.282950291019526,0,0,0,10.458498421283293,2,0,0.0
2092,783,1.22074e+18,25/1/20,0:03:46,"Chinese New Year celebrations at Marina Bay, Singapore   https://t.co/xcKYpqbAC0",[],8,Social Distancing,8,0,-14.822243989738014,0,0,0,5.58231984906241,1,0,0.0
2093,785,1.22074e+18,24/1/20,23:58:14,Happy Chinese New Year 2020. . Gong Xi Fa Cai . From Us at LimaPuluh Restaurant . #LimaPuluhRestaurant #HCNY2020 #Restoran50 #IskandarMalaysia #IskandarMalaysia #IskandarPuteri #JohorBahru #Nusajaya #halalfood…  https://t.co/Yjffk0ZFLp,"['limapuluhrestaurant', 'hcny2020', 'restoran50', 'iskandarmalaysia', 'iskandarmalaysia', 'iskandarputeri', 'johorbahru', 'nusajaya', 'halalfood']",13,Social Distancing,14,1,-17.71791916517012,0,0,1,2.2891761753518276,0,0,0.0
2094,786,1.22073e+18,24/1/20,23:41:11,Chinese New Year celebrations were in full swing this evening in Chinatown as everybody looks to welcome in the Year of the Rat. The bustling street market was perfumed with the heady scent of durian. I resisted the…  https://t.co/GH20enrrhO,[],38,Social Distancing,38,2,-11.822232225857993,7,0,0,2.933031148842776,0,0,0.0
2095,788,1.22073e+18,24/1/20,23:32:27,First Chinese New Year with Dhillon’s family 💕 @ Singapore  https://t.co/RifFN79EzA,[],9,Social Distancing,8,0,-14.586274438892305,0,0,0,6.645015734668393,1,0,0.0
2096,789,1.22073e+18,24/1/20,23:31:04,Happy #ChineseNewYear! Gong Xi Fa Cai 🎊🧧  https://t.co/WWHbG6BZnU,['chinesenewyear'],5,Social Distancing,5,0,-16.982802608276675,0,0,0,8.15752088773378,1,0,0.0
2097,790,1.22073e+18,24/1/20,23:20:32,"Once arrowhead bulbs start to appear in the market, you know the Spring Festival, or Chinese New Year, has arrived. It also means it’s time to plan and prepare for the festive season, including spring cleaning,…  https://t.co/vE6bFVEBAX",[],37,Social Distancing,36,2,-11.75058670553739,9,3,1,3.5777353393210856,0,0,0.0
2098,791,1.22072e+18,24/1/20,23:05:52,"Hey hey hey!!! Tomorrow is Ang Pao collection time! Remember to take care of your health while enjoying yourself!  West Symphonia wishes you, your family and friends a prosperous and happy Chinese New Year in the year…  https://t.co/jmjTtxIcB4",[],37,Social Distancing,37,2,-12.240958077938505,6,2,3,2.0752698548844233,0,0,0.0
2099,792,1.22072e+18,24/1/20,22:49:01,"It’s a free time in Singapore, chinese  new year 2020. @ Woodlands Industrial Park E5  https://t.co/XyCLZOOymh",[],13,Social Distancing,14,1,-14.087942994737896,0,0,0,5.582319849062408,1,0,0.0
2100,793,1.22072e+18,24/1/20,22:35:34,Happy Chinese New Year #cny #shotoniphone #chinesenewyear #chinesenewyear2020 #nagoyahillmall @ Malaya Cafe Restorant Cafe Nagoya  https://t.co/sPKWA4uZ65,"['cny', 'shotoniphone', 'chinesenewyear', 'chinesenewyear2020', 'nagoyahillmall']",9,Social Distancing,9,0,-19.30095101529599,0,0,0,3.5777353393210856,0,0,0.0
2101,796,1.22071e+18,24/1/20,22:04:46,3rd Lunar New Year as a Missus . #lunarnewyear2020 #angbao #angbaoforcny #chinesenewyear #chinesenewyear2020 #prepforcny #prepforcny2020 #yearoftherat #yearoftherat2020 #singaporecurrency @ Singapore  https://t.co/uAcX3jIkyb,"['lunarnewyear2020', 'angbao', 'angbaoforcny', 'chinesenewyear', 'chinesenewyear2020', 'prepforcny', 'prepforcny2020', 'yearoftherat', 'yearoftherat2020', 'singaporecurrency']",7,Social Distancing,8,0,-18.784290098020772,0,0,0,5.582319849062409,1,0,0.0
2102,797,1.22071e+18,24/1/20,21:58:12,"For my Chinese New Year resolution, I aim to be a SECRET toxic #bitcoin maximalist.",['bitcoin'],14,Social Distancing,14,1,-12.477547441439496,2,0,2,6.645015734668392,1,0,0.0
2103,799,1.22071e+18,24/1/20,21:53:44,My iPad’s gonna be my best friend for this CNY. Gonna catch up on Netflix and books I’ve been wanting to check out. Happy New Year to my Chinese friends!! Stay safe everybody 🍊🍊 @ Hotel Jen Tanglin Singapore by…  https://t.co/4LCoqtiwYe,[],40,Social Distancing,38,2,-12.761912695156251,5,1,2,1.9854471442844024,0,0,0.0
2104,800,1.2207e+18,24/1/20,21:48:36,Happy Chinese New Year To All My Dear Friends All Over Tge World ! May this year of the rat bless you with the power to transform unlucky events into good fortune. #chinesenewyear2020 #wishes #kongxifacai #spreadlove…  https://t.co/PMLXI2uyD4,"['chinesenewyear2020', 'wishes', 'kongxifacai', 'spreadlove']",31,Social Distancing,31,2,-13.535323169997463,1,0,2,1.8310983682864337,0,0,0.0
2105,801,1.2207e+18,24/1/20,21:47:20,It's the day of each year you find everyone sharing videos and images of them having steamboat.  But most importantly it is the company at the #ReunionDinners that count =)  Happy Chinese New Year!!!  #2020 #CNY…  https://t.co/k4Ap7JRgaE,"['reuniondinners', 'cny']",31,Social Distancing,32,2,-11.720602108006826,5,1,1,2.685403526099895,0,0,0.0
2106,802,1.2207e+18,24/1/20,21:35:00,"Happy Chinese New Year 2020, GONG XI FA CAI⁣⁣ ⁣⁣ Let’s welcome the Chinese New Year with a big heart, high spirit, and a bunch of love. Happy celebrating!⁣⁣ 🥳🥳 @ Nagoya Food Court Batam  https://t.co/IzjqkFpdWx",[],32,Social Distancing,32,2,-14.056337384893192,2,1,0,1.9530425571105443,0,0,0.0
2107,803,1.2207e+18,24/1/20,21:28:37,"Today is the eve of the Chinese New Year (CNY), and many people are having reunion dinners at home or at restaurants with their families and loved ones in celebration of the Year of the RAT!  For me, although I do…  https://t.co/vLs5fPku6c",[],41,Social Distancing,41,2,-11.098422175854774,5,3,2,2.1279686628028953,0,0,1.0
2108,804,1.2207e+18,24/1/20,21:21:52,Gong Xi Fa Chai. Wishing you good luck and prosperity in 2020. Happy Chinese New Year @ Singapore  https://t.co/Md6J7E3o8c,[],16,Social Distancing,17,1,-14.237554708001733,0,1,1,3.3404997875704803,0,0,0.0
2109,805,1.2207e+18,24/1/20,21:10:20,Did you ever wish to buy the whole shop? Happy Chinese New Year Day25: Red  #chinesenewyear #chinatown #travel #street #streetphotography #people #streets #peoplephotography #shotoniphone #singapore #kids #streetlife…  https://t.co/8p36nx3gCo,"['chinesenewyear', 'chinatown', 'travel', 'street', 'streetphotography', 'people', 'streets', 'peoplephotography', 'shotoniphone', 'singapore', 'kids', 'streetlife']",15,Social Distancing,15,1,-15.665665597806086,2,0,1,2.5334253511566,0,0,0.0
2110,806,1.22069e+18,24/1/20,21:08:03,"As we ring in the Chinese New Year , here is wishing the best of ‘health’ for everyone across the globe .!!!! @ Singapore  https://t.co/ByzTbNVEDX",[],21,Social Distancing,21,1,-11.70969659426245,3,0,1,5.408315196212941,1,0,0.0
2111,807,1.22069e+18,24/1/20,21:07:43,"Happy Chinese New Year! May this year bring you all happiness, wealth, longevity &amp; good fortune.  Gong Xi Fa Cai  https://t.co/m7PfcMKdmU",[],19,Social Distancing,20,1,-14.165877268710481,1,0,1,2.2891761753518267,0,0,0.0
2112,808,1.22069e+18,24/1/20,21:00:54,Is it risky at all to go to Chinese new year celebrations tonight in Singapore considering the #wuhanvirus has been detected here?,['wuhanvirus'],21,Social Distancing,21,1,-11.12572420251188,7,0,0,8.157520887733785,1,0,0.0
2113,809,1.22069e+18,24/1/20,20:29:25,"I think, no other women in my life can be compared to this lady who endured the 9 month of pregnancy to bring me into this world. Happiest birthday mother, I’ll always make you proud.  Anyway, happy chinese new year…  https://t.co/Hz6miYkAkS",[],40,Social Distancing,40,2,-11.514887320496877,6,0,3,3.3404997875704807,0,0,0.0
2114,810,1.22068e+18,24/1/20,20:27:31,The #YearoftheRat is just a few hours away. May the Year of the Rat bring you good luck &amp; good fortune. Happy #ChineseNewYear to all!  #CNY2020 #Singapore #VisitSingapore #Festivemood #appicoftheweek @VisitSingapore @NatGeoTravel @TravelLeisure @AP_Magazine  https://t.co/vZuW0BJo83,"['yearoftherat', 'chinesenewyear', 'cny2020', 'singapore', 'visitsingapore', 'festivemood', 'appicoftheweek']",22,Social Distancing,23,1,-14.615694326145094,1,0,1,2.1279686628028944,0,0,0.0
2115,811,1.22068e+18,24/1/20,20:17:29,Wishing everyone sparkles ✨ of light 💡 perpetual  joy ☀️  and undying love ❤️ throughout the Lunar New Year of the Rat.  The pics of these spectacular lanterns were captured at myawesomecafe   #CNY2020 #Chinese…  https://t.co/EBbtp6KwCh,"['cny2020', 'chinese']",28,Social Distancing,28,2,-13.900111973397888,3,1,0,3.3404997875704803,0,0,0.0
2116,812,1.22068e+18,24/1/20,20:10:10,"Hisashiburi, Marina!!! Happy Chinese New Year, y''all!!!! Long werkend, baby!!!! @ Marina Bay Singapore  https://t.co/sJYPHUQeb9",[],12,Social Distancing,13,1,-15.197364123343428,1,0,0,3.5777353393210856,0,0,0.0
2117,814,1.22068e+18,24/1/20,19:50:39,Happy Chinese New Year of the Rat .... Just don't eat them !  Gong Xi Fa Cai ! Here's hoping the Wuhan virus behaves itself ... #chinesenewyear2020 #gongxifacai #gongxifacai2020 @ Chinatown  https://t.co/xBr7K9HLN9,"['chinesenewyear2020', 'gongxifacai', 'gongxifacai2020']",21,Social Distancing,23,1,-15.033023238595291,3,0,0,2.759198347059036,0,0,0.0
2118,815,1.22067e+18,24/1/20,19:45:04,初夕！😊 Happy Chinese New Year Eve everybody! #cnyeve #ootd @ Singapore  https://t.co/aeQGS266Sy,"['cnyeve', 'ootd']",7,Social Distancing,7,0,-16.241733808775493,0,0,0,4.798253640419631,0,0,0.0
2119,816,1.22067e+18,24/1/20,19:42:44,#XinNianKuaiLe! #KungHeiFatChoi! Happy #LunarNewYear! May the #YearOfTheRat bring you #goodluck and #goodfortune. UIB wishes you and your loved ones a prosperous and #HappyNewYear of the #Rat 2020! 🐀🧧🏮 #ChineseNewYear #AI #IoT #H2M #AIX #NLP  https://t.co/L69LWgAzWo,"['xinniankuaile', 'kungheifatchoi', 'lunarnewyear', 'yearoftherat', 'goodluck', 'goodfortune', 'happynewyear', 'rat', 'chinesenewyear', 'ai', 'iot', 'h2m', 'aix', 'nlp']",18,Social Distancing,19,1,-14.936177158284282,1,1,2,2.169143999332484,0,0,0.0
2120,817,1.22067e+18,24/1/20,19:27:15,Singapore on Chinese New Year Eve. Mind blown for these are taken using iPhone. #ShotoniPhone  https://t.co/1F8bRpSfK8,['shotoniphone'],14,Social Distancing,14,1,-13.206513679197263,3,0,0,3.72368883739294,0,0,0.0
2121,818,1.22067e+18,24/1/20,19:17:40,"I know it’s early but #GongXiFaCai aka Happy Chinese New Year! Those celebrating, enjoy the long weekends! I will be staying at home and be a hermit. Which means... . . “//scraming I WANNA PLAY MY GAMES WITH NO INTERUPTIONS AND PLEASE NO GUESTS IN THE HOUSE!”  https://t.co/3iuaXvPC2O",['gongxifacai'],45,Social Distancing,44,2,-13.99137866171847,9,3,2,1.3107627561648945,0,0,0.0
2122,820,1.22066e+18,24/1/20,18:40:22,"Hello! I’m looking for vendors for a flea market event, happening this 21st march. If you’re interested or know anyone that would be, feel free to RT this tweet or DM me, and i’ll let you know the deets! Thank you, and Happy Chinese New Year! 🤘🏽",[],48,Social Distancing,46,2,-11.39823786647126,9,3,3,2.1691439993324835,0,0,0.0
2123,822,1.22066e+18,24/1/20,18:34:35,"Another 6hours to go, the relay baton is going to pass to the Chinese Lunar Zodiac Rat! Would like to take this opportunity to wish all friends in overseas a Happy Chinese 🧧 Lunar New Year 恭贺新禧 ！Enjoy your reunion…  https://t.co/hEEcfpKgex",[],37,Social Distancing,38,2,-12.79472133987836,7,0,1,3.5777353393210856,0,0,0.0
2124,823,1.22065e+18,24/1/20,18:28:03,hehehe girlfriend for rent boyfriend for rent for chinese new year so quirky,[],13,Social Distancing,13,1,-13.351963938013805,1,0,0,9.29850297181751,1,0,0.0
2125,824,1.22065e+18,24/1/20,18:09:24,Had NYE Countdown here and now Chinese New Year Eve Lunch at ATLAS. Always a great time with excellent drinks &amp; delicious food. #cny2020 #atlasbarsg  https://t.co/DpHVvQdolI,"['cny2020', 'atlasbarsg']",22,Social Distancing,23,1,-14.476657169783032,1,1,0,2.5334253511566,0,0,0.0
2126,825,1.22065e+18,24/1/20,18:09:00,Had NYE Countdown here and now Chinese New Year Eve Lunch at ATLAS. Always a great time with excellent drinks &amp; delicious food. #cny2020 #atlasbarsg  https://t.co/IYYIRsOr46,"['cny2020', 'atlasbarsg']",22,Social Distancing,23,1,-14.476657169783032,1,1,0,2.5334253511566,0,0,0.0
2127,826,1.22065e+18,24/1/20,18:08:34,Had NYE Countdown here and now Chinese New Year Eve Lunch at ATLAS. Always a great time with excellent drinks &amp; delicious food. #cny2020 #atlasbarsg  https://t.co/wNwEIIr9NP,"['cny2020', 'atlasbarsg']",22,Social Distancing,23,1,-14.476657169783032,1,1,0,2.5334253511566,0,0,0.0
2128,827,1.22065e+18,24/1/20,18:00:23,"#ReunionDinner to invite the #yearoftherat ! 1st one to gobble his plate is #BenBen #BenedictCumberbatch &amp; then he goes searching for leftovers 🤣🤣🤣  Our @KittenSanctuary is open during Chinese New Year, Sat 25th, Sun…  https://t.co/KnYwRaTy8H","['reuniondinner', 'yearoftherat', 'benben', 'benedictcumberbatch']",24,Social Distancing,27,2,-14.476614679328572,6,1,1,3.0244071548413904,0,0,0.0
2129,828,1.22065e+18,24/1/20,17:56:34,Pink. Happy Chinese New Year #photography #nikon  https://t.co/hX5JC2WSqK,"['photography', 'nikon']",5,Social Distancing,5,0,-15.225822512521033,0,0,0,5.58231984906241,1,0,0.0
2130,830,1.22064e+18,24/1/20,17:45:47,✨Bridge✨. Today the Chinese New Year starts!! So happy new year (again😅) to everyone!!. . . #happy #nature #cny #singapore #asia #birdpark #park #traveller #travelgirl #singaporeinsiders #wonderlust…  https://t.co/JmDHYMHstV,"['happy', 'nature', 'cny', 'singapore', 'asia', 'birdpark', 'park', 'traveller', 'travelgirl', 'singaporeinsiders', 'wonderlust']",14,Social Distancing,14,1,-14.953110073902142,1,0,0,4.008262676598012,0,0,0.0
2131,831,1.22064e+18,24/1/20,17:32:41,A #latergram of Reunion Dinner 1 last night at tunglokgroup #cny2020 #chinesenewyear #yearoftherat #goodvibes #photostory #shotoniphone11pro  _ #food #foodporn #nomnom #yummy #igfood #instafood #igfoodies…  https://t.co/sUDuTuRZdA,"['latergram', 'cny2020', 'chinesenewyear', 'yearoftherat', 'goodvibes', 'photostory', 'shotoniphone11pro', 'food', 'foodporn', 'nomnom', 'yummy', 'igfood', 'instafood', 'igfoodies']",8,Social Distancing,10,0,-19.099060004515785,0,0,0,4.197650602367687,0,0,0.0
2132,832,1.22064e+18,24/1/20,17:21:33,"Wishing our Chinese friends a prosperous Lunar New Year.  We’re still open tmr incase anyone needs an emergency cut (hahaha), but will close on Sunday. We’ll resume business on Monday. Huat ah!  #haircuts…  https://t.co/BNQTo1sWT3",['haircuts'],34,Social Distancing,32,2,-13.511989373806895,3,2,1,1.8872914584984104,0,0,0.0
2133,833,1.22064e+18,24/1/20,17:20:20,First Chinese New Year with family in 9 years! #vpumped  https://t.co/MprHZ9wuor,['vpumped'],8,Social Distancing,9,0,-12.880531850570424,0,0,0,8.157520887733781,1,0,0.0
2134,834,1.22064e+18,24/1/20,17:17:33,Harriette Kylian wishes everyone a very Happy Chinese New Year of the Rat 2020 #harriettekylian #irishlinenapparels @ Singapore  https://t.co/aFwGgXUQSi,"['harriettekylian', 'irishlinenapparels']",14,Social Distancing,15,1,-15.48942366106863,1,0,0,3.7236888373929395,0,0,0.0
2135,837,1.22062e+18,24/1/20,16:11:15,a chinese new year miracle to get this close to this wild animal and not get scratched  https://t.co/fLQgIl3aig,[],17,Social Distancing,17,1,-12.285638518370819,3,1,0,8.157520887733783,1,0,0.0
2136,839,1.22061e+18,24/1/20,15:46:28,新年快乐！🎉 Happy Chinese New Year! First we sweat and then we eat! 😝🤟🏽  https://t.co/czFLnzbHmn,[],11,Social Distancing,11,1,-13.025080899973291,2,2,1,6.645015734668392,1,0,0.0
2137,840,1.22061e+18,24/1/20,15:46:23,"Woodgrove Secondary School w Tan Wang Cheow (Chairman, school advisory committee- SAC). Was roped in by him a decade ago to serve also in the SAC. Excellent Chinese New Year(CNY ) Celebrations event (today’s the eve) put up by the students and teachers, Bravo! Joy =good health",[],48,Social Distancing,47,2,-13.21863394301894,5,2,0,1.2731900278690322,0,0,0.0
2138,841,1.22061e+18,24/1/20,15:43:11,WE ARE OPEN EVEN ON CHINESE NEW YEAR   Dcbikes® Business EVERYDAY As Usual Throughout The Holidays From 12 to 9pm  Online Shopping 🛒 24 Hours / 365 Days  https://t.co/o1X8nJT8wV  🤙Happy Holidays…  https://t.co/aySMTBi1b4,[],24,Social Distancing,28,2,-17.539898704662924,1,0,0,1.9854471442844026,0,0,0.0
2139,843,1.2206e+18,24/1/20,15:05:02,Bring out the red this Chinese New Year  https://t.co/S1u7T5Oovo,[],8,Social Distancing,8,0,-13.160868726837098,1,0,0,14.314157420613997,2,0,0.0
2140,844,1.2206e+18,24/1/20,14:40:15,Thinking about that delicious Nasi Uduk on my flight back from Bali earlier this week. . Happy Chinese New Year Eve everyone and have a fantastic reunion dinner in the evening ahead! .  #singaporeairlines #flysq…  https://t.co/YyBvYpj8Qj,"['singaporeairlines', 'flysq']",31,Social Distancing,31,2,-13.191564654714346,2,1,1,2.5334253511566005,0,0,0.0
2141,845,1.2206e+18,24/1/20,14:34:49,"When Spring cleaning is done, is a must to lit a candle!! #icleaned A ritual that I started doing because of my favourite Instagrammer fromgreatbeginnings  !! All ready for Chinese New Year! @ Singapore  https://t.co/ja1J24RCZx",['icleaned'],31,Social Distancing,31,2,-12.470562776556955,8,0,2,4.798253640419633,0,0,0.0
2142,846,1.22059e+18,24/1/20,13:57:10,Spring cleaning my room to prepare for Chinese New Year! 🧹 🧹   Happy CNY Eve 🍊 🤗  https://t.co/fcmr9DWs5w,[],13,Social Distancing,13,1,-13.72624394229751,2,0,1,4.798253640419633,0,0,0.0
2143,847,1.22058e+18,24/1/20,13:43:20,•annual feasting of homecooked yummies•  #randomperceptions #chinesenewyear #chinesenewyear2020 #reunionlunch #reunionlunch2020 #reuniondinner #reuniondinner2020 #homecooked #homecookedmeals #homecookedisthebest @…  https://t.co/qqwugaaxi6,"['randomperceptions', 'chinesenewyear', 'chinesenewyear2020', 'reunionlunch', 'reunionlunch2020', 'reuniondinner', 'reuniondinner2020', 'homecooked', 'homecookedmeals', 'homecookedisthebest']",5,Social Distancing,5,0,-20.953181062210053,0,0,0,8.157520887733781,1,0,0.0
2144,849,1.22057e+18,24/1/20,12:32:48,"However, I am so so so grateful for all those working during chinese new year to prevent the spread and finding the cause of it",[],25,Social Distancing,25,1,-10.133471285450092,4,1,1,14.314157420613999,2,0,0.0
2145,851,1.22055e+18,24/1/20,11:34:07,"Time to collect the children. Anybody havw plans for the XNY weekend? #schoolrun #chinesenewyear @ Ang Mo Kio, Singapore  https://t.co/fZozPp0oE7","['schoolrun', 'chinesenewyear']",16,Social Distancing,16,1,-14.985461219610565,1,0,0,3.3404997875704803,0,0,0.0
