id,Comment Datetime,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
1.36E+18,10/2/21,8:39:41,These wealthy vaccine cheats prove we were never all in this together #COVID19  https://t.co/83wVeSgHBs,['covid19'],12,Vaccination,12,1,-13.67919881,2,0,1,15.79657832,2,0,0
1.36E+18,10/2/21,8:29:33,@JimLeitrim1 .....or save 2 dosage of COVID vaccine 🤪,[],6,Vaccination,7,0,-14.51785633,1,0,0,15.79657832,2,0,0
1.36E+18,10/2/21,7:20:32,Actor Hugh Bonneville has new role as Covid-19 vaccine marshal  https://t.co/VC1wycVh53,[],10,Vaccination,10,0,-15.46749975,1,0,0,6.111149617,1,0,0
1.36E+18,10/2/21,7:09:10,#Facebook Will Take Down Posts With Claims About #vaccines It Deems False   https://t.co/OReuRI0JeX,"['facebook', 'vaccines']",10,Vaccination,10,0,-16.16004753,2,0,0,5.261223706,1,0,0
1.36E+18,10/2/21,6:43:03,"No Tesla, no Bitcoin, no vaccines. Yet our 2020 portfolio hit 98.1%  https://t.co/9H9F4QbgD8",[],10,Vaccination,13,1,-13.67425468,1,0,1,8.990131623,1,0,0
1.36E+18,10/2/21,6:37:02,UOB Asset Management bets on recovery from successful vaccine rollout  https://t.co/CiLdcaPjU2,[],10,Vaccination,10,0,-15.5569042,0,0,0,5.244301231,1,0,0
1.36E+18,10/2/21,6:32:41,The local bourse extended its rally on Tuesday on the back of news on vaccine arrivals for the coronavirus disease 2019 (Covid-19) and Wall Street’s overnight gains.   https://t.co/oAshNbixIT,[],27,Vaccination,27,2,-12.78541368,2,1,0,2.999472069,0,0,0
1.36E+18,10/2/21,6:01:03,"SIA stewardess, who received first vaccine dose, among 11 new cases  https://t.co/oKIR2K1JTi",[],10,Vaccination,11,1,-14.5278748,1,0,0,7.28761841,1,0,0
1.36E+18,10/2/21,5:57:48,"The government will immediately distribute the Covid-19 vaccines that are expected to arrive next week to the designated recipients, President Rodrigo Duterte said as he denied allegations of corruption in the procurement of vaccines.   https://t.co/dA4zEER7pi",[],34,Vaccination,34,2,-11.51088849,7,1,0,3.472610476,0,0,1
1.36E+18,10/2/21,5:54:52,Oh I get it... More vaccines!!!,[],6,Vaccination,6,0,-10.79990712,1,0,1,46.19681863,4,0,0
1.36E+18,10/2/21,5:52:47,And they say vaccines help???!!! #COVID19  https://t.co/iDutYlCLgI,['covid19'],5,Vaccination,5,0,-13.77775489,2,0,0,24.22567592,3,0,0
1.36E+18,10/2/21,5:26:33,💉 Join us in 30 minutes for our conversation on vaccines:  https://t.co/VXvHKcSURP,[],9,Vaccination,10,0,-12.6995932,0,0,2,8.990131623,1,0,0
1.36E+18,10/2/21,5:25:34,"Are new vaccines needed? Jury is out, says Oxford scientist  https://t.co/6PrbmJW74O",[],10,Vaccination,10,0,-13.51479159,3,0,0,7.3097478,1,0,0
1.36E+18,10/2/21,5:01:39,"Sanofi CEO: mRNA is likely the 'go-to' vaccine tech for a pandemic, but the 'bar is high' in other diseases  https://t.co/3ivLEkreI0",[],19,Vaccination,20,1,-13.8289946,3,1,0,6.111149617,1,0,0
1.36E+18,10/2/21,4:46:21,@giorgioluciano Thanks! I hope it also helps to people working on visuals on the vaccines,[],14,Vaccination,14,1,-10.7524043,3,1,0,8.990131623,1,0,0
1.36E+18,10/2/21,4:28:04,J&amp;J applies for COVID-19 vaccine emergency authorisation from South Africa  https://t.co/S2dvSZupjP  https://t.co/lmLT4YrTI3,[],11,Vaccination,12,1,-15.89404121,1,0,0,4.174755196,0,0,0
1.36E+18,10/2/21,4:26:36,"@JFN1971 i don't have cancer, i don't need an experimental oncologic gene therapy (""vaccine"") thanks",[],12,Vaccination,14,1,-14.3538437,4,0,1,6.738402465,1,0,0
1.36E+18,10/2/21,4:21:18,"@TipsCoffee1 @hockeynight literally 99.97% lived... they re-branded the common cold as COVID to sell us experimental vaccines while the govt/taxpayer pays for the distribution, and they are killing people so there are ""supply chain issues"" thank God saving ignorant fools like you",[],39,Vaccination,42,2,-13.01642557,8,2,1,4.072607168,0,0,0
1.36E+18,10/2/21,4:16:47,"It's not so ironic that the 5 EYES (US, Can, Brit, NZ, Aus) are all in climate lockstep/lockdowns, while the rest of the world is mostly open. It's all a scam. We know what's up! Vaccines are experimental gene therapies, dirty masks give you bronchial pneumonia. Don't be stupid!!",[],45,Vaccination,50,2,-12.16446215,8,1,2,2.48604433,0,0,0
1.36E+18,10/2/21,3:29:37,The rich in Brazil trigger debate as they shop fast access to vaccine #worldnews #breakingnews #latestnews #politicnews #businessnews  https://t.co/2IJbLN58er,"['worldnews', 'breakingnews', 'latestnews', 'politicnews', 'businessnews']",13,Vaccination,13,1,-15.38708185,2,0,0,4.203777179,0,0,0
1.36E+18,10/2/21,2:26:19,"Immunity does not come immediately after vaccination—and though they ward off infection, it's unclear how effective the vaccines are at preventing transmission.  Everything you need to know once you have your second dose: 💉   https://t.co/RwfWksp1Cv",[],33,Vaccination,34,2,-12.11221507,8,2,2,6.130328421,1,0,0
1.36E+18,10/2/21,1:51:25,"@xa1gammingpro @Ka1pact @Pokediger1 What do you mean the vaccine might ""oof"" you? That side effect"" sounds very vague and you should be specifying it.",[],21,Vaccination,21,1,-12.70587263,7,1,2,15.79657832,2,1,0
1.36E+18,10/2/21,1:45:32,"He’s the theft of our nation❗️ Not only he stole our country, also the funding of COVID-19 &amp; vaccines! #WhatsHappeningInMyanmar  #RejectTheMilitaryCoup  #SaveMyanmar  #SayNoToDictatorship  https://t.co/6Wv2JynZdy","['whatshappeninginmyanmar', 'rejectthemilitarycoup', 'savemyanmar', 'saynotodictatorship']",19,Vaccination,19,1,-14.03852802,1,1,1,4.072607168,0,0,0
1.36E+18,10/2/21,1:28:05,Age Rules for Oxford/AstraZeneca COVID-19 vaccine in EU Countries  https://t.co/sio1rvwsOR  https://t.co/IDQtycln2n,[],10,Vaccination,10,0,-16.36428388,0,0,0,6.54164745,1,0,0
1.36E+18,10/2/21,1:27:02,Who is in Italy's Covid-19 vaccine priority groups?  https://t.co/SeHkTtddwU  https://t.co/K6BimceBIs,[],7,Vaccination,8,0,-14.93495376,1,0,0,7.905042718,1,0,0
1.36E+18,10/2/21,1:11:34,A Guide to Global COVID-19 Vaccine Efforts  https://t.co/GyylZebCpy via @CFR_org #COVID19Vaccine,['covid19vaccine'],8,Vaccination,8,0,-17.02390256,0,0,0,8.963978707,1,0,0
1.36E+18,9/2/21,23:54:56,"This is the real #covid19 second wave. Significant mutations, vaccines don't work, severe disease course and enhanced transmissability. We're fucked, people.  We need a quick mRNA vaccine for this strain asap.",['covid19'],28,Vaccination,30,2,-12.82579697,4,1,0,3.521505546,0,0,0
1.36E+18,9/2/21,23:29:35,@contrarianEPS Do u think snowman logistics benifitted due to transportation of vaccine?,[],11,Vaccination,11,1,-14.65276106,3,0,0,11.51657661,2,0,0
1.36E+18,9/2/21,23:27:25,"Does the world need new Covid vaccines? 'Jury is out', Oxford's Pollard says  https://t.co/VazHtVgtVF  https://t.co/rEOYyth0ir",[],12,Vaccination,13,1,-15.50486067,4,0,0,6.758951185,1,0,0
1.36E+18,9/2/21,23:03:08,Today Myanmar civilians were supposed to get covid19 vaccine nationwide. Hear outcry from civilians. The military coup seized the vaccines and gave to his family and supporters. He’s worse than the beast. When will he get his rightful punishment? #FreeDawAungSanSuuKyi  https://t.co/S9SRAD3i49,['freedawaungsansuukyi'],40,Vaccination,39,2,-11.79623157,7,1,0,2.826494216,0,0,0
1.36E+18,9/2/21,22:54:11,"If you’re at all interested in the vaccines, this will be well worth your time.",[],16,Vaccination,15,1,-9.770508113,2,0,1,24.22567592,3,0,0
1.36E+18,9/2/21,22:46:51,Who's approved which vaccines in Southeast Asia? Here's the state of play  https://t.co/2VV9PmYnz5,[],10,Vaccination,12,1,-12.46474813,1,0,0,7.3097478,1,0,0
1.36E+18,9/2/21,22:39:38,@KenRoth Min Aung Hlaing stole Covid Vaccines which were meant for the civilians and they gave those vaccines to his family and USDP supporters. Those vaccines (ccovidshield) were agreed by Ms. Aung San Suu Kyi's goverment and India Goverment. Where is the justice?,[],41,Vaccination,42,2,-13.33159945,7,2,0,1.885553409,0,0,0
1.36E+18,9/2/21,22:14:26,"Mfd in Oct 2020 Exp in Apr 2021 Administered around the globe in Jan/Feb/Mar 2021  Seems normal, no issues clinically...NOBODY is complaining. Countries are grateful. Asking us for more.  @SaketGokhale seems to not understand this... Any vaccine available for Modi-hate infection?",[],39,Vaccination,43,2,-13.55050603,5,0,1,2.921776117,0,0,0
1.36E+18,9/2/21,21:54:01,"Next Vaccine Shipment Expected After CNY, S’poreans In 60s &amp; 50s To Get Invites Soon After  https://t.co/dWj8RueIcV",[],14,Vaccination,16,1,-17.45810827,1,0,0,3.947045874,0,0,0
1.36E+18,9/2/21,21:53:50,This is a series of Experts Explainer videos on the commonly asked questions about the COVID-19 vaccine.  Vid 1:  https://t.co/geVw0nDyAM Vid 2:  https://t.co/dZR32yf5Rl @ Admiralty Zone 10 Resident's Network.  https://t.co/MvcpOrA15f,[],22,Vaccination,26,2,-14.5159488,2,0,0,3.024464589,0,0,0
1.36E+18,9/2/21,21:46:06,"@aurmanARK Hi Ali. Do you also follow the supply side of the Genomic Revolution? One of the unique enzyme suppliers to many of $ARKG therapeutics and vaccine producers saw 1000%  return last year, yet no analyst coverage. Would be great to discuss.",[],40,Vaccination,41,2,-11.94193037,4,3,1,2.000789626,0,0,0
1.36E+18,9/2/21,21:44:49,Malaysian ministers' immunity more powerful than the vaccines,[],8,Vaccination,8,0,-12.44354461,0,0,0,15.83767576,2,0,0
1.36E+18,9/2/21,21:41:28,"The news: A hyper-transmissible form of the coronavirus that causes covid-19 has been found in US sewer systems in California and Florida, confirming its widening presence in the US. The so-called UK variant, first discovered in England in December, doesn’t seem to resist vaccine",[],43,Vaccination,44,2,-11.7096298,10,1,1,2.482467803,0,0,0
1.36E+18,9/2/21,21:40:44,@bhogleharsha Karona ball vaccine has been misspelt to karo noball vaccine,[],10,Vaccination,10,0,-16.45015878,4,0,0,10.07755045,2,0,0
1.36E+18,9/2/21,21:39:15,"""Think of how much better off the entire world would have been if all the research on coronavirus vaccines had been fully open, so that anyone with manufacturing capacity could have been producing the vaccines in large quantities ""  https://t.co/Xy4uRimKPY",[],38,Vaccination,38,2,-11.43159226,7,1,0,3.855830801,0,0,1
1.36E+18,9/2/21,21:38:23,I’m having my Covid vaccine tmr!,[],7,Vaccination,6,0,-14.82900628,1,0,1,15.79657832,2,0,0
1.36E+18,9/2/21,21:38:17,My experience on taking the Pfizer vaccine last week....  https://t.co/bfE4ae1ZmT,[],9,Vaccination,9,0,-13.09327083,1,0,0,8.69163941,1,0,0
1.36E+18,9/2/21,21:24:31,Chinese President Xi Jinping offers Covid-19 vaccines and trade ties in bid to keep Central and Eastern Europe on side  https://t.co/RSvoY6SzEz,[],20,Vaccination,20,1,-12.94386076,2,1,0,3.301683219,0,0,0
1.36E+18,9/2/21,21:22:51,Death risk higher from UK virus variant; vaccine in pregnancy may protect newborns  https://t.co/GefROlJJEl,[],13,Vaccination,13,1,-14.17707348,1,0,0,4.943076031,0,0,0
1.36E+18,9/2/21,21:12:27,"it's like saying 'hey, we are doing something'.... though that something does not make any sense or change the situation... at the end of the day, we still missed the first tranche of the vaccine that every other nation received.",[],39,Vaccination,40,2,-10.25721519,8,3,1,4.797948393,0,0,1
1.36E+18,9/2/21,21:12:16,Vaccine wars: Nations race to win friends and influence through vaccine distribution   https://t.co/Rgrh1E7a7S  https://t.co/eTQ6v2KNao,[],12,Vaccination,12,1,-14.59550012,1,1,0,4.636356807,0,0,0
1.36E+18,9/2/21,21:09:08,Facebook to BAN claims about ‘man-made’ Covid-19 &amp; ‘unsafe’ vaccines as it launches election-like campaign to promote vaccination      https://t.co/mOt2qTSTHv #,[],15,Vaccination,18,1,-15.44363202,2,0,0,5.086760217,1,0,0
1.36E+18,9/2/21,20:44:39,Facebook to BAN claims about ‘man-made’ Covid-19 &amp; ‘unsafe’ vaccines as it launches election-like campaign to promote vaccination       https://t.co/mOt2qTSTHv #,[],15,Vaccination,18,1,-15.44363202,2,0,0,5.086760217,1,0,0
1.36E+18,9/2/21,20:43:51,"Sick priorities? Jailed paedo pop star Gary Glitter gets Covid vaccine as his prison guards wait their turn, media says  https://t.co/Wu5LRfOhCt #",[],20,Vaccination,20,1,-14.77814731,3,0,0,2.999472069,0,0,0
1.36E+18,9/2/21,20:42:15,Sputnik V prepares for EU launch: Russian Covid-19 vaccine clears 1st hurdle for roll-out as regulator EMA accepts application  https://t.co/9dbFUYyMgI #,[],17,Vaccination,19,1,-15.98134947,3,0,0,4.058908022,0,0,0
1.36E+18,9/2/21,20:41:25,"While #coronavirus cases and #hospitalizations in the U.S. are continuing to decline, #states are still reporting a shortage of #vaccines and #healthofficials are voicing new concerns over the highly contagious #UK strain of the #virus.   https://t.co/ySCauljgKz","['coronavirus', 'hospitalizations', 'states', 'vaccines', 'healthofficials', 'uk', 'virus']",29,Vaccination,29,2,-11.94410931,7,2,0,3.214693151,0,0,0
1.36E+18,9/2/21,20:41:17,Iran begins immunization campaign with freshly delivered Russian Sputnik V vaccine  https://t.co/vjzsFhzWh2 #,[],11,Vaccination,11,1,-14.86330703,2,0,0,6.111149617,1,0,0
1.36E+18,9/2/21,20:33:36,Even Indonesia has rolled out the vaccine for foreigners there. What happen to Msia?,[],14,Vaccination,14,1,-11.14631512,3,0,0,11.51657661,2,0,0
1.36E+18,9/2/21,20:31:16,S Africa seeks new vaccine plan after halting AstraZeneca (from @AP)  https://t.co/0DfGobQhIi,[],10,Vaccination,10,0,-14.24456309,2,0,0,5.932111127,1,0,0
1.36E+18,9/2/21,19:30:35,Are the #COVID19  vaccines certified #halal? Asking for a friend!,"['covid19', 'halal']",8,Vaccination,8,0,-12.60184914,3,0,0,15.83767576,2,0,0
1.36E+18,9/2/21,19:03:12,"Covid 19 Vaccine Stopped, Less Effective Against New Strain  https://t.co/bHWJefaf8f  https://t.co/hK68ls85Eh",[],8,Vaccination,9,0,-17.6262755,0,0,0,4.366225476,0,0,0
1.36E+18,9/2/21,19:01:17,A covid vaccine and a cure for heterosexuality?! Booking a flight to Iran right now,[],15,Vaccination,15,1,-11.67294066,0,1,0,8.963978707,1,0,0
1.36E+18,9/2/21,18:50:46,⚡️ Russia is luring in vaccine participants with free ice cream   https://t.co/HGSqZR7FpN @Quicktake,[],10,Vaccination,10,0,-14.35462689,2,0,0,7.28761841,1,0,0
1.36E+18,9/2/21,18:34:52,@iRadhikaGupta 🇮🇳starts COVID  🇨🇳builds a vaccine  🇨🇳builds a vaccine and shares it,[],11,Vaccination,11,1,-13.48226062,2,1,0,10.07755045,2,0,0
1.36E+18,9/2/21,18:10:45,"And, 21 days later. 2nd Dose : Done. To all those who are eligible and/or offered it : Get It ! ... #grateful #science #vaccine #covidvaccine #covid #covid_19 #covid19 @ Singapore  https://t.co/Ggo8sNnTqs","['grateful', 'science', 'vaccine', 'covidvaccine', 'covid', 'covid_19', 'covid19']",18,Vaccination,20,1,-13.84632274,3,2,0,5.885901315,1,0,0
1.36E+18,9/2/21,17:28:02,"Does the world need new Covid vaccines? 'Jury is out', Oxford's Pollard says  https://t.co/LMLECeDdKp",[],12,Vaccination,13,1,-14.86882128,4,0,0,7.3097478,1,0,0
1.36E+18,9/2/21,17:24:05,India orders 14.5 million more COVID-19 vaccine doses as campaign expands  https://t.co/3XHLtb792V  https://t.co/bO2bGF7JqV,[],10,Vaccination,12,1,-15.25512322,0,0,0,6.738402465,1,0,0
1.36E+18,9/2/21,17:15:32,Pakistan approves Russia's Sputnik-V Covid-19 vaccine for emergency use  https://t.co/G0g7sp3xY5,[],7,Vaccination,9,0,-15.98354734,1,0,0,7.07002778,1,0,0
1.36E+18,9/2/21,17:09:18,"European Union chief Ursula von der Leyen on Wednesday (Sept 16) warned against ""vaccine nationalism"" that she said could put lives at risk by depriving the most vulnerable in poorer nations of immunity.  https://t.co/iMr0J646hk via @stcom #COVID19 #Pandemic","['covid19', 'pandemic']",33,Vaccination,34,2,-13.4032952,4,0,0,2.562338055,0,0,0
1.36E+18,9/2/21,17:02:31,Not good signs of Vaccines 👇,[],5,Vaccination,5,0,-11.60426348,0,0,0,24.22567592,3,0,0
1.36E+18,9/2/21,16:52:44,Engineer who received first dose of vaccine among 2 community cases  https://t.co/OvcpVIb1bX #singapore #jobs,"['singapore', 'jobs']",10,Vaccination,11,1,-14.02409339,1,0,0,7.28761841,1,0,0
1.36E+18,9/2/21,16:48:12,"@aklee_writes I don't think it's just the kids. &gt;.&lt;  But many don't understand how *bad* it is.   And for the vaccines, a faster rollout, protection for *all*.",[],22,Vaccination,27,2,-10.68209591,5,1,0,6.130328421,1,0,0
1.36E+18,9/2/21,16:46:10,It’s not just Johnson &amp; Johnson: China has a single-dose COVID-19 vaccine that’s 65% effective  https://t.co/0Wpl96WP97,[],14,Vaccination,15,1,-14.33711298,1,0,0,8.147436126,1,0,0
1.36E+18,9/2/21,16:30:04,EU Commission puts in place transparency and authorisation mechanism for exports of COVID-19 vaccines,[],14,Vaccination,14,1,-13.08106773,1,1,0,5.261223706,1,0,0
1.36E+18,9/2/21,16:24:03,"Multiple Covid vaccine recipients develop rare blood disorder, but cause not determined yet  https://t.co/8VGr2ghuG0",[],13,Vaccination,13,1,-14.88790751,2,1,0,6.111149617,1,0,0
1.36E+18,9/2/21,16:23:04,What are vaccine passports and how would they work?  https://t.co/YRCqMm6MTs via @markets,[],10,Vaccination,10,0,-12.21685666,2,1,0,16.3881304,2,0,0
1.36E+18,9/2/21,15:48:06,Experts Warn of Jumping Conclusions As COVID Oxford Vaccine Rollout Halted  https://t.co/EOo8hGE8wQ  https://t.co/gyXtEMf9ox,[],11,Vaccination,11,1,-18.26327751,2,0,0,4.246330712,0,0,0
1.36E+18,9/2/21,15:48:02,Thailand bets on Chinese shots to start vaccine roll-out by end-February  https://t.co/sNfEyhIWBl,[],9,Vaccination,11,1,-14.95115442,2,0,0,11.94874885,2,0,0
1.36E+18,9/2/21,15:30:18,"“There are still a lot of unknowns about the #vaccine, so just because somebody has doubts or questions does not mean they are an #antivaxxer”:  https://t.co/7Ex04fwvLS @VitalsLH #COVID19vaccine #vaccines #COVID_19","['vaccine', 'antivaxxer', 'covid19vaccine', 'vaccines', 'covid_19']",23,Vaccination,23,1,-12.97696583,5,2,0,4.431033125,0,0,1
1.36E+18,9/2/21,15:24:59,@Afro_M SamFro Vaccines is up and running angisho. 💀,[],7,Vaccination,7,0,-15.03825127,2,1,0,24.22567592,3,0,0
1.36E+18,9/2/21,15:07:01,WHO expected to back use of Oxford-AstraZeneca vaccine in adults - The Telegraph  https://t.co/RJXgpFYLxb,[],11,Vaccination,13,1,-13.94026153,2,0,0,8.69163941,1,0,0
1.36E+18,9/2/21,15:05:02,Singapore Sees People Travelling This Year as Vaccines Roll Out  https://t.co/IWDvBdb4pZ,[],10,Vaccination,10,0,-16.17193809,0,0,0,4.302128464,0,0,0
1.36E+18,9/2/21,14:51:39,Death risk higher from UK virus variant; vaccine in pregnancy may protect newborns  https://t.co/B0NFRoWiPt  https://t.co/OWLVK1Ahdq,[],13,Vaccination,13,1,-14.96779608,1,0,0,4.323468733,0,0,0
1.36E+18,9/2/21,14:46:49,"Southeast Asian strongmen who so enthusiastically bat for PRC vaccines suddenly seem to hesitate? Hun Sen said he can't take Sinopharm due to his ""age limit condition"". PRRD to wait for doc advice so taking his preferred PRC vaccine isn't yet a done deal.  https://t.co/TAstYZerBP",[],42,Vaccination,44,2,-13.02869664,8,1,0,2.409550405,0,0,0
1.36E+18,9/2/21,14:30:03,"The Catholic Position on COVID-19 Vaccines 10 Frequently Asked Questions Based on the Pastoral Letter of the Catholic Bishops' Conference of Malaysia on COVID-19, VACCINES AND IMMUNISATION dated 4 February 2021 #COVID19FAQ  https://t.co/qnma8afie1",['covid19faq'],28,Vaccination,31,2,-15.52753685,2,1,0,2.404283801,0,0,0
1.36E+18,9/2/21,14:17:57,"North Korea with alleged zero corona cases would receive almost two million AstraZeneca vaccine doses, as part of the #Covax inoculation sharing initiative. Should Kim Jong Un and gang be entitled to these doses, who might profiteer from them? #Covid-19 #North-Korea #WHO #vaccine  https://t.co/fY8RbVOKSX","['covax', 'covid', 'north', 'who', 'vaccine']",38,Vaccination,38,2,-13.64498295,5,1,0,2.329360039,0,0,0
1.36E+18,9/2/21,13:26:34,"New research on point mutations seems to suggest that the Pfizer vaccine is effective against new Covid-19 variants.  A huge caveat: The variants have the key mutations studied, but they also contain many other point mutations that were not studied. 🦠   https://t.co/5jLbKLFMgy",[],40,Vaccination,40,2,-12.16594905,8,2,0,3.765455306,0,0,0
1.36E+18,9/2/21,13:24:53,"@LiciaCorbella Anyone with half a brain cell could give a shit about a vaccine for a ""common cold"" (Coronavirus) that has a 99.97% survival in Canada. Time for this charade to end. Idiots thinking a face diaper mask (that says on the packaging cannot stop a virus) will save them, God help them.",[],51,Vaccination,53,3,-11.43464311,8,0,0,1.876219533,0,0,0
1.36E+18,9/2/21,13:22:14,DHL's air freight station in Singapore has renewed its CEIV Pharma certification just in time to support the distribution of Covid-19 vaccines in the region and worldwide. @DHLGlFwdingAP @DeutschePostDHL  #pharmalogistics #airfreight #DHL #payloadasia  https://t.co/dTY6SDqoxC,"['pharmalogistics', 'airfreight', 'dhl', 'payloadasia']",26,Vaccination,27,2,-14.65480884,3,1,0,2.091020935,0,0,0
1.36E+18,9/2/21,13:21:09,@thebradfordfile They lied so they can convince us to wear masks (as slaves) until R&amp;D done to push mRNA vaccines that are cheap to produce and VERY EXPENSIVE to distribute so big pharma can make profits while the government/military (aka taxpayers) pay for the distribution. Nice business model.,[],49,Vaccination,50,2,-12.39111753,11,2,1,2.363854154,0,0,0
1.36E+18,9/2/21,13:17:32,"EU approved first shipment of Pfizer Covid-19 vaccine to Japan, says minister  https://t.co/ZscQjGJ8yD",[],12,Vaccination,12,1,-14.29334005,2,0,0,5.753072637,1,0,0
1.36E+18,9/2/21,13:11:26,"@CalgaryGrogu @erinotoole The vaccines are NOT even traditional vaccines... they are cheap GMO mRNA gene therapies that can possibly save your life near term, but then later you die of the common cold due to a cytokine storm (immunity over-response to the Betacoronavirus aka common cold)",[],43,Vaccination,44,2,-13.36521401,4,2,2,2.529082342,0,0,0
1.36E+18,9/2/21,13:09:08,"@erinotoole 99.97% of Canada lived for the past year. Vaccines are oncology (cancer) gene therapy (if u can even call mRNA a vaccine, its EXPERIMENTAL, so you're a 2 year science experiment) BTW: SARS CoV-1 ferrets in 2003 were OK after 2 doses but later died of the common cold (Coronavirus)",[],45,Vaccination,51,3,-13.31403529,6,2,0,2.021486052,0,0,0
1.36E+18,9/2/21,13:04:33,Facebook says it will take down false vaccine claims  https://t.co/NH3G9eiH4H  https://t.co/rD8zxrgl7a,[],9,Vaccination,9,0,-14.15772265,2,0,0,10.21617989,2,0,0
1.36E+18,9/2/21,12:59:59,"Officials at a medical facility in Singapore have apologised for having administered, by mistake, the equivalent of five doses of the COVID-19 vaccine to one of their employees.  https://t.co/WE8rXvFOFu",[],28,Vaccination,28,2,-11.63571152,5,0,0,4.415891964,0,0,0
1.36E+18,9/2/21,12:55:45,Let's not forget that a wealthy Mr #AstraZeneca AKA @CyrilRamaphosa asked for rotten expired left over vaccine for black South Africans. That's just our worth to him and his coronavirus advisory committee.  #RamaphosaHatesBlackPeople  https://t.co/SsgZur4tas,"['astrazeneca', 'ramaphosahatesblackpeople']",28,Vaccination,30,2,-12.97187955,4,1,1,3.17545998,0,0,0
1.36E+18,9/2/21,12:35:38,@malaysiakini Hadi place your faith in God. Reject the vaccine. @abdulhadiawang,[],9,Vaccination,9,0,-12.74633743,0,0,1,6.111149617,1,0,0
1.36E+18,9/2/21,12:33:08,"New COVID-19 variants raise questions around vaccines, WHO says   https://t.co/28TYQWK6By",[],9,Vaccination,9,0,-15.35466863,2,0,0,7.3097478,1,0,0
1.36E+18,9/2/21,12:32:38,A mom built a simpler Covid-19 vaccine sign-up website for her state while on maternity leave  https://t.co/LiawjqBZUy,[],15,Vaccination,16,1,-13.96267445,2,1,0,6.111149617,1,0,0
1.36E+18,9/2/21,12:19:51,Singapore Sees People Travelling This Year as Vaccines Roll Out - Bloomberg  https://t.co/6854T4yh41,[],11,Vaccination,12,1,-16.61978532,0,0,0,3.815875864,0,0,0
1.36E+18,9/2/21,11:56:35,"Engineer who received first dose of vaccine among two community cases  https://t.co/ZXTx46r1UJ #readOnTNP via @thenewpaper,",['readontnp'],12,Vaccination,12,1,-14.6192483,1,0,0,6.111149617,1,0,0
1.36E+18,9/2/21,11:12:21,Cybersecurity Threats to the COVID-19 Vaccine #appsecurity #adaptiveapps   https://t.co/kKJ7AEipDm  https://t.co/fPHTii7PuL,"['appsecurity', 'adaptiveapps']",6,Vaccination,6,0,-17.51544479,0,0,0,8.147436126,1,0,0
1.36E+18,9/2/21,11:05:14,Cybersecurity Threats to the COVID-19 Vaccine- Raymond Pompon  https://t.co/l1GWfbjlfT,[],8,Vaccination,8,0,-16.92872368,0,0,0,9.299331385,1,0,0
1.36E+18,9/2/21,11:03:30,Vaccine 2nd dose done! Side effects include being unable to stop telling people that I’ve got my 2nd dose 😅 Thank you Singapore government for rolling #COVID19vaccine so efficiently to healthcare workers 👏  https://t.co/G5GhQrP3Hw,['covid19vaccine'],29,Vaccination,30,2,-13.28678556,8,0,2,4.286987302,0,0,0
1.36E+18,9/2/21,10:35:04,"COVID-19: Taiwan secures 200,000 AstraZeneca vaccine doses via COVAX – Taipei Times  https://t.co/ccPwNA4qir",[],10,Vaccination,12,1,-16.97997841,2,0,0,6.111149617,1,0,0
1.36E+18,9/2/21,10:30:25,"China eyes ‘17+1’ summit as gateway to European vaccine market, but can it inject interest? – SCMP  https://t.co/wnGOZOuxhW",[],15,Vaccination,17,1,-13.59979971,2,1,0,4.581278055,0,0,0
1.36E+18,9/2/21,10:25:47,@straits_times Immunity takes some time to build up. He could have been infected before vaccine or even after,[],17,Vaccination,17,1,-11.1122821,5,1,0,15.79657832,2,0,0
1.36E+18,9/2/21,10:20:33,EU approved first shipment of Pfizer COVID-19 vaccine to Japan: Minister  https://t.co/BVN5d6c43E  https://t.co/MpyMePGcJH,[],11,Vaccination,11,1,-15.31982481,1,0,0,5.395359435,1,0,0
1.36E+18,9/2/21,10:12:51,"@GavinNewsom Congratulations on the 4.75 million in California who have received the vaccine. However per census data, there are 426,000 Californians who are 85+ years-old. Why can't my almost 86 year-old father get an appointment?",[],27,Vaccination,36,2,-12.09829202,5,0,1,4.452373394,0,0,0
1.36E+18,9/2/21,10:00:33,Facebook says it will take down false vaccine claims  https://t.co/87Te7pJJnx  https://t.co/VDLdI2ZbL4,[],9,Vaccination,9,0,-14.15772265,2,0,0,10.21617989,2,0,0
1.36E+18,9/2/21,10:00:10,"The urgent and equitable rollout of vaccines is not just a moral imperative, it’s also a health security, strategic and economic imperative #UHC #DigitalHealth #HealthForAll   https://t.co/dWud4ahEWO  https://t.co/sp2UTzhzEW","['uhc', 'digitalhealth', 'healthforall']",23,Vaccination,22,1,-13.97621229,1,2,0,3.782674532,0,0,0
1.36E+18,9/2/21,10:00:08,"With the COVID-19 vaccine rollout on the horizon, there are tonnes of questions and discussions. On Feb 24, 2pm-3pm (SGT), Ageing Asia founder and managing director Janice Chia will be interviewing Dr Tan Seow Yen and Dr Limin Wijaya. Register today at  https://t.co/Gc3yzTDjbx  https://t.co/6T3uWgvWsz",[],40,Vaccination,42,2,-14.62423652,4,2,0,1.570711738,0,0,0
