Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
127,127,3108,3554,[EVERYONE IS EQUAL HOR] World Economic Forum attendees will not need to serve SHN: MOH,17/2/21 11:03,Moi bet they are also allow to go public sightseeing and shopping without SHN. Pray all the PAP ministars contract covid this time. So fast forget Feb 2020 How One Singapore Sales Conference Spread Coronavirus Around the World https://www.wsj.com/articles/how-one-singapore-sales-conference-spread-coronavirus-around-the-world-11582299129,17/2/21 11:03,37,Stay Home Notice,38,2,-14.176194276613227,5,2,0,2.155098868065045,0,0,0.0
128,128,3109,3555,World Economic Forum attendees need not serve stay-home notice period,17/2/21 9:54,"Singapore will not require attendees at the World Economic Forum (WEF) special annual meeting in August 2021 to serve a Stay-Home Notice (SHN) He said both local and foreign attendees will be made to undergo rigorous testing for Covid-19, as well as use TraceTogether technology in lieu of undergoing SHN. https://mothership.sg/2021/02/world-...-forum-no-shn/",17/2/21 9:31,48,Stay Home Notice,50,2,-13.451601478543413,8,1,0,2.7614194911150762,0,0,0.0
129,129,3135,3590,[GPGT] This Indian lady may have COVID but she's not reporting it.....,16/2/21 23:27,SHN ppl suppose to use homer app...... and the homer app have declaration of symptom......... if she declare otherwise is an offense?,16/2/21 23:09,22,Stay Home Notice,22,1,-12.433425952005495,4,2,0,5.810335408317241,1,0,0.0
130,130,3137,3593,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,"An incoming Singapore Management University (SMU) student from Sri Lanka who was serving his 14-day stay-home notice (SHN) at Hotel Grand Pacific repeatedly breached his quarantine by leaving his room. On multiple occasions last August, Mr Nishad Manilka De Fonseka, 20, unlawfully left his room on the 13th storey of the Victoria Street hotel to visit a female friend who was also serving her SHN on the same floor. He was finally caught on Aug 10 last year when a security officer found his room empty with the door left ajar. In an inquiry into Mr De Fonseka's death on Tuesday (Feb 16), investigation officer Victoria Yee told the court that the youth was found motionless, hanging in his room two days later. Inspector Yee added that it is ""strongly suggested"" that Mr De Fonseka had killed himself and that he had been worried about the implications of his breached SHN. She also told State Coroner Kamala Ponnampalam that the student was pronounced dead at the scene and there was no reason to suspect foul play. The court heard that the Sri Lankan arrived in Singapore on Aug 1 last year and was served with an SHN. Closed-circuit television footage taken from the corridor outside his room was played in court on Tuesday. In it, he could be seen leaving his room on Aug 10 last year before visiting his friend next door. The court heard that the pair had watched movies on Netflix together. A security officer went by soon after and saw that Mr De Fonseka's room was empty, with the door left ajar. The man alerted his colleagues and the door was closed. Mr De Fonseka left his friend's room at 11.22pm that evening and found that he could not enter his own room. This was because he had not been given an access card to enter it again. In the video footage, he could be seen pacing up and down the hotel corridor. His friend later alerted the hotel and staff allowed Mr De Fonseka back into his own room. SMU was alerted and its senior assistant director of student conduct, Mr Raymond Singh, sent Mr De Fonseka an e-mail to find out more about the situation. Mr Singh testified on Tuesday and told the court that he had also asked Mr De Fonseka for a written explanation on the matter. On Aug 12 last year, Mr De Fonseka's friend alerted the hotel after she failed to contact him. Mr Dickson Teo, who was the hotel's duty manager at the time, arrived outside Mr De Fonseka's room at around 1pm and found that the ""do not disturb"" light was on. Mr Teo testified that he knocked on the door and rang the bell but received no answer. He alerted his colleagues and when they opened the door, they found Mr De Fonseka motionless. They alerted the authorities and he was later pronounced dead. The state coroner will give her findings at a later date. https://www.straitstimes.com/singapo...ed-himself-for",16/2/21 19:49,481,Stay Home Notice,499,4,-11.348270988704206,94,22,0,0.3336393504862887,0,0,1.0
131,131,3171,3632,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,"Limpeh 20yr old still in Mandai Hill Camp doing left right left right!!! Watch your front!!! This FTrash can song song start studying @ SMU liao 1 breach of SHN jiu cannot take the heat and hang himself Wo pls ni lah! I sign 14 extra, RSM wanna SOL me, I still got mood to party Give this Uni slot to someone with a pair of balls pls",16/2/21 20:11,64,Stay Home Notice,67,3,-13.873982413658934,10,3,3,1.4307529975000515,0,0,0.0
132,132,3172,3633,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,Why would u hang urself for breaching SHN? More likeky the girl jilted him.,16/2/21 20:11,14,Stay Home Notice,14,1,-13.973066388074516,4,0,0,18.3140136435349,2,0,0.0
133,133,3174,3635,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,"Newtype_com wrote: Limpeh 20yr old still in Mandai Hill Camp doing left right left right!!! Watch your front!!! This FTrash can song song start studying @ SMU liao 1 breach of SHN jiu cannot take the heat and hang himself Wo pls ni lah! I sign 14 extra, RSM wanna SOL me, I still got mood to party Give this Uni slot to someone with a pair of balls pls So you're admitting NS made you tougher?",16/2/21 20:13,71,Stay Home Notice,76,3,-14.011647407753838,13,3,4,1.372982444385205,0,0,0.0
134,134,3176,3637,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,ryanlion wrote: Why would u hang urself for breaching SHN? More likeky the girl jilted him. I think cuz he lost his place in the school alr.,16/2/21 20:13,27,Stay Home Notice,27,2,-12.964978496582232,8,0,0,6.700543279057689,1,0,0.0
135,135,3191,3657,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences,16/2/21 22:11,"Newtype_com wrote: Limpeh 20yr old still in Mandai Hill Camp doing left right left right!!! Watch your front!!! This FTrash can song song start studying @ SMU liao 1 breach of SHN jiu cannot take the heat and hang himself Wo pls ni lah! I sign 14 extra, RSM wanna SOL me, I still got mood to party Give this Uni slot to someone with a pair of balls pls Respect Sent from Xiaomi MI 9 using GAGT",16/2/21 21:00,72,Stay Home Notice,77,3,-14.305100601356243,11,3,3,1.173652843396259,0,0,0.0
136,136,3198,3665,(Breaking)Widespread sanctions on Myanmar would cause ordinary people to suffer: Vivian Balakrishnan,16/2/21 17:31,"Widespread sanctions on Myanmar would cause ordinary people to suffer: Vivian Balakrishnan SINGAPORE: Minister for Foreign Affairs Vivian Balakrishnan urged against the imposition of ""widespread sanctions"" on Myanmar, noting such actions would hurt ordinary people there the most. Speaking in Parliament on Tuesday (Feb 16), Dr Balakrishnan pointed to World Bank estimates that about a quarter of Myanmar's population lives below the poverty line, and that this had been worsened by the COVID-19 pandemic. ""And so in all my discussions, my phone calls, I have said that we should not embark on widespread, generalised indiscriminate sanctions, because the people who will suffer most would be the ordinary people in Myanmar,"" he said. Dr Balakrishnan's comments come after the military seized power in Myanmar earlier this month, detaining leaders of the National League for Democracy (NLD) party, which had won the country's election last year. Last week the United States announced it was imposing sanctions on Myanmar's military leaders, calling on them to relinquish power. Dr Balakrishan said Singapore hoped for ""peaceful resolution and national reconciliation"" in Myanmar. https://www.channelnewsasia.com/news...shnan-14207986",16/2/21 17:04,172,Stay Home Notice,177,4,-11.624505038638683,29,2,3,0.8857693118572143,0,1,0.0
137,137,3260,3737,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"cleffa3000 wrote: Those unsafe countries lor Like india U want to go ar No, that's why I ask which ones without SHN to and fro.",15/2/21 12:48,24,Stay Home Notice,25,1,-13.522882171057912,6,1,1,8.240711542592923,1,0,0.0
138,138,3261,3738,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"This poor old man went Finland no SHN, come back not sure lol",15/2/21 12:49,13,Stay Home Notice,13,1,-12.633457873144708,2,0,0,13.383740635839498,2,0,0.0
139,139,3262,3741,Which country can we go to now without SHN to and fro?,15/2/21 21:11,To and fro very hard- for SG only Australia nz Brunei China Taiwan can avoid shn at dedicated facility but the \x93to\x94 leg still require shn,15/2/21 12:54,25,Stay Home Notice,27,2,-14.936272481469976,4,3,0,5.694810878223916,1,0,0.0
140,140,3263,3742,Which country can we go to now without SHN to and fro?,15/2/21 21:11,Ean100 wrote: https://safetravel.ica.gov.sg/rgl/overview So there's no country we can go for holiday without SHN to and fro?,15/2/21 20:53,15,Stay Home Notice,16,1,-14.681565698475005,3,1,1,13.383740635839498,2,0,0.0
141,141,3265,3744,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"smellyfish wrote: To and fro very hard- for SG only Australia nz Brunei China Taiwan can avoid shn at dedicated facility but the \u201cto\u201d leg still require shn chewmeyo wrote: Australia / NZ only for now. Canada how ah? We can't even enter Brunei, Australia and NZ. They are closed to foreigners. Not sure about  Canada, Taiwan & China though.",15/2/21 20:54,56,Stay Home Notice,59,3,-13.60721167778105,9,4,0,3.4506802675368573,0,0,0.0
142,142,3266,3745,Which country can we go to now without SHN to and fro?,15/2/21 21:11,princessreiko wrote: So there's no country we can go for holiday without SHN to and fro? Seems rike it Sent from Harmony Os using GAGT,15/2/21 20:54,24,Stay Home Notice,25,1,-13.582120432482977,5,1,1,7.148973048554081,1,0,0.0
143,143,3267,3746,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"princessreiko wrote: So there's no country we can go for holiday without SHN to and fro? For now nope. https://safetravel.ica.gov.sg/files/...ab-summary.pdf And for these countries, though u dun need to serve quarantine when u return, still need to serve quarantine when travelling there or short-term visitors are not allowed. - Australia - Brunei Darussalam - Mainland China - New Zealand - Taiwan The air travel bubble to HK was the closest to not serving SHN / quarantine at all",15/2/21 20:56,69,Stay Home Notice,76,3,-14.007526395649192,12,5,1,1.9198751201417907,0,0,0.0
144,144,3269,3748,Which country can we go to now without SHN to and fro?,15/2/21 21:11,stewpig wrote: Bahamas or barbados allows without test quarantine But come back here got to SHN?,15/2/21 20:58,16,Stay Home Notice,16,1,-13.728538507173269,4,2,0,10.440353605636888,2,0,0.0
145,145,3270,3749,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"princessreiko wrote: But come back here got to SHN? Other than these countries, come back SG need quarantine - Australia - Brunei Darussalam - Mainland China - New Zealand - Taiwan",15/2/21 20:59,26,Stay Home Notice,31,2,-15.399546953169256,4,1,0,3.7865163994130606,0,0,0.0
146,146,3271,3750,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"70niner wrote: For now nope. https://safetravel.ica.gov.sg/files/...ab-summary.pdf And for these countries, though u dun need to serve quarantine when u return, still need to serve quarantine when travelling there or short-term visitors are not allowed. - Australia - Brunei Darussalam - Mainland China - New Zealand - Taiwan - Vietnam The air travel bubble to HK was the closest to not serving SHN / quarantine at all Most of these countries won't even allow us in. Their borders are closed to foreigners.",15/2/21 21:00,70,Stay Home Notice,79,3,-14.013178855057397,14,4,1,1.7618974145044979,0,0,0.0
147,147,3275,3754,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"chewmeyo wrote: Canada how ah? princessreiko wrote: Not sure about  Canada, Taiwan & China though. Canada only allows foreign ""essential"" workers, existing international students and foreign diplomats.  So far self-isolate for 14 days on arrival but virtually no government enforcement/spot-checks.  But govt going to effect mandatory SHN at airport hotels upon arrival some time this month.",15/2/21 21:08,53,Stay Home Notice,56,3,-12.563167049888452,7,2,0,2.6623813290877134,0,0,0.0
148,148,3276,3755,Which country can we go to now without SHN to and fro?,15/2/21 21:11,"Jurchen King wrote: Canada only allows foreign ""essential"" workers, existing international students and foreign diplomats.  So far self-isolate for 14 days on arrival but virtually no government enforcement/spot-checks.  But govt going to effect mandatory SHN at airport hotels upon arrival some time this month. At least they allow international students in, unlike Australia! Wonder whether the international students who have returned to their home country and now not being able to resume their education in Australia are making plans to study elsewhere.",15/2/21 21:11,80,Stay Home Notice,83,3,-11.512925135247444,14,3,0,1.920033223605466,0,0,1.0
149,149,3288,3769,What is controlled itnerary?? How come dont need shn??,15/2/21 15:45,Got1 case. How come dont need shn?,15/2/21 14:31,7,Stay Home Notice,7,0,-13.87806806502113,2,0,0,13.383740635839498,2,0,0.0
150,150,3388,3883,"Beast & Butterflies, Baa Baa Black Sheep visited by infectious Covid19 case",15/2/21 0:58,"Controlled itinerary, no SHN....didn't mention where is his accommodation, went to BBBS and BB for his meals (supper, lunch, dinner). Is he staying at Millennium Hotels? https://www.millenniumhotels.com/en/...d-butterflies/",14/2/21 23:54,26,Stay Home Notice,27,2,-13.735078070277392,6,1,0,4.189857738388938,0,0,0.0
151,151,3399,3896,"?­?­Case on controlled itinerary tested -ve upon arrival on 10feb, 12feb tested",14/2/21 23:43,Still don't want to do 2 months SHN. Can only wish us good luck,14/2/21 17:02,12,Stay Home Notice,14,1,-11.405010404696089,4,0,1,17.790125363915937,2,0,0.0
152,152,3412,3913,"?­?­Case on controlled itinerary tested -ve upon arrival on 10feb, 12feb tested",14/2/21 23:43,"How come they don't enforce 14days SHN upon arrival regardless of covid test result ? jonesftw wrote: Dutch national https://www.moh.gov.sg/news-highligh...b-2021-Updated Case 60218, a 28 year-old male Dutch national, is a Short-Term Visit Pass holder who is in Singapore for a work project. He arrived from the Netherlands on 10 February, and tested negative for COVID-10 upon arrival in Singapore. He was subsequently on a controlled itinerary, which was largely limited to his place of work on a vessel docked in Singapore and his accommodation. As part of our regular testing of such travellers, he was tested again on 12 February and his test result came back positive for COVID-19 infection. He was asymptomatic at the time of testing, but developed a fever on 13 February. His serology test result has come back negative, indicating that this is likely a current infection. Given his recent travel history, we have classified this as an imported case.",14/2/21 23:05,143,Stay Home Notice,152,4,-11.975817669586222,22,5,2,1.130114566028795,0,0,1.0
153,153,3422,3923,"?­?­Case on controlled itinerary tested -ve upon arrival on 10feb, 12feb tested",14/2/21 23:43,"Foreign workers who tested to have recovered from COVID-19 before and have antibodies, don't need SHN: https://www.mom.gov.sg/newsroom/pres...om-cmp-sectors I got relative working in construction company so I know this is true.",14/2/21 23:43,28,Stay Home Notice,29,2,-12.921072171663594,9,1,1,7.148973048554081,1,0,0.0
154,154,3423,3925,"COVID-19: 14 new cases detected in Singapore, all imported",14/2/21 19:01,"Tested negative during arrival, no need SHN. Roam around for 2 days in singapore. Kena virus on the 2nd day. Declared as imported. Lol. Our government really good with making nice figure and ownselves praise ownself good job.",14/2/21 16:53,36,Stay Home Notice,38,2,-12.805704895389368,4,1,0,3.1901634036918045,0,0,0.0
155,155,3424,3926,"COVID-19: 14 new cases detected in Singapore, all imported",14/2/21 19:01,"WuRenJi wrote: Tested negative during arrival, no need SHN. Roam around for 2 days in singapore. Kena virus on the 2nd day. Declared as imported. Lol. Our government really good with making nice figure and ownselves praise ownself good job. Sigh....",14/2/21 19:01,39,Stay Home Notice,41,2,-13.039175618951262,4,1,0,2.9549807072733274,0,0,0.0
156,156,3439,3943,Jialat.... Most covid cases dont even see docotr... Quietly spreading..,14/2/21 16:26,"MiG123 wrote: See doctor also no guarantee you\x92ll get tested, it\x92s at the discretion of the attending doctor No official directive from ruling party thru MOH so far that everyone presenting at a clinic must be tested, we\x92re not even talking free mass community testing of the healthy population that even our third world neighbours are instituting Don\x92t farking understand how they\x92re mad obsessed with mandating this and that for the common peasentry but something as basic as testing the sick cannot be established 60.1% asked for it Self employed cannot risk 5 day SHN from doctor, test or no test that is what you get. SMC staff kena moved up the retrenchment list of tell HR got 5 day SHN. If company can manage for 5 days without you then can fire already. Unless can compensate self employed or send SMC boss to prison for sacking those staff who were community minded enough to see a doctor then this will continue. Also make it illegal for foreigners who are sick to not visit doctor, they are either rich enough to pay or their employees should be paying.",13/2/21 15:54,184,Stay Home Notice,194,4,-11.991267485866622,44,8,4,0.8636728216292738,0,1,1.0
157,157,3695,4242,"S'pore ????????????    18    cases (2 community, 16 imported) (12feb2021)",13/2/21 13:41,"Imported cases: 16 Amongst the 16 imported cases, \x95************ 3 (Cases 60163, 60172 and 60179) are Singapore Permanent Residents who returned from India and Indonesia. \x95************ 1 (Case 60178) is a Dependant\x92s Pass holder who arrived from the UAE. \x95************ 1 (Case 60162) is a Long-Term Visit Pass holder who arrived from Indonesia. \x95************ 4 (Cases 60171, 60182, 60183, and 60184) are Work Pass holders who arrived from Myanmar, the Philippines and UAE. \x95************ 7 are Work Permit holders who arrived from India, Indonesia and Myanmar, of whom 6 (Cases 60173, 60174, 60175, 60176, 60177 and 60180) are foreign domestic workers. They had all already been placed on SHN upon arrival in Singapore and were tested while serving SHN. Case 60162 is a Long-Term Visit Pass holder who arrived from Indonesia on 26 November 2020 and served SHN at a dedicated facility until 10 December. His swab done on 6 December during SHN was negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 10 February 2021 in preparation for his return to Indonesia. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. His serological test result has also come back positive. He reported that before his trip to Singapore, he had interacted with his sibling in Indonesia who was confirmed to have COVID-19 infection in October 2020. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. https://www.moh.gov.sg/news-highligh...on_12FebUpdate",2/12/21 23:30,239,Stay Home Notice,279,4,-13.059207426763992,50,12,1,0.8491265172895094,0,0,0.0
158,158,3705,4254,"S'pore ????????????    18    cases (2 community, 16 imported) (12feb2021)",13/2/21 13:41,"jonesftw wrote: Case 60162 is a Long-Term Visit Pass holder who arrived from Indonesia on 26 November 2020 and served SHN at a dedicated facility until 10 December. His swab done on 6 December during SHN was negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 10 February 2021 in preparation for his return to Indonesia. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. His serological test result has also come back positive. He reported that before his trip to Singapore, he had interacted with his sibling in Indonesia who was confirmed to have COVID-19 infection in October 2020. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. https://www.moh.gov.sg/news-highligh...on_12FebUpdate 78 days in SG still considered IMPORT case. If never go back to Indo will never find out. Added to the rest of the compilation https://forums.hardwarezone.com.sg/e...e-6461210.html",13/2/21 0:13,175,Stay Home Notice,186,4,-12.373145307994678,33,8,1,1.07043950689365,0,0,0.0
159,159,3776,4334,?®?®?®2 community cases update lai liao (both linked to Chinatown sundry uncle),13/2/21 13:33,"Joseph12 wrote: We shall see 2 weeks from now If next few days, community have a few unrelated cases pop up Then Singapore is really screwed!! Can only detect symptomatic cases where those people can afford to take 5 day SHN notice and have visited doctor and got the test done. Otherwise sick won't see doctor because no income during 5 day SHN for self employed or kena fired if got boss. My company already told staff to voluntarily forego their accrued annual leave because if you can find time to take so much leave then the company don't need you anymore. Employee no power, MoM don't care. Then also the significant numbers asymptomatic who are not on the RRT list because there is no nationwide sampling of the general population to estimate the levels of infection. At this stage over 12 months on, mandatory testing every month for everyone in the country should have already been estaished.",13/2/21 0:22,151,Stay Home Notice,158,4,-11.44321814161764,33,9,2,1.0268793398615497,0,1,1.0
160,160,3781,4339,?®?®?®2 community cases update lai liao (both linked to Chinatown sundry uncle),13/2/21 13:33,"XiaoJinLing wrote: Whats the point of designing and implementing this tt thing since from the start pple already told u most dun want to use it... and still wan to hard hard implement this thing? Along with it still bluff and threaten us? Can make it mandatory but already many threads on here about placing the token in a Faraday pouch or switching off Bluetooth after you scan QR code. Even if carry, can still circumvent the rules. Regular testing of the whole population, sending company bosses to jail for any kind of retribution on staff who take 5 days SHN when got respiratory symptoms, ensuring those on 5 day SHN who will not get salary are compensated and ensuring the cost of visiting a doctor for respiratory illness and testing is not a barrier for all citizens (it should be illegal for foreigners to not visit a doctor if ill and they or their company need to foot the bill)",13/2/21 0:28,159,Stay Home Notice,161,4,-11.44628048669372,30,12,1,1.1370022616449837,0,1,1.0
161,161,3785,4343,?®?®?®2 community cases update lai liao (both linked to Chinatown sundry uncle),13/2/21 13:33,"LionsTurf wrote: Can make it mandatory but already many threads on here about placing the token in a Faraday pouch or switching off Bluetooth after you scan QR code. Even if carry, can still circumvent the rules. Regular testing of the whole population, sending company bosses to jail for any kind of retribution on staff who take 5 days SHN when got respiratory symptoms, ensuring those on 5 day SHN who will not get salary are compensated and ensuring the cost of visiting a doctor for respiratory illness and testing is not a barrier for all citizens (it should be illegal for foreigners to not visit a doctor if ill and they or their company need to foot the bill) Our garment already set example not to use this tt thing... y they can and we cannot? Errmmm",13/2/21 0:38,136,Stay Home Notice,138,4,-11.446701767958968,24,8,3,1.1836066810274901,0,1,1.0
162,162,3799,4357,?®?®?®2 community cases update lai liao (both linked to Chinatown sundry uncle),13/2/21 13:33,"pohw0008 wrote: So far those that positive confirm will do serological test. Understand. If MOH swab all close contacts issued quarantine order regardless whether they have symptoms, it\x92s pretty thorough. I wonder if they do it twice like for the SHN group? Originally assumed just quarantine and there will be phone calls to check if one has symptom. Action is only taken when there is a concern.",13/2/21 1:21,67,Stay Home Notice,68,3,-11.695564813529202,16,5,0,3.4789214625552796,0,0,1.0
163,163,3837,4397,"??????LTVP arrived on 26nov from Indonesia,Shn tested -ve, Predeparture 10Feb tested +ve",13/2/21 12:34,"Case 60162 is a Long-Term Visit Pass holder who arrived from Indonesia on 26 November 2020 and served SHN at a dedicated facility until 10 December. His swab done on 6 December during SHN was negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 10 February 2021 in preparation for his return to Indonesia. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. His serological test result has also come back positive. He reported that before his trip to Singapore, he had interacted with his sibling in Indonesia who was confirmed to have COVID-19 infection in October 2020. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others https://www.moh.gov.sg/news-highligh...on_12FebUpdate",2/12/21 23:32,149,Stay Home Notice,159,4,-12.150200699273643,29,7,1,1.3266158821608645,0,0,1.0
164,164,3850,4411,"??????LTVP arrived on 26nov from Indonesia,Shn tested -ve, Predeparture 10Feb tested +ve",13/2/21 12:34,"princessreiko wrote: I think they are right in classifying him as an import cos from what I know of those who recovered, there are intermittent shedders. Anyway why this guy come here then within 2 months go back to Indonesia? 78 days since arrival, 64 days in the community. Are we gonna see a person who has been in SG for 3 months considered an import case as well? or 6 months/1year. This case would have gone undetected if he didn't plan to leave SG. Maybe if they test him a few days/week after SHN will be able detect. Instead, this is how positive cases could have leaked in the community after their SHN has ended. Just imagine how many more of such cases there could be. Eg those SC/PR who have no intention of leaving the country until the pandemic is over after they return to SG and didn't have to take a pre-departure test.",13/2/21 0:36,150,Stay Home Notice,159,4,-10.987151883147446,33,4,2,1.798585169346027,0,0,1.0
165,165,3851,4412,"??????LTVP arrived on 26nov from Indonesia,Shn tested -ve, Predeparture 10Feb tested +ve",13/2/21 12:34,So his shn test got problem? Sometimes can detect old infection sometimes cannot,13/2/21 1:03,13,Stay Home Notice,13,1,-12.389054058161053,3,0,0,19.035943974742423,2,0,0.0
166,166,3855,4416,"??????LTVP arrived on 26nov from Indonesia,Shn tested -ve, Predeparture 10Feb tested +ve",13/2/21 12:34,"looks like their SHN testing not foolproof, need to do multiple tests rather than just one before letting them out into the community",13/2/21 12:08,23,Stay Home Notice,23,1,-11.147656664841627,4,1,0,13.383740635839498,2,0,0.0
167,167,3953,4530,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,guile wrote: 1st Feb - Returned from UAE 2nd Feb - Received Vaccine 4th Feb - Loss of smell 7th Feb - Went for test 8th Feb - Confirmed positive Around 1 week in the community with the B117 strain. You would think that got a few passenger infected already she would be under SHN after 1 Feb... but no. Just because she took the vaccine then can roam around Singapore without restriction.,2/10/21 5:56,60,Stay Home Notice,73,3,-13.762156047844812,10,2,0,2.9272649698434563,0,0,0.0
168,168,3964,4541,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,Vincentlow82 wrote: You would think that got a few passenger infected already she would be under SHN after 1 Feb... but no. Just because she took the vaccine then can roam around Singapore without restriction. Vaccine is no guarantee 100%. Which Pharma company dare to say 100%?,2/10/21 10:38,44,Stay Home Notice,47,2,-11.645252379332346,9,2,1,4.5830955443154995,0,0,1.0
169,169,3969,4546,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,"kimsix wrote: imported or community this 1? Classifed under imported......but not under 14 day SHN order. Also, note this visitation : 7 Feb 1030h to 1135h Ci Yuan Community Club (51 Hougang Avenue 9) \u2022 Ci Yuan Hawker Centre Air crew....",2/10/21 10:41,33,Stay Home Notice,41,2,-15.191217553264623,5,2,0,2.5913767579571747,0,0,0.0
170,170,3970,4547,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,m@maboi wrote: why suddenly so many UAE or middle east infection... is it just me who think that it is the CECAs who travelled there and transit into SG? 1) UAE no 14 days SHN ? 2) can\x92t enter Singapore through India but can enter through UAE ?,2/10/21 10:42,43,Stay Home Notice,47,2,-12.23151705472932,8,3,1,3.66743553524504,0,0,0.0
171,171,3972,4549,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,"idolcritic wrote: Don't understand why counted as imported. WussRedXLi wrote: Classifed under imported......but not under 14 day SHN order. Also, note this visitation : Feb 1030h to 1135h Ci Yuan Community Club (51 Hougang Avenue 9) \x95 Ci Yuan Hawker Centre Air crew.... wah heng is imported. no fear liao, new strain is scary",2/10/21 10:42,47,Stay Home Notice,54,3,-15.322982861185944,12,1,0,2.20454583246848,0,0,0.0
172,172,3974,4551,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,"kimsix wrote: wah heng is imported. no fear liao, new strain is scary It's just the classification only. No SHN and got visit hawker centre, at home etc.....  (there was zero community case yesterday but got 1 new place visited by cases while being infectious).  4th Feb symptoms onset and 7th day visit, that's the peak viral shedding period. See if got spread or not lor.",2/10/21 10:46,61,Stay Home Notice,66,3,-12.705791336490078,15,6,0,1.7922325437767475,0,0,0.0
173,173,3984,4562,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,"WussRedXLi wrote: It's just the classification only. No SHN and got visit hawker centre, at home etc.....  (there was zero community case yesterday but got 1 new place visited by cases while being infectious).  4th Feb symptoms onset and 7th day visit, that's the peak viral shedding period. See if got spread or not lor. air crew that work in plane oversea and back should also implement SHN. What so special that they will not catch the virus?? So now who fault..... blame on local again when the community no go up again...",2/10/21 13:45,88,Stay Home Notice,93,3,-11.626068975767799,16,9,0,1.5623602725165395,0,1,0.0
174,174,3986,4564,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2/12/21 18:22,Sai Baba wrote: 1) UAE no 14 days SHN ? 2) can\x92t enter Singapore through India but can enter through UAE ? Good questions  you are asking ion why so many Indians coming to singapore through UAE.,2/10/21 13:56,32,Stay Home Notice,36,2,-13.244081599299548,7,1,1,4.009408643887775,0,0,0.0
175,175,4258,4912,?­?­?­3 community cases update lai liao,2/12/21 1:34,"almost every community case these days are somewhat linked to changi airport. wonder what they are doing... risking the workers there. gut feel is that those infected imports were allowed to roam in the airport before being sent to SHN hotels, or maybe using the airport toilet, touch here and there... etc. haiz.",2/12/21 0:13,53,Stay Home Notice,53,3,-11.37789555206763,14,2,0,3.1277934405717414,0,0,1.0
176,176,4338,5003,Mr chan chun sing THAT covid 19 unexpected statement is actually useful,2/12/21 0:27,"Another new permutations about the 1 unlinked case who tested positive for Covid-19 after SHN among locally-transmitted cases in S'pore on Jan. 1 COVID-19 virus variant a.k.a B117 detected after SHN 'not unexpected', Government prepared for it",1/2/21 9:41,34,Stay Home Notice,39,2,-14.316435117748743,3,0,0,6.559534156251523,1,0,0.0
177,177,4400,5072,Hey guys is  traveling allowed in Singapore,2/11/21 23:10,"If you dun mind shn and expensive air tix, you can still travel....",2/11/21 19:46,13,Stay Home Notice,13,1,-13.110392734455685,3,2,1,18.314013643534896,2,0,0.0
