Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Ya pls do so. I can stay here because I arent worried abt my ""privacy"". Terminate your mobile as well. Your cards as well. All these can track you also. Or you didnt realise it at all because you were so into digging dabian of this token? The more you talk abt tracking privacy, the more you are making yourself sound like a noob not knowing there are much more things ""tracking"" you RIGHT NOW. Well, cant expect you to know anything about personal privacy. There is a drastic difference between one that you give and one that is forced. Did your daddy beat you as a child when he was drunk. telling you, you deserved it. And you believed him? Maybe he beat too hard, brain spoil liao. Poor thing sia...",27/10/20,134,Tracetogether,134,4,-11.38454388,27,2,13,2.140767596,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,they said if tamper token go jail?? but they never said if discreetly turn off bluetooth of phone after check in go jail? How do they check if people tamper TT app??,27/10/20,32,Tracetogether,32,2,-11.71278655,7,3,0,5.939086507,1,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"keigo22 wrote: The problem is you are only thinking about you only. Do you not know your data can help prevent X amount of people who come in close contact with you from further out spread? Let me put it this for you, your very posting in here now already give up your location and privacy. Your posting put a record into the database of your mac address, ip address, laptop information. By doing a mapping of this with the telco plus your office firewall, I'm able to tell where is your location. Do you know nowadays most office start implementing smart/next gen SIEM which monitor all your behaviour and can even predict if you are planning to resign or doing something fishy. Unless you are away from tech, sorry to inform you. Your privacy that you claim are long gone. The diff is, if it is just about making known to you or not only. That fellow came from the 1920s. He didnt know his ""privacy"" was long gone the moment he got onto the internet and mobile phone. Still trying to act smart when others are saying otherwise.",27/10/20,189,Tracetogether,191,4,-10.84639579,47,9,13,1.3216352,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Hmm, dont mind telling me something i dont know. But now not only you get tracked, online but offline as well. Seriously? When you say offline meaning the token going out? Unless you telling me you never bring phone, never use credit card. All cash and no tech walking around. And o ya you wear all full face mask covering every part of your face else Smart CCTV can do behaviour tracking and face detector. There are information I cannot disclose here. But trust me, the govt dont need what stupid token to track you. Years ago, once you step out of house, your every move already been recorded and analysis if the govt is targeting at you. As they have the tech to do it and already deploy island wide.",27/10/20,133,Tracetogether,133,4,-11.45055582,30,6,12,1.712083637,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Athlon_Riser wrote: they said if tamper token go jail?? but they never said if discreetly turn off bluetooth of phone after check in go jail? How do they check if people tamper TT app?? You wont know. They might just shut down the app and force everyone to use the token then you wont have a chance to mess around.,27/10/20,59,Tracetogether,60,3,-11.37776903,15,5,1,3.979705465,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: That fellow came from the 1920s. He didnt know his ""privacy"" was long gone the moment he got onto the internet and mobile phone. Still trying to act smart when others are saying otherwise. haha anyway no point saying anymore. He can kbkp all he want. End of the day, 1 word shut up and LL take your token with you. I have yet to see any Singaporean dare go out to street and start protesting..",27/10/20,76,Tracetogether,78,3,-10.9616832,21,5,1,3.687132648,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Funny people, after giving up their privacy on the internet they think this means we must give up our physical privacy too. So tomorrow they microchip you, since you already no privacy no difference la hor. Really, did you laobei beat you till you suffer from brain damage?",27/10/20,48,Tracetogether,48,2,-11.78624467,9,0,4,5.748838574,1,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,NumberX wrote: You wont know. They might just shut down the app and force everyone to use the token then you wont have a chance to mess around. if you ask me apps or token? Which one is more secure and less privacy invasive. Token will be the one. We all know apps can be hack and we dont know what written inside the apps to do other funny things and upload your data to the big boss. While the token is a dummy and unless you got covid and need to surrender your token. The data stay with you all the way.,27/10/20,103,Tracetogether,103,4,-10.67714363,22,6,9,2.865835243,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"keigo22 wrote: When you say offline meaning the token going out? Unless you telling me you never bring phone, never use credit card. All cash and no tech walking around. And o ya you wear all full face mask covering every part of your face else Smart CCTV can do behaviour tracking and face detector. There are information I cannot disclose here. But trust me, the govt dont need what stupid token to track you. Years ago, once you step out of house, your every move already been recorded and analysis if the govt is targeting at you. As they have the tech to do it and already deploy island wide. I know what you are tallking about and although I don't know the full picture, I know it's damn zai. But that said, problem is scalability. If it was so good, no need TT liao. Just use that good enough correct. What if I tell you that this is a trial run to increase scalability. Will you be so keen to carry that device around?",27/10/20,174,Tracetogether,176,4,-11.08290383,42,9,14,1.167469458,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Hmm, dont mind telling me something i dont know. But now not only you get tracked, online but offline as well. Seriously? Oh, now you knew all these but yet whining over a device which does the same thing? Lol. Come on, you can hide your ignorance better right? It doesnt matter online or offline. Its a matter they want to track you or not. But seriously, dun think too highly of yourself. Unless everytime they track those chickens or drug guys, your name always appear on the close contact in their tokens then different story.",27/10/20,98,Tracetogether,98,3,-11.47734588,16,7,8,2.318436163,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"keigo22 wrote: let me put it this way. You want covid situation in sg to improve? IF, a big IF you happen to be near a covid patient during your dinning or shopping. Wouldn't you prefer the govt to know it when the covid patient go for swap test and the data able to track back to you and have the govt inform you that you are in contact and at high risk and should go for swap test to prevent further spreading. The faster we have local situation contain, the better it is for everyone. Or you prefer the situation to be like Europe go out of hand, dont know who spread to who and all go back to lockdown. Business impacted, student study impacted. Your rice bowl impacted. For just a short period during covid situation helping in giving out certain privacy information is it going to make you suffer a big lost? or having the whole country able to react and contain the covid faster to prevent further out spread is more impt? FYI, this got nothing to do with support PAP or whatever. This is for the good for all Singaporean, your family, your kids, your parents from getting infect if tracking can be done faster to prevent out of control spreading. If such a simple human act cannot be done. I think we all deserve to be wipe out by covid. i love how Covid tells everyone that your personal beliefs doesnt matter, and dun even try to pull a fast one. Come on guys. Condemm the institution and follow your beliefs. Let Covid get rid of you. Good riddance,",27/10/20,274,Tracetogether,275,4,-11.10299049,65,10,11,0.686501212,0,1,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Oh, now you knew all these but yet whining over a device which does the same thing? Lol. Come on, you can hide your ignorance better right? It doesnt matter online or offline. Its a matter they want to track you or not. But seriously, dun think too highly of yourself. Unless everytime they track those chickens or drug guys, your name always appear on the close contact in their tokens then different story. LOL at kumgong trying to pretend he knows alot. I strongly believe privacy once taken will never be returned. Sure they have taken alot, and that is the world we live in. Only a fool will allow to take even more.",27/10/20,117,Tracetogether,117,4,-11.15550757,26,7,6,2.20750473,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Funny people, after giving up their privacy on the internet they think this means we must give up our physical privacy too. So tomorrow they microchip you, since you already no privacy no difference la hor. Really, did you laobei beat you till you suffer from brain damage? Privacy got virtual and physical? Your location is virtual or physical? Your address is virtual or physical? Bro, you ok or not? The more you talk, the more jialat its getting. I track your location online is virtual privacy? I track your location via a  physical device is physical privacy? What talking you?",27/10/20,103,Tracetogether,103,4,-11.47316658,21,4,8,2.92049187,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: That fellow came from the 1920s. He didnt know his ""privacy"" was long gone the moment he got onto the internet and mobile phone. Still trying to act smart when others are saying otherwise. Poomer wrote: Funny people, after giving up their privacy on the internet they think this means we must give up our physical privacy too. So tomorrow they microchip you, since you already no privacy no difference la hor. Really, did you laobei beat you till you suffer from brain damage?",27/10/20,85,Tracetogether,86,3,-11.5623918,21,2,4,3.339431965,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Privacy got virtual and physical? Your location is virtual or physical? Your address is virtual or physical? Bro, you ok or not? The more you talk, the more jialat its getting. I track your location online is virtual privacy? I track your location via a  physical device is physical privacy? What talking you? Your brain already got water, how to help. Just gonna give one example. Got moustache is your father ah? Got my IP address means its me? So nobody else can use my computer, nobody can hack my wifi and use my IP address, nobody can spoof my IP address?",27/10/20,104,Tracetogether,104,4,-11.66728419,22,5,7,2.102215987,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Oh, now you knew all these but yet whining over a device which does the same thing? Lol. Come on, you can hide your ignorance better right? It doesnt matter online or offline. Its a matter they want to track you or not. But seriously, dun think too highly of yourself. Unless everytime they track those chickens or drug guys, your name always appear on the close contact in their tokens then different story. er. why are we wasting time with meaningless argument? poomer has the right to not use the app or the token, he can uphold that right for as long as he wants. no gov law is forcing him on pain of death to use the app or carry the token.",27/10/20,126,Tracetogether,126,4,-10.87300321,23,8,6,1.448548342,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Your brain already got water, how to help. Just gonna give one example. Just as got moustache is your father ah? Got my IP address means its me? obviously either you engage in illegal activities or you are a self centered person who does not believe in small sacrifices for the common good. I hope Covid cures you.",27/10/20,60,Tracetogether,60,3,-11.44754248,12,1,4,3.127774183,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: LOL at kumgong trying to pretend he knows alot. I strongly believe privacy once taken will never be returned. Sure they have taken alot, and that is the world we live in. Only a fool will allow to take even more. You wont know the gov might know more than you know yourself. Now you suddenly know alot of your privacy is gone. So whats abt this then? They can track you via mobile. Why you nvr jjww? Throw your phone away la. Talk so much.",27/10/20,88,Tracetogether,88,3,-11.4621768,24,1,7,4.968871821,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"kyo_465 wrote: obviously either you engage in illegal activities or you are a self centered person who does not believe in small sacrifices for the common good. I hope Covid cures you. Our privacy is not a small sacrifice. I suggest you wake up your idea. It's people who are not capable of understanding one's privacy that will bemoan the loss only when it's long gone. Needless to say, by then it's too late to kp. Starting to feel I'm talking to bunch of inbeciles here, with no grasp of the severity of the situation. To be honest I'm not afraid of what they take this time round, I'm more afraid of what they are gonna take from us the next time round, or the next or the next.",27/10/20,122,Tracetogether,129,4,-10.52709173,24,5,4,2.396221856,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Your brain already got water, how to help. Just gonna give one example. Got moustache is your father ah? Got my IP address means its me? So nobody else can use my computer, nobody can hack my wifi and use my IP address, nobody can spoof my IP address? If you want say like this. Token must be you? You pass to someone cannot? They track your token means track you? Nonsense.",27/10/20,74,Tracetogether,74,3,-11.79982213,18,1,6,2.413991345,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: You wont know the gov might know more than you know yourself. Now you suddenly know alot of your privacy is gone. So whats abt this then? They can track you via mobile. Why you nvr jjww? Throw your phone away la. Talk so much. Bro, if you are being tracked and your solution is throw your phone away. Already shows your standard at where. I need not say more.",27/10/20,72,Tracetogether,72,3,-11.48025205,19,2,9,5.425115414,1,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,NumberX wrote: If you want say like this. Token must be you? You pass to someone cannot? They track your token means track you? Nonsense. You mean not possible?,27/10/20,29,Tracetogether,29,2,-10.89423004,9,1,2,12.64865006,2,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Our privacy is not a small sacrifice. I suggest you wake up your idea. It's people who are not capable of understanding one's privacy that will bemoan the loss only when it's long gone. Needless to say, by then it's too late to kp. Kp all you want la. Its not like you can do anything abt it NOW, so dun even talk abt being too late. What can you do other than whining like a loser? Nothing will change for you because your idea of it is plain stupid and selfish. You like it or not you still have to sug it up. If not go challenge the system.",27/10/20,108,Tracetogether,112,4,-10.79005841,25,5,9,3.826040905,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. why are we wasting time with meaningless argument? poomer has the right to not use the app or the token, he can uphold that right for as long as he wants. no gov law is forcing him on pain of death to use the app or carry the token. Poomer already stated he will use the token eventually, don\x92t know why so many ppl still want to trigger him",27/10/20,72,Tracetogether,73,3,-10.89155044,17,3,1,3.217570854,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: You mean not possible? Everything is possible. But I am not good witth assumptions. I am stating facts, not IFs.",27/10/20,22,Tracetogether,22,1,-11.77757884,6,0,2,10.50364908,2,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Kp all you want la. Its not like you can do anything abt it NOW, so dun even talk abt being too late. What can you do other than whining like a loser? Nothing will change for you because your idea of it is plain stupid and selfish. You like it or not you still have to sug it up. If not go challenge the system. The selfish people do it for short term implied benefit(of course there is none). As mentioned the TT token does not protect you or me in any way. I suggest you wake up your idea. It's those people who give their personal freedom for cheap, and cause the rest of us to be downtrodden and forced to follow. This is called spoil market.",27/10/20,131,Tracetogether,132,4,-10.6265458,29,5,11,2.279407478,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"keigo22 wrote: let me put it this way. You want covid situation in sg to improve? IF, a big IF you happen to be near a covid patient during your dinning or shopping. Wouldn't you prefer the govt to know it when the covid patient go for swap test and the data able to track back to you and have the govt inform you that you are in contact and at high risk and should go for swap test to prevent further spreading. The faster we have local situation contain, the better it is for everyone. Or you prefer the situation to be like Europe go out of hand, dont know who spread to who and all go back to lockdown. Business impacted, student study impacted. Your rice bowl impacted. For just a short period during covid situation helping in giving out certain privacy information is it going to make you suffer a big lost? or having the whole country able to react and contain the covid faster to prevent further out spread is more impt? FYI, this got nothing to do with support PAP or whatever. This is for the good for all Singaporean, your family, your kids, your parents from getting infect if tracking can be done faster to prevent out of control spreading. If such a simple human act cannot be done. I think we all deserve to be wipe out by covid. my question to you is that is the trade off worth it? the use of TT only have minimun benefit (reduce contact tracing time by a little). TT does not prevent import of cases nor sniff out undertected cases (only mass testing can do so). Its like you gave up $10 but in return you only get back $2",27/10/20,292,Tracetogether,295,4,-10.92130209,69,10,11,0.579040874,0,1,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Sinkie wrote: Poomer already stated he will use the token eventually, don\x92t know why so many ppl still want to trigger him I said if really no choice, and i need it to get my next meal. Then yes, I will do it. Till then.",27/10/20,45,Tracetogether,46,2,-11.51847412,11,4,3,8.593727813,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Our privacy is not a small sacrifice. I suggest you wake up your idea. It's people who are not capable of understanding one's privacy that will bemoan the loss only when it's long gone. Needless to say, by then it's too late to kp. Starting to feel I'm talking to bunch of inbeciles here, with no grasp of the severity of the situation. To be honest I'm not afraid of what they take this time round, I'm more afraid of what they are gonna take from us the next time round, or the next or the next. er. sure. i totally get your pov. maybe consider approaching one of the mps to push your case for better privacy protection?",27/10/20,114,Tracetogether,121,4,-10.62420372,23,4,6,2.230951316,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Because it's using our money to buy them,27/10/20,7,Tracetogether,8,0,-9.981592556,2,0,1,66.4941953,4,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: Everything is possible. But I am not good witth assumptions. I am stating facts, not IFs. The fact is no one can pinpoint anything to a person based on a single ip address. So all your bullshiat and long grandmother story about our privacy already long gone is moot.",27/10/20,51,Tracetogether,51,3,-11.54317981,10,1,3,3.292191869,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"marktan4422 wrote: my question to you is that is the trade off worth it? the use of TT only have minimun benefit (reduce contact tracing time by a little). TT does not prevent import of cases nor sniff out undertected cases (only mass testing can do so). Its like you gave up $10 but in return you only get back $2 er. maybe the thinking behind it is better to lose $8 than to lose $10 because $2 represents 2,000 sinkie lives or something. but ya, maybe wrong forum here to push your case. no doubt you've already planted the seeds.",27/10/20,94,Tracetogether,102,4,-11.2129732,21,3,4,2.305100414,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Bro, if you are being tracked and your solution is throw your phone away. Already shows your standard at where. I need not say more. I solve problems, not b*tch at problems. Tell me what you get after jjww'ing all this while abt the token. In the end you will still use it or the app. All the whining did nothing. Now you are comparing a prrson who got things done and someone who only know how to whine abt it but nothing done. Now whr is the standards. Do you even have it?",27/10/20,96,Tracetogether,97,3,-10.78696952,26,7,8,3.065660984,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Facepalm at those trying to sabotage the device Sent from Xiaomi REDMI NOTE 5 using GAGT,27/10/20,15,Tracetogether,16,1,-14.47943757,3,0,0,8.547518001,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. sure. i totally get your pov. maybe consider approaching one of the mps to push your case for better privacy protection? Approach MP so that nothing gets done? Why dont I explain how proximity data can be used to pinpoint a person's specific location. And then you tell me again, do you feel so comfortable with that? Let's say if I install a bluetooth device at a shopping mall, let's say, Tampines Mall entrance and record every single device it pairs with and how long. Our government explicit says that Quote: The TraceTogether App does not collect or use physical location data (e.g. GPS, WiFi fingerprinting, cell ID). It only records proximity via Bluetooth. So if they have a bluetooth device installed at all entrances recording the same way we collect data on the TT token and TT app, wont it be proximity data too via Bluetooth? Proximity to entrance so they can track your location. To pinpoint a person's location you just need 3 fixed bluetooth transponders to triangulate your exact location. Then you have it, how to get a person's location based on proximity data.",27/10/20,185,Tracetogether,191,4,-12.11244313,40,6,11,0.877452007,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Poomer wrote: The fact is no one can pinpoint anything to a person based on a single ip address. So all your bullshiat and long grandmother story about our privacy already long gone is moot. Ok you win. I didnt know all they can get is just your ip address. You proven again you came from the 1920s.,27/10/20,57,Tracetogether,58,3,-11.25903413,13,1,5,5.425115414,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"NumberX wrote: I solve problems, not b*tch at problems. Tell me what you get after jjww'ing all this while abt the token. In the end you will still use it or the app. All the whining did nothing. Now you are comparing a prrson who got things done and someone who only know how to whine abt it but nothing done. Now whr is the standards. Do you even have it? Go on tell me what have you achieved so far today.",27/10/20,82,Tracetogether,83,3,-10.83053202,21,5,8,3.835960977,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. maybe the thinking behind it is better to lose $8 than to lose $10 because $2 represents 2,000 sinkie lives or something. but ya, maybe wrong forum here to push your case. no doubt you've already planted the seeds. to really save lives is to do mass testing, why are we not running at least 100k tests a day?",27/10/20,56,Tracetogether,63,3,-10.96967186,15,1,2,3.807099495,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: I said if really no choice, and i need it to get my next meal. Then yes, I will do it. Till then. No choice = no privacy concern. Then you shud do fine without it. Stay away from malls.",27/10/20,41,Tracetogether,41,2,-10.9347943,8,3,4,7.830120215,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. maybe the thinking behind it is better to lose $8 than to lose $10 because $2 represents 2,000 sinkie lives or something. but ya, maybe wrong forum here to push your case. no doubt you've already planted the seeds. I disagree with his analogy. There is negligible benefit. As they can only track long after infection there are no lives saved. In fact, it could be detrimental by lulling SIngaporeans into a false sense of security. So in fact it is a -$2. Which means 2000 more lives will be lost. Then again, may i ask is it worth it?",27/10/20,96,Tracetogether,105,4,-10.93164975,21,2,2,2.761940714,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,ok... i rest my case. Poomer wrote: Nobody should have that information. Poomer wrote: Right. Then dun track at all.,27/10/20,20,Tracetogether,20,1,-12.20938255,5,0,2,8.010332908,1,1,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"marktan4422 wrote: to really save lives is to do mass testing, why are we not running at least 100k tests a day? Will work? You test until the last 100k, the first 100k can be infected. Only way is test whole sg in 1 day. Can we?",27/10/20,43,Tracetogether,47,2,-11.02493445,12,0,1,7.083926443,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,NumberX wrote: No choice = no privacy concern. Then you shud do fine without it. Stay away from malls. I will try to do so. I'm not here to just talk you know.,27/10/20,31,Tracetogether,32,2,-10.69643961,8,0,2,12.35245947,2,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: Approach MP so that nothing gets done? Why dont I explain how proximity data can be used to pinpoint a person's specific location. And then you tell me again, do you feel so comfortable with that? Let's say if I install a bluetooth device at a shopping mall, let's say, Tampines Mall entrance and record every single device it pairs with and how long. Our government explicit says that So if they have a bluetooth device installed at all entrances recording the same way we collect data on the TT token and TT app, wont it be proximity data too via Bluetooth? Proximity to entrance so they can track your location. To pinpoint a person's location you just need 3 fixed bluetooth transponders to triangulate your exact location. Then you have it, how to get a person's location based on proximity data. er. think i don't need a refresher on privacy la. you've explained pretty clearly over 20 pages. if you can't trust your pap or wp mp to make a motion, what then?",27/10/20,166,Tracetogether,176,4,-11.95036484,40,6,12,1.046693251,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"OMG another one... 100k tests per day, 5.6 million people take 56 days to test. marktan4422 wrote: to really save lives is to do mass testing, why are we not running at least 100k tests a day?",27/10/20,33,Tracetogether,38,2,-11.44788118,10,0,1,5.923027415,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,coern wrote: ok... i rest my case. What can I say. they asked for it.,27/10/20,15,Tracetogether,15,1,-10.64493305,4,0,3,22.87083564,3,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: I disagree with his analogy. There is negligible benefit. As they can only track long after infection there are no lives saved. In fact, it could be detrimental by lulling SIngaporeans into a false sense of security. So in fact it is a -$2. Which means 2000 more lives will be lost. Then again, may i ask is it worth it? er. ok. so no lives saved, only loss of privacy. understooded.",27/10/20,72,Tracetogether,75,3,-11.09495633,17,1,2,3.824359305,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"coern wrote: OMG another one... 100k tests per day, 5.6 million people take 56 days to test. Hmm, seems like everyone who disagrees with you pov is the troll...",27/10/20,26,Tracetogether,30,2,-12.37446156,7,0,1,6.564974895,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"I think those who are ""up in arms"" are likely closet/opportunistic upskirt voyeurs / shoplifters / pickpockets / vice patrons. If caught in the act, can very easily trace your identity, this changes the whole ball game and makes it alot harder to ""get away"". So, don't hide behind the loss of privacy garbage.",27/10/20,51,Tracetogether,52,3,-11.85809874,8,1,1,3.548797279,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. ok. so no lives saved, only loss of privacy. understooded. No in fact 2000 more lives were lost. How ah? Lose lives lose privacy lose underwear.",27/10/20,28,Tracetogether,29,2,-11.93134303,6,1,0,6.513821771,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Poomer wrote: Go on tell me what have you achieved so far today. I come with lesser problems than you. Is that a good achievement to begin with? Just look at the number of  whining threads you have.,27/10/20,38,Tracetogether,38,2,-10.36549584,9,0,3,8.790257254,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"coern wrote: OMG another one... 100k tests per day, 5.6 million people take 56 days to test. dont forget MOH has reduced our daily tests from high of 60k to 28k",27/10/20,26,Tracetogether,32,2,-13.01537047,5,0,1,7.083926443,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"redglue23 wrote: I think those who are ""up in arms"" are likely closet/opportunistic upskirt voyeurs / shoplifters / pickpockets / vice patrons. If caught in the act, can very easily trace your identity, this changes the whole ball game and makes it alot harder to ""get away"". So, don't hide behind the privacy garbage. My friend you better dont shower naked ah.",27/10/20,59,Tracetogether,60,3,-12.42110662,10,1,3,3.292191869,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,NumberX wrote: I come with lesser problems than you. Is that a good achievement to begin with? Just look at the number of  whining threads you have. I can't count. Kor kor can you do it for me?,27/10/20,37,Tracetogether,38,2,-10.56077576,9,0,3,8.190545601,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Poomer wrote: No in fact 2000 more lives were lost. How ah? Lose lives lose privacy lose underwear. er. ok. give you the final word.,27/10/20,24,Tracetogether,25,1,-11.99332887,4,1,1,6.422261588,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,Poomer wrote: I can't count. Kor kor can you do it for me? er. dun like that la. you know 10-8=2.,27/10/20,19,Tracetogether,22,1,-11.97383304,6,0,2,11.70965905,2,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"redglue23 wrote: I think those who are ""up in arms"" are likely closet/opportunistic upskirt voyeurs / shoplifters / pickpockets / vice patrons. If caught in the act, can very easily trace your identity, this changes the whole ball game and makes it alot harder to ""get away"". So, don't hide behind the loss of privacy garbage. because the effort used to push TT can be better deployed to do mass testing and banning entry for anyone who has been in a high risk nation in the last 14 days.",27/10/20,85,Tracetogether,87,3,-11.36761584,19,2,2,2.225345464,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Cobra! wrote: er. dun like that la. you know 10-8=2. Wind him up a little la, he's been a lil beach all afternoon.",27/10/20,21,Tracetogether,24,1,-11.79392745,4,0,0,9.664055563,1,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,i will fully support TT if the govt concurrent introduce mass testing and banning of persons from entry into SG if they were from high risk nations,27/10/20,27,Tracetogether,27,2,-12.39441414,2,2,0,4.175493021,0,0,0
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"Poomer wrote: I will try to do so. I'm not here to just talk you know. From the abv quote, Have you dumped your mobile phone due to privacy concern? They can track your calls. They might hijack your front cam and spy you. Then you cannot say it isnt you. Or you have an alternative plan other than throwing your phone away?",27/10/20,62,Tracetogether,63,3,-11.04718198,14,1,9,6.092372739,1,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"marktan4422 wrote: because the effort used to push TT can be better deployed to do mass testing and banning entry for anyone who has been in a high risk nation in the last 14 days. Bro better dont explain so muc. Later they call you a troll or say you are a selfish lil turd coz if the TT scheme gets scrapped, they cannot haolian their chio TT token colour to their friends.",27/10/20,72,Tracetogether,73,3,-12.33639609,19,3,1,2.944731171,0,0,1
Why is EDMW so against tracetogether token? Proximity data only wad,2/7/21 12:54,"marktan4422 wrote: because the effort used to push TT can be better deployed to do mass testing and banning entry for anyone who has been in a high risk nation in the last 14 days. 100% WRONG. Let's say we are able to do do immediate mass-testing It can only tell you who has covid now, and isolate those people. but viruses can spread/be imported/test negative at first then turn positive therefore mass testing will not eradicate covid19. if it is feasible, govt would have done it already; no need you to suggest, you are not smarter than govt. it is more sensible to trace where the virus spreads, and apply measures to contain the spread. that is why we have SAFE ENTRY - to track location of spread and TRACE TOGETHER - to track spreading clusters amongst the people plus the device is free, and safe. why people so against it, is really due to lack of understanding.",27/10/20,155,Tracetogether,161,4,-11.21668812,46,5,4,1.817987421,0,0,1
