,Unnamed: 0,Threads,Thread Datetime,Comments,Comment Datetime,num_words
3915,4485,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,"thats nuts what is this, the 60s? Sent from Anfield YNWA using GAGT",2021-11-02 23:13:00,12
3916,4486,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,"lazysundae wrote: thats nuts what is this, the 60s? Sent from Anfield YNWA using GAGT \U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440",2021-12-02 00:48:00,14
3917,4488,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,Typhoid fever is a life-threatening illness caused by Salmonella Typhi bacteria. Paratyphoid fever is a life-threatening illness caused by Salmonella Paratyphi bacteria.,2021-12-02 00:52:00,20
3918,4489,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,hooi kee sound like jhk restaurant name,2021-12-02 00:54:00,7
3919,4490,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,Haven finish convid come another round of virus,2021-12-02 00:55:00,8
3920,4491,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,"lazysundae wrote: thats nuts what is this, the 60s? Sent from Anfield YNWA using GAGT all these third world diesases are coming back, we are going from first to third world",2021-12-02 00:56:00,30
3921,4492,?­?­?­Suspension of Hooi Kee Eating House??s Food Business Operations,2021-12-02 18:23:00,bobo07 wrote: Haven finish convid come another round of virus \U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440\U0001f440,2021-12-02 18:23:00,10
3922,4493,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She departed Singapore on 30 January on a turnaround flight to the UAE , and returned on 1 February without disembarking from the aircraft at the overseas destination. She developed anosmia on 4 February, but did not seek medical attention. On 7 February, she was tested for COVID-19 as part of the Civil Aviation Authority of Singapore\x92s requirement for air crew to be tested following their return from overseas. Her pooled test result came back positive for COVID-19 on 8 February, and she was conveyed to the National Centre for Infectious Diseases for an individual swab, and isolated. Her test result came back positive for COVID-19 infection the next day. Her previous test on 22 January following another turnaround flight was negative for COVID-19. Her serology test result has come back negative, indicating that this is likely a current infection. She has also tested preliminarily positive for the B117 strain, and is pending further confirmatory tests.* Case 60102 received her first dose of the Pfizer-BioNTech COVID-19 vaccine on 2 February. As the vaccine does not contain live virus, she could not have been infected due to vaccination. It is possible for one to be infected just before or just after vaccination as it typically takes a few weeks for an individual to build up immunity after completing vaccination.* Besides Case 60102, 4 passengers on the same flight (Cases 59885, 59893, 59901 and 59902) have tested positive for COVID-19 infection, and are also preliminarily positive for the B117 strain. In view of her recent travel history, and the possibility that she might have been infected onboard the flight, we have preliminarily classified this case as imported.* https://www.moh.gov.sg/news-highligh...feb2021-update",2021-09-02 22:14:00,271
3923,4494,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"No massive outbreak, life goes on",2021-09-02 22:33:00,6
3924,4495,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Thanks for spreading leg for travelers transiting in UAE More community cases ahead! More WFH ahead!,2021-09-02 22:35:00,16
3925,4496,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Means 1-6 Feb she's spreading love in the community?,2021-09-02 22:35:00,7
3926,4497,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,gahment will still keep importing people anyway,2021-09-02 22:36:00,7
3927,4498,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Wlwlwlwlwl guile wrote: 59885 - Confirmed 31/1. UAE 31/F Indian DP Holder 59893 - Confirmed 1/2. UAE 34/F Indian DP Holder 59901 - Confirmed 1/2. UAE 3/F Indian DP Holder (Contact of 59893 ) 59902 - Confirmed 1/2. UAE 1/F Indian DP Holder (Contact of 59885 ) Took them a week to reveal this news they are infected with B117. If not for the stewardess we would never know.,2021-09-02 22:36:00,52
3928,4499,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,1st Feb - Returned from UAE 2nd Feb - Received Vaccine 4th Feb - Loss of smell 7th Feb - Went for test 8th Feb - Confirmed positive Around 1 week in the community with the B117 strain.,2021-09-02 22:37:00,26
3929,4500,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Lost smell still refuse to visit doctor.,2021-09-02 22:39:00,7
3930,4503,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"with all the protective gears the cabin crew is wearing and still can tio, this is something they need to look into.",2021-09-02 22:41:00,22
3931,4504,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,so as long not infected in sg means is imported case. the person run around sg also is still  imported?,2021-09-02 22:52:00,20
3932,4505,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Ban all traveler from UAE.,2021-09-02 22:53:00,5
3933,4506,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Jonesftw bro no location list today? Posted from PCWX using LYA-L29,2021-09-02 22:55:00,10
3934,4507,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Ctrl_Alt_Del wrote: Ban all traveler from UAE. how dare chiu stop higher mortals beloved cecas from cumming,2021-09-02 22:55:00,16
3935,4508,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,BBFAs see this kind of news every day until numb liao. Back in 2020 would have come in \u5927\u60ca\u5c0f\u602a in mass,2021-09-02 22:58:00,19
3936,4509,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"They didn't mention where the stewardess went to on her previous flight to determine whether she spread to them or they spread to her. But something seems odd Stewardess arrived in SG on 1st Feb but Case 59885 was confirmed on 31/1 and the other 3 were confirmed on 1/2 So was the stewardess on the same flight as them from UAE? Can't be right? The other 4 cases must have arrived earlier for the first case to be confirmed on 31/1. ALso take time to be tested and results may not be immediate. But they mentioned this too Quote: Besides Case 60102, 4 passengers on the same flight (Cases 59885, 59893, 59901 and 59902) have tested positive for COVID-19 infection, and are also preliminarily positive for the B117 strain",2021-09-02 22:59:00,114
3937,4511,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Thank U pappies for CECA using UAE loophole,2021-09-02 23:00:00,8
3938,4514,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"SG/UAE one way is oredi 7hrs 30min, how to do turnaround? 1hrs SG ground preparation + 15 hrs flight + 1 hrs stop on dubai ground = 17 hrs call turnaround? can fly to London leow last time chow chow 2-3 days stay at the hotel/collect meal allowance. nowadays cabin crew life jin cham, squeeze till jialet jialet by company",2021-09-02 23:04:00,52
3939,4515,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"limpeh456 wrote: SG/UAE one way is oredi 7hrs 30min, how to do turnaround? 1hrs SG ground preparation + 15 hrs flight + 1 hrs stop on dubai ground = 17 hrs call turnaround? can fly to London leow last time chow chow 2-3 days stay at the hotel/collect meal allowance. nowadays cabin crew life jin cham, squeeze till jialet jialet by company Dong kim zuo SQ zeh zeh lui jin pai tan Sent from A Young Urban Professional Who Is Highly Sought After By At Least 3 Companies - Telco, Utility And Credit Card using GAGT",2021-09-02 23:15:00,86
3940,4517,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"If B117 spread to the community, then Govt must bear full responsibility. Knowing the dangers, they still allow Indians to come into Sg via the Dubai loophole",2021-09-02 23:20:00,26
3941,4518,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"limpeh456 wrote: SG/UAE one way is oredi 7hrs 30min, how to do turnaround? 1hrs SG ground preparation + 15 hrs flight + 1 hrs stop on dubai ground = 17 hrs call turnaround? can fly to London leow last time chow chow 2-3 days stay at the hotel/collect meal allowance. nowadays cabin crew life jin cham, squeeze till jialet jialet by company while the top management can kkylp \U0001f923",2021-10-02 03:04:00,60
3942,4519,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Newsman wrote: If B117 spread to the community, then Govt must bear full responsibility. Knowing the dangers, they still allow Indians to come into Sg via the Dubai loophole No lah. If you don't wear mask or didn't wear it properly, strictly Sinkies fault.  All of you to be blame. On the gov side, no blame culture for gov.",2021-10-02 03:09:00,56
3943,4520,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"walterwu wrote: No lah. If you don't wear mask or didn't wear it properly, strictly Sinkies fault.  All of you to be blame. On the gov side, no blame culture for gov. Totally agree, it is sinkie fault... Can not blame the gov In fact we should not wear mask too",2021-10-02 04:35:00,49
3944,4521,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Newsman wrote: If B117 spread to the community, then Govt must bear full responsibility. Knowing the dangers, they still allow Indians to come into Sg via the Dubai loophole UAE is a loophole in my personal opinion but you can\x92t blame the Government. If Singaporean wear mask properly, maintain social distancing and observed personal hygiene should be okay. If spreading into the community, should be our fault and not the Government fault.",2021-10-02 04:41:00,71
3945,4522,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Ts moh never update the location list ??? Posted from PCWX using iPhone8,2",2021-10-02 05:25:00,12
3946,4523,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Sai Baba wrote: UAE is a loophole in my personal opinion but you can\x92t blame the Government. If Singaporean wear mask properly, maintain social distancing and observed personal hygiene should be okay. If spreading into the community, should be our fault and not the Government fault. The stewardess never wear mask meh?  I think stewardess even wear protective googles, no? If she was infected by these 4 passengers then we should wonder if this strain so contagious that even surgical mask doesn't work. does it mean all of us need to wear ffp2 mask from now on?",2021-10-02 05:25:00,95
3947,4524,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"jonesftw wrote: Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She departed Singapore on 30 January on a turnaround flight to the UAE , and returned on 1 February without disembarking from the aircraft at the overseas destination. She developed anosmia on 4 February, but did not seek medical attention. On 7 February, she was tested for COVID-19 as part of the Civil Aviation Authority of Singapore\x92s requirement for air crew to be tested following their return from overseas. Her pooled test result came back positive for COVID-19 on 8 February, and she was conveyed to the National Centre for Infectious Diseases for an individual swab, and isolated. Her test result came back positive for COVID-19 infection the next day. Her previous test on 22 January following another turnaround flight was negative for COVID-19. Her serology test result has come back negative, indicating that this is likely a current infection. She has also tested preliminarily positive for the B117 strain, and is pending further confirmatory tests.* Case 60102 received her first dose of the Pfizer-BioNTech COVID-19 vaccine on 2 February. As the vaccine does not contain live virus, she could not have been infected due to vaccination. It is possible for one to be infected just before or just after vaccination as it typically takes a few weeks for an individual to build up immunity after completing vaccination.* Besides Case 60102, 4 passengers on the same flight (Cases 59885, 59893, 59901 and 59902) have tested positive for COVID-19 infection, and are also preliminarily positive for the B117 strain. In view of her recent travel history, and the possibility that she might have been infected onboard the flight, we have preliminarily classified this case as imported.* https://www.moh.gov.sg/news-highligh...feb2021-update Didn't they wear masks on board?",2021-10-02 05:39:00,278
3948,4525,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Chris008 wrote: The stewardess never wear mask meh?  I think stewardess even wear protective googles, no? If she was infected by these 4 passengers then we should wonder if this strain so contagious that even surgical mask doesn't work. does it mean all of us need to wear ffp2 mask from now on? Yes what happened?",2021-10-02 05:40:00,54
3949,4526,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Sooner or later we will have another wave due to these CECAS Sent from Samsung SM-N960F using GAGT,2021-10-02 05:42:00,17
3950,4527,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"They took risk to cheong, CEO song song take millions",2021-10-02 05:44:00,10
3951,4528,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"qhong61 wrote: Didn't they wear masks on board? even wear masks is not 100% safe, the best is to ban flights and people from high risks areas",2021-10-02 05:48:00,25
3952,4529,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Thought there was a study done. Aircraft air is the safest cleanest air to breath in,2021-10-02 05:49:00,16
3953,4530,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,guile wrote: 1st Feb - Returned from UAE 2nd Feb - Received Vaccine 4th Feb - Loss of smell 7th Feb - Went for test 8th Feb - Confirmed positive Around 1 week in the community with the B117 strain. You would think that got a few passenger infected already she would be under SHN after 1 Feb... but no. Just because she took the vaccine then can roam around Singapore without restriction.,2021-10-02 05:56:00,60
3954,4531,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Kunkka wrote: Ts moh never update the location list ??? Posted from PCWX using iPhone8,2 \u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1\u27a1 jonesftw wrote:",2021-10-02 05:59:00,16
3955,4532,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Transcendent wrote: Thought there was a study done. Aircraft air is the safest cleanest air to breath in Simi study no logic,2021-10-02 05:59:00,22
3956,4533,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"61% accepted no foresight as a good reason,,,.such powerful excuse can be use again and again for anything....",2021-10-02 06:01:00,18
3957,4534,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Scholars doing wat they are best at....papers.....and mathematics(community or no community cases)...,2021-10-02 06:03:00,15
3958,4535,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"qhong61 wrote: Didn't they wear masks on board? Chris008 wrote: The stewardess never wear mask meh?  I think stewardess even wear protective googles, no? If she was infected by these 4 passengers then we should wonder if this strain so contagious that even surgical mask doesn't work. does it mean all of us need to wear ffp2 mask from now on? Yes, universal masking.......  it's the B117 variant tho. Air crew got additional safety glasses + gloves (also stops you from rubbing eyes, at least got a solid psychological reminder effect not to do so until you take off gloves and sanitise hands).",2021-10-02 09:03:00,97
3959,4536,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Positive news for circuit breaker,2021-10-02 09:08:00,5
3960,4537,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Since her case is classified as imported, does she get free treatment? Or must claim MediShield after gov subsidy and top up the rest herself?",2021-10-02 09:09:00,25
3961,4538,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Transcendent wrote: Thought there was a study done. Aircraft air is the safest cleanest air to breath in Short duration jump between the pax when in close distances (1m or below) possible? 5 mins already demonstrated in overseas epidemiological case studies, somemore over longer distances of 4-6 metres. That was also alr somewhat demonstrated 4 days ago with the contracted worker got infected just by helping imports wear their digital tracking devices.  How many minutes that needs to be?  1 min? Got universal masking + face shield, gloves as well.",2021-10-02 09:25:00,84
3962,4539,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"qhong61 wrote: Didn't they wear masks on board? Chris008 wrote: The stewardess never wear mask meh?  I think stewardess even wear protective googles, no? If she was infected by these 4 passengers then we should wonder if this strain so contagious that even surgical mask doesn't work. does it mean all of us need to wear ffp2 mask from now on? Cloth mask or surgical mask ? Even N95 mask also never guaranteed 100%.",2021-10-02 10:36:00,68
3963,4540,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,guile wrote: 1st Feb - Returned from UAE 2nd Feb - Received Vaccine 4th Feb - Loss of smell 7th Feb - Went for test 8th Feb - Confirmed positive Around 1 week in the community with the B117 strain. imported or community this 1?,2021-10-02 10:37:00,32
3964,4541,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Vincentlow82 wrote: You would think that got a few passenger infected already she would be under SHN after 1 Feb... but no. Just because she took the vaccine then can roam around Singapore without restriction. Vaccine is no guarantee 100%. Which Pharma company dare to say 100%?,2021-10-02 10:38:00,44
3965,4542,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Just shut down Sq la This oyk really hell bent on importing the virus,2021-10-02 10:38:00,14
3966,4543,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,kimsix wrote: imported or community this 1? Don't understand why counted as imported.,2021-10-02 10:38:00,11
3967,4544,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,why suddenly so many UAE or middle east infection... is it just me who think that it is the CECAs who travelled there and transit into SG?,2021-10-02 10:39:00,27
3968,4545,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,'Air travel is very safe' who say one? Experts?,2021-10-02 10:39:00,9
3969,4546,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"kimsix wrote: imported or community this 1? Classifed under imported......but not under 14 day SHN order. Also, note this visitation : 7 Feb 1030h to 1135h Ci Yuan Community Club (51 Hougang Avenue 9) \u2022 Ci Yuan Hawker Centre Air crew....",2021-10-02 10:41:00,33
3970,4547,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,m@maboi wrote: why suddenly so many UAE or middle east infection... is it just me who think that it is the CECAs who travelled there and transit into SG? 1) UAE no 14 days SHN ? 2) can\x92t enter Singapore through India but can enter through UAE ?,2021-10-02 10:42:00,43
3971,4548,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"They always think turmeric powder can protect fro viruses. That is why they travel everywhere,... except China.",2021-10-02 10:42:00,17
3972,4549,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"idolcritic wrote: Don't understand why counted as imported. WussRedXLi wrote: Classifed under imported......but not under 14 day SHN order. Also, note this visitation : Feb 1030h to 1135h Ci Yuan Community Club (51 Hougang Avenue 9) \x95 Ci Yuan Hawker Centre Air crew.... wah heng is imported. no fear liao, new strain is scary",2021-10-02 10:42:00,47
3973,4550,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,No fear after cny then will be back,2021-10-02 10:44:00,8
3974,4551,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"kimsix wrote: wah heng is imported. no fear liao, new strain is scary It's just the classification only. No SHN and got visit hawker centre, at home etc.....  (there was zero community case yesterday but got 1 new place visited by cases while being infectious).  4th Feb symptoms onset and 7th day visit, that's the peak viral shedding period. See if got spread or not lor.",2021-10-02 10:46:00,61
3975,4552,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,CB 2.0 after cny would be good sanzhu wrote: No fear after cny then will be back,2021-10-02 10:48:00,16
3976,4553,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,What I hate is the fact that the jokers are on DP not work pass Import them for what ?,2021-10-02 10:49:00,19
3977,4554,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Newsman wrote: If B117 spread to the community, then Govt must bear full responsibility. Knowing the dangers, they still allow Indians to come into Sg via the Dubai loophole Aiyo, someone retiring already. Let's see how many more will do the same. Can siam it's time to siam before something really big explode. Work smart and don't need to work hard lah.",2021-10-02 11:32:00,58
3978,4555,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"qhong61 wrote: Yes what happened? I understand that all passengers must be suited up ie wear full protective gown with masks and gloves etc when check in. However, how to stop some from removing them when they are seated? Also, the plane is using compressed air which is circulated within it. Once a joker remove his mask for a while, he sends the virus into the air.",2021-10-02 11:37:00,67
3979,4557,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,More to cum more to cum,2021-10-02 12:39:00,6
3980,4558,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,roburn wrote: What I hate is the fact that the jokers are on DP not work pass Import them for what ? Separate from family is very cruel.,2021-10-02 13:05:00,27
3981,4559,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"sinkies must adhere to safe distancing, wear mask etc but on the other hand, let's import more covid into the country.",2021-10-02 13:28:00,20
3982,4560,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,guile wrote: 1st Feb - Returned from UAE 2nd Feb - Received Vaccine 4th Feb - Loss of smell 7th Feb - Went for test 8th Feb - Confirmed positive Around 1 week in the community with the B117 strain. still can classified as import ...,2021-10-02 13:42:00,33
3983,4561,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,roburn wrote: What I hate is the fact that the jokers are on DP not work pass Import them for what ? To satisfy their spouse but actually sometime their husband hope they don't come better.,2021-10-02 13:43:00,34
3984,4562,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"WussRedXLi wrote: It's just the classification only. No SHN and got visit hawker centre, at home etc.....  (there was zero community case yesterday but got 1 new place visited by cases while being infectious).  4th Feb symptoms onset and 7th day visit, that's the peak viral shedding period. See if got spread or not lor. air crew that work in plane oversea and back should also implement SHN. What so special that they will not catch the virus?? So now who fault..... blame on local again when the community no go up again...",2021-10-02 13:45:00,88
3985,4563,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Alternate route for ceca to singapoo Via UAE.,2021-10-02 13:46:00,8
3986,4564,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Sai Baba wrote: 1) UAE no 14 days SHN ? 2) can\x92t enter Singapore through India but can enter through UAE ? Good questions  you are asking ion why so many Indians coming to singapore through UAE.,2021-10-02 13:56:00,32
3987,4565,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,If wear mask why will spread? Unless they never wear mask on plane? Sq and pap must explain to the people.,2021-10-02 14:00:00,21
3988,4566,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,So SQ stewardess was spreading B117 in the community? Xiasuay. National pride indeed. Sent from Nokia 3310 using GAGT,2021-10-02 14:10:00,17
3989,4567,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Thank you for getting infected. otherwise people of the world will forget the great work the govt has done for sinkees this pandemic.,2021-10-02 14:19:00,23
3990,4568,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"foxer77 wrote: still can classified as import ... They seem to classify the cases as to the source she get it from, in this case from a visitor overseas AND when she is not in Singapore. But if her close contact kena, will be considered community.",2021-10-02 14:31:00,45
3991,4569,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,EdenHazard wrote: If wear mask why will spread? Unless they never wear mask on plane? Sq and pap must explain to the people. Long distance flight got rest time. The aircrews will go sleep in the crew bund if the plane has the amenity.,2021-10-02 15:44:00,44
3992,4571,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,They smart enough to go via the UAE route. Lolz wizleys wrote: CECA again. FK PAP.,2021-10-02 15:45:00,16
3993,4573,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Passengers are CECA. Thank you PAP! https://www.channelnewsasia.com/news...id-19-infected,2021-10-02 15:46:00,6
3994,4574,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Acetone wrote: They smart enough to go via the UAE route. Lolz UAE Dubai Mauritius And India. But the passengers are mainly of Indian descent. Sent from Send From University Of Hull using GAGT,2021-10-02 15:46:00,34
3995,4575,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,"Acetone wrote: They smart enough to go via the UAE route. Lolz PAP stupid. UAE route or not, PAP keep open leg big big for them",2021-10-02 15:46:00,26
3996,4576,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,wizleys wrote: CECA again. FK PAP. Please don\x92t be Xenophobic. CECA is just a trade agreement,2021-10-02 15:56:00,16
3997,4577,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Error 404 Liao.... wizleys wrote: Passengers are CECA. Thank you PAP! https://www.channelnewsasia.com/news...id-19-infected,2021-10-02 16:23:00,10
3998,4579,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Still no one notice how stewardess returned on the 1st Feb but one of the 4 passengers same flight with her was confirmed positive on the 31st of Jan after developing symptoms on 30th Jan? Got symptom still travel? The passengers teleport isit can arrive a day earlier than the stewardess? Sent from Samsung SM-N975F using GAGT,2021-10-02 18:31:00,52
3999,4580,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,Infested in the aircraft  toilet? The air stewardess need to clean the toilet and might caught it from there?,2021-11-02 21:42:00,19
4000,4581,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,wizleys wrote: Passengers are CECA. Thank you PAP! https://www.channelnewsasia.com/news...id-19-infected SIA risking their staff health and safety for the benefit of Singaporeans. I am touched.,2021-11-02 21:44:00,23
4001,4582,?­SIA cabin crew & 4 passenger of same UAE flight preliminarily +ve for B117,2021-12-02 18:22:00,guile wrote: Still no one notice how stewardess returned on the 1st Feb but one of the 4 passengers same flight with her was confirmed positive on the 31st of Jan after developing symptoms on 30th Jan? Got symptom still travel? The passengers teleport isit can arrive a day earlier than the stewardess? Sent from Samsung SM-N975F using GAGT Good question \U0001f440\U0001f440 maybe mothership can ask,2021-12-02 18:22:00,60
