,Threads,Thread Datetime,Comments,Comment Datetime,num_words
1527,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: Yes Ah Long has a lucrative job. His livelihood weighs higher than the good of the population. Oh not trying to say poomer is one. Ah Long, do not go to the MALL to collect your debt, wait at the bus stop or a police station. So no tracing of your presence.",2020-10-28 11:54:00,54
1528,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,TurboBumbleBee wrote: If it\x92s so good no need to make mandatory liao. U think government need to make it mandatory for u to drink water? you obviously believe everyone has a reasonable level of iq. oh wait. isn't 60% of us daft? shiit.......,2020-10-28 11:54:00,41
1529,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: the easiest is to close our borders. Sound like a no brainer. Ppl here will think they are so smart to think of that. Which isn't what I am for. If you read my previous and earlier posts all over EDMW, I am for selective opening of borders. We open up and have a tight control over the inflow. If the country is **** ( like india, but then again, india is **** ever since decades ago and will probably be in the next few decades ), we squeeze the flow rate. Right now, the government is doing the exact opposite: opening up even more to the shittiest wuhan shithole in the world.",2020-10-28 11:56:00,110
1530,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"yangtung wrote: Ah Long, do not go to the MALL to collect your debt, wait at the bus stop or a police station. So no tracing of your presence. its much easier to trace ah long with cctv.",2020-10-28 11:56:00,38
1531,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,junjie433 wrote: The initiative is more like a white elephant project. If the token is useful then everyone shld have it including the tourists. I think it may be given to tourists too. I may be wrong.,2020-10-28 11:56:00,37
1532,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,TurboBumbleBee wrote: If it\x92s so good no need to make mandatory liao. U think government need to make it mandatory for u to drink water? You are comparing a need to a want. Can you do better?,2020-10-28 11:56:00,37
1533,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,NumberX wrote: You are comparing a need to a want. Can you do better? Which is a need which is a want can u clarify? Cos I think now the govt is saying we need the token too.,2020-10-28 11:58:00,38
1534,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: You sure the ""imported cases"" are not sinkies coming back home? So ask them dun come back? Or you got pissed because they used the word import and you started assuming? If it is, mainstream media would have mentioned it. Remember when they initially mentioned india nationals when reporting imported cases? They did reveal some breakdowns. So why now the sudden silence and skip all the breakdowns?",2020-10-28 11:59:00,69
1535,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"yangtung wrote: Ah Long, do not go to the MALL to collect your debt, wait at the bus stop or a police station. So no tracing of your presence. So back to my earlier question. What is the worst that could possibly happen to you with TT ?",2020-10-28 11:59:00,47
1536,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Earthling wrote: Proximity data only, also not location specific like GPS. Why everyone so against? Who cares? Nobody will care.. who the hell they think they r...jus a a bunch of bbfa..",2020-10-28 11:59:00,33
1537,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: Like I said, your concern is privacy. Worst come to worst with TT, your family knows you visit cheekons, FL, mistress. Just lose face only. Or lose family. No life or death impact to population at large. Or if you are a celebrity, you will be stalked. That's all. My concern is privacy, and also my reservations about the usefulness of this device and our gov's continual import of virus carriers everyday.",2020-10-28 11:59:00,72
1538,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Already explained twice here, but since you are unable to comprehend. Very hard for me to help you. u explain again, i lazy go find what u wrote previously. TT dont have gps chip, cannot trace or track location. The battery cant last 6 months with constant live gps tracking.. AND even IF (which is ofc not true) there is location tracking, its stored locally, not sent out. people will have to get hold of ur physical token to download the data. if ur conscience is clean, dn scared la!",2020-10-28 12:00:00,91
1539,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"junjie433 wrote: The initiative is more like a white elephant project. If the token is useful then everyone shld have it including the tourists. Well, wait for it then. Might just happen.",2020-10-28 12:00:00,32
1540,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: My concern is privacy, and also my reservations about the usefulness of this device and our gov's continual import of virus carriers everyday. no choice. protect your privacy, fight for your rights, and live with the token for now.",2020-10-28 12:01:00,40
1541,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,MikeDirnt78 wrote: So back to my earlier question. What is the worst that could possibly happen to you with TT ? This is super bad way of convincing people btw.. \x93do what i say because... what\x92s the worse that could happen to u\x94 lol... if this works u will be no.1 champion sales rep of the world.,2020-10-28 12:01:00,55
1542,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Shdwfalcon wrote: My concern is more of giving the current administration too much power and blank cheque. Afterall, we are an authoritarian state. Go to China or America, The IG people or CIA monitor any message or location, why the people do not care. Is it because Singaporean is so smart and secretive by nature. They feel privacy override all safety measure on health.",2020-10-28 12:02:00,64
1543,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: u explain again, i lazy go find what u wrote previously. TT dont have gps chip, cannot trace location. The battery cant last 6 months with constant live gps tracking.. AND even IF (which is ofc not true) there is location tracking, its stored locally, not sent out. people will have to get hold of ur physical token to download the data. if ur conscience is clean, dn scared la! use the search function. dont be lazy. im not here to spoonfeed you. all i can say is I already explained quite thoroughly how your exact location can be determined using proximity data. dun be naive la, must get your token to know where you go?",2020-10-28 12:03:00,117
1544,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Shdwfalcon wrote: Which isn't what I am for. If you read my previous and earlier posts all over EDMW, I am for selective opening of borders. We open up and have a tight control over the inflow. If the country is **** ( like india, but then again, india is **** ever since decades ago and will probably be in the next few decades ), we squeeze the flow rate. Right now, the government is doing the exact opposite: opening up even more to the shittiest wuhan shithole in the world. looking at the list of countries which Sg open up to, I am not sure which you are talking about. We certainly did not open to India. We dun even open Malaysia, which the situation is deteriorating.",2020-10-28 12:03:00,123
1545,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Shdwfalcon wrote: Well, wait for it then. Might just happen. no need to wait. already part of the plan from the beginning. https://safetravel.ica.gov.sg/vietna...ts-and-process check that his/her mobile device is compatible 3 with the TraceTogether app, download it on his/her mobile device 4, register his/her mobile number and personal details on the app; and To facilitate contact tracing, visitors must keep the TraceTogether app activated on their mobile devices while in Singapore. They are also required to retain the TraceTogether app with the data for 14 consecutive days after leaving Singapore. A visitor must upload all data in the TraceTogether app upon request by the Singapore Ministry of Health should he/she test positive for COVID-19 while in Singapore or in the first 14 days after leaving Singapore.",2020-10-28 12:04:00,125
1546,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"yangtung wrote: Go to China or America, The IG people or CIA monitor any message or location, why the people do not care. Is it because Singaporean is so smart and secretive by nature. They feel privacy override all safety measure on health. America has two political parties cockblocking each other from having full control and power. Does Singapore have that? China is close to being totalitarian state. You want that to happen? Or you like china's way of managing?",2020-10-28 12:05:00,79
1547,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: This is super bad way of convincing people btw.. \u201cdo what i say because... what\u2019s the worse that could happen to u\u201d lol... if this works u will be no.1 champion sales rep of the world. LOL you are wrong. If you want to do well in investing and trading, or even project management you need to weigh the benefits and risks of the positions or proposals. This is how I am trained to think. I bet you don't do trading or investing in stocks or shares.",2020-10-28 12:06:00,87
1548,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,SGuy1976 wrote: Most people are unaware that emails are sent in clear text. What this means is that every network connection that the email passes through from the sender server to the receiver server gets to read everything inside. Wow I didnt know that. No wonder so many scammer these days...,2020-10-28 12:07:00,51
1549,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: looking at the list of countries which Sg open up to, I am not sure which you are talking about. We certainly did not open to India. We dun even open Malaysia, which the situation is deteriorating. Then explain imported cases. How can there is imported cases of foreign nationals when our borders are still fully shut?",2020-10-28 12:07:00,59
1550,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Actually, genuine question, safeentry and tracetogether been in use for months, is there any documented proof of its usage in successfully tracking down cases? What % of cases so far detected using safeentry/tracetogether? Anyone got the numbers?",2020-10-28 12:07:00,37
1551,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Cobra! wrote: no need to wait. already part of the plan from the beginning. https://safetravel.ica.gov.sg/vietna...ts-and-process check that his/her mobile device is compatible 3 with the TraceTogether app, download it on his/her mobile device 4, register his/her mobile number and personal details on the app; and To facilitate contact tracing, visitors must keep the TraceTogether app activated on their mobile devices while in Singapore. They are also required to retain the TraceTogether app with the data for 14 consecutive days after leaving Singapore. A visitor must upload all data in the TraceTogether app upon request by the Singapore Ministry of Health should he/she test positive for COVID-19 while in Singapore or in the first 14 days after leaving Singapore. What about those without compatible smartphones or smartphones in the first place?",2020-10-28 12:08:00,129
1552,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Since you refuse to use you brain, then lemme ask you one simple question to reply your WOT. Then why need TT Token. Trace when NEEDED to. Not WANTED to. I feel so dumb I have to keep answering your dumb questions. First you said nric could do all a token can do. On bus mrt, it cant. Then you said a half working dvd player is a spoilt machine. With the theory of a half empty half full glass, you couldnt explain your point. Then you claim token took your privacy. But you cant explain how isnt your phone doing the same and you arent crying foul abt it. I slapped you with examples after examples but you keep on coming like a bug. A smart person reads a line and understands the case. But an acting smart one, after reading my WOT still continues to ask me stupid questions. One after another. Now question boy, whats your next question?",2020-10-28 12:08:00,163
1553,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: LOL you are wrong. If you want to do well in investing and trading, you need to weigh your benefits and risks. This is how I am trained to think. I bet you don't do trading or investing in stocks or shares. U go be insurance agent, then every client u meet u use your magic tactic, \x93buy my policy because, what\x92s the worse that could happen to u?\x93 wah u confirm become billionaire top agent. What u waiting for man, u are wasting your talent!!",2020-10-28 12:09:00,86
1554,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: Actually, genuine question, safeentry and tracetogether been in use for months, is there any documented proof of its usage in successfully tracking down cases? What % of cases so far detected using safeentry/tracetogether? Anyone got the numbers? Prevention is better than cure. Dont get HiV then start thinking of condoms.",2020-10-28 12:10:00,52
1555,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: Wow I didnt know that. No wonder so many scammer these days... Stop using internet and smartphone if privacy is a big concern to you. TT is small fry compared to the big brothers.,2020-10-28 12:10:00,36
1556,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,NumberX wrote: Prevention is better than cure. Dont get HiV then start thinking of condoms. So no numbers then?? Ironic username btw.,2020-10-28 12:11:00,22
1557,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: Trace when NEEDED to. Not WANTED to. I feel so dumb I have to keep answering your dumb questions. First you said nric could do all a token can do. On bus mrt, it cant. Then you said a half working dvd player is a spoilt machine. With the theory of a half empty half full glass, you couldnt explain your point. Then you claim token took your privacy. But you cant explain how isnt your phone doing the same and you arent crying foul abt it. I slapped you with examples after examples but you keep on coming like a bug. A smart person reads a line and understands the case. But an acting smart one, after reading my WOT still continues to ask me stupid questions. One after another. Now question boy, whats your next question? Br, relax la. You cant change people mindset. Why spend so much time responsing. For all you know, you maybe talking to a low IQ person. This is a forum, and people in here love to talk cork while you try talk serious. Go look for other thread with people willingly to talk serious and mature.",2020-10-28 12:11:00,196
1558,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: use the search function. dont be lazy. im not here to spoonfeed you. all i can say is I already explained quite thoroughly how your exact location can be determined using proximity data. dun be naive la, must get your token to know where you go? The population already lost that privacy long before Covid came along. They willingly surrendered their personal information to enterprises and companies in exchange for personal conveniences and other benefits. Now the authorities implemented a tracing system for the use in contact tracing during a health pandemic ppl jjww. Obviously its nothing more than self centred thinking hiding behind hypocrisy of data privacy and all that **** ideology. There are some parts of the world who subscribe to that **** and Covid will always exploit this to the maximum and thousands die. So who takes responsibility? Again the same government who is trying to do something about it? There is no having the cake and eating it. In this case, the cake is already eaten, defecated and flushed. Then you ask for a refund. what a joke",2020-10-28 12:11:00,182
1559,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Cobra! wrote: no choice. protect your privacy, fight for your rights, and live with the token for now. The moments you are born, the whole world monitors your progress. Unless you do not go to school, kindergarten, walk to school. Throw your bus card down the river\x97student card to the school toilet. Oh, there is be a hermit in the South China Sea. Make sure it is an island belonging to no countries.",2020-10-28 12:12:00,73
1560,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Shdwfalcon wrote: What about those without compatible smartphones or smartphones in the first place? It is one of the conditions for visitors to enter. No compatible smartphone then u won\x92t be able to enter with your visitor pass,2020-10-28 12:12:00,38
1561,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: Trace when NEEDED to. Not WANTED to. I feel so dumb I have to keep answering your dumb questions. First you said nric could do all a token can do. On bus mrt, it cant. Then you said a half working dvd player is a spoilt machine. With the theory of a half empty half full glass, you couldnt explain your point. Then you claim token took your privacy. But you cant explain how isnt your phone doing the same and you arent crying foul abt it. I slapped you with examples after examples but you keep on coming like a bug. A smart person reads a line and understands the case. But an acting smart one, after reading my WOT still continues to ask me stupid questions. One after another. Now question boy, whats your next question? lol, who did you vote for?",2020-10-28 12:12:00,146
1562,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Shdwfalcon wrote: What about those without compatible smartphones or smartphones in the first place? they don't get to come in. there's a government department called immigration. they check you have the necessary identification and visas before they let you into a country.,2020-10-28 12:13:00,40
1563,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"keigo22 wrote: Br, relax la. You cant change people mindset. Why spend so much time responsing. For all you know, you maybe talking to a low IQ person. This is a forum, and people in here love to talk cork while you try talk serious. Go look for other thread with people willingly to talk serious and mature. I got banned for calling out ppl who come here and post low IQ responses. This place is really a cesspool of idiots.",2020-10-28 12:13:00,81
1564,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: U go be insurance agent, then every client u meet u use your magic tactic, \u201cbuy my policy because, what\u2019s the worse that could happen to u?\u201c wah u confirm become billionaire top agent. What u waiting for man, u are wasting your talent!! Huh. You buy the wrong policy, your money goes down the drain. Even if I'm not an insurance agent, please state the worst correctly lei.",2020-10-28 12:13:00,69
1565,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: Actually, genuine question, safeentry and tracetogether been in use for months, is there any documented proof of its usage in successfully tracking down cases? What % of cases so far detected using safeentry/tracetogether? Anyone got the numbers? Some of the cases on the news are traced with TT. And time to time if you were at the places visited by the cases, you will receive notification.",2020-10-28 12:13:00,68
1566,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Shdwfalcon wrote: If it is, mainstream media would have mentioned it. Remember when they initially mentioned india nationals when reporting imported cases? They did reveal some breakdowns. So why now the sudden silence and skip all the breakdowns? Your IFs is not a fact. Benefit of doubt will still be given to them. You cant just IF this IF that and call it facts right? I dun say no means I said yes? But the fact was I said nothing.",2020-10-28 12:15:00,80
1567,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: Huh. You buy the wrong policy, your money goes down the drain. Even if I'm not an insurance agent, please state correctly lei. U mean u are not in sales? Y huh? Your magic line 100% work one leh, never use on sales, it\x92s a big waste man. \x93Buy my product, because what\x92s the worse that could happen to u?\x94 Really no.1 sales pitch of all time.",2020-10-28 12:16:00,66
1568,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"yamakazi51 wrote: Some of the cases on the news are traced with TT. And time to time if you were at the places visited by the cases, you will receive notification. The problem is the population do not take personal responsibility to check out in the safe entry app or check out at their own convinience. This makes tracing and containment unreliable. A real time proximity sensor like the token will help to plug this gap and reduce noise during tracing.",2020-10-28 12:16:00,81
1569,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: use the search function. dont be lazy. im not here to spoonfeed you. all i can say is I already explained quite thoroughly how your exact location can be determined using proximity data. dun be naive la, must get your token to know where you go? nah i just cant be bothered about your views. got experts smarter than u alr tell u TT cannot track ur location, u still die die want to argue ur own views. only know where you've been to using safeentry, and the location data is so inaccurate that they dk which part of the mall,for eg, that you've been to, unless u check in again at a shop. using safe entry at certain locations is not the same as tracking. dk why like that also scared. next time just stay at home, cos there are cctvs all around, and they certainly can track your movements if they want to. can even see what u do leh",2020-10-28 12:17:00,163
1570,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"yamakazi51 wrote: Some of the cases on the news are traced with TT. And time to time if you were at the places visited by the cases, you will receive notification. U mind linking the news of cases traced with safeentry/TT? Since this thread is about convincing edmw of TT usage I think some solid evidence of its efficacy will be convincing.",2020-10-28 12:17:00,63
1571,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: U mean u are not in sales? Y huh? Your magic line 100% work one leh, never use on sales, it\x92s a big waste man. \x93Buy my product, because what\x92s the worse that could happen to u?\x94 Really no.1 sales pitch of all time. You don't understand what I'm trying to impart to you. Nevermind just ignore me.",2020-10-28 12:17:00,56
1572,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: The population already lost that privacy long before Covid came along. They willingly surrendered their personal information to enterprises and companies in exchange for personal conveniences and other benefits. Now the authorities implemented a tracing system for the use in contact tracing during a health pandemic ppl jjww. Obviously its nothing more than self centred thinking hiding behind hypocrisy of data privacy and all that **** ideology. There are some parts of the world who subscribe to that **** and Covid will always exploit this to the maximum and thousands die. So who takes responsibility? Again the same government who is trying to do something about it? There is no having the cake and eating it. In this case, the cake is already eaten, defecated and flushed. Then you ask for a refund. what a joke stop trivialising what few liberties you have left. since you are so daft, maybe ill summarise for you. companies cant send you to jail but the govt can. what has the govt done? ask us not to wear masks? did they take responsibility? pls dun make me laugh. if they had any wish to do something about it, they can stop the 2-3 daily flights from India. It ain't diffocult you know. What a retard, the govt doesnt care about you and here you are, talking about cakes.",2020-10-28 12:18:00,222
1573,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: I got banned for calling out ppl who come here and post low IQ responses. This place is really a cesspool of idiots. 60% of singaporeans are daft, so statistically they must exist here in the same proportion.",2020-10-28 12:19:00,39
1574,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: nah i just cant be bothered about your views. got experts smarter than u alr tell u TT cannot track ur location, u still die die want to argue ur own views. using safe entry at certain locations is not the same as tracking. dk why like that also scared. next time just stay at home, cos there are cctvs all around, and they certainly can track your movements if they want to. can even see what u do leh Right, continue to live in your own bubble then. A professor on network security already echoed the same thing I said. And you believe the ST experts. No wonder Sinkies are so gullible, narrow minded never mind, still thought they very smart.",2020-10-28 12:20:00,124
1575,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: You don't understand what I'm trying to impart to you. Nevermind just ignore me. How bout another magic line to \x93impart\x94 it to me? Come on, \x93what\x92s the worse that could possibly happen?\x94",2020-10-28 12:21:00,31
1576,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: lol, who did you vote for? Disappointing. Running out of nonsense?",2020-10-28 12:22:00,13
1577,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: stop trivialising what few liberties you have left. since you are so daft, maybe ill summarise for you. companies cant send you to jail but the govt can. what has the govt done? ask us not to wear masks? did they take responsibility? pls dun make me laugh. if they had any wish to do something about it, they can stop the 2-3 daily flights from India. It ain't diffocult you know. What a retard, the govt doesnt care about you and here you are, talking about cakes. Again, your reasoning amplifies your desperate need not to be tracked. Wearing masks or not depended on available scientific data. Trump dun even want to wear mask when he got the virus. Maybe you and him can be friends and you can get advise from him how to avoid paying income taxes from dubious income sources. What do you think the flights from India are for? The govnment doesnt care about losers (in this case you). Dun speak for me and many others who thrive in a fair system made for those who take responsibility for their own livelihoods. PErhaps we should vote to deport ppl like you and import other talents. You can also fulfill your wish of being a talent in a third world country.",2020-10-28 12:23:00,215
1578,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eno_lc wrote: It is one of the conditions for visitors to enter. No compatible smartphone then u won\x92t be able to enter with your visitor pass Cobra! wrote: they don't get to come in. there's a government department called immigration. they check you have the necessary identification and visas before they let you into a country. That's good to know.,2020-10-28 12:23:00,56
1579,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Right, continue to live in your own bubble then. A professor on network security already echoed the same thing I said. And you believe the ST experts. No wonder Sinkies are so gullible, narrow minded never mind, still thought they very smart. sure, share source please. the gps hardware is not there, how u track? i think if they really want to track u, TT wont be the first they will look at. there are much btr ways to track u pls u have phone number right? connected to internet? take public/private transport? use credit card? ahaha",2020-10-28 12:24:00,100
1580,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: Your IFs is not a fact. Benefit of doubt will still be given to them. You cant just IF this IF that and call it facts right? I dun say no means I said yes? But the fact was I said nothing. Okay, you say one ah. Next time you use ""IF"" in your argument, I shall quote your post.",2020-10-28 12:24:00,62
1581,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Cobra! wrote: 60% of singaporeans are daft, so statistically they must exist here in the same proportion. Only losers in a system complain about it. As long as they congregate in this forum, nobody cares. A few punks at Hong Lim is not going to change anything. thank goodness.",2020-10-28 12:25:00,48
1582,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"What percentage of our 57,980 covid cases so far were found using SafeEntry/TraceTogether?",2020-10-28 12:25:00,13
1583,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: sure, share source please. the gps hardware is not there, how u track? i think if they really want to track u, TT wont be the first they will look at. there are much btr ways to track u pls u have phone number right? connected to internet? take public/private transport? use credit card? ahaha like the grab app he use to look for customers in his rented car?",2020-10-28 12:25:00,72
1584,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: stop trivialising what few liberties you have left. since you are so daft, maybe ill summarise for you. companies cant send you to jail but the govt can. what has the govt done? ask us not to wear masks? did they take responsibility? pls dun make me laugh. if they had any wish to do something about it, they can stop the 2-3 daily flights from India. It ain't diffocult you know. What a retard, the govt doesnt care about you and here you are, talking about cakes. Ppl talk privacy you talk india talk mask? Stop flight? Sinkies oversea dont need come back? You go outside work your family lock the door say you might contacted covid can or not?",2020-10-28 12:25:00,121
1585,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: Disappointing. Running out of nonsense? You were not only unable to shoot down a single one of my theory, but Ive been trolling you most of the time. Song bo?",2020-10-28 12:27:00,32
1586,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"NumberX wrote: Ppl talk privacy you talk india talk mask? Stop flight? Sinkies oversea dont need come back? You go outside work your family lock the door say you might contacted covid can or not? Giving examples, but clearly you thick to understand la.",2020-10-28 12:28:00,44
1587,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: You were not only unable to shoot down a single one of my theory, but Ive been trolling you most of the time. Song bo? spoken like a true loser. Everyone is having a good time watching you amplify your stupidity and desperate need to showcase your illegal sources of income",2020-10-28 12:28:00,53
1588,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Giving examples, but clearly you thick to understand la. no, you are trying to divert away from the point of data privacy which you fight so hard for. Make up your mind pls",2020-10-28 12:29:00,35
1589,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"tjrsasea wrote: sure, share source please. the gps hardware is not there, how u track? i think if they really want to track u, TT wont be the first they will look at. there are much btr ways to track u pls u have phone number right? connected to internet? take public/private transport? use credit card? ahaha Doesnt matter there are many ways to track. What I'm saying is that contrary to what the government says, they can still track you via bluetooth. And I already explained here why they need bluetooth instead of using existing tech. Can't help you if you are lazy tho. You can continue to listen to your 'experts' and continue to delude yourself. Doesnt matter one bit to me.",2020-10-28 12:32:00,123
1590,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,TurboBumbleBee wrote: Which is a need which is a want can u clarify? Cos I think now the govt is saying we need the token too. You use app then no need token. Turn off your bluetooth after every use. Thats the best you can do for now?,2020-10-28 12:33:00,48
1591,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: no, you are trying to divert away from the point of data privacy which you fight so hard for. Make up your mind pls Oh well, cannot rebut the rest right. Sibei weak man.",2020-10-28 12:34:00,36
1592,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"kyo_465 wrote: like the grab app he use to look for customers in his rented car? idk what's his profession. but there are many ways to track other than TT if the gov really wants to. TT is for contact tracing purposes for the masses, from what was shared, it cuts down contact tracing by 50%. This alr shows without TT, can trace liao. And is contact tracing, not location like what he keeps on harping abt..",2020-10-28 12:35:00,75
1593,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,TT also need to argue? LOL.,2020-10-28 12:36:00,6
1594,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,kyo_465 wrote: spoken like a true loser. Everyone is having a good time watching you amplify your stupidity and desperate need to showcase your illegal sources of income Huh? I have zero source of illegal income. Cannot win argument so must anyhow whack based on your assumptions? Chui sia.,2020-10-28 12:36:00,49
1595,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: What percentage of our 57,980 covid cases so far were found using SafeEntry/TraceTogether? Seriously. This is just a bad argument. Does it matter how many? Even if 10% detection, isn't that good enough?",2020-10-28 12:36:00,33
1596,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"MikeDirnt78 wrote: Seriously. This is just a bad argument. Does it matter how many? Even if 10% detection, isn't that good enough? What if the figure were 0.5-1%. Then how?",2020-10-28 12:37:00,27
1597,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Doesnt matter there are many ways to track. What I'm saying is that contrary to what the government says, they can still track you via bluetooth. And I already explained here why they need bluetooth instead of using existing tech. Can't help you if you are lazy tho. You can continue to listen to your 'experts' and continue to delude yourself. Doesnt matter one bit to me. Ya la ya la. Ppl already have 101 ways to track you but they just want to track you with bluetooth la. Die die is use bluetooth to dunno how track you. You win ok? Happy? I think your skull let truck roll over also wont crack.",2020-10-28 12:37:00,113
