Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
500,500,552,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Virus incubation period is 2 weeks right?,6/7/20 17:22,6,Circuit Breaker,7,0,-12.648499561812649,1,0,0,26.83520739783087,3,0,0.0
501,501,553,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,says the one who claimed schools were the safest places,6/7/20 17:22,10,Circuit Breaker,10,0,-9.699226826522379,3,0,0,35.67576961818574,4,0,0.0
502,502,554,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,cannot be leh. tiagong someone once said school is the safest. now u-turn liao can they pogma himself?,6/7/20 17:23,17,Circuit Breaker,18,1,-12.937891697446037,5,0,0,36.262030090496694,4,0,0.0
503,503,555,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Elite schools tio wor!!! You all saw the names?,6/7/20 17:23,9,Circuit Breaker,9,0,-12.89439305310873,2,0,0,26.40715085584246,3,0,0.0
504,504,556,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Might as well close all Lppl,6/7/20 17:24,6,Circuit Breaker,6,0,-12.691317022499607,0,0,0,56.27175551393882,4,0,0.0
505,505,557,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,starry_starry_night wrote: Elite schools tio wor!!! You all saw the names? No Where????,6/7/20 17:24,12,Circuit Breaker,13,1,-13.094910317280663,3,0,0,20.500270600692797,3,0,0.0
506,506,558,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! )",6/7/20 17:25,91,Circuit Breaker,95,3,-13.872322679631658,15,1,2,2.561010189837723,0,0,0.0
507,507,559,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! ) Worst is highly paid",6/7/20 17:27,97,Circuit Breaker,101,4,-13.832108844859912,18,1,2,2.4656566838515066,0,0,0.0
508,508,560,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"""First, science. With the virus being around for several months now, there is a body of scientific evidence showing that COVID-19 does not affect the young very much as compared to adults. Parents will be familiar with this concept, as this is the case for other diseases such as chicken pox. Neither is there evidence to show that the young are vectors or spreaders of the virus. The reverse appears to be the case, where the young get infected by adults at home. This is the advice of Prof Dale Fisher, Group Director of Medicine at NUHS and Chair of the WHO Global Outbreak Alert and Response Network. Indeed, for the small handful of our students (including those from Institutes of Higher Learning) who were infected, every single one caught it outside of their schools. In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. In that sense, schools remain safe places for children, especially as they seem to be more resilient against the virus.""",6/7/20 17:31,235,Circuit Breaker,235,4,-10.475257390648586,32,6,3,1.0492365992281207,0,0,1.0
509,509,561,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,If can close. Then the kids should all be taking MRT to little India to take a walk walk and them visit that Must-visit supermarket there. Then school close no need to take exams.,6/7/20 17:33,33,Circuit Breaker,34,2,-10.812226216769037,7,1,0,11.115540654923011,2,1,0.0
510,510,562,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"FappingKing wrote: ""First, science. With the virus being around for several months now, there is a body of scientific evidence showing that COVID-19 does not affect the young very much as compared to adults. Parents will be familiar with this concept, as this is the case for other diseases such as chicken pox. Neither is there evidence to show that the young are vectors or spreaders of the virus. The reverse appears to be the case, where the young get infected by adults at home. This is the advice of Prof Dale Fisher, Group Director of Medicine at NUHS and Chair of the WHO Global Outbreak Alert and Response Network. Indeed, for the small handful of our students (including those from Institutes of Higher Learning) who were infected, every single one caught it outside of their schools. In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. In that sense, schools remain safe places for children, especially as they seem to be more resilient against the virus."" Oh golly, why safe place also can have cluster :shocked:",6/7/20 17:33,247,Circuit Breaker,247,4,-10.61881931338886,36,7,3,0.9804612869493977,0,0,1.0
511,511,563,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"lalalalalala wrote: Oh golly, why safe place also can have cluster :shocked: Any place that allows social interaction is not safe.",6/7/20 17:34,21,Circuit Breaker,21,1,-12.602621837001136,5,1,0,23.61550797325732,3,0,0.0
512,512,564,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,only his loved one tio then he would something,6/7/20 17:35,9,Circuit Breaker,9,0,-10.876531174483569,1,1,0,56.27175551393881,4,0,0.0
513,513,565,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! ) I agree...it exposes the weakness of GRCs to allow for ""backdoor"" ministers.",6/7/20 17:40,106,Circuit Breaker,110,4,-13.677595603135401,19,1,2,2.2141201274965665,0,0,0.0
514,514,566,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,starry_starry_night wrote: Elite schools tio wor!!! You all saw the names? Which one?  ..,6/7/20 17:41,12,Circuit Breaker,13,1,-12.955638179102687,3,0,0,20.5002706006928,3,0,0.0
515,515,567,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths... wahlaueh888 wrote: This Covid-19 come at a damn good time.. really exposed all the U-turns, Only Look Forward, Indecisiveness, Cluelessness, Lack of Foresight, Knee Jerk Reactions, Lack of expertise, no lack of ""experts"" with U turns, Unreasonable sturbborness, elite mentality , "" I know best, U just follow what i say"" contemptuous mentality towards the people etc... really chun chun time just before the masses decide who will lead them for the next 4 years... 4G is now really 4 GG liao... heaven got eyes.... (P.S> i am only expressing my own opinions ah, pls dun POFMA me! )",6/7/20 17:42,125,Circuit Breaker,131,4,-13.496122715457414,22,3,4,1.825673007273401,0,0,1.0
516,516,568,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why u all say U turn He opened sch   Then say if cluster will close the school affected Is this called U turn? More like doing what\x92s needed However the problem will be u don\x92t know how many r infected n spreading virus when they first open sch,6/7/20 17:43,48,Circuit Breaker,50,2,-12.613904174145814,15,4,0,11.115540654923008,2,0,0.0
517,517,569,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Acetone wrote: The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths... I will think not sending signals to tell ppl to stop travelling A lot grabbed cheap tix go Europe in feb n March Then come back infected   They never test all n never quarantine right until certain dates So that\x92s also problem,6/7/20 17:45,76,Circuit Breaker,79,3,-12.519000628370957,17,4,2,4.272034646014894,0,0,0.0
518,518,570,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Worst is gave those PRc free medical treatment. Really haigong... Acetone wrote: The biggest peeve for me was the mask prata flipping and the slow reaction to banning PrC Travelers. If they acted quick for those 2... We won\x92t have that many infections and deaths...,6/7/20 17:45,44,Circuit Breaker,46,2,-12.746331675991648,9,2,2,6.540652801523584,1,0,0.0
519,519,571,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,close school? too late now... spreading alrdy Sent from LGE LG-H990 using GAGT,6/7/20 17:46,12,Circuit Breaker,13,1,-14.862495690690336,2,0,0,26.407150855842463,3,0,0.0
520,520,572,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Unknown man... mist wait till some kids uplorry then will act... Really cmi,6/7/20 17:46,13,Circuit Breaker,13,1,-14.94942437896446,4,1,0,36.84829056280764,4,0,0.0
521,521,573,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Laneige wrote: Why u all say U turn He opened sch   Then say if cluster will close the school affected Is this called U turn? More like doing what\x92s needed However the problem will be u don\x92t know how many r infected n spreading virus when they first open sch He will u turn when needed,6/7/20 17:47,56,Circuit Breaker,58,3,-12.71364208967197,18,4,0,10.456331375492377,2,0,0.0
522,522,574,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh!,6/7/20 17:47,38,Circuit Breaker,38,2,-10.874488805615604,5,5,2,7.783979577417891,1,0,1.0
523,523,575,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"woolff wrote: Worst is gave those PRc free medical treatment. Really haigong... talking about prc, no update on this wuhan couple challenging our court https://forums.hardwarezone.com.sg/e...269099-27.html",6/7/20 17:48,24,Circuit Breaker,24,1,-15.30642804655461,5,0,1,13.08047430219993,2,0,0.0
524,524,576,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh! Schools can ban kids from running n talking. Go schools all antisocial for these few weeks,6/7/20 17:48,56,Circuit Breaker,56,3,-11.376663362411744,10,5,3,6.099082915284855,1,0,0.0
525,525,577,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh!,6/7/20 17:48,40,Circuit Breaker,40,2,-11.216858376272631,6,5,3,7.783979577417891,1,0,0.0
526,526,578,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,they are always 10 steps behind the virus,6/7/20 17:49,7,Circuit Breaker,8,0,-9.864916623263948,1,0,0,56.27175551393881,4,0,0.0
527,527,579,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,The students would not have gotten virus if they had gone to sch.,6/7/20 17:50,13,Circuit Breaker,13,1,-10.537900065718578,5,1,0,106.4913812901899,4,0,0.0
528,528,580,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"trento wrote: Schools can ban kids from running n talking. Go schools all antisocial for these few weeks Then go school for fark, might as well lock your kid up at home at least he can zoom his friends",6/7/20 17:50,39,Circuit Breaker,39,2,-12.026556239507117,8,1,1,12.39734639672214,2,0,1.0
529,529,581,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Tikam with lives no good.,6/7/20 17:51,5,Circuit Breaker,5,0,-11.676441258814561,1,0,0,106.4913812901899,4,0,0.0
530,530,582,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years.",6/7/20 17:52,84,Circuit Breaker,89,3,-10.976921623078159,17,3,1,3.7982159253345085,0,0,0.0
531,531,583,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Better not turn out like jo. Close when more cases is reactive leh... Tio liao then take action got use meh? Prevention better than Cure wor,6/7/20 17:52,26,Circuit Breaker,26,2,-13.937195780787917,5,2,0,10.32828976240559,2,0,0.0
532,532,584,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Our ministers have 2 things that they don\x92t dare to do. This one don\x92t dare. That one don\x92t dare,6/7/20 17:52,18,Circuit Breaker,22,1,-13.048418997532638,3,0,0,27.143272811413073,3,0,0.0
533,533,585,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years. low income can borrow iPad from school to do HBL. don't anyhow hai gong",6/7/20 17:54,100,Circuit Breaker,106,4,-11.466960113493244,21,3,1,3.1312662767354618,0,0,1.0
534,534,586,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"It's fine. If the cases skyrocket like FWs, just raid the reserves again loh. No blame culture, please.",6/7/20 17:55,17,Circuit Breaker,18,1,-12.234063229118766,3,0,0,20.500270600692804,3,0,0.0
535,535,587,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: Schools can ban kids from running n talking. Go schools all antisocial for these few weeks hahaha... Like primary school time...cher says cannot talk...who talks will have to stand up outside class... So cute to think then..,6/7/20 17:55,41,Circuit Breaker,41,2,-11.945747992502834,11,0,0,12.627509511790912,2,0,1.0
536,536,588,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,I recall someone SAY something like this below.. just share here to ponder: \x93M  o M: Adult Employees must continue WFH after circuit breaker. Must not go to workplace. M o E: School children must not continue SFH after CB.. must attend school\x94 ????,6/7/20 17:57,42,Circuit Breaker,44,2,-13.674933497907688,7,0,0,5.191525348264735,1,0,0.0
537,537,589,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Laneige wrote: No Where???? m0n0n0ke wrote: Which one?  .. Mothership website.,6/7/20 17:57,9,Circuit Breaker,10,0,-13.344716767517628,2,0,0,36.84829056280765,4,0,0.0
538,538,590,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why so serious wrote: low income can borrow iPad from school to do HBL. don't anyhow hai gong Ya but news got say some home environment hard to hbl cos noisy. Hardware is not the main issue,6/7/20 17:58,36,Circuit Breaker,37,2,-12.864646879262589,8,1,0,8.005732511386789,1,0,0.0
539,539,591,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,sk0065 wrote: Our ministers have 2 things that they don\x92t dare to do. This one don\x92t dare. That one don\x92t dare This line very familiar From some local movie right?,6/7/20 17:58,28,Circuit Breaker,33,2,-13.031256410282117,4,0,1,14.285242913228629,2,0,0.0
540,540,592,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Why so serious wrote: low income can borrow iPad from school to do HBL. don't anyhow hai gong Not sufficient numbers and different specifications causing a lot of IT problems for teachers on the ground. Some siblings has got to share. Cannot complete and submit homework on time.,6/7/20 17:58,47,Circuit Breaker,48,2,-11.945730823785329,7,2,0,5.555599646022943,1,0,0.0
541,541,593,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: Ya but news got say some home environment hard to hbl cos noisy. Hardware is not the main issue the virus doesn't wait for u to sort out ur issues.,6/7/20 17:58,31,Circuit Breaker,32,2,-12.353009520953155,6,1,0,10.30694949355779,2,0,0.0
542,542,594,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"lalalalalala wrote: Then go school for fark, might as well lock your kid up at home at least he can zoom his friends More effective learning in classroom. It was reported Hbl has its issues",6/7/20 18:00,35,Circuit Breaker,35,2,-11.815865662019947,7,1,1,11.462770758216998,2,0,1.0
543,543,595,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Chiong wrote: This line very familiar From some local movie right? I prefer scared don't do. Do don't scared. Look at Trump. He shows who's boss and does what's necessary,6/7/20 18:01,26,Circuit Breaker,30,2,-11.140444209174827,7,1,0,20.832255890004944,3,0,1.0
544,544,596,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase?,6/7/20 18:01,40,Circuit Breaker,40,2,-11.638995571505431,7,3,0,9.236751814465462,1,0,1.0
545,545,597,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,iamnew wrote: Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase? He also say kids don't really spread to adults. Adults spread to kids more,6/7/20 18:02,55,Circuit Breaker,56,3,-11.551342626515513,13,4,0,7.148722733910133,1,0,1.0
546,546,598,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"iamnew wrote: Perhaps ginnas have better immunity and if kena will not die so easily. This is why gahmen made the decision to send ginnas out in full force for pilot testing if really can open up the economy phase by phase? Even if the ginnas have better immunity, their ah gong and ah ma at home don't. Some policy makers like really don't use their brains much.",6/7/20 18:03,66,Circuit Breaker,68,3,-12.072865073037287,11,5,0,4.626595624063661,0,0,0.0
547,547,599,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,How many schools actually open in Asean region? I think so far only Vietnam right?,6/7/20 18:03,15,Circuit Breaker,15,1,-10.980329407495542,2,0,0,20.5002706006928,3,0,0.0
548,548,600,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,trento wrote: He also say kids don't really spread to adults. Adults spread to kids more So it makes sense to use ginnas for pilot testing. Hahahaha...,6/7/20 18:05,26,Circuit Breaker,27,2,-11.84696634805161,9,1,0,13.080474302199931,2,0,0.0
549,549,601,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,SecretAgent wrote: Me and my dad driving past a primary school the other day morning..  recess time then.. students running around.. hundreds of them.. I ask my dad.. what if one within then kenna... He shake his head and sigh! Pls lah... sinkies really kiasi... parents bring them to supermarket is safe? How long can u hide at home?,6/7/20 18:06,59,Circuit Breaker,59,3,-11.902308668481478,10,5,3,5.003236804924217,1,0,0.0
550,550,602,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"he is being transparent with the public, and informing you the contingency plan in advance. you all prefer  no contingency plan?",6/7/20 18:07,21,Circuit Breaker,21,1,-10.17512214695812,3,1,1,21.053418676245762,3,0,0.0
551,551,603,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,princessreiko wrote: https://mothership.sg/2020/06/ong-ye...losing-school/ very reactive .. .instead of proactive. and the thing that pissed me off is 70% support sending their own kids to test whether the coast is clear ... while the adults are told to still WORK FROM HOME. WTF is this man.. 70% ... r u all ok or not?,6/7/20 18:07,47,Circuit Breaker,49,2,-12.545007082796747,10,4,1,7.3380977467876916,1,0,0.0
552,552,604,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Covid doesn't seem to be controllable.. Look at America.... Do we not open the economy to them anymore?,6/7/20 18:08,17,Circuit Breaker,18,1,-11.197697862027827,3,0,1,20.46341013631933,3,0,0.0
553,553,605,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Unknown man really jialat.... Suay suay all the atas sch kena,6/7/20 18:08,11,Circuit Breaker,11,1,-17.485409642996668,1,0,0,26.83520739783087,3,0,0.0
554,554,606,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,focus1974 wrote: very reactive .. .instead of proactive. and the thing that pissed me off is 70% support sending their own kids to test whether the coast is clear ... while the adults are told to still WORK FROM HOME. WTF is this man.. 70% ... r u all ok or not? there is no need to harm every child's education if the risk is low.,6/7/20 18:09,60,Circuit Breaker,63,3,-11.153222984918505,13,5,1,5.639978557337356,1,0,1.0
555,555,607,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,R they testing primary and pre-school kids?!?!? They are mre vulnerable,6/7/20 18:09,10,Circuit Breaker,11,1,-12.357002937379207,2,1,0,56.271755513938814,4,0,0.0
556,556,608,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Low viral load so school must continue,6/7/20 18:09,7,Circuit Breaker,7,0,-12.60115162910184,1,0,0,55.38369640537925,4,0,0.0
557,557,609,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: On the ground, we know the truth that MoE has to resume back to back to school learning instead of home base learning is because students from lower income households don't have access to a home PC/laptop. This hampers their learning compared to their richer peers at school. Some poorer ones don't even have home wi-fi and would not have been able to do home-based learning as successfully as those who have. The virus has exposed yet another of sad truth about Singapore's wealth distribution in recent years. No wifi u sure? They live in caves?",6/7/20 18:10,95,Circuit Breaker,100,3,-11.201433513297866,19,3,1,3.242453680555821,0,0,1.0
558,558,610,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Just let the ginnas test for another few weeks to confirm if the coast is clear...... No panic, Be steady.",6/7/20 18:11,20,Circuit Breaker,20,1,-11.490193032870359,3,1,0,20.832255890004944,3,0,0.0
559,559,611,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,I know of one family who subscribe to data instead of wifi. Not entirely unheard of HirotoXeno wrote: No wifi u sure? They live in caves?,6/7/20 18:13,26,Circuit Breaker,26,2,-11.657382331832196,4,1,0,15.463359486395744,2,0,0.0
560,560,612,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"FappingKing wrote: In this context, it may not be a bad idea for our children to spend the bulk of their day in school, where lessons and activities are arranged such that they mingle only with their classmates, who are less susceptible to the virus than adults. They will be quite a resilient group. If we close schools, many will not stay home, but may run around in the community and mingle with a lot more people, exposing themselves to more risk. Jskm. I didn't know the ideal scenario is to have student teachers",6/7/20 18:17,93,Circuit Breaker,94,3,-10.283857609128084,17,3,2,3.1168549896499216,0,0,1.0
561,561,613,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"pikafunk3 wrote: there is no need to harm every child's education if the risk is low. Likewise by your reasoning, there is no need to harm Singaporeans' livelihoods by still insisting on working from home. Circuit breaker rules are put in place for a reason, when you start making U turns and exceptions, the whole rationale and policy effectiveness will get compromised. In this case, parents are kept safe working from home while children are exposed when they go back to school.",6/7/20 18:17,81,Circuit Breaker,82,3,-10.906095736015788,20,6,2,3.115791397789942,0,0,1.0
562,562,614,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,It will be too late by then,6/7/20 18:19,7,Circuit Breaker,7,0,-9.133792851630984,1,0,0,408.4470075175715,4,0,0.0
563,563,615,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,HirotoXeno wrote: No wifi u sure? They live in caves? You will be surprised. When was the last time you walked around among the 1/2 rooms flats? Do you know some households in Singapore has no electricity too or had theirs temporarily cut? (water supply still on though),6/7/20 18:22,47,Circuit Breaker,49,2,-11.124788593137096,12,2,2,7.317664721837052,1,0,1.0
564,564,616,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,pikafunk3 wrote: there is no need to harm every child's education if the risk is low. can explain why need to ask everyone to work from home ... when the risk is low as well for adults below 55yrs old?,6/7/20 18:22,37,Circuit Breaker,39,2,-10.767439080557223,8,2,0,11.984290221217025,2,0,1.0
565,565,617,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Ximple wrote: It's fine. If the cases skyrocket like FWs, just raid the reserves again loh. No blame culture, please. its yr kids kanna leh.",6/7/20 18:23,24,Circuit Breaker,25,1,-13.503041250315636,6,0,0,13.877624781470665,2,0,0.0
566,566,618,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"Social Entrepreneur wrote: Likewise by your reasoning, there is no need to harm Singaporeans' livelihoods by still insisting on working from home. Circuit breaker rules are put in place for a reason, when you start making U turns and exceptions, the whole rationale and policy effectiveness will get compromised. In this case, parents are kept safe working from home while children are exposed when they go back to school. yup im not a supporter of WFH as well",6/7/20 18:23,78,Circuit Breaker,78,3,-11.24521127755671,18,5,2,3.1675382335046818,0,0,1.0
567,567,619,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Fking dumb idiot edmwers. Dunno why so excited and happy to go into lockdown. This virus is here to stay for a long time. Are you idiots going to stay locked permanently if a number of cases spring up every now and then? People need to move on along with their lives and stimulate the economy instead of being leeches.,6/7/20 18:23,60,Circuit Breaker,60,3,-10.97154849170637,13,5,1,7.879026457504054,1,0,1.0
568,568,620,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Will not happen if cars is more affordable and lesser crowd in public transport.,6/7/20 18:26,14,Circuit Breaker,14,1,-10.850011468227057,2,2,0,36.262030090496694,4,0,0.0
569,569,621,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,"I thought Just a couple of days, someone here just laugh at LT for suggesting school to remain closed? Who\x92s that...... Don\x92t misunderstand, I\x92m not LT supporter. I only follow logic. That\x92s why you often see me pointing my cannon in any direction. It is not contradictory at all. I don\x92t blindly follow party or particular politician. I follow logic and reasons.",6/7/20 18:26,62,Circuit Breaker,67,3,-11.990934862807595,13,2,4,5.923821618408561,1,0,0.0
570,570,622,Ong Ye Kung: We will consider closing individual schools if Covid-19 clusters are discovered,6/8/20 14:46,Lol........just shut down nao rah! Dip insai chiu all know it will happen eventually!,6/7/20 18:27,15,Circuit Breaker,15,1,-14.684670746493524,3,0,0,26.835207397830878,3,0,0.0
